EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 7:42:38 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,ConsumptionBiomass

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,7.077072,2.955297,1.77569,18.26889,9.099154,6.500503,5.562798,4.825893,4.2985,3.839411,1.814161,13.25655,3.23576,9.971499,3.774663,10.88317,3.649987,7.33439,12.46994,154.5739,0,0
1986,7.073766,2.913201,1.806551,18.2287,9.141086,6.275061,5.34427,4.767038,4.164431,3.769287,1.825685,12.98439,3.647166,9.959605,3.863302,10.50336,3.605755,7.335304,12.4731,154.5449,0,0
1987,7.092672,2.876184,1.873243,18.19128,9.128631,6.349149,5.255941,4.640838,4.134622,3.691437,1.843427,13.58369,4.181226,9.904921,3.864869,10.93688,3.628046,7.33004,12.48014,154.6144,0,0
1988,7.116703,2.801338,1.939758,18.20801,9.073113,6.434168,5.445585,4.689771,4.122925,3.720905,1.864549,11.81602,4.478365,9.930097,4.044749,10.48243,3.582301,7.326369,12.48996,154.6635,0,0
1989,7.079622,2.737428,1.982046,18.21758,9.089783,6.436112,5.555089,4.882616,4.21403,3.765386,1.895251,12.10724,4.305298,9.91375,4.028369,10.62118,3.641287,7.323814,12.50346,154.6968,0,0
1990,7.134305,2.710785,2.049162,18.22623,9.135823,6.362517,5.48337,4.901825,4.338457,3.81166,1.953992,11.98282,4.138062,10.00173,3.795148,10.65381,3.649315,7.323502,12.52001,154.7136,0,0
1991,7.171838,2.714764,2.119015,18.21283,9.225781,6.351909,5.369024,4.778727,4.257099,3.849161,2.021711,12.51678,4.090151,10.08857,3.747837,10.69178,3.621575,7.324181,12.53783,154.7231,0,0
1992,7.196481,2.681326,2.167001,18.20696,9.193464,6.275686,5.239983,4.651745,4.152031,3.83222,2.077398,12.45953,4.057187,10.11335,3.73614,10.73803,3.619066,7.323162,12.55618,154.7556,0,0
1993,7.211178,2.625809,2.199685,18.23278,9.129409,6.252253,5.121404,4.512873,4.024722,3.755415,2.131078,12.49044,4.023721,10.14481,3.600108,10.78156,3.620878,7.319523,12.57454,154.8298,0,0
1994,7.225086,2.549623,2.219618,18.2683,9.069958,6.235439,5.095457,4.427175,3.936282,3.677977,2.172827,12.71891,4.010865,10.21799,3.515948,10.80945,3.61894,7.315492,12.59304,154.9084,0,0
1995,7.225206,2.39352,2.139931,18.30336,9.061635,6.275048,5.178877,4.521016,3.969244,3.665498,2.177327,12.70519,3.891585,10.25519,3.490113,10.84199,3.651779,7.314464,12.60851,154.9358,0,0
1996,7.214358,2.249751,2.076661,18.31416,9.114063,6.241057,5.147241,4.522971,4.007425,3.687099,2.176889,12.93911,3.80621,10.27177,3.540657,10.84955,3.666564,7.317202,12.61652,154.8951,0,0
1997,7.213898,2.142902,2.058562,18.31594,9.169862,6.304307,5.152861,4.489201,3.994148,3.72011,2.163238,12.85897,3.82808,10.24438,3.63563,10.85852,3.680471,7.319965,12.62093,154.8509,0,0
1998,7.201007,2.065202,2.077333,18.32316,9.189572,6.37315,5.261364,4.523268,3.997511,3.753324,2.139518,12.62333,3.823055,10.17067,3.742388,10.83693,3.685692,7.323582,12.62096,154.7906,0,0
