EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 7:42:38 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,AvgWeightOrProdCons

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1,0.003116639,0.09010714,0.4536079,0.002906337,0.04923169,0.1574586,0.2985976,0.4441846,0.5722139,0.7303005,0.1773481,0.001367044,0.1432834,0.002429791,0.07501637,0.002895173,0.1199239,0.3000136,0.1950089,0.2965718,0,0
2,0.003116816,0.09002911,0.4534337,0.002929164,0.0492245,0.1573945,0.2989703,0.4449701,0.5726665,0.7305508,0.1773481,0.001325347,0.1439536,0.002430255,0.07500534,0.002876282,0.1201636,0.3000136,0.1950089,0.2965718,0,0
3,0.003117137,0.089914,0.4532053,0.002956549,0.04921278,0.1573779,0.2997545,0.4463727,0.5735506,0.7309871,0.1773481,0.00127835,0.1449934,0.002430956,0.07499305,0.002852951,0.1205002,0.3000136,0.1950089,0.2965718,0,0
4,0.003117978,0.08976593,0.4529419,0.002985726,0.04919758,0.1573876,0.3008546,0.4483756,0.574847,0.7316332,0.1773481,0.001229064,0.1463791,0.002431948,0.07498185,0.002826512,0.120921,0.3000136,0.1950089,0.2965718,0,0
5,0.003119503,0.08958837,0.4526576,0.003014121,0.04917965,0.1574107,0.3021919,0.4509464,0.5765429,0.7325038,0.1773481,0.001180156,0.1480917,0.002433189,0.07497332,0.002798551,0.121414,0.3000136,0.1950089,0.2965718,0,0
6,0.003121753,0.08938414,0.4523613,0.003039404,0.04915958,0.15744,0.3037027,0.4540429,0.5786302,0.7336072,0.1773481,0.001134016,0.1501165,0.002434571,0.07496832,0.002770834,0.1219686,0.3000136,0.1950089,0.2965718,0,0
7,0.003124691,0.08915545,0.4520581,0.003059534,0.04913774,0.1574724,0.3053352,0.4576165,0.5811039,0.7349465,0.1773481,0.001092752,0.1524414,0.002435961,0.07496709,0.002745178,0.1225753,0.3000136,0.1950089,0.2965718,0,0
8,0.003128236,0.08890402,0.4517497,0.003072821,0.04911434,0.1575075,0.3070481,0.4616154,0.5839604,0.7365213,0.1773481,0.001058155,0.1550575,0.002437214,0.07496933,0.00272335,0.1232256,0.3000136,0.1950089,0.2965718,0,0
9,0.00313229,0.08863111,0.4514351,0.00307796,0.04908939,0.1575462,0.3088083,0.465986,0.5871968,0.7383282,0.1773481,0.001031638,0.1579586,0.002438194,0.07497439,0.002706983,0.1239118,0.3000136,0.1950089,0.2965718,0,0
10,0.003136753,0.08833772,0.4511113,0.003074041,0.04906276,0.1575901,0.3105902,0.4706741,0.59081,0.7403617,0.1773481,0.001014181,0.1611408,0.002438787,0.07498128,0.002697516,0.1246273,0.3000136,0.1950089,0.2965718,0,0
11,0.003141531,0.08802459,0.4507739,0.003060531,0.04903417,0.1576411,0.3123736,0.475626,0.5947967,0.7426152,0.1773481,0.001006331,0.1646028,0.002438908,0.07498888,0.002696161,0.1253662,0.3000136,0.1950089,0.2965718,0,0
12,0.003146545,0.08769236,0.4504179,0.003037192,0.04900321,0.1577006,0.314143,0.4807887,0.5991524,0.7450805,0.1773481,0.00100822,0.1683453,0.002438504,0.07499602,0.002703878,0.1261234,0.3000136,0.1950089,0.2965718,0,0
13,0.003150893,0.08734475,0.4502132,0.00301283,0.04910263,0.1578331,0.3157227,0.4860379,0.603967,0.747724,0.1773481,0.001019645,0.1715528,0.002441024,0.07494383,0.002719317,0.1264777,0.3000136,0.1950089,0.2965718,0,0
14,0.003154543,0.0869911,0.4501244,0.002984287,0.04924968,0.1578446,0.3166317,0.490662,0.6086318,0.7501055,0.1773481,0.001037588,0.1748066,0.002446249,0.07490723,0.002745456,0.1265397,0.3000136,0.1950089,0.2965718,0,0
