"","projection_year_id","variable","fmort","fmsy_0","fmsy_1","fmsy_2","fmsy_3","fmsy_4","fmsy_5","fmsy_6"
"34","2016","menhadenCPUE",0.218471995814005,0.00428803609563803,0.0517883941600921,0.218471995814005,0.148961452739899,0.0658010729411181,0.0277932228693031,0.0116118329891071
"35","2017","menhadenCPUE",0.098151563908321,0.00192645948655367,0.0232666519119507,0.098151563908321,0.0669229916356138,0.0295620415419954,0.0124864895407329,0.00521677647277683
"36","2013","bassCPUE",0.0870305805254264,0.00170818355609785,0.0206304427779823,0.0870305805254264,0.0593403363188995,0.0262125383892993,0.0110717179653876,0.00462569384346472
"37","2014","bassCPUE",0.0822102040212098,0.001613572123783,0.0194877811866407,0.0822102040212098,0.0560536437423704,0.0247607003870153,0.0104584869744019,0.00436948980823801
"38","2015","bassCPUE",0.116433208896059,0.00228528054873594,0.027600283016442,0.116433208896059,0.0793880235299853,0.0350682477302975,0.0148122147746171,0.00618844978757774
"39","2016","bassCPUE",0.126533162998258,0.00248351633448574,0.0299944589935262,0.126533162998258,0.0862745072189554,0.0381102294456407,0.0160970946709455,0.00672526449371622
"40","2017","bassCPUE",0.132661426357997,0.00260379817835422,0.031447152814574,0.132661426357997,0.090452960431863,0.0399559868519119,0.0168767103316365,0.00705098299315783
"41","2013","herringCPUE",0.280655241176305,0.0055085311969162,0.0665288207716481,0.280655241176305,0.191360051840608,0.0845299001693164,0.0357039520712385,0.0149168856901518
"42","2014","herringCPUE",0.206697917168069,0.00405694160666913,0.048997369967194,0.206697917168069,0.140933495411832,0.0622548655431904,0.0262953668595755,0.0109860382078226
"43","2015","herringCPUE",0.181064223639038,0.00355381898581575,0.0429209489626883,0.181064223639038,0.12345559297886,0.0545343129324565,0.0230343404082846,0.00962360195120291
"44","2016","herringCPUE",0.112693088855533,0.00221187173642552,0.0267136942793221,0.112693088855533,0.0768378856389366,0.0339417696630367,0.0143364101322099,0.00598966161288293
"45","2017","herringCPUE",0.204558518697354,0.00401495078843544,0.0484902294027749,0.204558518697354,0.139474782577724,0.0616105050873017,0.0260232002677829,0.0108723287246162
"46","2013","menhadenV",0.136306442474776,0.00267534034841449,0.0323111973374078,0.136306442474776,0.0929382533134185,0.0410538207892919,0.0173404161943416,0.00724471637410189
"47","2014","menhadenV",0.270678013205216,0.00531270420538333,0.0641637368034871,0.270678013205216,0.184557246898249,0.0815248820523276,0.0344346849526537,0.0143865939039534
"48","2015","menhadenV",0.258901657117626,0.00508156501616816,0.0613721727471359,0.258901657117626,0.176527736734927,0.0779779887170383,0.0329365392149762,0.0137606780761612
"49","2016","menhadenV",0.0216267334393853,0.000424476433573559,0.00512657831307429,0.0216267334393853,0.0147458241462308,0.00651370560890849,0.00275127537594141,0.00114946547662739
"50","2017","menhadenV",0.248577796248153,0.00487893452391809,0.0589249200730797,0.248577796248153,0.169488585985783,0.0748685690425621,0.0316231747036673,0.013211962677776
"51","2013","om",2.939998,0.0577045012022336,0.696921244695849,2.939998,2.00458814641507,0.885491168439907,0.374015989302677,0.156261518265128
"52","2014","om",2.939998,0.0577045012022336,0.696921244695849,2.939998,2.00458814641507,0.885491168439907,0.374015989302677,0.156261518265128
"53","2015","om",2.939998,0.0577045012022336,0.696921244695849,2.939998,2.00458814641507,0.885491168439907,0.374015989302677,0.156261518265128
"54","2016","om",2.939998,0.0577045012022336,0.696921244695849,2.939998,2.00458814641507,0.885491168439907,0.374015989302677,0.156261518265128
"55","2017","om",2.939998,0.0577045012022336,0.696921244695849,2.939998,2.00458814641507,0.885491168439907,0.374015989302677,0.156261518265128
