EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 7:34:41 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,TotalCatch

year,value
1985,0.7706025
1986,0.5036432
1987,0.6082562
1988,0.7329488
1989,0.7260191
1990,0.6736181
1991,0.6296265
1992,0.5217836
1993,0.4779353
1994,0.4645182
1995,0.6367939
1996,0.553575
1997,0.6180484
1998,0.6514823
1999,0.5231498
2000,0.4285472
2001,0.5144808
2002,0.4557987
2003,0.4540108
2004,0.4677284
2005,0.4572712
2006,0.4849779
2007,0.4415596
2008,0.3802247
2009,0.4491129
2010,0.4143386
2011,0.3995233
2012,0.3525341
2013,0.3210606
2014,0.3810456
2015,0.4371728
2016,0.4203449
2017,0.3770157
