EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 7:34:41 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,KemptonsQ

year,value
1985,1.478175
1986,1.53152
1987,1.562822
1988,1.672726
1989,1.636433
1990,1.63416
1991,1.602981
1992,1.593871
1993,1.621484
1994,1.618327
1995,1.596705
1996,1.536003
1997,1.48482
1998,1.45687
1999,1.421377
2000,1.415184
2001,1.405357
2002,1.405877
2003,1.414178
2004,1.425112
2005,1.436415
2006,1.440036
2007,1.461234
2008,1.483824
2009,1.50847
2010,1.53107
2011,1.550479
2012,1.542931
2013,1.544825
2014,1.542669
2015,1.570037
2016,1.574168
2017,1.598082
