EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 7:34:41 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,CatchFleetGroup

timestep,fleet,group,value
1,1,1,1.332362E-07
1,3,11,0.0004283341
2,1,1,1.34695E-07
2,3,11,0.0004283317
3,1,1,1.363113E-07
3,3,11,0.0004283446
4,1,1,1.377054E-07
4,3,11,0.0004283491
5,1,1,1.390005E-07
5,3,11,0.0004283552
6,1,1,1.40074E-07
6,3,11,0.000428363
7,1,1,1.412047E-07
7,3,11,0.0004283662
8,1,1,1.424249E-07
8,3,11,0.0004283714
9,1,1,1.437354E-07
9,3,11,0.0004283731
10,1,1,1.4513E-07
10,3,11,0.0004283785
11,1,1,1.463947E-07
11,3,11,0.000428384
12,1,1,1.477958E-07
12,3,11,0.0004283847
13,1,1,1.494009E-07
13,3,11,0.0002768573
14,1,1,1.509269E-07
14,3,11,0.0002768609
15,1,1,1.524029E-07
15,3,11,0.0002768646
16,1,1,1.538513E-07
16,3,11,0.0002768693
17,1,1,1.551527E-07
17,3,11,0.0002768769
18,1,1,1.565689E-07
18,3,11,0.0002768858
19,1,1,1.580902E-07
19,3,11,0.0002768907
20,1,1,1.596065E-07
20,3,11,0.0002768955
21,1,1,1.611376E-07
21,3,11,0.0002769006
22,1,1,1.630791E-07
22,3,11,0.0002769009
23,1,1,1.652649E-07
23,3,11,0.0002769108
24,1,1,1.669038E-07
24,3,11,0.0002769184
25,1,1,1.684128E-07
25,3,11,0.00028609
26,1,1,1.698457E-07
26,3,11,0.000286097
27,1,1,1.714481E-07
27,3,11,0.0002861017
28,1,1,1.732846E-07
28,3,11,0.0002861097
29,1,1,1.749114E-07
29,3,11,0.000286118
30,1,1,1.768684E-07
30,3,11,0.0002861221
31,1,1,1.793013E-07
31,3,11,0.0002861344
32,1,1,1.821111E-07
32,3,11,0.0002861321
33,1,1,1.852437E-07
33,3,11,0.0002861456
34,1,1,1.878527E-07
34,3,11,0.0002861488
35,1,1,1.903938E-07
35,3,11,0.0002861564
36,1,1,1.924044E-07
36,3,11,0.0002861672
37,1,1,1.946146E-07
37,3,11,0.0003428418
38,1,1,1.972001E-07
38,3,11,0.0003428494
39,1,1,1.999331E-07
39,3,11,0.0003428588
40,1,1,2.030331E-07
40,3,11,0.0003428654
41,1,1,2.064198E-07
41,3,11,0.0003428772
42,1,1,2.100004E-07
42,3,11,0.000342887
43,1,1,2.135453E-07
43,3,11,0.0003428996
44,1,1,2.168911E-07
44,3,11,0.000342917
45,1,1,2.204264E-07
45,3,11,0.0003429269
46,1,1,2.244009E-07
46,3,11,0.0003429348
47,1,1,2.282192E-07
47,3,11,0.0003429458
48,1,1,2.317547E-07
48,3,11,0.0003429567
49,1,1,2.356204E-07
49,3,11,0.0004446083
50,1,1,2.3962E-07
50,3,11,0.0004446304
51,1,1,2.429011E-07
51,3,11,0.000444652
52,1,1,2.45722E-07
52,3,11,0.0004446752
53,1,1,2.485422E-07
53,3,11,0.0004446964
54,1,1,2.514912E-07
54,3,11,0.0004447154
55,1,1,2.543607E-07
55,3,11,0.0004447347
56,1,1,2.570432E-07
56,3,11,0.0004447546
57,1,1,2.59466E-07
57,3,11,0.0004447747
58,1,1,2.616556E-07
58,3,11,0.0004447947
59,1,1,2.636893E-07
59,3,11,0.000444814
60,1,1,2.656535E-07
60,3,11,0.0004448341
61,1,1,2.677177E-07
61,3,11,0.00138097
62,1,1,2.702181E-07
62,3,11,0.001381087
63,1,1,2.72962E-07
63,3,11,0.001381227
64,1,1,2.755749E-07
64,3,11,0.001381361
65,1,1,2.783344E-07
65,3,11,0.001381487
66,1,1,2.816146E-07
66,3,11,0.001381599
67,1,1,2.852129E-07
67,3,11,0.001381733
68,1,1,2.885282E-07
68,3,11,0.001381859
69,1,1,2.923259E-07
69,3,11,0.001381968
70,1,1,2.964738E-07
70,3,11,0.001382095
71,1,1,3.006071E-07
71,3,11,0.001382214
72,1,1,3.049565E-07
72,3,11,0.001382332
73,1,1,3.092935E-07
73,3,11,0.001150213
74,1,1,3.142644E-07
74,3,11,0.001150293
75,1,1,3.194616E-07
75,3,11,0.001150394
76,1,1,3.241094E-07
76,3,11,0.001150493
77,1,1,3.293574E-07
77,3,11,0.001150568
78,1,1,3.350115E-07
78,3,11,0.001150664
79,1,1,3.403251E-07
79,3,11,0.00115075
80,1,1,3.456777E-07
80,3,11,0.001150833
81,1,1,3.510493E-07
81,3,11,0.001150916
82,1,1,3.566056E-07
82,3,11,0.001150996
83,1,1,3.639068E-07
83,3,11,0.001151046
84,1,1,3.72504E-07
84,3,11,0.001151152
85,1,1,3.794977E-07
85,3,11,0.001499776
86,1,1,3.861686E-07
86,3,11,0.001499873
87,1,1,3.926852E-07
87,3,11,0.001499979
88,1,1,3.99784E-07
88,3,11,0.001500073
89,1,1,4.077644E-07
89,3,11,0.001500178
90,1,1,4.15215E-07
90,3,11,0.001500287
91,1,1,4.224925E-07
91,3,11,0.001500398
92,1,1,4.300068E-07
92,3,11,0.001500497
93,1,1,4.383911E-07
93,3,11,0.001500581
94,1,1,4.474157E-07
94,3,11,0.001500678
95,1,1,4.560685E-07
95,3,11,0.00150077
96,1,1,4.646854E-07
96,3,11,0.001500857
97,1,1,4.737084E-07
97,3,11,0.001848907
98,1,1,4.840673E-07
98,3,11,0.001849023
99,1,1,4.947431E-07
99,3,11,0.001849171
100,1,1,5.039415E-07
100,3,11,0.00184931
101,1,1,5.12698E-07
101,3,11,0.001849436
102,1,1,5.218974E-07
102,3,11,0.001849549
103,1,1,5.324231E-07
103,3,11,0.001849653
104,1,1,5.429288E-07
104,3,11,0.001849778
105,1,1,5.523358E-07
105,3,11,0.001849901
106,1,1,5.619184E-07
106,3,11,0.001850005
107,1,1,5.722669E-07
107,3,11,0.001850102
108,1,1,5.824081E-07
108,3,11,0.001850208
109,1,1,5.920862E-07
109,3,11,0.001734338
110,1,1,6.01962E-07
110,3,11,0.001734431
111,1,1,6.121417E-07
111,3,11,0.00173452
112,1,1,6.236195E-07
112,3,11,0.00173459
113,1,1,6.358642E-07
113,3,11,0.001734682
114,1,1,6.469058E-07
114,3,11,0.001734761
115,1,1,6.573478E-07
115,3,11,0.001734839
116,1,1,6.675298E-07
116,3,11,0.001734915
117,1,1,6.780543E-07
117,3,11,0.001734981
118,1,1,6.897752E-07
118,3,11,0.001735035
119,1,1,7.02775E-07
119,3,11,0.001735093
120,1,1,7.154427E-07
120,3,11,0.001735148
121,1,1,7.268481E-07
121,3,11,0.001967154
122,1,1,7.387209E-07
122,3,11,0.001967117
123,1,1,7.525973E-07
123,3,11,0.001967069
124,1,1,7.666707E-07
124,3,11,0.001967027
125,1,1,7.777915E-07
125,3,11,0.00196701
126,1,1,7.886869E-07
126,3,11,0.001967014
127,1,1,7.991673E-07
127,3,11,0.001966979
128,1,1,8.105971E-07
128,3,11,0.001966931
129,1,1,8.238014E-07
129,3,11,0.001966885
130,1,1,8.350593E-07
130,3,11,0.001966859
131,1,1,8.44302E-07
131,3,11,0.001966845
132,1,1,8.535126E-07
132,3,11,0.001966803
133,1,1,8.629975E-07
133,3,11,0.002314003
134,1,1,8.717716E-07
134,3,11,0.002314025
135,1,1,8.819443E-07
135,3,11,0.00231402
136,1,1,8.93047E-07
136,3,11,0.002314045
137,1,1,9.023424E-07
137,3,11,0.002314057
138,1,1,9.120034E-07
138,3,11,0.002314057
139,1,1,9.216787E-07
139,3,11,0.002314075
140,1,1,9.303481E-07
140,3,11,0.002314084
141,1,1,9.386858E-07
141,3,11,0.002314092
142,1,1,9.46694E-07
142,3,11,0.002314098
143,1,1,9.54837E-07
143,3,11,0.002314098
144,1,1,9.627838E-07
144,3,11,0.002314104
145,1,1,9.712277E-07
145,3,11,0.001593933
146,1,1,9.800295E-07
146,3,11,0.001593889
147,1,1,9.869435E-07
147,3,11,0.001593844
148,1,1,9.927168E-07
148,3,11,0.001593798
149,1,1,9.979506E-07
149,3,11,0.00159375
150,1,1,1.003741E-06
150,3,11,0.001593691
151,1,1,1.010861E-06
151,3,11,0.001593636
152,1,1,1.016939E-06
152,3,11,0.001593589
153,1,1,1.021428E-06
153,3,11,0.001593539
154,1,1,1.025753E-06
154,3,11,0.001593484
155,1,1,1.02983E-06
155,3,11,0.001593433
156,1,1,1.033918E-06
156,3,11,0.001593377
157,1,1,1.037734E-06
157,3,11,0.001858565
158,1,1,1.040608E-06
158,3,11,0.001858532
159,1,1,1.04302E-06
159,3,11,0.001858498
160,1,1,1.045071E-06
160,3,11,0.001858464
161,1,1,1.046776E-06
161,3,11,0.001858428
162,1,1,1.048052E-06
162,3,11,0.001858394
163,1,1,1.050053E-06
163,3,11,0.001858346
164,1,1,1.051703E-06
164,3,11,0.001858323
165,1,1,1.051708E-06
165,3,11,0.001858288
166,1,1,1.053181E-06
166,3,11,0.001858234
167,1,1,1.055356E-06
167,3,11,0.001858205
168,1,1,1.054486E-06
168,3,11,0.001858173
169,1,1,1.05169E-06
169,3,11,0.001468499
170,1,1,1.048492E-06
170,3,11,0.001468449
171,1,1,1.045283E-06
171,3,11,0.001468393
172,1,1,1.041842E-06
172,3,11,0.001468339
173,1,1,1.038104E-06
173,3,11,0.001468283
174,1,1,1.035327E-06
174,3,11,0.001468216
175,1,1,1.032352E-06
175,3,11,0.00146817
176,1,1,1.029095E-06
176,3,11,0.001468099
177,1,1,1.026198E-06
177,3,11,0.001468054
178,1,1,1.020395E-06
178,3,11,0.001467994
179,1,1,1.014455E-06
179,3,11,0.001467931
180,1,1,1.00823E-06
180,3,11,0.001467879
181,1,1,1.000644E-06
181,3,11,0.001035689
182,1,1,9.934291E-07
182,3,11,0.001035648
183,1,1,9.862434E-07
183,3,11,0.001035613
184,1,1,9.783456E-07
184,3,11,0.001035579
185,1,1,9.751062E-07
185,3,11,0.001035516
186,1,1,9.747645E-07
186,3,11,0.001035496
187,1,1,9.680255E-07
187,3,11,0.001035465
188,1,1,9.604643E-07
188,3,11,0.001035417
189,1,1,9.526935E-07
189,3,11,0.001035377
190,1,1,9.460648E-07
190,3,11,0.001035325
191,1,1,9.395783E-07
191,3,11,0.001035292
192,1,1,9.321588E-07
192,3,11,0.001035252
193,1,1,9.256874E-07
193,3,11,0.0005702406
194,1,1,9.186071E-07
194,3,11,0.0005701932
195,1,1,9.114925E-07
195,3,11,0.0005701496
196,1,1,9.049765E-07
196,3,11,0.0005701074
197,1,1,8.989901E-07
197,3,11,0.000570067
198,1,1,8.944389E-07
198,3,11,0.0005700235
199,1,1,8.921802E-07
199,3,11,0.0005699823
200,1,1,8.908005E-07
200,3,11,0.0005699415
201,1,1,8.890431E-07
201,3,11,0.0005699039
202,1,1,8.882089E-07
202,3,11,0.000569863
203,1,1,8.885283E-07
203,3,11,0.0005698288
204,1,1,8.880118E-07
204,3,11,0.0005697937
205,1,1,8.887126E-07
205,3,11,0.0005397342
206,1,1,8.912054E-07
206,3,11,0.0005397059
207,1,1,8.9232E-07
207,3,11,0.0005396797
208,1,1,8.927318E-07
208,3,11,0.0005396535
