EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 7:37:13 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,Biomass

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,0.008929389,0.03703183,0.01946256,0.2809455,0.9650996,0.711562,0.2663774,0.09459325,0.03696021,0.03042082,0.2715792,0.002750814,0.1971446,0.001228996,0.01272462,0.008178183,0.1598424,0.2734282,14.54388,13.56439,8.595582,12.97246
1986,0.009891332,0.03822683,0.02137701,0.273143,0.9141605,0.7457574,0.2661352,0.08318835,0.03598049,0.03055809,0.2730695,0.00211295,0.1349127,0.001236934,0.01233336,0.01090112,0.1836475,0.2804862,14.53488,13.5763,8.593144,12.97133
1987,0.01080058,0.04057224,0.02476438,0.2295443,0.8831266,0.7136791,0.2898398,0.08953548,0.03420539,0.03138645,0.2761261,0.001243124,0.09046889,0.0012484,0.01244838,0.01141917,0.231886,0.2885579,14.51866,13.58344,8.594972,12.97276
1988,0.01227003,0.04369963,0.02742753,0.198745,0.6895623,0.6771517,0.2595235,0.09190152,0.03501209,0.03018598,0.279814,0.002259274,0.07401038,0.001275864,0.011629,0.01621321,0.2815508,0.2975744,14.49447,13.61809,8.591503,12.972
1989,0.01400216,0.04758556,0.03146597,0.2418457,0.6286049,0.5273016,0.2340225,0.07727685,0.03412056,0.02915603,0.2839972,0.002428222,0.0849624,0.001201817,0.0113767,0.02095071,0.3530475,0.297213,14.45863,13.64628,8.587457,12.96961
1990,0.01553371,0.0526094,0.0399521,0.3081439,0.9099572,0.4805603,0.1830587,0.06828294,0.02797164,0.02788911,0.2838182,0.00257459,0.09967542,0.001143577,0.01218487,0.02475301,0.4542753,0.2799065,14.41728,13.59394,8.592326,12.96563
1991,0.01902111,0.05848029,0.05237205,0.2909736,1.027067,0.7051015,0.1746675,0.05547192,0.02563897,0.02544398,0.2833565,0.002192413,0.1060545,0.001102619,0.01171434,0.03039707,0.5626134,0.2460717,14.38032,13.54564,8.602777,12.97015
1992,0.02484833,0.06591865,0.06705641,0.2428682,0.9233856,0.8020062,0.2765189,0.05590087,0.02174231,0.02390546,0.2850323,0.00209344,0.1075273,0.0009651451,0.01045719,0.03588193,0.659488,0.2064213,14.34231,13.55093,8.606388,12.97508
1993,0.03210371,0.07539176,0.08296976,0.2377359,0.8686986,0.7434635,0.3297651,0.09474578,0.02316828,0.02199165,0.2853545,0.002177726,0.107831,0.0008401449,0.00979975,0.0401582,0.7439325,0.1668999,14.29957,13.55494,8.607259,12.97538
1994,0.03973166,0.08707846,0.09961525,0.2688056,0.8528039,0.7169321,0.3107286,0.1173692,0.0397547,0.02189635,0.2871009,0.001967283,0.1075257,0.0007515485,0.009213541,0.04372199,0.8161939,0.1322299,14.25551,13.55372,8.608135,12.97444
1995,0.04748806,0.09980687,0.1137927,0.2618118,0.9189675,0.6861839,0.2913748,0.1065518,0.04667455,0.0279879,0.2894635,0.001955836,0.1115886,0.0006744129,0.008500884,0.04607484,0.8309999,0.1050856,14.21929,13.54075,8.610749,12.97309
1996,0.05436804,0.1098483,0.1246246,0.287939,0.8186979,0.7438815,0.2807195,0.100134,0.04242314,0.03332283,0.2881329,0.001839742,0.1131669,0.00060464,0.007554024,0.04565715,0.8203306,0.08554077,14.19984,13.56247,8.607324,12.97236
1997,0.05899109,0.1176836,0.1355492,0.3035647,0.9953255,0.6476306,0.3038782,0.09791461,0.04068977,0.0336538,0.2894304,0.001863386,0.1077069,0.0005476176,0.006639017,0.0447004,0.805598,0.07202273,14.18845,13.5391,8.609619,12.97036
