EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 7:37:14 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,CatchFleetGroup

year,fleet,group,value
1985,1,1,1.680774E-06
1985,3,11,0.005140336
1986,1,1,1.861841E-06
1986,3,11,0.003322667
1987,1,1,2.032988E-06
1987,3,11,0.00343357
1988,1,1,2.309581E-06
1988,3,11,0.004114842
1989,1,1,2.635621E-06
1989,3,11,0.005337006
1990,1,1,2.923903E-06
1990,3,11,0.0165812
1991,1,1,3.580333E-06
1991,3,11,0.01380944
1992,1,1,4.677189E-06
1992,3,11,0.01800568
1993,1,1,6.042867E-06
1993,3,11,0.02219786
1994,1,1,7.478671E-06
1994,3,11,0.02082042
1995,1,1,8.938653E-06
1995,3,11,0.02360746
1996,1,1,1.023367E-05
1996,3,11,0.02777407
1997,1,1,1.110386E-05
1997,3,11,0.01912688
1998,1,1,1.165783E-05
1998,3,11,0.02230386
1999,1,1,1.165677E-05
1999,3,11,0.01762011
2000,1,1,1.099378E-05
2000,3,11,0.01242657
2001,1,1,1.010348E-05
2001,3,11,0.006840289
2002,1,1,9.631622E-06
2002,3,11,0.006475119
2003,1,1,9.219849E-06
2003,3,11,0.003167936
2004,1,1,8.84258E-06
2004,3,11,0.003786419
2005,1,1,8.393704E-06
2005,3,11,0.003794558
2006,1,1,8.151171E-06
2006,3,11,0.004792529
2007,1,1,7.883781E-06
2007,3,11,0.005999381
2008,1,1,7.254333E-06
2008,3,11,0.006028391
2009,1,1,6.483516E-06
2009,3,11,0.00560784
2010,1,1,5.722932E-06
2010,3,11,0.005587915
2011,1,1,5.23469E-06
2011,3,11,0.00976909
2012,1,1,5.335363E-06
2012,3,11,0.01088758
2013,1,1,5.556833E-06
2013,3,11,0.007409533
2014,1,1,5.693964E-06
2014,3,11,0.01079239
2015,1,1,5.820207E-06
2015,3,11,0.008730433
2016,1,1,6.033006E-06
2016,3,11,0.01219261
2017,1,1,6.166869E-06
2017,3,11,0.01109813
