EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 7:37:13 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,"Prey of zooplankton"

timestep\group,benthos,zooplankton,phytoplankton,Detritus,
1,0.0007228394,0.2613415,0.4901491,0.1994001
2,0.0007227503,0.2613491,0.4901649,0.199376
3,0.0007224628,0.2615418,0.489969,0.1993544
4,0.0007225756,0.261538,0.4899504,0.1993755
5,0.0007227506,0.261432,0.4900575,0.1993877
6,0.0007227174,0.2614142,0.4900988,0.199367
7,0.0007226256,0.2614459,0.4900789,0.1993514
8,0.0007225363,0.261499,0.4900249,0.1993452
9,0.0007224685,0.2615577,0.489958,0.1993451
10,0.0007224221,0.2616134,0.4898919,0.1993474
11,0.0007223909,0.2616621,0.4898337,0.1993497
12,0.0007223682,0.2617024,0.4897861,0.1993509
13,0.0007223474,0.2617343,0.4897486,0.1993515
14,0.0007223284,0.2617513,0.4897273,0.1993531
15,0.0007223065,0.2617568,0.48972,0.1993538
16,0.0007222971,0.2617396,0.489738,0.1993552
17,0.0007223634,0.2616442,0.4898374,0.1993639
18,0.0007221942,0.2616815,0.489815,0.1993449
19,0.0007221119,0.2616944,0.4897993,0.1993462
20,0.0007220632,0.2616865,0.4898044,0.1993501
21,0.0007218136,0.2618212,0.4896609,0.1993417
22,0.0007221961,0.2615409,0.4899201,0.1993987
23,0.0007220958,0.2614648,0.4900452,0.1993615
24,0.0007219162,0.2614644,0.4900709,0.1993378
25,0.000721745,0.2614954,0.4900442,0.1993302
26,0.0007216071,0.2615378,0.489995,0.1993317
27,0.0007215024,0.2615784,0.4899437,0.1993371
28,0.0007214217,0.2616107,0.4899012,0.1993426
29,0.0007213546,0.2616323,0.4898723,0.1993467
30,0.0007211586,0.2617441,0.4897512,0.1993409
31,0.0007210021,0.2618676,0.4896062,0.1993454
32,0.0007209728,0.2619219,0.4895357,0.1993529
33,0.0007211407,0.2618008,0.489658,0.1993663
34,0.0007211838,0.2616722,0.489815,0.1993552
35,0.0007208868,0.2617508,0.4897648,0.1993179
36,0.0007207493,0.2617837,0.4897294,0.1993158
37,0.0007206443,0.2618025,0.4897065,0.1993172
38,0.0007204934,0.2618575,0.4896472,0.1993143
39,0.000720279,0.2619765,0.4895142,0.199312
40,0.0007200904,0.2621149,0.4893506,0.1993177
41,0.0007200594,0.2621645,0.4892826,0.1993279
42,0.0007200009,0.2621988,0.4892446,0.1993258
43,0.0007201182,0.2620705,0.489378,0.1993366
44,0.0007197631,0.2622045,0.4892632,0.1993004
45,0.00071988,0.262064,0.4893984,0.1993233
46,0.0007195038,0.262198,0.489285,0.199286
47,0.0007194363,0.2621889,0.4892864,0.1992941
48,0.00071928,0.2622116,0.4892669,0.1992878
49,0.000718894,0.262405,0.4890578,0.1992779
50,0.0007189946,0.2623207,0.489122,0.1993073
51,0.0007188424,0.2623257,0.4891328,0.1992907
52,0.0007186268,0.2623741,0.4890905,0.1992784
53,0.0007184184,0.2624317,0.4890284,0.1992747
54,0.0007182361,0.2624806,0.4889712,0.1992761
55,0.0007180786,0.2625115,0.4889333,0.1992786
56,0.0007179372,0.2625206,0.488921,0.1992801
57,0.0007178038,0.2625083,0.488935,0.1992799
58,0.0007176716,0.2624762,0.4889733,0.199278
59,0.0007175366,0.2624274,0.4890321,0.1992751
60,0.0007173966,0.2623653,0.4891067,0.1992717
61,0.0007172512,0.2622936,0.4891921,0.1992684
62,0.0007170978,0.2622135,0.4892863,0.1992663
63,0.0007169356,0.262129,0.4893854,0.1992644
64,0.0007167655,0.2620443,0.4894845,0.1992629
65,0.0007165896,0.2619623,0.4895799,0.1992619
66,0.000716411,0.2618847,0.4896697,0.1992618
67,0.0007162328,0.2618119,0.4897532,0.1992624
68,0.0007160566,0.2617437,0.4898308,0.1992637
69,0.0007158833,0.2616796,0.4899032,0.1992656
70,0.0007157134,0.2616186,0.4899715,0.1992677
71,0.0007155464,0.2615606,0.4900362,0.19927
72,0.0007153817,0.2615057,0.4900976,0.1992723
73,0.0007152185,0.2614541,0.490155,0.1992745
74,0.0007150547,0.2614055,0.490209,0.1992768
75,0.0007148905,0.2613602,0.4902594,0.199279
76,0.0007147249,0.261319,0.4903054,0.1992808
77,0.000714449,0.2613665,0.4902598,0.1992736
78,0.0007146857,0.2610536,0.4905554,0.1993326
79,0.0007141967,0.2611623,0.4904923,0.1992757
80,0.0007140725,0.2611218,0.4905272,0.1992871
81,0.0007138845,0.2611121,0.490541,0.199285
82,0.0007136843,0.2611223,0.4905308,0.1992843
83,0.0007134913,0.2611404,0.4905091,0.1992861
84,0.0007133086,0.2611596,0.4904847,0.199289
85,0.0007131319,0.2611784,0.4904604,0.1992921
86,0.0007129185,0.2612256,0.4904067,0.1992924
87,0.0007128062,0.2612093,0.4904158,0.1993017
88,0.0007126204,0.2612235,0.4904026,0.1992989
89,0.0007125158,0.2611782,0.4904484,0.1993046
90,0.000712302,0.2611881,0.4904458,0.1992966
91,0.0007121048,0.2611994,0.4904347,0.199295
92,0.0007119186,0.261209,0.4904238,0.1992954
93,0.0007117379,0.2612168,0.4904148,0.1992957
94,0.0007115596,0.261223,0.4904082,0.1992955
95,0.0007113817,0.2612277,0.4904037,0.1992947
96,0.0007112038,0.2612313,0.4904009,0.1992936
97,0.000711025,0.261234,0.4903994,0.1992923
98,0.0007108433,0.2612347,0.4903997,0.1992912
99,0.0007106591,0.261234,0.490402,0.19929
