EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"7/22/2022 9:37:24 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,forcing_pdsi_egg_amo1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,ConsumptionBiomass

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,6.825246,2.585345,1.474032,20.96221,8.919282,5.958025,4.684574,3.922681,3.48051,3.243934,1.608342,13.77523,2.990543,10.6271,3.310035,11.93149,3.298062,5.488474,11.55458,143.2548,0,0
1986,7.106968,2.443334,1.379403,18.44341,9.110409,5.259046,4.293374,3.663066,3.159023,3.005728,1.602946,13.71799,3.19456,9.69323,3.34389,10.1413,3.014451,5.192728,10.76033,135.6575,0,0
1987,7.138964,2.403849,1.31535,17.90492,10.23364,6.897757,4.806418,4.26227,3.726066,3.484213,1.675654,14.02875,3.512363,10.05587,3.482624,10.85637,3.357335,5.835972,11.66542,140.2889,0,0
1988,6.681816,2.0918,1.147503,21.28488,9.18415,5.977657,4.850222,3.42801,2.987712,2.836327,1.412147,11.95599,3.406226,10.57063,3.207337,11.65608,2.730043,3.583657,10.37561,136.1992,0,0
1989,7.61923,2.713767,1.31808,19.08479,12.455,9.471139,7.898414,7.902399,5.870001,5.682346,2.054785,13.95942,4.068752,10.36901,4.763283,11.36449,4.711179,9.227487,15.62784,167.9739,0,0
1990,6.469919,3.877433,2.377139,15.99809,10.54342,6.304096,5.541708,5.155494,5.039243,4.072365,2.517205,11.50535,5.466699,8.476759,4.576871,9.301457,3.722897,12.31503,13.57336,152.9736,0,0
1991,7.431328,3.499133,2.608151,20.23517,6.901666,4.431679,3.256507,2.787418,2.587709,2.307165,1.819458,11.01635,4.874103,9.209273,3.969868,10.83965,2.914422,5.622328,10.04272,134.8119,0,0
1992,7.883622,3.025188,1.661655,20.30894,12.04777,6.54151,5.501302,4.647351,4.209218,3.985781,1.765694,12.9136,3.813533,11.27803,3.363903,12.01038,3.926609,5.925898,12.68009,157.0221,0,0
1993,7.477516,3.546934,2.153598,16.53475,9.828107,6.933502,4.668379,4.714707,4.302407,4.32471,2.17698,12.00335,4.421249,8.937362,3.846279,9.516272,3.554039,8.25353,12.34499,142.1618,0,0
1994,7.094981,2.821708,1.944373,18.7696,9.580186,6.466841,5.617646,3.662848,3.810265,3.99041,2.003057,12.34194,4.041234,10.62219,3.350339,11.10863,3.364963,6.846718,12.24056,151.0617,0,0
