EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"7/22/2022 9:37:25 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,forcing_pdsi_egg_amo1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,Catch

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,1.612385E-06,0.003081241,0.003202171,0.000598017,0.03123514,0.1124764,0.03276758,0.005404908,0.0008760935,0.0002767088,0.00502365,0.002410121,0.05296896,1.041342E-05,0.002405814,0.00285331,0.05071932,0,0,0,0,0
1986,1.69985E-06,0.003073701,0.002530342,0.0001179274,0.0173144,0.109299,0.03215997,0.005251189,0.0009381734,0.0002860266,0.004903839,0.0009638285,0.07973632,1.270081E-05,0.002670886,0.0003072927,0.04543343,0,0,0,0,0
1987,1.427167E-06,0.001883892,0.001094134,0.0001187596,0.005238975,0.05007969,0.02962116,0.004905703,0.0008690806,0.0002874478,0.00475718,0.0008846794,0.04181713,1.310175E-05,0.00165277,0.002830385,0.03654639,0,0,0,0,0
1988,1.064269E-06,0.0008543846,0.002514975,7.088086E-05,0.002724097,0.01073468,0.00837703,0.002867477,0.0005263583,0.0001836275,0.004503708,0.0002545631,0.02166296,1.113725E-05,0.002119337,0.000260719,0.03199784,0,0,0,0,0
1989,7.644716E-07,0.0004042609,0.0005733499,0.0002929126,0.007446987,0.03069413,0.009849324,0.0035504,0.001349502,0.000488219,0.004327681,0.0002999025,0.008303398,1.265293E-05,0.001450826,0.0001174795,0.03488523,0,0,0,0,0
1990,5.415241E-07,0.0002690215,0.0004602214,0.000911705,0.02379177,0.03009783,0.01154056,0.002099772,0.0009226247,0.0006185417,0.004902229,0.0004252259,0.01577924,7.315387E-05,0.001394275,0.0001673752,0.05673604,0,0,0,0,0
1991,4.2772E-07,0.000447368,0.001136779,0.0006135803,0.03067918,0.04203349,0.004341658,0.001052368,0.0002191763,0.0002811361,0.005209978,0.001784944,0.03243552,4.384231E-05,0.003839528,8.773839E-05,0.06431396,0,0,0,0,0
1992,1.676368E-06,0.0003732895,0.001909434,0.0001893091,0.01587872,0.09993196,0.01289329,0.0006165871,0.0001611142,0.0001586708,0.00509883,0.001104929,0.03352919,1.567574E-05,0.003060945,1.136499E-05,0.07237155,0,0,0,0,0
1993,4.19341E-06,0.0008763324,0.003271267,0.0002698882,0.01359531,0.1183701,0.0655554,0.003960157,0.0002299585,0.0002277654,0.005365854,0.0006537661,0.03592069,6.892451E-06,0.001448247,6.819826E-05,0.110294,0,0,0,0,0
1994,4.893787E-06,0.001786198,0.00516578,0.0004111781,0.01800866,0.03772247,0.02620755,0.008691554,0.0006149734,0.0001474631,0.005596116,0.0008092308,0.03953036,1.005757E-05,0.001177737,9.755851E-05,0.1008935,0,0,0,0,0
