EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"7/22/2022 9:37:25 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,forcing_pdsi_egg_amo1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,TL

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,3.363412,3.590481,3.854781,2.5876,2.75671,2.75671,2.928491,2.928491,2.928491,2.912318,3.501525,4.002602,3.959669,3.648811,3.73532,3.416444,3.416643,3.095458,2.213913,2.445195,1,1
1986,3.298154,3.546353,3.86553,2.530958,2.766705,2.766705,2.938211,2.938211,2.938211,2.880063,3.496247,3.960094,3.979045,3.578832,3.646771,3.404387,3.404367,3.102761,2.202936,2.435232,1,1
1987,3.261202,3.495158,3.869997,2.541076,2.778266,2.778266,2.949347,2.949347,2.949347,2.840375,3.487895,3.841297,4.011354,3.484676,3.529079,3.40147,3.400995,3.108453,2.193267,2.436862,1,1
1988,3.21092,3.408777,3.773974,2.440584,2.650502,2.650502,2.821734,2.821734,2.821734,2.678887,3.458715,3.599595,3.962639,3.338562,3.383236,3.339641,3.339523,2.998169,2.172692,2.377385,1,1
1989,3.218356,3.318465,3.703835,2.475024,2.685834,2.685834,2.848153,2.848153,2.848153,2.693421,3.376474,3.362489,3.804984,3.290696,3.281486,3.311882,3.311116,2.993938,2.133702,2.336966,1,1
1990,3.371127,3.538379,3.944586,2.633798,2.838718,2.838718,2.999811,2.999811,2.999811,2.846231,3.487665,3.884292,4.11448,3.57684,3.57854,3.398955,3.399516,3.140242,2.204899,2.416065,1,1
1991,3.481141,3.72854,4.088403,2.625076,2.781639,2.781638,2.953128,2.953128,2.953128,2.887332,3.695228,4.089686,4.16906,3.843966,3.886333,3.436982,3.43755,3.124331,2.246845,2.442477,1,1
1992,3.281832,3.603263,4.081881,2.466402,2.664439,2.664439,2.830694,2.830694,2.830694,2.893455,3.647074,3.887635,4.083031,3.501444,3.622355,3.33745,3.333779,2.992753,2.1617,2.349762,1,1
1993,3.329149,3.794888,4.276702,2.60288,2.837635,2.837635,3.005379,3.005379,3.005379,3.145952,3.774031,4.03614,4.238494,3.663701,3.712275,3.435794,3.433478,3.156802,2.213887,2.456175,1,1
1994,3.269262,3.883755,4.244146,2.547233,2.755457,2.755457,2.922459,2.92246,2.922459,3.120676,3.791776,3.954334,4.200907,3.549067,3.627622,3.379604,3.37996,3.076728,2.184036,2.397674,1,1
