EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"7/22/2022 9:37:25 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,forcing_pdsi_egg_amo1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,CatchFleetGroup

year,fleet,group,value
1985,1,1,1.612385E-06
1985,3,11,0.00502365
1986,1,1,1.699851E-06
1986,3,11,0.004903839
1987,1,1,1.427167E-06
1987,3,11,0.00475718
1988,1,1,1.064269E-06
1988,3,11,0.004503708
1989,1,1,7.644715E-07
1989,3,11,0.004327681
1990,1,1,5.415241E-07
1990,3,11,0.004902229
1991,1,1,4.2772E-07
1991,3,11,0.005209978
1992,1,1,1.676368E-06
1992,3,11,0.00509883
1993,1,1,4.19341E-06
1993,3,11,0.005365854
1994,1,1,4.893787E-06
1994,3,11,0.005596116
1995,1,1,6.021023E-06
1995,3,11,0.005607347
1996,1,1,5.888357E-06
1996,3,11,0.005721082
1997,1,1,6.850178E-06
1997,3,11,0.006440324
1998,1,1,6.740594E-06
1998,3,11,0.006787802
1999,1,1,8.487723E-06
1999,3,11,0.006928585
2000,1,1,8.687385E-06
2000,3,11,0.0068861
2001,1,1,8.420405E-06
2001,3,11,0.006998302
2002,1,1,7.873145E-06
2002,3,11,0.006683405
2003,1,1,5.684583E-06
2003,3,11,0.006502763
2004,1,1,5.286789E-06
2004,3,11,0.007101769
2005,1,1,5.236749E-06
2005,3,11,0.007506242
2006,1,1,8.763493E-06
2006,3,11,0.007771524
2007,1,1,1.564632E-05
2007,3,11,0.008290415
2008,1,1,1.521527E-05
2008,3,11,0.008118945
2009,1,1,1.503429E-05
2009,3,11,0.008076555
2010,1,1,1.401321E-05
2010,3,11,0.008501354
2011,1,1,1.142718E-05
2011,3,11,0.008485857
2012,1,1,1.326359E-05
2012,3,11,0.008479907
2013,1,1,1.047122E-05
2013,3,11,0.008051367
2014,1,1,9.102929E-06
2014,3,11,0.007824574
2015,1,1,5.986992E-06
2015,3,11,0.007520184
2016,1,1,4.020022E-06
2016,3,11,0.007011639
2017,1,1,2.477918E-06
2017,3,11,0.006393191
