Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
1997:6, 6527.737, 19232.33, 0, 6.760568, 0.5859007, 13.66402, 0, 66.87947, 1.243035, 10.867, 21.60743, 26.8398, 2.853353, 49.32044, 2238.422, 1438.912, 2343.931, 44.97511, 0.3865139, 0.2996877, 4040.805, 0.6190208, 2.946247, 3.489744, 0.9927502, -0.003467556, 0.2027292, 0.2143161, 0.2106577, 
1997:7, 5735.036, 17271.64, 0, 6.694148, 0.5964024, 13.59798, 0, 66.94485, 1.379666, 10.78694, 21.6883, 27.66261, 2.939717, 49.10347, 1901.777, 1183.392, 1947.566, 40.62296, 0.3796417, 0.2996921, 3607.793, 0.6290793, 3.011601, 3.501306, 1.008037, -0.003960544, 0.1944351, 0.206464, 0.2026369, 
1997:8, 5024.934, 15449.22, 0, 6.643405, 0.6406585, 13.50381, 0, 66.91591, 1.601606, 10.69461, 20.88993, 27.78877, 3.050123, 51.90008, 1595.553, 978.3895, 1614.875, 37.29327, 0.3707712, 0.29982, 3211.565, 0.6391259, 3.074513, 3.486038, 1.023452, -0.004848834, 0.1848865, 0.1972065, 0.1932543, 
1997:9, 4452.51, 13917.47, 0, 6.579802, 0.6404065, 13.46831, 0, 66.99332, 1.766178, 10.55199, 20.85566, 28.42675, 3.173885, 51.43677, 1351.421, 887.0518, 1422.044, 33.81924, 0.3593384, 0.2991551, 2879.319, 0.6466733, 3.125759, 3.497364, 1.032101, -0.005494532, 0.1753639, 0.1877495, 0.1837464, 
1997:10, 3942.693, 12489.18, 0, 6.509052, 0.6212638, 13.48156, 0, 67.1095, 1.924329, 10.35429, 21.16704, 29.25138, 3.326964, 49.81243, 1135.26, 741.4131, 1186.771, 30.31019, 0.3474813, 0.2979853, 2574.255, 0.6529179, 3.167678, 3.519698, 1.034573, -0.005977767, 0.1648288, 0.1770765, 0.1730867, 
1997:11, 3526.576, 11253.33, 0, 6.654172, 0.8995628, 13.12332, 0, 66.26874, 2.743347, 10.31086, 15.39959, 24.30076, 3.506258, 72.44073, 933.354, 586.4116, 948.7913, 31.9909, 0.3395784, 0.3011498, 2326.857, 0.6598063, 3.191007, 3.341727, 1.058885, -0.009969299, 0.1525178, 0.164334, 0.1604505, 
1997:12, 3511.154, 11175.51, 0, 6.847451, 0.9628078, 12.95077, 0, 66.04395, 2.881344, 10.31369, 14.02051, 23.41817, 3.529725, 77.33512, 917.4034, 1007.291, 1364.409, 33.91773, 0.3364269, 0.3004253, 2320.15, 0.6607943, 3.18286, 3.29483, 1.059909, -0.01090543, 0.15227, 0.1639191, 0.1601036, 
1998:1, 3762.13, 11831.5, 0, 7.056427, 1.026464, 12.91289, 0, 65.84077, 2.813123, 10.35033, 13.20226, 22.78967, 3.428108, 81.45073, 1015.986, 1280.169, 1680.139, 37.92426, 0.3331538, 0.2996011, 2484.116, 0.6602951, 3.144895, 3.254319, 1.050034, -0.01119942, 0.1597922, 0.1714628, 0.1676773, 
1998:2, 4305.498, 13252.36, 0, 7.239796, 1.043818, 13.00649, 0, 65.77195, 2.52518, 10.41275, 13.26327, 22.58338, 3.252439, 82.07912, 1241.696, 1716.98, 2212.968, 43.20195, 0.3481126, 0.2982943, 2821.442, 0.6553114, 3.078009, 3.2383, 1.033453, -0.009990446, 0.1732074, 0.1847501, 0.1810581, 
1998:3, 5100.24, 15260.28, 0, 7.372137, 1.004109, 13.18349, 0, 65.81269, 2.149727, 10.47785, 13.91496, 22.42094, 3.078104, 79.43594, 1577.506, 2198.498, 2836.333, 48.51011, 0.3742598, 0.2970018, 3290.077, 0.6450828, 2.992072, 3.233985, 1.018367, -0.007937787, 0.1878148, 0.1988767, 0.1953869, 
1998:4, 5983.303, 17434.68, 0, 7.422147, 0.9276885, 13.36451, 0, 65.92615, 1.815021, 10.54447, 14.84959, 22.32164, 2.94888, 74.94173, 1954.067, 2578.793, 3374.971, 52.70517, 0.410826, 0.2961417, 3785.827, 0.632732, 2.913889, 3.234945, 1.008919, -0.005333771, 0.1995358, 0.2099832, 0.2067206, 
1998:5, 6756.835, 19310.62, 0, 7.437859, 0.8690873, 13.49813, 0, 65.97444, 1.598946, 10.62154, 15.55605, 22.15809, 2.867306, 71.95797, 2284.552, 2762.595, 3697.283, 56.29328, 0.4586041, 0.2959563, 4210.695, 0.6231756, 2.857939, 3.226791, 1.00445, -0.002176707, 0.2072157, 0.2171912, 0.2140945, 
1998:6, 7406.24, 20857.24, 0, 7.538478, 0.8764355, 13.57514, 0, 65.73262, 1.513409, 10.76391, 15.42038, 21.45301, 2.81425, 74.21186, 2557.48, 2885.793, 3934.51, 61.86903, 0.5190041, 0.2965139, 4586.52, 0.6192777, 2.816172, 3.193632, 0.9985551, 0.002127909, 0.2122819, 0.2219525, 0.2189607, 
1998:7, 8138.931, 22743.6, 0, 7.187194, 0.6551856, 13.70507, 0, 66.53505, 1.174147, 10.74335, 18.44141, 23.34913, 2.761485, 57.38362, 2889.919, 3290.353, 4477.179, 57.71141, 0.5728569, 0.2953818, 4900.665, 0.6021264, 2.794421, 3.259378, 1.009514, 0.006429458, 0.2173199, 0.22665, 0.2237733, 
1998:8, 7897.672, 22302.7, 0, 6.938339, 0.5612138, 13.72945, 0, 66.96117, 1.078121, 10.7317, 20.55843, 25.12569, 2.76822, 49.0526, 2803.926, 2396.439, 3545.566, 52.27202, 0.6075924, 0.2954444, 4734.641, 0.5994983, 2.823959, 3.314018, 1.020745, 0.009079535, 0.2156178, 0.2253015, 0.222306, 
1998:9, 7140.336, 20555.05, 0, 6.75754, 0.5087797, 13.73382, 0, 67.26582, 1.076942, 10.65709, 22.46998, 27.13389, 2.812621, 43.47553, 2495.201, 1737.582, 2756.289, 46.02913, 0.6184875, 0.2955237, 4316.589, 0.6045358, 2.878722, 3.376218, 1.031304, 0.009689219, 0.2101042, 0.2204135, 0.2172039, 
1998:10, 6161.884, 18175.46, 0, 6.65401, 0.5075254, 13.71137, 0, 67.40798, 1.19006, 10.52906, 23.47053, 28.73728, 2.897126, 42.06227, 2084.833, 1210.615, 2057.102, 40.39941, 0.6159345, 0.2956618, 3793.745, 0.6156794, 2.949659, 3.41448, 1.042737, 0.009632679, 0.2012042, 0.2122354, 0.2087699, 
1998:11, 5199.16, 15700, 0, 6.602295, 0.4781186, 13.78395, 0, 67.54729, 1.294322, 10.29403, 25.26902, 31.0576, 3.021006, 38.5164, 1682.486, 888.9091, 1567.27, 34.5449, 0.6001531, 0.2950258, 3275.706, 0.6300452, 3.01972, 3.487505, 1.045987, 0.008392605, 0.1896853, 0.2013008, 0.197613, 
1998:12, 4274.402, 13166.96, 0, 6.685492, 0.4361034, 13.98939, 0, 67.51985, 1.423288, 9.945875, 27.69663, 33.84915, 3.213665, 34.42489, 1295.646, 575.8297, 1093.074, 28.99099, 0.568616, 0.2935649, 2779.675, 0.6503073, 3.080422, 3.605462, 1.038201, 0.005889399, 0.1743311, 0.1862423, 0.1824104, 
1999:1, 3502.693, 11056.41, 0, 6.258775, 0.6314592, 13.6732, 0, 67.58227, 2.215721, 9.63856, 22.33754, 30.24333, 3.51205, 50.57989, 946.7556, 327.5513, 700.0245, 26.84151, 0.5541375, 0.294992, 2273.579, 0.6490945, 3.156547, 3.398542, 1.068076, 0.006407272, 0.1543938, 0.165957, 0.1621767, 
1999:2, 3065.433, 9726.496, 0, 6.307796, 0.8119253, 13.31669, 0, 67.10571, 3.017259, 9.440635, 17.41748, 25.93692, 3.793414, 66.36951, 741.724, 444.7579, 732.8644, 26.42305, 0.5163671, 0.2965674, 1987.747, 0.6484391, 3.17296, 3.241896, 1.087363, 0.00378779, 0.1384324, 0.1491279, 0.1455931, 
1999:3, 2909.267, 9195.897, 0, 6.565425, 0.9291251, 13.02414, 0, 66.64544, 3.497513, 9.338357, 14.43001, 23.29522, 3.938256, 76.55756, 662.1622, 622.6201, 878.8989, 27.55469, 0.4849839, 0.2971255, 1886.878, 0.6485749, 3.160898, 3.158705, 1.092509, 0.0006028492, 0.1313696, 0.1414947, 0.138141, 
1999:4, 2964.738, 9334.854, 0, 6.50565, 0.7755721, 13.13941, 0, 67.31956, 3.040569, 9.219246, 16.47559, 26.28003, 3.921722, 63.30294, 692.6758, 866.1829, 1136.376, 25.64696, 0.4574545, 0.292349, 1906.236, 0.6429693, 3.148627, 3.22812, 1.090902, -0.001293987, 0.1350972, 0.1453731, 0.141993, 
1999:5, 2901.36, 9093.227, 0, 6.419893, 0.6987125, 13.25136, 0, 67.72553, 2.909308, 8.995172, 17.7883, 27.71259, 3.990405, 57.06954, 670.0145, 696.0582, 957.7485, 23.6403, 0.4284297, 0.2896226, 1852.287, 0.6384203, 3.134126, 3.283378, 1.087535, -0.003421916, 0.1331637, 0.1432484, 0.1399345, 
1999:6, 2735.995, 8511.78, 0, 6.310149, 0.5792763, 13.4761, 0, 68.26009, 2.754009, 8.620378, 20.40411, 30.09002, 4.173872, 47.88406, 607.6212, 560.0817, 796.7021, 20.70381, 0.3970898, 0.285767, 1733.469, 0.6335789, 3.111037, 3.389292, 1.074924, -0.004797947, 0.1267489, 0.1363447, 0.133183, 
1999:7, 2463.594, 7531.369, 0, 6.29323, 0.4645421, 13.80775, 0, 68.6565, 2.72943, 8.048537, 23.56998, 32.25945, 4.568609, 39.75432, 499.4893, 360.8533, 553.371, 17.64024, 0.3648208, 0.2811249, 1548.866, 0.6287017, 3.057066, 3.534573, 1.046779, -0.005183731, 0.1136461, 0.1221354, 0.1193162, 
1999:8, 2158.938, 6358.107, 0, 6.384772, 0.3756041, 14.18245, 0, 68.89996, 2.920084, 7.237107, 26.31208, 32.80082, 5.279142, 34.53056, 374.4256, 196.7202, 338.2395, 14.97582, 0.3331878, 0.2757806, 1331.568, 0.6167699, 2.945017, 3.705553, 1.005269, -0.004755164, 0.09494898, 0.1014558, 0.09926952, 
1999:9, 2024.934, 5803.738, 0, 6.864394, 1.107206, 12.10084, 0, 66.17256, 6.790002, 6.964988, 8.06359, 10.19958, 5.466481, 107.1997, 263.2275, 98.28337, 194.9791, 23.97582, 0.3127738, 0.297047, 1164.952, 0.5753038, 2.866137, 3.086192, 1.017174, -0.02145907, 0.07419629, 0.07799039, 0.07669891, 
1999:10, 2299.91, 6847.765, 0, 7.177163, 1.253266, 12.09149, 0, 66.14689, 5.831732, 7.499454, 9.10079, 16.39548, 4.796559, 109.5761, 369.9154, 1167.171, 1310.718, 33.74226, 0.3196792, 0.2952816, 1405.293, 0.6110209, 2.977406, 3.099188, 0.9908542, -0.01598814, 0.09611414, 0.1029195, 0.1006582, 
1999:11, 3704.392, 11049.71, 0, 7.265457, 1.095475, 13.22335, 0, 66.80522, 3.033336, 8.577154, 12.94358, 23.65478, 3.499634, 82.35616, 976.1523, 2178.625, 2576.572, 37.46323, 0.3356023, 0.2893481, 2385.001, 0.6438308, 2.982869, 3.179726, 0.9922827, -0.01128672, 0.1613203, 0.1715718, 0.1683287, 
1999:12, 4716.782, 13739.41, 0, 7.235838, 0.9183905, 13.51624, 0, 67.18526, 2.186674, 8.957594, 15.3202, 24.64084, 3.178185, 69.42654, 1414.685, 2213.954, 2795.14, 38.77846, 0.3532308, 0.2889542, 2977.395, 0.6312343, 2.912878, 3.233044, 0.9923783, -0.008778096, 0.1841077, 0.1940441, 0.1909467, 
2000:1, 5236.393, 15112.27, 0, 7.127347, 0.8313451, 13.62039, 0, 67.37057, 1.88894, 9.161411, 16.72485, 25.05621, 3.069764, 63.90067, 1641.896, 2011.195, 2686.641, 39.18135, 0.4386085, 0.2894856, 3261.089, 0.6227738, 2.886007, 3.175454, 0.9922076, -0.003821708, 0.1921933, 0.2019508, 0.1989212, 
2000:2, 5430.649, 15656.67, 0, 7.019757, 0.7868203, 13.65921, 0, 67.49078, 1.769738, 9.273688, 17.63095, 25.46621, 3.032837, 61.04288, 1729.574, 1838.475, 2549.629, 38.84089, 0.4534525, 0.2900521, 3360.827, 0.6188627, 2.883019, 3.197742, 0.9938342, -0.00275045, 0.1946487, 0.2044396, 0.2013997, 
2000:3, 5419.397, 15679.12, 0, 6.939572, 0.7721894, 13.66061, 0, 67.54066, 1.749505, 9.337469, 18.09256, 25.77316, 3.030659, 60.09378, 1728.097, 1681.366, 2390.966, 38.19498, 0.4633196, 0.2906112, 3350.998, 0.6183342, 2.893148, 3.208137, 0.9962429, -0.001967975, 0.1942476, 0.2041962, 0.2011015, 
2000:4, 5316.753, 15441, 0, 6.994175, 0.8403518, 13.61077, 0, 67.2594, 1.877706, 9.41759, 17.2075, 25.07529, 3.045116, 65.30401, 1680.689, 1563.918, 2253.005, 39.29765, 0.4697587, 0.2917879, 3311.368, 0.6228178, 2.904216, 3.179813, 0.9952583, -0.001600624, 0.1924489, 0.2025953, 0.1994306, 
2000:5, 5344.869, 15531.76, 0, 7.009228, 0.8446802, 13.60159, 0, 67.19763, 1.875984, 9.470879, 17.14687, 24.97406, 3.03958, 65.77793, 1692.646, 1703.854, 2397.53, 39.92486, 0.4749817, 0.292239, 3332.417, 0.6234797, 2.90592, 3.175348, 0.9929498, -0.001072102, 0.1926544, 0.2028618, 0.199676, 
2000:6, 5409.105, 15694.36, 0, 7.105374, 0.8901445, 13.58187, 0, 66.93932, 1.924057, 9.559232, 16.4673, 24.29829, 3.028829, 69.44496, 1716.428, 1737.544, 2440.845, 41.94282, 0.4794142, 0.2931054, 3386.431, 0.6260613, 2.90147, 3.153318, 0.9872626, -0.000670723, 0.1932532, 0.203501, 0.2003014, 
2000:7, 5625.675, 16221.89, 0, 7.254235, 0.9390903, 13.58075, 0, 66.60773, 1.934514, 9.683681, 15.73227, 23.41853, 2.996721, 73.65354, 1803.624, 1938.268, 2677.907, 45.56931, 0.4878592, 0.2939835, 3532.167, 0.6278653, 2.883546, 3.129131, 0.9768125, -1.96575E-05, 0.1958293, 0.206003, 0.2028309, 
2000:8, 6064.403, 17306.82, 0, 7.32352, 0.9147546, 13.63128, 0, 66.518, 1.799319, 9.813133, 15.88398, 23.10123, 2.9403, 72.74392, 1989.768, 2283.206, 3100.56, 48.72105, 0.4958817, 0.2942202, 3784.926, 0.6241217, 2.853837, 3.134713, 0.9677619, 0.0003665529, 0.2008647, 0.2108089, 0.2077188, 
2000:9, 6550.14, 18502.68, 0, 7.373778, 0.8872856, 13.6851, 0, 66.42498, 1.669206, 9.959643, 16.08336, 22.7845, 2.887722, 71.77916, 2196.493, 2481.081, 3384.491, 51.85739, 0.506582, 0.2945688, 4060.63, 0.6199302, 2.824776, 3.141708, 0.9601416, 0.0008925187, 0.2056199, 0.2153424, 0.21233, 
2000:10, 7000.252, 19695.14, 0, 7.080663, 0.6887644, 13.79351, 0, 67.12572, 1.345773, 9.96556, 18.86751, 24.64361, 2.842488, 56.938, 2405.782, 2655.407, 3645.358, 48.09094, 0.5076978, 0.2935812, 4246.85, 0.6066709, 2.813489, 3.228862, 0.9632425, 0.0009824327, 0.2096606, 0.2191959, 0.2162482, 
2000:11, 6737.2, 19149.45, 0, 6.886373, 0.6169403, 13.81473, 0, 67.45628, 1.280056, 9.94562, 20.52719, 26.13015, 2.858852, 50.76417, 2305.846, 1960.368, 2906.954, 43.89434, 0.4959939, 0.2936174, 4082.287, 0.6059323, 2.842345, 3.290659, 0.9684741, 0.0002281153, 0.2072448, 0.2171275, 0.2140613, 
2000:12, 6152.222, 17772.46, 0, 6.773359, 0.6188541, 13.78034, 0, 67.57722, 1.365368, 9.88485, 21.05576, 27.05362, 2.913439, 50.07139, 2061.599, 1497.326, 2340.597, 40.24295, 0.4779984, 0.2939308, 3762.885, 0.6116302, 2.888788, 3.32075, 0.9762016, -0.000816735, 0.2014063, 0.2118022, 0.2085569, 
2001:1, 5521.042, 16235.78, 0, 6.672778, 0.6248876, 13.74203, 0, 67.68192, 1.494219, 9.784162, 21.45953, 27.99777, 2.99108, 49.72829, 1796.107, 1242.81, 1974.371, 36.56238, 0.5963984, 0.2939627, 3415.959, 0.6187164, 2.940709, 3.300783, 0.9826511, 0.004485935, 0.1939763, 0.2048398, 0.2014247, 
2001:2, 4899.275, 14647.81, 0, 6.582072, 0.631142, 13.72673, 0, 67.80445, 1.647827, 9.60778, 21.74553, 28.90875, 3.095254, 49.47193, 1533.363, 1024.879, 1646.368, 33.02502, 0.5571938, 0.2936906, 3067.244, 0.6260607, 2.989791, 3.326657, 0.9877914, 0.001897483, 0.1849859, 0.1962049, 0.1926508, 
2001:3, 4363.321, 13213.54, 0, 6.699693, 0.8491494, 13.50207, 0, 67.1814, 2.212164, 9.555516, 17.66649, 26.08937, 3.224494, 65.92553, 1287.254, 841.67, 1360.6, 33.79482, 0.5235616, 0.2957516, 2781.572, 0.6374896, 3.028322, 3.209397, 1.002539, -0.0003217819, 0.1745457, 0.1859416, 0.1823012, 
2001:4, 4197.282, 12754.65, 0, 6.672031, 0.796665, 13.49719, 0, 67.42514, 2.191153, 9.417821, 18.24398, 26.97116, 3.278061, 61.70459, 1218.712, 1163.827, 1654.733, 32.13668, 0.4926136, 0.2943206, 2674.125, 0.6371088, 3.038788, 3.239307, 1.002424, -0.002180506, 0.171422, 0.1827388, 0.1791198, 
2001:5, 4040.395, 12303.65, 0, 6.7344, 0.8553013, 13.43058, 0, 67.24391, 2.37456, 9.36123, 17.07586, 26.16474, 3.331348, 66.08283, 1146.758, 1042.432, 1503.682, 32.22262, 0.4676056, 0.2945244, 2586.262, 0.6401013, 3.04516, 3.213756, 1.004323, -0.003863779, 0.1677559, 0.1790173, 0.1754088, 
2001:6, 4019.483, 12210.43, 0, 6.910918, 0.9596172, 13.33827, 0, 66.83546, 2.572181, 9.383566, 15.37641, 24.70341, 3.341745, 73.90311, 1128.907, 1143.204, 1597.598, 34.49714, 0.4521458, 0.2953071, 2589.686, 0.6442832, 3.037811, 3.168302, 1.000663, -0.005123856, 0.1670444, 0.1782298, 0.1746481, 
2001:7, 4251.075, 12808.9, 0, 7.035333, 0.9743236, 13.33931, 0, 66.72041, 2.472279, 9.458347, 15.07771, 24.33965, 3.273168, 74.88531, 1223.879, 1451.902, 1946.6, 36.97291, 0.444368, 0.294953, 2734.567, 0.6432649, 3.013096, 3.161535, 0.9927014, -0.005552281, 0.1724835, 0.183567, 0.1800381, 
2001:8, 4613.679, 13758.56, 0, 7.043794, 0.907604, 13.41555, 0, 66.89751, 2.202387, 9.533137, 15.89685, 24.77125, 3.180765, 69.97153, 1380.522, 1687.76, 2248.255, 38.01173, 0.4422095, 0.2939678, 2939.785, 0.6371889, 2.982124, 3.183602, 0.9875348, -0.005266255, 0.1800456, 0.1909561, 0.1875057, 
2001:9, 4873.302, 14443.1, 0, 6.952714, 0.8135584, 13.50355, 0, 67.22202, 1.959015, 9.549165, 17.26009, 25.66374, 3.123286, 63.05375, 1497.259, 1696.366, 2305.64, 37.18214, 0.4397237, 0.2930362, 3072.022, 0.6303779, 2.963719, 3.223279, 0.9861063, -0.004920886, 0.1848462, 0.1956191, 0.1922256, 
2001:10, 4883.16, 14490.44, 0, 6.78792, 0.7120108, 13.58899, 0, 67.64215, 1.787429, 9.481494, 19.09835, 27.15627, 3.117971, 55.27356, 1510.86, 1505.867, 2120.525, 34.50305, 0.4352294, 0.292075, 3055.876, 0.6257989, 2.96743, 3.278418, 0.9866058, -0.004512657, 0.185255, 0.1960411, 0.1926435, 
2001:11, 4594.037, 13743.28, 0, 6.594901, 0.5821178, 13.73481, 0, 68.16074, 1.635045, 9.292384, 22.1521, 29.90421, 3.17482, 44.96141, 1402.061, 1178.813, 1747.552, 29.92302, 0.4245172, 0.2904844, 2873.97, 0.625587, 2.991547, 3.377164, 0.9826456, -0.003978794, 0.1806787, 0.1916287, 0.1881655, 
2001:12, 4020.555, 12165.37, 0, 6.535033, 0.4841664, 13.96206, 0, 68.42305, 1.611846, 8.983852, 25.5555, 33.13429, 3.329461, 37.07817, 1170.491, 744.2103, 1215.836, 25.13043, 0.4068908, 0.2884849, 2552.449, 0.6348499, 3.025795, 3.505405, 0.9692808, -0.003532636, 0.1693839, 0.1805119, 0.1769597, 
2002:1, 3353.343, 10228.31, 0, 6.63245, 0.4240407, 14.26197, 0, 68.34601, 1.76076, 8.574783, 28.63702, 35.97524, 3.61921, 32.6335, 893.9066, 413.5165, 769.5672, 20.92792, 0.5373973, 0.2858346, 2180.52, 0.6502524, 3.050184, 3.480638, 0.9450954, 0.001808346, 0.1517038, 0.1626122, 0.159082, 
2002:2, 2742.407, 8278.23, 0, 7.012215, 0.361058, 14.74976, 0, 67.95352, 1.977077, 7.946376, 31.9529, 38.22886, 4.110343, 28.69176, 638.5048, 215.9112, 465.7181, 17.34217, 0.4801688, 0.28174, 1831.396, 0.6678061, 3.0186, 3.714492, 0.9041483, -8.215811E-06, 0.1287737, 0.1385373, 0.1353243, 
2002:3, 2260.863, 6617.524, 0, 7.022965, 0.3391722, 15.08256, 0, 67.97422, 2.511259, 7.069835, 32.66481, 36.8949, 4.912609, 29.41791, 430.7985, 95.45186, 259.4578, 14.68548, 0.4250865, 0.2772787, 1485.283, 0.6569541, 2.92699, 3.877059, 0.8659685, -0.0008286599, 0.1022766, 0.1096321, 0.1071667, 
2002:4, 1929.084, 5319.106, 0, 6.748634, 0.3166365, 15.21289, 0, 68.56122, 3.279607, 5.881006, 31.6847, 31.98832, 6.109676, 31.57918, 284.1632, 50.55549, 154.7876, 12.62404, 0.3725347, 0.2723496, 1184.999, 0.6142806, 2.757322, 3.980969, 0.8269318, -0.001283718, 0.07656618, 0.08062489, 0.07924149, 
2002:5, 1742.229, 4524.477, 0, 5.620721, 0.4024208, 14.24213, 0, 69.88103, 5.131107, 4.722571, 23.78174, 19.1824, 7.373466, 47.44348, 188.8401, 29.5985, 95.53413, 11.53403, 0.3278359, 0.27295, 916.8974, 0.5262784, 2.596947, 3.51816, 0.8501493, -0.004434958, 0.05514717, 0.05597168, 0.05568698, 
2002:6, 1669.288, 4135.74, 0, 5.862632, 0.5872709, 12.46157, 0, 69.38483, 7.646093, 4.057619, 14.49628, 9.05991, 7.9077, 75.40884, 135.6877, 59.09594, 104.3, 11.70108, 0.2908889, 0.2802813, 782.1293, 0.4685405, 2.477547, 3.074162, 0.9146749, -0.01310732, 0.04123085, 0.03997038, 0.04040984, 
2002:7, 1647.088, 3994.869, 0, 6.329995, 0.6328132, 11.34193, 0, 69.30605, 8.427465, 3.961722, 11.42245, 7.57386, 8.23615, 83.30131, 116.6814, 152.0555, 190.5703, 12.03966, 0.2630871, 0.2806681, 731.2504, 0.4439656, 2.425414, 2.960924, 0.9426691, -0.01788074, 0.03631438, 0.03463173, 0.03521791, 
2002:8, 1653.487, 4032.875, 0, 6.205321, 0.5595563, 11.32219, 0, 70.04691, 7.653977, 4.212047, 12.13463, 9.82818, 8.485656, 72.87144, 121.9853, 224.7244, 266.3748, 11.65228, 0.2430521, 0.2743314, 729.4287, 0.4411457, 2.439012, 2.984657, 0.948723, -0.01775602, 0.03865398, 0.03778981, 0.03808848, 
2002:9, 1681.71, 4161.325, 0, 6.32125, 0.6352883, 11.07907, 0, 69.71696, 7.813383, 4.43407, 10.95674, 9.886851, 8.104367, 79.04154, 128.4651, 222.7746, 267.8741, 12.55738, 0.2303846, 0.2757182, 750.52, 0.4462837, 2.47446, 2.939851, 0.9630761, -0.01925701, 0.04114119, 0.04100236, 0.04105018, 
2002:10, 1786.283, 4623.727, 0, 7.078028, 0.9947467, 10.66977, 0, 67.67191, 8.589024, 4.996545, 7.447697, 8.77361, 6.812192, 109.0804, 153.1382, 323.6795, 380.031, 20.59501, 0.2432302, 0.2873893, 866.6038, 0.4851435, 2.588462, 2.801923, 0.923739, -0.01990056, 0.04903964, 0.05041276, 0.0499474, 
2002:11, 2354.365, 6794.668, 0, 6.977208, 1.168002, 12.53119, 0, 67.45277, 5.444068, 6.426753, 10.41231, 19.34425, 4.780718, 96.81923, 395.6518, 1143.201, 1302.111, 27.86046, 0.2827321, 0.2845469, 1404.893, 0.5967185, 2.885988, 2.84286, 0.9083229, -0.01146059, 0.1018966, 0.109554, 0.1070656, 
2002:12, 3444.427, 10038.08, 0, 7.260175, 1.166417, 13.40348, 0, 67.31165, 3.419052, 7.439229, 12.64885, 23.66315, 3.639281, 85.58697, 860.871, 1819.313, 2173.528, 34.09991, 0.3416215, 0.2852911, 2191.32, 0.636193, 2.914297, 2.872705, 0.8959689, -0.004520326, 0.1542475, 0.1639954, 0.1609295, 
2003:1, 4554.318, 12986.42, 0, 7.316308, 1.002818, 13.72904, 0, 67.50494, 2.399198, 8.047704, 14.8859, 24.52401, 3.2245, 73.56158, 1338.849, 2235.128, 2789.328, 37.03507, 0.3391782, 0.2860615, 2863.269, 0.6286931, 2.851452, 3.004222, 0.8951713, -0.005100746, 0.1819488, 0.1913589, 0.188445, 
2003:2, 5290.738, 14877.84, 0, 7.352077, 0.9606806, 13.8322, 0, 67.32336, 2.068067, 8.463612, 15.56788, 24.02201, 3.066569, 71.97783, 1653.318, 2189.376, 2874.435, 40.749, 0.3845844, 0.2878221, 3294.691, 0.622728, 2.812053, 3.008259, 0.8890732, -0.001502388, 0.1935653, 0.2026749, 0.1998683, 
2003:3, 5904.86, 16445.17, 0, 7.337015, 0.9100973, 13.89357, 0, 67.23689, 1.837115, 8.785313, 16.2385, 23.7849, 2.972002, 69.82507, 1917.004, 2337.492, 3131.916, 43.64587, 0.4306997, 0.2890968, 3641.072, 0.6166228, 2.785022, 3.016015, 0.885522, 0.002438812, 0.2009632, 0.2098675, 0.2071314, 
2003:4, 6380.738, 17670.2, 0, 7.30843, 0.868049, 13.92501, 0, 67.16618, 1.683051, 9.049284, 16.76489, 23.65286, 2.913175, 68.03582, 2122.268, 2406.565, 3285.646, 45.86937, 0.4665392, 0.2902016, 3905.378, 0.6120573, 2.769303, 3.02731, 0.8835264, 0.005440167, 0.2055812, 0.2144082, 0.2116983, 
2003:5, 6731.388, 18577.05, 0, 7.334826, 0.8650919, 13.92915, 0, 66.96408, 1.616535, 9.290309, 16.76836, 23.2544, 2.875839, 68.94185, 2271.728, 2432.578, 3372.857, 48.65518, 0.4985281, 0.2914267, 4110.928, 0.6107103, 2.759765, 3.025094, 0.8810422, 0.008258989, 0.2083887, 0.2172388, 0.2145212, 
2003:6, 7096.302, 19485.16, 0, 7.449325, 0.8969409, 13.92789, 0, 66.59074, 1.595704, 9.539412, 16.25694, 22.45396, 2.842799, 72.62234, 2423.615, 2574.166, 3576.818, 53.26035, 0.5249415, 0.2927853, 4340.156, 0.6116081, 2.745819, 3.011058, 0.8758988, 0.01042934, 0.2109933, 0.2198531, 0.2171323, 
2003:7, 7653.839, 20856.48, 0, 7.483584, 0.8660601, 13.96028, 0, 66.44766, 1.481317, 9.761094, 16.44357, 22.1286, 2.800207, 71.81067, 2661.501, 2942.779, 4043.847, 57.13506, 0.5547941, 0.2935792, 4653.063, 0.6079385, 2.72497, 3.016945, 0.8712152, 0.01316986, 0.2148044, 0.223542, 0.2208619, 
2003:8, 8219.045, 22246.75, 0, 7.495461, 0.8300252, 13.99178, 0, 66.33821, 1.373907, 9.970619, 16.70271, 21.89741, 2.76349, 70.53723, 2903.616, 3140.436, 4341.468, 60.57353, 0.5830585, 0.2943206, 4964.865, 0.6040684, 2.706732, 3.026341, 0.8677562, 0.01565866, 0.2181045, 0.226752, 0.2241016, 
