EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"7/22/2022 9:37:25 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,forcing_pdsi_egg_amo1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,KemptonsQ

year,value
1985,2.035689
1986,1.892894
1987,1.931731
1988,1.831838
1989,1.907421
1990,1.883341
1991,2.480316
1992,1.782992
1993,2.310543
1994,1.887851
1995,1.531853
1996,1.615491
1997,2.820433
1998,2.771853
1999,1.951532
2000,1.581042
2001,2.023031
2002,2.658297
2003,1.487678
2004,2.893598
2005,2.082052
2006,1.640992
2007,2.276132
2008,1.537936
2009,1.446338
2010,2.815309
2011,1.579676
2012,2.608463
2013,1.352326
2014,1.493266
2015,1.384095
2016,1.387382
2017,1.416607
