EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"7/22/2022 9:37:25 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,forcing_pdsi_egg_amo1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,ShannonDiversity

year,value
1985,1.431065
1986,1.391213
1987,1.304544
1988,1.286135
1989,1.216828
1990,1.250929
1991,1.405913
1992,1.413953
1993,1.368979
1994,1.402119
1995,1.410956
1996,1.312915
1997,1.450717
1998,1.501492
1999,1.531245
2000,1.436576
2001,1.450597
2002,1.32906
2003,1.28109
2004,1.354742
2005,1.49812
2006,1.484145
2007,1.525693
2008,1.508503
2009,1.42846
2010,1.480569
2011,1.553861
2012,1.568006
2013,1.47959
2014,1.4184
2015,1.447345
2016,1.427836
2017,1.342782
