Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
2008, 5180.406, 15400.18, 0, 6.92798, 0.8178478, 13.43425, 0, 66.92992, 1.861848, 10.02815, 17.15566, 25.05336, 3.058522, 64.53736, 1629.228, 1602.711, 2264.2, 40.32861, 0.3783579, 0.2949927, 3261.773, 0.6296371, 2.972781, 3.225736, 1.017559, -0.006924237, 0.1891092, 0.2001099, 0.1966443, 
2009, 5181.208, 15426.45, 0, 6.920944, 0.8170933, 13.41463, 0, 66.90278, 1.864459, 10.08009, 17.12677, 25.02638, 3.058172, 64.60574, 1629.616, 1603.05, 2264.377, 40.43839, 0.4485292, 0.2950568, 3263.108, 0.6297972, 2.977389, 3.200562, 1.020976, -0.003687177, 0.18914, 0.200164, 0.1966905, 
2010, 5178.977, 15432.02, 0, 6.915649, 0.8156691, 13.40509, 0, 66.89619, 1.862115, 10.1053, 17.09852, 25.00447, 3.058551, 64.57876, 1628.708, 1603.229, 2263.965, 40.58223, 0.4159181, 0.2951162, 3261.777, 0.6298122, 2.979756, 3.103018, 1.026686, -0.003276882, 0.1890766, 0.20013, 0.1966468, 
2011, 5180.293, 15434.47, 0, 6.916304, 0.8155755, 13.40596, 0, 66.89954, 1.860518, 10.1021, 17.10958, 25.01096, 3.05834, 64.55796, 1629.269, 1603.479, 2264.546, 40.59153, 0.4021618, 0.2951175, 3262.514, 0.6297935, 2.979461, 3.144253, 1.025486, -0.005016728, 0.189123, 0.2001724, 0.1966905, 
2012, 5178.63, 15402.3, 0, 6.922945, 0.8169827, 13.42749, 0, 66.93388, 1.859844, 10.03886, 17.13545, 25.04096, 3.058952, 64.51247, 1628.431, 1603.217, 2264.427, 40.52687, 0.3544615, 0.2950457, 3260.27, 0.6295624, 2.974205, 3.190037, 1.024105, -0.007305549, 0.1890929, 0.2001165, 0.1966431, 
2013, 5177.971, 15397.05, 0, 6.925908, 0.8170195, 13.4298, 0, 66.93752, 1.857303, 10.03244, 17.13248, 25.04203, 3.059175, 64.47926, 1628.127, 1603.132, 2264.255, 40.53215, 0.3210584, 0.2950286, 3259.977, 0.629586, 2.973571, 3.218256, 1.026228, -0.008403947, 0.1890978, 0.2001156, 0.1966442, 
2014, 5179.28, 15411.67, 0, 6.922825, 0.8165407, 13.42073, 0, 66.9231, 1.861104, 10.05571, 17.12781, 25.03367, 3.058819, 64.53824, 1628.691, 1603.401, 2264.635, 40.55062, 0.3795495, 0.295047, 3261.123, 0.6296481, 2.97564, 3.158737, 1.02719, -0.005798453, 0.1891291, 0.2001518, 0.1966788, 
2015, 5179.715, 15431.47, 0, 6.921171, 0.8159552, 13.40591, 0, 66.89611, 1.863543, 10.09732, 17.10858, 25.01383, 3.058551, 64.59367, 1628.93, 1603.545, 2264.587, 40.54126, 0.434562, 0.2950898, 3262.676, 0.6298956, 2.979218, 3.13501, 1.027668, -0.003054776, 0.1891379, 0.2001732, 0.1966958, 
2016, 5180.032, 15406.93, 0, 6.927755, 0.8174151, 13.42646, 0, 66.92338, 1.864746, 10.04025, 17.14209, 25.04521, 3.058671, 64.57441, 1628.985, 1603.134, 2264.599, 40.40548, 0.4187538, 0.2950198, 3261.898, 0.6297067, 2.974296, 3.181347, 1.022187, -0.004740051, 0.1891297, 0.200137, 0.196669, 
2017, 5178.763, 15389.04, 0, 6.932023, 0.818497, 13.43819, 0, 66.93945, 1.862581, 10.00926, 17.15306, 25.0597, 3.059029, 64.53544, 1628.411, 1603.058, 2264.451, 40.40979, 0.3759485, 0.2949744, 3260.739, 0.6296371, 2.971571, 3.27787, 1.02241, -0.007404161, 0.1891063, 0.2001004, 0.1966368, 
