Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
1997:6, 5188.377, 15498.29, 0, 6.944512, 0.8137385, 13.3636, 0, 66.80518, 1.87258, 10.2004, 17.03898, 24.95775, 3.057308, 64.77312, 1632.268, 1605.968, 2268.239, 40.80711, 0.6315197, 0.2950362, 3273.527, 0.6309345, 2.987117, 3.126493, 1.055803, 0.009139049, 0.1895453, 0.2005273, 0.1970673, 
1997:7, 5187.222, 15494.17, 0, 6.946334, 0.8137235, 13.36407, 0, 66.80462, 1.872886, 10.19838, 17.02923, 24.95486, 3.057563, 64.76547, 1631.756, 1605.518, 2267.587, 40.83365, 0.6301318, 0.2950333, 3273.007, 0.6309749, 2.986987, 3.125911, 1.058664, 0.008847407, 0.189527, 0.200509, 0.1970489, 
1997:8, 5170.281, 15451.7, 0, 6.945121, 0.8143921, 13.36083, 0, 66.80744, 1.878476, 10.19374, 17.03551, 24.97227, 3.060533, 64.79625, 1624.544, 1603.302, 2262.362, 40.80281, 0.6276536, 0.2950488, 3263.451, 0.6311941, 2.98856, 3.127026, 1.056052, 0.008441213, 0.1892702, 0.2002648, 0.1967999, 
1997:9, 5177.309, 15466.28, 0, 6.945124, 0.8143966, 13.36473, 0, 66.81092, 1.876407, 10.18841, 17.04264, 24.97128, 3.059297, 64.79021, 1627.53, 1604.606, 2264.963, 40.78215, 0.6244881, 0.2950333, 3267.135, 0.631049, 2.98732, 3.129318, 1.054799, 0.007970948, 0.1893779, 0.2003641, 0.1969023, 
1997:10, 5185.034, 15480.79, 0, 6.947399, 0.814285, 13.36992, 0, 66.81429, 1.874066, 10.18004, 17.04067, 24.96642, 3.058002, 64.76898, 1630.794, 1605.622, 2267.416, 40.79782, 0.6210048, 0.2950125, 3271.34, 0.6309197, 2.985668, 3.130868, 1.056694, 0.007435179, 0.1894953, 0.2004714, 0.1970133, 
1997:11, 5174.278, 15452.25, 0, 6.947146, 0.8147221, 13.36915, 0, 66.81776, 1.877544, 10.17368, 17.04532, 24.97914, 3.059903, 64.78126, 1626.213, 1604.072, 2263.973, 40.77999, 0.6173272, 0.2950182, 3265.219, 0.6310483, 2.98636, 3.132611, 1.055226, 0.006916997, 0.1893321, 0.2003152, 0.1968543, 
1997:12, 5181.476, 15465.02, 0, 6.949085, 0.8147379, 13.37466, 0, 66.82208, 1.875557, 10.16388, 17.04661, 24.97609, 3.058688, 64.76726, 1629.252, 1605.193, 2266.442, 40.79069, 0.6141465, 0.2949972, 3269.07, 0.6309148, 2.984674, 3.134167, 1.056355, 0.00645848, 0.1894424, 0.2004155, 0.1969583, 
1998:1, 5171.674, 15445.17, 0, 6.948577, 0.8155001, 13.36888, 0, 66.81422, 1.885162, 10.16767, 17.05319, 24.98633, 3.060302, 64.86956, 1625.053, 1603.762, 2263.256, 40.74766, 0.6946514, 0.2950141, 3264.021, 0.6311345, 2.986494, 3.10323, 1.053059, 0.01285793, 0.1893011, 0.2002841, 0.1968232, 
1998:2, 5178.514, 15461.13, 0, 6.948026, 0.8153492, 13.37154, 0, 66.81582, 1.882661, 10.16662, 17.0611, 24.98486, 3.059065, 64.85586, 1627.986, 1604.766, 2265.489, 40.71205, 0.6900905, 0.2950049, 3267.697, 0.6310105, 2.985631, 3.10632, 1.050989, 0.01221465, 0.1894021, 0.2003788, 0.1969202, 
1998:3, 5181.205, 15465.31, 0, 6.948308, 0.8153548, 13.37436, 0, 66.81869, 1.881691, 10.1616, 17.06676, 24.98692, 3.05859, 64.84418, 1629.141, 1604.96, 2266.193, 40.68112, 0.6866887, 0.294996, 3269.06, 0.6309459, 2.984887, 3.108222, 1.049548, 0.01180398, 0.1894389, 0.2004114, 0.1969543, 
1998:4, 5181.917, 15464.55, 0, 6.948671, 0.8154285, 13.37671, 0, 66.82154, 1.881411, 10.15624, 17.07096, 24.98989, 3.058471, 64.83652, 1629.447, 1604.86, 2266.251, 40.65287, 0.6833635, 0.2949893, 3269.331, 0.6309115, 2.984329, 3.109645, 1.048358, 0.01146506, 0.1894447, 0.2004146, 0.1969585, 
1998:5, 5181.757, 15461.39, 0, 6.949095, 0.8155671, 13.37904, 0, 66.82459, 1.881491, 10.15023, 17.07471, 24.99339, 3.058506, 64.8323, 1629.379, 1604.696, 2266.091, 40.62614, 0.6801692, 0.2949831, 3269.11, 0.6308883, 2.983813, 3.110662, 1.047204, 0.01121353, 0.189437, 0.2004048, 0.1969493, 
1998:6, 5181.285, 15456.96, 0, 6.949622, 0.8157575, 13.38167, 0, 66.82816, 1.881768, 10.14301, 17.07873, 24.99744, 3.058602, 64.83002, 1629.174, 1604.552, 2265.901, 40.60019, 0.6770896, 0.294976, 3268.692, 0.6308651, 2.98323, 3.111482, 1.045978, 0.01100728, 0.1894244, 0.2003899, 0.1969352, 
1998:7, 5192.212, 15478.59, 0, 6.953559, 0.8155642, 13.38803, 0, 66.8302, 1.878522, 10.13414, 17.06905, 24.98519, 3.056775, 64.80355, 1633.788, 1605.928, 2269.281, 40.63776, 0.6748741, 0.294951, 3274.829, 0.6307193, 2.981116, 3.110692, 1.05018, 0.01084395, 0.1895858, 0.2005385, 0.1970885, 
1998:8, 5168.213, 15422.35, 0, 6.950539, 0.8163149, 13.38058, 0, 66.8301, 1.885986, 10.13649, 17.07525, 25.00782, 3.06093, 64.84692, 1623.599, 1602.577, 2261.599, 40.59085, 0.6720018, 0.2949846, 3261.432, 0.631056, 2.984078, 3.111031, 1.045999, 0.01067623, 0.1892177, 0.2001922, 0.196734, 
1998:9, 5181.417, 15453.47, 0, 6.950223, 0.8159729, 13.38489, 0, 66.83179, 1.881596, 10.13554, 17.07916, 24.99907, 3.058594, 64.82558, 1629.226, 1604.716, 2266.108, 40.57943, 0.6693024, 0.2949665, 3268.577, 0.6308268, 2.98248, 3.111951, 1.045596, 0.01056086, 0.1894156, 0.2003781, 0.1969244, 
1998:10, 5193.692, 15474.51, 0, 6.956741, 0.8159174, 13.39439, 0, 66.83639, 1.878446, 10.11812, 17.06738, 24.98581, 3.056593, 64.7966, 1634.38, 1606.284, 2269.974, 40.64743, 0.6681051, 0.2949304, 3275.496, 0.6306682, 2.979481, 3.110006, 1.051626, 0.01055496, 0.1895989, 0.2005445, 0.1970969, 
1998:11, 5169.861, 15419.74, 0, 6.953243, 0.8164168, 13.38591, 0, 66.83553, 1.885617, 10.12327, 17.06537, 25.00518, 3.060746, 64.82704, 1624.258, 1602.902, 2262.272, 40.6493, 0.6668787, 0.2949647, 3262.134, 0.6309906, 2.982622, 3.108637, 1.050675, 0.01056948, 0.1892357, 0.200204, 0.196748, 
1998:12, 5168.426, 15405.64, 0, 6.955006, 0.8172489, 13.39403, 0, 66.84808, 1.887582, 10.09806, 17.08111, 25.01901, 3.061061, 64.84566, 1623.597, 1603.354, 2262.625, 40.62953, 0.6654236, 0.2949409, 3260.802, 0.630908, 2.980721, 3.109313, 1.048285, 0.01059157, 0.189214, 0.2001747, 0.1967212, 
1999:1, 5168.007, 15389.15, 0, 6.959157, 0.8174921, 13.40683, 0, 66.87009, 1.87971, 10.06671, 17.10443, 25.03815, 3.061291, 64.73884, 1623.44, 1603.702, 2263.06, 40.58871, 0.5475233, 0.2949107, 3259.957, 0.6307958, 2.977773, 3.181654, 1.044457, 0.001375064, 0.1892134, 0.2001611, 0.196712, 
1999:2, 5178.652, 15418.98, 0, 6.956734, 0.8168408, 13.40676, 0, 66.86809, 1.875526, 10.07606, 17.11223, 25.03141, 3.059348, 64.71317, 1628.017, 1604.921, 2266.142, 40.56182, 0.5468016, 0.2949074, 3265.791, 0.6306257, 2.977412, 3.181866, 1.042739, 0.001414397, 0.1893713, 0.2003137, 0.1968667, 
1999:3, 5180.77, 15422.99, 0, 6.956195, 0.8167493, 13.40848, 0, 66.87051, 1.874715, 10.07337, 17.11881, 25.03397, 3.058963, 64.70161, 1628.935, 1604.788, 2266.411, 40.5344, 0.5454329, 0.2949024, 3266.808, 0.6305643, 2.976969, 3.182335, 1.041294, 0.001354391, 0.189398, 0.2003381, 0.1968919, 
1999:4, 5180.528, 15422.77, 0, 6.95505, 0.816735, 13.40846, 0, 66.87118, 1.87456, 10.07402, 17.12468, 25.03721, 3.058968, 64.69945, 1628.855, 1604.387, 2265.962, 40.49717, 0.5436288, 0.2949044, 3266.581, 0.6305499, 2.977066, 3.183157, 1.039146, 0.001255277, 0.1893881, 0.200329, 0.1968826, 
1999:5, 5183.686, 15433.47, 0, 6.953382, 0.8164519, 13.4072, 0, 66.86868, 1.872928, 10.08135, 17.12653, 25.03396, 3.058357, 64.69009, 1630.235, 1604.481, 2266.574, 40.4647, 0.5416232, 0.2949088, 3268.352, 0.6305073, 2.977316, 3.18406, 1.037685, 0.001137036, 0.1894293, 0.2003704, 0.196924, 
1999:6, 5192.934, 15457.49, 0, 6.954171, 0.8159545, 13.40825, 0, 66.86524, 1.869431, 10.08695, 17.11601, 25.01989, 3.056746, 64.66458, 1634.179, 1605.378, 2269.084, 40.4812, 0.540082, 0.2949021, 3273.645, 0.6304038, 2.97664, 3.183453, 1.040756, 0.001040297, 0.1895633, 0.2004987, 0.1970546, 
1999:7, 5175.02, 15418.62, 0, 6.951309, 0.8164166, 13.40038, 0, 66.86139, 1.874696, 10.09581, 17.11787, 25.03309, 3.059803, 64.70121, 1626.59, 1602.726, 2263.15, 40.43834, 0.5382504, 0.2949358, 3263.829, 0.6306893, 2.979432, 3.183518, 1.037387, 0.000929649, 0.1892855, 0.2002399, 0.1967888, 
1999:8, 5195.938, 15471.08, 0, 6.952948, 0.81559, 13.40413, 0, 66.85681, 1.867519, 10.103, 17.10277, 25.00706, 3.056161, 64.66191, 1635.49, 1605.649, 2269.766, 40.48003, 0.5368459, 0.2949156, 3275.64, 0.6304232, 2.977534, 3.182945, 1.0423, 0.0008260952, 0.1895991, 0.2005382, 0.197093, 
1999:9, 5173.146, 15420.91, 0, 6.949636, 0.816051, 13.39445, 0, 66.85294, 1.874137, 10.11277, 17.10143, 25.02261, 3.06009, 64.69713, 1625.824, 1602.406, 2262.358, 40.45905, 0.5349832, 0.294955, 3263.086, 0.630774, 2.980954, 3.182558, 1.040081, 0.0006710317, 0.1892495, 0.2002123, 0.1967583, 
1999:10, 5178.717, 15425.33, 0, 6.951558, 0.8164662, 13.40302, 0, 66.86305, 1.873457, 10.09246, 17.10891, 25.02641, 3.059186, 64.69531, 1628.146, 1603.72, 2264.804, 40.45625, 0.5334543, 0.294925, 3265.703, 0.6306008, 2.978601, 3.18365, 1.039687, 0.0005601106, 0.1893334, 0.200284, 0.1968343, 
1999:11, 5183.604, 15428.49, 0, 6.955005, 0.8167132, 13.41088, 0, 66.87115, 1.872764, 10.07349, 17.10846, 25.02639, 3.058438, 64.68244, 1630.171, 1604.539, 2266.619, 40.48768, 0.5323094, 0.2948971, 3268.156, 0.6304795, 2.976403, 3.183404, 1.04213, 0.0004544196, 0.1894066, 0.2003465, 0.1969006, 
1999:12, 5173.926, 15400.84, 0, 6.955187, 0.8172476, 13.41172, 0, 66.87664, 1.876331, 10.06287, 17.11267, 25.03917, 3.060174, 64.69721, 1626.032, 1603.288, 2263.695, 40.49123, 0.5311483, 0.2948978, 3262.538, 0.630573, 2.976625, 3.183237, 1.041654, 0.0003502134, 0.1892584, 0.2002035, 0.1967555, 
2000:1, 5170.513, 15377.94, 0, 6.957042, 0.8178639, 13.42303, 0, 66.89861, 1.870813, 10.03263, 17.12954, 25.05682, 3.060926, 64.61443, 1624.584, 1603.237, 2263.198, 40.47747, 0.4344329, 0.2948725, 3259.806, 0.6304609, 2.974161, 3.24482, 1.039634, -0.005324314, 0.189194, 0.200134, 0.1966877, 
2000:2, 5183.688, 15408.92, 0, 6.958364, 0.8173854, 13.42707, 0, 66.89912, 1.866497, 10.03155, 17.12792, 25.04493, 3.058634, 64.58551, 1630.187, 1604.981, 2267.316, 40.51185, 0.4342289, 0.2948548, 3267.124, 0.6302702, 2.972577, 3.244636, 1.042224, -0.005331175, 0.189395, 0.2003237, 0.1968817, 
2000:3, 5170.539, 15377.95, 0, 6.956295, 0.8178174, 13.42325, 0, 66.90022, 1.870691, 10.03172, 17.13547, 25.06038, 3.060906, 64.61065, 1624.608, 1602.978, 2262.953, 40.4849, 0.4336767, 0.2948735, 3259.721, 0.6304413, 2.974149, 3.244606, 1.039364, -0.005356943, 0.1891935, 0.2001342, 0.1966877, 
2000:4, 5179.332, 15405.52, 0, 6.953625, 0.8172064, 13.42087, 0, 66.89495, 1.867014, 10.04633, 17.13849, 25.05116, 3.059268, 64.59621, 1628.401, 1604.096, 2265.56, 40.46808, 0.4329789, 0.2948795, 3264.691, 0.6303306, 2.974422, 3.245512, 1.038066, -0.005374074, 0.1893255, 0.2002643, 0.1968187, 
2000:5, 5216.02, 15495.82, 0, 6.964429, 0.8158783, 13.42792, 0, 66.88099, 1.855026, 10.05574, 17.09754, 24.99414, 3.052999, 64.53483, 1643.956, 1608.536, 2276.497, 40.63017, 0.4329948, 0.2948434, 3286.389, 0.6300569, 2.970813, 3.24145, 1.051828, -0.005413167, 0.1898794, 0.20079, 0.1973552, 
2000:6, 5157.312, 15384.84, 0, 6.948339, 0.815731, 13.38877, 0, 66.85526, 1.869629, 10.12226, 17.08252, 25.0242, 3.062967, 64.59956, 1619.164, 1599.808, 2256.783, 40.60226, 0.4326395, 0.2949879, 3254.331, 0.631013, 2.983113, 3.23752, 1.047604, -0.005469455, 0.1889879, 0.1999748, 0.1965123, 
2000:7, 5171.862, 15426.11, 0, 6.944606, 0.8153953, 13.38821, 0, 66.85106, 1.864799, 10.13592, 17.09082, 25.0119, 3.060264, 64.6105, 1625.395, 1602.8, 2262.299, 40.581, 0.4321004, 0.2949877, 3262.345, 0.6307873, 2.982698, 3.240502, 1.044934, -0.00549877, 0.1892147, 0.2001942, 0.1967347, 
2000:8, 5188.728, 15464.83, 0, 6.946577, 0.8149358, 13.39408, 0, 66.85191, 1.859548, 10.13294, 17.0851, 24.99731, 3.057348, 64.58094, 1632.553, 1605.225, 2267.771, 40.62077, 0.4315073, 0.294963, 3271.676, 0.6305352, 2.980466, 3.241618, 1.047729, -0.005553307, 0.1894732, 0.2004373, 0.1969836, 
2000:9, 5171.266, 15420.89, 0, 6.945587, 0.8155329, 13.39102, 0, 66.85527, 1.865253, 10.12733, 17.0924, 25.01539, 3.06041, 64.60493, 1625.125, 1602.75, 2262.202, 40.59894, 0.430798, 0.2949799, 3261.848, 0.6307639, 2.982034, 3.241993, 1.044885, -0.005606271, 0.1892093, 0.2001874, 0.1967283, 
2000:10, 5196.99, 15481.94, 0, 6.950245, 0.8147745, 13.39818, 0, 66.85184, 1.857155, 10.1278, 17.07543, 24.98605, 3.055971, 64.56448, 1636.037, 1606.303, 2270.361, 40.68166, 0.4306484, 0.2949486, 3276.475, 0.6304563, 2.979021, 3.241564, 1.051133, -0.005640793, 0.1896026, 0.200559, 0.1971081, 
2000:11, 5162.657, 15404.96, 0, 6.945355, 0.8154722, 13.38477, 0, 66.84865, 1.86734, 10.1384, 17.0816, 25.01354, 3.061907, 64.61407, 1621.478, 1601.419, 2259.247, 40.6403, 0.4300462, 0.2950053, 3257.47, 0.6309677, 2.98392, 3.240894, 1.046262, -0.005698851, 0.1890827, 0.200074, 0.1966102, 
2000:12, 5190.588, 15481.5, 0, 6.944045, 0.8141887, 13.38509, 0, 66.8382, 1.857363, 10.16111, 17.0698, 24.9808, 3.056912, 64.57511, 1633.409, 1605.478, 2268.16, 40.68108, 0.4296473, 0.2949973, 3273.305, 0.6306232, 2.982611, 3.242255, 1.049312, -0.005739324, 0.1895106, 0.2004869, 0.1970291, 
2001:1, 5175.955, 15450.48, 0, 6.942976, 0.8147816, 13.37751, 0, 66.8299, 1.868425, 10.16641, 17.06819, 24.99056, 3.059397, 64.67309, 1627.149, 1603.256, 2263.309, 40.67496, 0.5116237, 0.2950189, 3265.502, 0.6308984, 2.98505, 3.20551, 1.048022, -0.001573463, 0.1893004, 0.2002893, 0.1968267, 
2001:2, 5177.704, 15447.54, 0, 6.94438, 0.81518, 13.38365, 0, 66.83811, 1.868684, 10.14997, 17.07554, 24.99601, 3.059143, 64.67475, 1627.859, 1603.829, 2264.303, 40.67117, 0.5096619, 0.2949999, 3266.107, 0.6308022, 2.983474, 3.206388, 1.047118, -0.001694264, 0.1893271, 0.2003092, 0.196849, 
2001:3, 5174.458, 15435.08, 0, 6.944484, 0.8155914, 13.38669, 0, 66.84441, 1.870214, 10.13861, 17.08661, 25.00601, 3.059721, 64.68328, 1626.47, 1603.518, 2263.485, 40.64172, 0.5077569, 0.2949944, 3264.02, 0.6307946, 2.982937, 3.207186, 1.044341, -0.001787149, 0.1892759, 0.2002578, 0.1967976, 
2001:4, 5181.213, 15451.93, 0, 6.943625, 0.8153335, 13.38836, 0, 66.84502, 1.867783, 10.13985, 17.09163, 25.00262, 3.058501, 64.66932, 1629.368, 1604.385, 2265.554, 40.6216, 0.5060167, 0.2949901, 3267.67, 0.6306766, 2.9823, 3.207782, 1.042893, -0.001853104, 0.1893748, 0.2003526, 0.196894, 
2001:5, 5177.398, 15442.71, 0, 6.942538, 0.8155163, 13.38781, 0, 66.84624, 1.868953, 10.13894, 17.10158, 25.00998, 3.059117, 64.67822, 1627.77, 1603.672, 2264.161, 40.56936, 0.5047821, 0.2949979, 3265.494, 0.630721, 2.982716, 3.207813, 1.038902, -0.001851162, 0.1893114, 0.2002933, 0.1968332, 
2001:6, 5194.265, 15492.97, 0, 6.94029, 0.8143409, 13.38504, 0, 66.83605, 1.862115, 10.16218, 17.09088, 24.98666, 3.056074, 64.63913, 1635.014, 1605.557, 2268.912, 40.56936, 0.5044717, 0.2950045, 3275.163, 0.6305344, 2.982707, 3.206176, 1.040466, -0.001756931, 0.1895607, 0.2005377, 0.1970798, 
2001:7, 5187.346, 15477.3, 0, 6.940084, 0.8143947, 13.38236, 0, 66.83436, 1.864044, 10.16476, 17.08367, 24.98824, 3.057285, 64.64194, 1632.075, 1604.223, 2266.312, 40.56943, 0.5044031, 0.2950177, 3271.412, 0.6306524, 2.983664, 3.202995, 1.04115, -0.001664141, 0.1894496, 0.2004346, 0.1969738, 
2001:8, 5183.011, 15462.52, 0, 6.941086, 0.8147939, 13.38447, 0, 66.83857, 1.866055, 10.15502, 17.08254, 24.99311, 3.058092, 64.65238, 1630.199, 1603.74, 2265.114, 40.57102, 0.5050706, 0.2950138, 3268.832, 0.6306821, 2.983309, 3.199713, 1.0414, -0.001485339, 0.1893795, 0.2003652, 0.196904, 
2001:9, 5174.176, 15435.21, 0, 6.941551, 0.815539, 13.38692, 0, 66.84589, 1.86987, 10.14024, 17.09306, 25.00758, 3.059672, 64.67881, 1626.41, 1602.845, 2262.738, 40.53707, 0.505597, 0.2950115, 3263.621, 0.6307518, 2.983123, 3.197659, 1.038334, -0.001307949, 0.1892409, 0.2002296, 0.1967671, 
2001:10, 5191.363, 15474.47, 0, 6.943441, 0.8150504, 13.39299, 0, 66.84717, 1.864616, 10.13674, 17.0858, 24.99174, 3.056715, 64.64746, 1633.7, 1605.315, 2268.315, 40.5701, 0.5068614, 0.2949866, 3273.08, 0.6304858, 2.980811, 3.194441, 1.041691, -0.001078357, 0.1894979, 0.2004711, 0.1970144, 
2001:11, 5173.468, 15430.81, 0, 6.941946, 0.8156147, 13.38868, 0, 66.84914, 1.870476, 10.13415, 17.08993, 25.00845, 3.059844, 64.67565, 1626.086, 1602.782, 2262.592, 40.54931, 0.5078427, 0.2950085, 3263.036, 0.630725, 2.982682, 3.190846, 1.039445, -0.0008622363, 0.1892218, 0.2002105, 0.196748, 
2001:12, 5181.671, 15444.02, 0, 6.943516, 0.8157315, 13.39595, 0, 66.8567, 1.86872, 10.11938, 17.09429, 25.00759, 3.058471, 64.66568, 1629.538, 1604.231, 2265.619, 40.55656, 0.5084052, 0.2949833, 3267.214, 0.6305328, 2.98051, 3.189025, 1.039951, -0.0006805683, 0.1893436, 0.2003203, 0.1968621, 
2002:1, 5189.533, 15451.22, 0, 6.94685, 0.8153489, 13.40666, 0, 66.8728, 1.862538, 10.0958, 17.08667, 25.00155, 3.057326, 64.58727, 1632.822, 1605.325, 2268.238, 40.62803, 0.4493137, 0.2949515, 3270.845, 0.6302775, 2.977381, 3.167323, 1.045355, -0.002732196, 0.1894617, 0.2004252, 0.1969718, 
2002:2, 5170.877, 15408.24, 0, 6.94448, 0.8157605, 13.40005, 0, 66.87224, 1.868337, 10.09913, 17.08506, 25.01619, 3.060589, 64.6138, 1624.891, 1602.735, 2262.281, 40.64616, 0.4506522, 0.2949795, 3260.428, 0.6305368, 2.979811, 3.164707, 1.045355, -0.002610848, 0.1891774, 0.200159, 0.1966989, 
2002:3, 5165.204, 15388.22, 0, 6.944518, 0.8165429, 13.40377, 0, 66.88087, 1.871381, 10.08291, 17.10268, 25.03227, 3.061598, 64.64441, 1622.45, 1602.511, 2261.157, 40.61349, 0.4512469, 0.2949727, 3256.891, 0.6305445, 2.979209, 3.165293, 1.041694, -0.002537701, 0.1890909, 0.2000721, 0.1966119, 
2002:4, 5181.138, 15432.51, 0, 6.94251, 0.8156863, 13.40366, 0, 66.87605, 1.865488, 10.09663, 17.10443, 25.01724, 3.058717, 64.6152, 1629.277, 1604.693, 2266.119, 40.61644, 0.4517704, 0.2949694, 3265.806, 0.630326, 2.978595, 3.165569, 1.041937, -0.002467958, 0.1893318, 0.2003048, 0.1968479, 
2002:5, 5176.492, 15420.41, 0, 6.941841, 0.8158521, 13.4034, 0, 66.87814, 1.867049, 10.09372, 17.11172, 25.02547, 3.059515, 64.62008, 1627.312, 1603.787, 2264.405, 40.59275, 0.4519991, 0.2949743, 3263.126, 0.6303741, 2.97893, 3.16559, 1.040018, -0.002436843, 0.1892575, 0.2002343, 0.196776, 
2002:6, 5190.504, 15456.97, 0, 6.942691, 0.8151582, 13.40489, 0, 66.87377, 1.862054, 10.10143, 17.10301, 25.00832, 3.057054, 64.58949, 1633.288, 1605.399, 2268.481, 40.62468, 0.451664, 0.2949659, 3271.118, 0.630212, 2.977933, 3.165652, 1.043174, -0.002512653, 0.1894673, 0.2004353, 0.1969804, 
2002:7, 5182.844, 15441.96, 0, 6.941962, 0.8151087, 13.40006, 0, 66.86942, 1.86393, 10.10952, 17.09378, 25.00874, 3.058382, 64.59343, 1630.043, 1603.979, 2265.627, 40.65004, 0.4511549, 0.2949844, 3267.075, 0.6303633, 2.979437, 3.164948, 1.044931, -0.002633086, 0.1893496, 0.2003279, 0.1968693, 
2002:8, 5175.063, 15423.22, 0, 6.94109, 0.8154362, 13.39803, 0, 66.86988, 1.866525, 10.10904, 17.09531, 25.01553, 3.059733, 64.61214, 1626.732, 1603.036, 2263.291, 40.64752, 0.4505859, 0.2949946, 3262.714, 0.6304685, 2.980297, 3.165601, 1.044121, -0.002766002, 0.1892319, 0.2002172, 0.196756, 
2002:9, 5174.788, 15423.28, 0, 6.939986, 0.8155386, 13.39762, 0, 66.87008, 1.866643, 10.11013, 17.10161, 25.01792, 3.059741, 64.62188, 1626.628, 1603.213, 2263.415, 40.6259, 0.4495828, 0.2949978, 3262.509, 0.6304624, 2.980467, 3.167596, 1.042052, -0.002922737, 0.1892288, 0.2002152, 0.1967536, 
2002:10, 5181.338, 15443.71, 0, 6.938381, 0.8150935, 13.39599, 0, 66.86576, 1.863891, 10.12088, 17.10212, 25.01035, 3.058524, 64.61044, 1629.454, 1604.055, 2265.364, 40.61252, 0.4484723, 0.2950025, 3266.262, 0.6303897, 2.980642, 3.169538, 1.041117, -0.003080996, 0.1893283, 0.2003135, 0.1968525, 
2002:11, 5183.375, 15451.09, 0, 6.937726, 0.8148482, 13.39476, 0, 66.86314, 1.862755, 10.12677, 17.10053, 25.00667, 3.058135, 64.60182, 1630.345, 1604.131, 2265.765, 40.6036, 0.4470631, 0.2950071, 3267.493, 0.6303793, 2.980893, 3.171271, 1.040689, -0.003267939, 0.1893589, 0.2003452, 0.1968839, 
2002:12, 5183.352, 15452.59, 0, 6.937373, 0.8147383, 13.39365, 0, 66.86119, 1.862426, 10.13063, 17.09826, 25.00463, 3.058117, 64.59832, 1630.35, 1603.975, 2265.576, 40.59647, 0.4457756, 0.2950119, 3267.568, 0.6303967, 2.981196, 3.172474, 1.040332, -0.003418571, 0.1893582, 0.2003466, 0.1968846, 
2003:1, 5171.058, 15425.52, 0, 6.938159, 0.8155845, 13.38892, 0, 66.85527, 1.867493, 10.1346, 17.11168, 25.01733, 3.060152, 64.65744, 1625.147, 1602.312, 2261.69, 40.51353, 0.4621281, 0.2950346, 3261.365, 0.6306958, 2.983048, 3.198242, 1.033418, -0.002861294, 0.1891743, 0.2001734, 0.1967073, 
2003:2, 5207.271, 15535.56, 0, 6.933516, 0.8129751, 13.38109, 0, 66.82991, 1.85261, 10.1899, 17.08124, 24.96398, 3.053632, 64.57551, 1640.695, 1606.752, 2272.234, 40.53217, 0.4602872, 0.295051, 3282.288, 0.6303279, 2.983437, 3.198775, 1.038059, -0.002981722, 0.189718, 0.2007074, 0.1972458, 
2003:3, 5185.43, 15491.71, 0, 6.930587, 0.8129658, 13.36844, 0, 66.82014, 1.858038, 10.20984, 17.06643, 24.96885, 3.057361, 64.59129, 1631.457, 1603.199, 2264.605, 40.52749, 0.4584741, 0.2951016, 3270.608, 0.6307303, 2.987545, 3.196741, 1.038161, -0.003115657, 0.189383, 0.2004003, 0.1969286, 
2003:4, 5177.201, 15454.31, 0, 6.934372, 0.8143072, 13.37968, 0, 66.83895, 1.862868, 10.16982, 17.07808, 24.98972, 3.058978, 64.61558, 1627.845, 1602.788, 2262.996, 40.51606, 0.4566922, 0.2950654, 3265.244, 0.6306968, 2.985072, 3.197143, 1.036944, -0.003227863, 0.1892564, 0.2002655, 0.1967963, 
2003:5, 5174.233, 15429.23, 0, 6.938118, 0.8154847, 13.39288, 0, 66.85905, 1.86602, 10.12844, 17.09531, 25.01006, 3.059659, 64.62905, 1626.485, 1603.054, 2263.014, 40.49726, 0.4549573, 0.2950231, 3262.74, 0.6305746, 2.981936, 3.19824, 1.034994, -0.003318778, 0.189209, 0.2002054, 0.1967404, 
2003:6, 5179.872, 15427.95, 0, 6.942001, 0.8160709, 13.40601, 0, 66.87546, 1.865867, 10.09459, 17.10589, 25.01912, 3.058817, 64.6165, 1628.807, 1604.168, 2265.365, 40.50403, 0.4541538, 0.2949789, 3265.182, 0.6303597, 2.978442, 3.197696, 1.035532, -0.003299277, 0.1892916, 0.2002713, 0.1968122, 
2003:7, 5170.866, 15395.78, 0, 6.943439, 0.8169981, 13.41207, 0, 66.88821, 1.870089, 10.0692, 17.12268, 25.04052, 3.060462, 64.63654, 1624.934, 1603.042, 2262.791, 40.46999, 0.4537814, 0.2949655, 3259.672, 0.6303918, 2.977408, 3.196593, 1.03228, -0.003217129, 0.1891491, 0.2001284, 0.1966691, 
2003:8, 5177.278, 15403.95, 0, 6.944258, 0.8171664, 13.41979, 0, 66.89796, 1.868818, 10.052, 17.13643, 25.04627, 3.059372, 64.62359, 1627.645, 1603.992, 2265.01, 40.44396, 0.4538149, 0.294941, 3262.744, 0.6302045, 2.975299, 3.195735, 1.030428, -0.003074804, 0.1892406, 0.200209, 0.1967537, 
