EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"4/11/2022 6:03:12 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,amo_lag1_pcp
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985


Time,"Total B","Commercial B","Fish B","Invertebrates B","Invertebrates / Fish B","Demersal B","Pelagic B","Demersal / Pelagic B","Predatory B","Kempton's Q","Shannon diversity","Total C","Fish C","Invertebrate C","Invertebrates / Fish C","Demersal C","Pelagic C","Demersal / pelagic C","Predatory C",Discards,"TL catch",MTI,"TL community","TL community 2","TL community 3.25","TL community 4","Intrinsic Vul. Index","Endemics B","Endemics C","IUCN species B","IUCN species C","Mammals, birds & reptiles B","Mammals, birds & reptiles C","ML of fish community","ML of fish C","MW of fish community","MW of fish C","MLS of fish community","MLS of fish C"
95,53.47977,3.823714,0,0,0,0,0,0,0.1833559,1.519508,1.508724,0.5500726,0,0,0,0,0,0,0.05137518,0.538969,3.108171,3.563833,1.817399,2.370898,3.55774,4.050645,0,0,0,0,0,0,0,0,0,0,0,0,0
96,53.48446,3.853964,0,0,0,0,0,0,0.1845118,1.516729,1.511866,0.5495059,0,0,0,0,0,0,0.05136834,0.5384023,3.11024,3.562634,1.817774,2.371251,3.557371,4.050581,0,0,0,0,0,0,0,0,0,0,0,0,0
97,53.47681,3.85144,0,0,0,0,0,0,0.1857363,1.522394,1.511824,0.4752901,0,0,0,0,0,0,0.05144618,0.4641865,3.144005,3.579909,1.817839,2.371485,3.556818,4.050526,0,0,0,0,0,0,0,0,0,0,0,0,0
98,53.54256,3.966791,0,0,0,0,0,0,0.1870603,1.527492,1.521238,0.4755339,0,0,0,0,0,0,0.051536,0.4644303,3.145205,3.578806,1.819316,2.37254,3.556386,4.050469,0,0,0,0,0,0,0,0,0,0,0,0,0
99,53.52074,3.922879,0,0,0,0,0,0,0.1884518,1.531763,1.517275,0.4748887,0,0,0,0,0,0,0.05163729,0.4637851,3.147968,3.577721,1.818932,2.372549,3.55596,4.050412,0,0,0,0,0,0,0,0,0,0,0,0,0
100,53.50068,3.893765,0,0,0,0,0,0,0.1897754,1.534893,1.514519,0.4741536,0,0,0,0,0,0,0.05171596,0.46305,3.151585,3.576627,1.818685,2.372616,3.555551,4.050355,0,0,0,0,0,0,0,0,0,0,0,0,0
101,53.51147,3.921895,0,0,0,0,0,0,0.1910944,1.537072,1.516734,0.4736913,0,0,0,0,0,0,0.05178801,0.4625877,3.154122,3.575583,1.819108,2.373043,3.555201,4.050298,0,0,0,0,0,0,0,0,0,0,0,0,0
102,53.5631,4.010147,0,0,0,0,0,0,0.1925136,1.538583,1.523709,0.4734296,0,0,0,0,0,0,0.05187931,0.462326,3.155551,3.57465,1.820269,2.373897,3.554945,4.05024,0,0,0,0,0,0,0,0,0,0,0,0,0
103,53.65038,4.139489,0,0,0,0,0,0,0.1941259,1.5396,1.533107,0.4736856,0,0,0,0,0,0,0.05201215,0.4625821,3.155809,3.573868,1.821972,2.375079,3.554799,4.05018,0,0,0,0,0,0,0,0,0,0,0,0,0
104,53.62527,4.074968,0,0,0,0,0,0,0.1957406,1.539199,1.527448,0.473198,0,0,0,0,0,0,0.05214222,0.4620944,3.158402,3.57305,1.821391,2.374988,3.554611,4.050121,0,0,0,0,0,0,0,0,0,0,0,0,0
105,53.57893,3.998859,0,0,0,0,0,0,0.1972399,1.537336,1.520795,0.4725528,0,0,0,0,0,0,0.05223837,0.4614492,3.162178,3.572183,1.820587,2.374741,3.554411,4.050063,0,0,0,0,0,0,0,0,0,0,0,0,0
106,53.5658,4.000382,0,0,0,0,0,0,0.1986943,1.534391,1.520889,0.4723031,0,0,0,0,0,0,0.05231761,0.4611996,3.164497,3.571351,1.820651,2.374945,3.554275,4.050004,0,0,0,0,0,0,0,0,0,0,0,0,0
107,53.50283,3.918333,0,0,0,0,0,0,0.2000608,1.5301,1.513765,0.4721563,0,0,0,0,0,0,0.05237231,0.4610527,3.166807,3.570482,1.819674,2.374544,3.554114,4.049946,0,0,0,0,0,0,0,0,0,0,0,0,0
108,53.55724,4.067656,0,0,0,0,0,0,0.2015304,1.52538,1.526954,0.4726385,0,0,0,0,0,0,0.05244604,0.4615349,3.165978,3.569808,1.821305,2.375685,3.554157,4.049887,0,0,0,0,0,0,0,0,0,0,0,0,0
109,53.53947,4.040565,0,0,0,0,0,0,0.2030619,1.623286,1.52447,0.4369423,0,0,0,0,0,0,0.05448411,0.4258386,3.18275,3.586862,1.821086,2.37574,3.55404,4.049835,0,0,0,0,0,0,0,0,0,0,0,0,0
110,53.55464,4.061455,0,0,0,0,0,0,0.2044954,1.62265,1.525989,0.4389815,0,0,0,0,0,0,0.05461121,0.4278779,3.182769,3.586133,1.821428,2.37609,3.553908,4.049783,0,0,0,0,0,0,0,0,0,0,0,0,0
111,53.52106,3.995685,0,0,0,0,0,0,0.2058239,1.62149,1.520258,0.44074,0,0,0,0,0,0,0.05470934,0.4296364,3.183359,3.585334,1.820729,2.375827,3.553715,4.049732,0,0,0,0,0,0,0,0,0,0,0,0,0
112,53.58306,4.103572,0,0,0,0,0,0,0.2071773,1.620604,1.529265,0.4432192,0,0,0,0,0,0,0.05480959,0.4321156,3.181827,3.584636,1.822064,2.376703,3.553625,4.049681,0,0,0,0,0,0,0,0,0,0,0,0,0
113,53.58353,4.08977,0,0,0,0,0,0,0.2086415,1.62032,1.527819,0.4450209,0,0,0,0,0,0,0.0549356,0.4339172,3.180935,3.583988,1.82205,2.376824,3.553551,4.049629,0,0,0,0,0,0,0,0,0,0,0,0,0
114,53.54852,4.024799,0,0,0,0,0,0,0.2099479,1.619232,1.522199,0.4461551,0,0,0,0,0,0,0.05502045,0.4350515,3.182486,3.583255,1.821376,2.376566,3.553419,4.049579,0,0,0,0,0,0,0,0,0,0,0,0,0
115,53.56367,4.057297,0,0,0,0,0,0,0.2112174,1.618126,1.525114,0.4479024,0,0,0,0,0,0,0.05509309,0.4367988,3.182454,3.582564,1.821836,2.376912,3.553339,4.049529,0,0,0,0,0,0,0,0,0,0,0,0,0
116,53.55947,4.053112,0,0,0,0,0,0,0.2125116,1.617243,1.524928,0.4499125,0,0,0,0,0,0,0.05517074,0.4388089,3.181685,3.581908,1.821861,2.377007,3.55328,4.049479,0,0,0,0,0,0,0,0,0,0,0,0,0
117,53.56067,4.059165,0,0,0,0,0,0,0.2138033,1.616462,1.525661,0.452056,0,0,0,0,0,0,0.05524631,0.4409524,3.180959,3.581283,1.821992,2.377156,3.553248,4.049429,0,0,0,0,0,0,0,0,0,0,0,0,0
118,53.558,4.059517,0,0,0,0,0,0,0.2151145,1.612108,1.525858,0.4534208,0,0,0,0,0,0,0.055325,0.4423172,3.180958,3.580697,1.82206,2.377287,3.553245,4.049379,0,0,0,0,0,0,0,0,0,0,0,0,0
119,53.52521,4.014897,0,0,0,0,0,0,0.2163966,1.606803,1.522334,0.453885,0,0,0,0,0,0,0.05539469,0.4427814,3.182372,3.58011,1.821575,2.377134,3.553244,4.04933,0,0,0,0,0,0,0,0,0,0,0,0,0
120,53.56847,4.106007,0,0,0,0,0,0,0.2177846,1.602154,1.52985,0.4538323,0,0,0,0,0,0,0.0554875,0.4427287,3.182948,3.579666,1.822695,2.377913,3.553366,4.049281,0,0,0,0,0,0,0,0,0,0,0,0,0
121,53.51213,4.027349,0,0,0,0,0,0,0.2199738,1.601698,1.523443,0.6083233,0,0,0,0,0,0,0.04695429,0.5972197,3.144443,3.50633,1.821716,2.37746,3.554541,4.049273,0,0,0,0,0,0,0,0,0,0,0,0,0
122,53.70235,4.38555,0,0,0,0,0,0,0.2225816,1.609982,1.550234,0.6068912,0,0,0,0,0,0,0.04747697,0.5957876,3.141914,3.507807,1.825712,2.379966,3.556046,4.049263,0,0,0,0,0,0,0,0,0,0,0,0,0
123,53.91166,4.695168,0,0,0,0,0,0,0.2266462,1.620437,1.569316,0.6065487,0,0,0,0,0,0,0.04829543,0.5954452,3.137302,3.509866,1.829515,2.38243,3.558026,4.04925,0,0,0,0,0,0,0,0,0,0,0,0,0
124,54.00537,4.753791,0,0,0,0,0,0,0.2308753,1.624566,1.571821,0.6061943,0,0,0,0,0,0,0.04914525,0.5950906,3.137438,3.511881,1.830704,2.383402,3.559911,4.049235,0,0,0,0,0,0,0,0,0,0,0,0,0
125,53.97942,4.62488,0,0,0,0,0,0,0.2340087,1.621871,1.56241,0.6048803,0,0,0,0,0,0,0.04976606,0.5937768,3.14187,3.513347,1.829607,2.383014,3.561302,4.049222,0,0,0,0,0,0,0,0,0,0,0,0,0
126,53.98286,4.590827,0,0,0,0,0,0,0.236678,1.617215,1.559003,0.6034179,0,0,0,0,0,0,0.05028481,0.5923143,3.145899,3.514612,1.829481,2.383073,3.562548,4.049209,0,0,0,0,0,0,0,0,0,0,0,0,0
127,53.99929,4.597847,0,0,0,0,0,0,0.2389382,1.611558,1.55842,0.601671,0,0,0,0,0,0,0.05071456,0.5905674,3.148939,3.515703,1.829795,2.383344,3.563664,4.049196,0,0,0,0,0,0,0,0,0,0,0,0,0
128,54.00095,4.590899,0,0,0,0,0,0,0.2409202,1.60577,1.556978,0.5994209,0,0,0,0,0,0,0.05108303,0.5883173,3.151875,3.516669,1.829916,2.383495,3.564684,4.049181,0,0,0,0,0,0,0,0,0,0,0,0,0
129,54.00434,4.595647,0,0,0,0,0,0,0.2427161,1.60032,1.556517,0.5971622,0,0,0,0,0,0,0.0514093,0.5860587,3.154537,3.517559,1.830123,2.383686,3.565651,4.049167,0,0,0,0,0,0,0,0,0,0,0,0,0
130,53.94508,4.507382,0,0,0,0,0,0,0.2442782,1.594953,1.54955,0.594918,0,0,0,0,0,0,0.05168362,0.5838143,3.157277,3.518326,1.829152,2.383209,3.566521,4.049152,0,0,0,0,0,0,0,0,0,0,0,0,0
131,53.90324,4.468091,0,0,0,0,0,0,0.2457209,1.590191,1.546529,0.5930452,0,0,0,0,0,0,0.05192893,0.5819416,3.159228,3.519059,1.82866,2.382967,3.567389,4.049136,0,0,0,0,0,0,0,0,0,0,0,0,0
132,53.90647,4.507505,0,0,0,0,0,0,0.2471636,1.586194,1.549614,0.593438,0,0,0,0,0,0,0.05217169,0.5823344,3.158033,3.519824,1.829044,2.383218,3.56831,4.04912,0,0,0,0,0,0,0,0,0,0,0,0,0
133,53.88478,4.489267,0,0,0,0,0,0,0.2485996,1.5784,1.548164,0.51385,0,0,0,0,0,0,0.05223882,0.5027463,3.194758,3.537098,1.82883,2.383178,3.568924,4.049088,0,0,0,0,0,0,0,0,0,0,0,0,0
134,53.85298,4.455832,0,0,0,0,0,0,0.2499382,1.570633,1.54541,0.5162166,0,0,0,0,0,0,0.05236457,0.505113,3.19284,3.537393,1.828417,2.383047,3.56952,4.049055,0,0,0,0,0,0,0,0,0,0,0,0,0
135,53.91128,4.576921,0,0,0,0,0,0,0.2514061,1.563488,1.554419,0.5197926,0,0,0,0,0,0,0.05251534,0.5086889,3.188304,3.537817,1.829779,2.383951,3.57024,4.049022,0,0,0,0,0,0,0,0,0,0,0,0,0
136,53.8943,4.544902,0,0,0,0,0,0,0.25299,1.556678,1.551583,0.5237035,0,0,0,0,0,0,0.05269003,0.5125998,3.18385,3.538263,1.829455,2.38389,3.570957,4.048989,0,0,0,0,0,0,0,0,0,0,0,0,0
137,53.88162,4.523826,0,0,0,0,0,0,0.25435,1.549039,1.549772,0.5273415,0,0,0,0,0,0,0.05281612,0.5162379,3.181352,3.538625,1.829212,2.383839,3.571607,4.048957,0,0,0,0,0,0,0,0,0,0,0,0,0
138,53.91817,4.586504,0,0,0,0,0,0,0.2557023,1.541973,1.554429,0.5310197,0,0,0,0,0,0,0.05293811,0.5199161,3.177754,3.539017,1.829946,2.384327,3.572294,4.048924,0,0,0,0,0,0,0,0,0,0,0,0,0
139,53.89799,4.54455,0,0,0,0,0,0,0.2570176,1.535546,1.550951,0.5346029,0,0,0,0,0,0,0.05305067,0.5234993,3.174491,3.539373,1.829488,2.384133,3.572938,4.048892,0,0,0,0,0,0,0,0,0,0,0,0,0
140,53.89288,4.536584,0,0,0,0,0,0,0.2581783,1.529479,1.550319,0.5380918,0,0,0,0,0,0,0.05312844,0.5269882,3.171864,3.539681,1.829389,2.384104,3.57355,4.048858,0,0,0,0,0,0,0,0,0,0,0,0,0
141,53.87492,4.510077,0,0,0,0,0,0,0.2592412,1.524137,1.548346,0.5414023,0,0,0,0,0,0,0.0531837,0.5302987,3.169114,3.539955,1.829056,2.383924,3.574136,4.048825,0,0,0,0,0,0,0,0,0,0,0,0,0
142,53.85905,4.492611,0,0,0,0,0,0,0.2602229,1.519625,1.547311,0.5445457,0,0,0,0,0,0,0.05321975,0.5334421,3.166614,3.54021,1.828811,2.383782,3.574713,4.048791,0,0,0,0,0,0,0,0,0,0,0,0,0
143,53.86124,4.507045,0,0,0,0,0,0,0.2612109,1.516202,1.548903,0.5474012,0,0,0,0,0,0,0.05325497,0.5362976,3.163975,3.540493,1.828941,2.383851,3.575319,4.048758,0,0,0,0,0,0,0,0,0,0,0,0,0
144,53.84335,4.48451,0,0,0,0,0,0,0.2622017,1.513664,1.547525,0.5505258,0,0,0,0,0,0,0.05328918,0.5394222,3.161596,3.540783,1.82866,2.383716,3.575927,4.048724,0,0,0,0,0,0,0,0,0,0,0,0,0
145,53.87925,4.556355,0,0,0,0,0,0,0.2622487,1.512774,1.553724,0.6275517,0,0,0,0,0,0,0.06517572,0.6164481,3.130651,3.556528,1.829429,2.384143,3.576391,4.048675,0,0,0,0,0,0,0,0,0,0,0,0,0
146,53.87236,4.541987,0,0,0,0,0,0,0.2624422,1.511043,1.552808,0.6306278,0,0,0,0,0,0,0.06494553,0.6195241,3.127448,3.556467,1.829252,2.384055,3.576882,4.048626,0,0,0,0,0,0,0,0,0,0,0,0,0
147,53.84262,4.492604,0,0,0,0,0,0,0.2625375,1.50679,1.549109,0.6328506,0,0,0,0,0,0,0.06469602,0.621747,3.126146,3.556367,1.828648,2.383729,3.57734,4.04858,0,0,0,0,0,0,0,0,0,0,0,0,0
148,53.81936,4.46365,0,0,0,0,0,0,0.2625501,1.501978,1.547185,0.6337044,0,0,0,0,0,0,0.06443078,0.6226009,3.125793,3.556258,1.828266,2.383516,3.577798,4.048533,0,0,0,0,0,0,0,0,0,0,0,0,0
149,53.78343,4.418692,0,0,0,0,0,0,0.2624914,1.496964,1.544006,0.6327728,0,0,0,0,0,0,0.06415268,0.6216692,3.126416,3.556134,1.827679,2.383183,3.578244,4.048489,0,0,0,0,0,0,0,0,0,0,0,0,0
150,53.7845,4.440708,0,0,0,0,0,0,0.2624625,1.49223,1.54633,0.6315197,0,0,0,0,0,0,0.0638864,0.620416,3.126493,3.556072,1.827865,2.383281,3.578741,4.048444,0,0,0,0,0,0,0,0,0,0,0,0,0
151,53.80812,4.489563,0,0,0,0,0,0,0.2626262,1.488501,1.55052,0.6301318,0,0,0,0,0,0,0.06367252,0.6190282,3.125911,3.556133,1.828403,2.383594,3.579321,4.048401,0,0,0,0,0,0,0,0,0,0,0,0,0
152,53.77864,4.439097,0,0,0,0,0,0,0.2628107,1.484972,1.546695,0.6276536,0,0,0,0,0,0,0.06346876,0.61655,3.127026,3.556189,1.827806,2.383281,3.579874,4.048358,0,0,0,0,0,0,0,0,0,0,0,0,0
153,53.75899,4.412481,0,0,0,0,0,0,0.262876,1.48094,1.544859,0.6244881,0,0,0,0,0,0,0.06323945,0.6133845,3.129318,3.556209,1.82746,2.383087,3.580396,4.048316,0,0,0,0,0,0,0,0,0,0,0,0,0
154,53.77336,4.443641,0,0,0,0,0,0,0.2629817,1.477178,1.547634,0.6210048,0,0,0,0,0,0,0.06302366,0.6099012,3.130868,3.556283,1.827798,2.383275,3.580956,4.048275,0,0,0,0,0,0,0,0,0,0,0,0,0
155,53.75629,4.415437,0,0,0,0,0,0,0.2631184,1.473636,1.545485,0.6173272,0,0,0,0,0,0,0.0628196,0.6062236,3.132611,3.556368,1.827461,2.383087,3.581506,4.048234,0,0,0,0,0,0,0,0,0,0,0,0,0
156,53.76634,4.434263,0,0,0,0,0,0,0.2632535,1.470003,1.547138,0.6141465,0,0,0,0,0,0,0.06261851,0.603043,3.134167,3.556478,1.827674,2.3832,3.582071,4.048194,0,0,0,0,0,0,0,0,0,0,0,0,0
157,53.72551,4.37146,0,0,0,0,0,0,0.2630109,1.469625,1.54231,0.6946514,0,0,0,0,0,0,0.06747705,0.6835478,3.10323,3.570822,1.826873,2.382723,3.582415,4.048198,0,0,0,0,0,0,0,0,0,0,0,0,0
158,53.69092,4.328556,0,0,0,0,0,0,0.26259,1.468659,1.539279,0.6900905,0,0,0,0,0,0,0.06738246,0.678987,3.10632,3.571079,1.826279,2.382341,3.582706,4.048202,0,0,0,0,0,0,0,0,0,0,0,0,0
159,53.65996,4.295774,0,0,0,0,0,0,0.2621105,1.467387,1.537169,0.6866887,0,0,0,0,0,0,0.06727033,0.675585,3.108222,3.571309,1.825779,2.381991,3.582984,4.048205,0,0,0,0,0,0,0,0,0,0,0,0,0
160,53.63113,4.267459,0,0,0,0,0,0,0.2616089,1.465973,1.535425,0.6833635,0,0,0,0,0,0,0.06715049,0.6722599,3.109645,3.571528,1.825318,2.38165,3.583258,4.048208,0,0,0,0,0,0,0,0,0,0,0,0,0
161,53.60366,4.240655,0,0,0,0,0,0,0.2611003,1.464452,1.533735,0.6801692,0,0,0,0,0,0,0.06702699,0.6690655,3.110662,3.571743,1.824863,2.381302,3.583532,4.048211,0,0,0,0,0,0,0,0,0,0,0,0,0
162,53.57709,4.213902,0,0,0,0,0,0,0.2605872,1.462771,1.53194,0.6770896,0,0,0,0,0,0,0.06690084,0.665986,3.111482,3.571952,1.824408,2.380952,3.583802,4.048212,0,0,0,0,0,0,0,0,0,0,0,0,0
163,53.61088,4.284075,0,0,0,0,0,0,0.2602296,1.461354,1.538094,0.6748741,0,0,0,0,0,0,0.06681342,0.6637704,3.110692,3.572268,1.825118,2.381273,3.584158,4.048213,0,0,0,0,0,0,0,0,0,0,0,0,0
164,53.56615,4.209698,0,0,0,0,0,0,0.259941,1.459836,1.53197,0.6720018,0,0,0,0,0,0,0.06674319,0.6608983,3.111031,3.572567,1.824144,2.380658,3.584482,4.048214,0,0,0,0,0,0,0,0,0,0,0,0,0
165,53.55451,4.199776,0,0,0,0,0,0,0.2595739,1.457569,1.53138,0.6693024,0,0,0,0,0,0,0.06665102,0.6581988,3.111951,3.572839,1.823913,2.380427,3.584795,4.048215,0,0,0,0,0,0,0,0,0,0,0,0,0
166,53.61866,4.308774,0,0,0,0,0,0,0.2594334,1.455694,1.540213,0.6681051,0,0,0,0,0,0,0.06661603,0.6570016,3.110006,3.573255,1.825118,2.381022,3.58522,4.048216,0,0,0,0,0,0,0,0,0,0,0,0,0
167,53.62079,4.295426,0,0,0,0,0,0,0.2595055,1.454064,1.538819,0.6668787,0,0,0,0,0,0,0.06663528,0.6557751,3.108637,3.573727,1.824962,2.380865,3.585665,4.048215,0,0,0,0,0,0,0,0,0,0,0,0,0
168,53.60386,4.253785,0,0,0,0,0,0,0.2594162,1.451184,1.535319,0.6654236,0,0,0,0,0,0,0.06661175,0.65432,3.109313,3.574097,1.824442,2.380488,3.58603,4.048216,0,0,0,0,0,0,0,0,0,0,0,0,0
169,53.56731,4.186041,0,0,0,0,0,0,0.2593882,1.444853,1.529712,0.5475233,0,0,0,0,0,0,0.06470957,0.5364197,3.181654,3.561445,1.823611,2.379939,3.586542,4.048258,0,0,0,0,0,0,0,0,0,0,0,0,0
170,53.54153,4.151962,0,0,0,0,0,0,0.259251,1.438869,1.527196,0.5468016,0,0,0,0,0,0,0.06469865,0.5356979,3.181866,3.561978,1.823145,2.379568,3.587026,4.048299,0,0,0,0,0,0,0,0,0,0,0,0,0
171,53.51391,4.120937,0,0,0,0,0,0,0.2590639,1.433309,1.52508,0.5454329,0,0,0,0,0,0,0.06467373,0.5343292,3.182335,3.562483,1.822697,2.379209,3.587491,4.048337,0,0,0,0,0,0,0,0,0,0,0,0,0
172,53.47643,4.077641,0,0,0,0,0,0,0.2588237,1.42817,1.521933,0.5436288,0,0,0,0,0,0,0.06463407,0.5325252,3.183157,3.562955,1.822074,2.378754,3.587934,4.048373,0,0,0,0,0,0,0,0,0,0,0,0,0
173,53.44278,4.045078,0,0,0,0,0,0,0.2585391,1.423454,1.519794,0.5416232,0,0,0,0,0,0,0.06458186,0.5305197,3.18406,3.563408,1.821554,2.378355,3.588367,4.048406,0,0,0,0,0,0,0,0,0,0,0,0,0
174,53.45498,4.088448,0,0,0,0,0,0,0.2583585,1.419531,1.524291,0.540082,0,0,0,0,0,0,0.06455432,0.5289784,3.183453,3.563939,1.821937,2.378477,3.588864,4.048437,0,0,0,0,0,0,0,0,0,0,0,0,0
175,53.41276,4.027836,0,0,0,0,0,0,0.2582425,1.416265,1.519357,0.5382504,0,0,0,0,0,0,0.06454173,0.5271468,3.183518,3.564462,1.821103,2.377934,3.589342,4.048465,0,0,0,0,0,0,0,0,0,0,0,0,0
176,53.45018,4.106779,0,0,0,0,0,0,0.2582332,1.41354,1.526552,0.5368459,0,0,0,0,0,0,0.06455455,0.5257423,3.182945,3.565083,1.821913,2.378325,3.589906,4.048492,0,0,0,0,0,0,0,0,0,0,0,0,0
177,53.42973,4.068046,0,0,0,0,0,0,0.2583945,1.411754,1.523303,0.5349832,0,0,0,0,0,0,0.06460903,0.5238795,3.182558,3.565738,1.821407,2.377986,3.590476,4.048517,0,0,0,0,0,0,0,0,0,0,0,0,0
178,53.42739,4.060874,0,0,0,0,0,0,0.2584351,1.409789,1.522726,0.5334543,0,0,0,0,0,0,0.06463218,0.5223506,3.18365,3.566334,1.821272,2.377838,3.591,4.048539,0,0,0,0,0,0,0,0,0,0,0,0,0
179,53.45776,4.104081,0,0,0,0,0,0,0.2585358,1.408313,1.526304,0.5323094,0,0,0,0,0,0,0.06466933,0.5212058,3.183404,3.566964,1.821761,2.378036,3.591549,4.04856,0,0,0,0,0,0,0,0,0,0,0,0,0
180,53.46231,4.096848,0,0,0,0,0,0,0.2586895,1.407399,1.525606,0.5311483,0,0,0,0,0,0,0.06471877,0.5200447,3.183237,3.567592,1.821676,2.377912,3.592086,4.048579,0,0,0,0,0,0,0,0,0,0,0,0,0
181,53.45135,4.063083,0,0,0,0,0,0,0.2586585,1.407702,1.522649,0.4344329,0,0,0,0,0,0,0.06538875,0.4233293,3.24482,3.59014,1.821316,2.377662,3.592216,4.048569,0,0,0,0,0,0,0,0,0,0,0,0,0
182,53.48483,4.109735,0,0,0,0,0,0,0.2587219,1.408004,1.526441,0.4342289,0,0,0,0,0,0,0.06538022,0.4231252,3.244636,3.590311,1.821903,2.377926,3.592409,4.048557,0,0,0,0,0,0,0,0,0,0,0,0,0
183,53.4603,4.06043,0,0,0,0,0,0,0.2588263,1.408214,1.522253,0.4336767,0,0,0,0,0,0,0.06538114,0.422573,3.244606,3.590477,1.821331,2.377554,3.592589,4.048546,0,0,0,0,0,0,0,0,0,0,0,0,0
184,53.44415,4.037178,0,0,0,0,0,0,0.2589023,1.40818,1.520352,0.4329789,0,0,0,0,0,0,0.06537361,0.4218753,3.245512,3.590647,1.821031,2.377318,3.592779,4.048534,0,0,0,0,0,0,0,0,0,0,0,0,0
185,53.59887,4.297992,0,0,0,0,0,0,0.2596271,1.409866,1.540507,0.4329948,0,0,0,0,0,0,0.06552856,0.4218912,3.24145,3.591269,1.824057,2.37903,3.593307,4.048522,0,0,0,0,0,0,0,0,0,0,0,0,0
186,53.57208,4.222592,0,0,0,0,0,0,0.2609825,1.413197,1.534321,0.4326395,0,0,0,0,0,0,0.06584248,0.4215358,3.23752,3.592108,1.82332,2.378667,3.593943,4.048509,0,0,0,0,0,0,0,0,0,0,0,0,0
187,53.55341,4.178075,0,0,0,0,0,0,0.2619831,1.414264,1.530411,0.4321004,0,0,0,0,0,0,0.06606635,0.4209967,3.240502,3.592781,1.822858,2.378422,3.594467,4.048496,0,0,0,0,0,0,0,0,0,0,0,0,0
188,53.59203,4.237279,0,0,0,0,0,0,0.2629545,1.414558,1.534504,0.4315073,0,0,0,0,0,0,0.06628209,0.4204037,3.241618,3.593489,1.823606,2.378859,3.595024,4.048482,0,0,0,0,0,0,0,0,0,0,0,0,0
189,53.57227,4.191628,0,0,0,0,0,0,0.2638462,1.414104,1.530339,0.430798,0,0,0,0,0,0,0.06647768,0.4196943,3.241993,3.594132,1.823139,2.378604,3.595524,4.048469,0,0,0,0,0,0,0,0,0,0,0,0,0
190,53.65179,4.318856,0,0,0,0,0,0,0.2649039,1.413673,1.53949,0.4306484,0,0,0,0,0,0,0.06671429,0.4195448,3.241564,3.594937,1.824685,2.379506,3.59615,4.048456,0,0,0,0,0,0,0,0,0,0,0,0,0
191,53.61377,4.235495,0,0,0,0,0,0,0.2659706,1.412839,1.532355,0.4300462,0,0,0,0,0,0,0.06695352,0.4189425,3.240894,3.595688,1.823803,2.379047,3.596715,4.048443,0,0,0,0,0,0,0,0,0,0,0,0,0
192,53.65289,4.299064,0,0,0,0,0,0,0.266997,1.4113,1.536823,0.4296473,0,0,0,0,0,0,0.06718192,0.4185436,3.242255,3.596487,1.824592,2.379512,3.597327,4.04843,0,0,0,0,0,0,0,0,0,0,0,0,0
193,53.64719,4.280478,0,0,0,0,0,0,0.2672416,1.409403,1.534934,0.5116237,0,0,0,0,0,0,0.07583115,0.5005201,3.20551,3.583583,1.824376,2.379339,3.598098,4.048402,0,0,0,0,0,0,0,0,0,0,0,0,0
194,53.64429,4.268039,0,0,0,0,0,0,0.2672901,1.407365,1.533609,0.5096619,0,0,0,0,0,0,0.07576339,0.4985583,3.206388,3.584284,1.824212,2.379173,3.598783,4.048376,0,0,0,0,0,0,0,0,0,0,0,0,0
195,53.61709,4.21924,0,0,0,0,0,0,0.2671397,1.40522,1.529542,0.5077569,0,0,0,0,0,0,0.07564018,0.4966534,3.207186,3.584857,1.823587,2.378727,3.59937,4.048349,0,0,0,0,0,0,0,0,0,0,0,0,0
196,53.59767,4.193023,0,0,0,0,0,0,0.2668519,1.403213,1.527422,0.5060167,0,0,0,0,0,0,0.07547845,0.4949131,3.207782,3.585357,1.823198,2.378399,3.599903,4.048323,0,0,0,0,0,0,0,0,0,0,0,0,0
197,53.54744,4.121439,0,0,0,0,0,0,0.2663777,1.401103,1.521576,0.5047821,0,0,0,0,0,0,0.07526533,0.4936786,3.207813,3.58574,1.822232,2.377742,3.600348,4.048297,0,0,0,0,0,0,0,0,0,0,0,0,0
198,53.54446,4.142319,0,0,0,0,0,0,0.2658822,1.399152,1.523867,0.5044717,0,0,0,0,0,0,0.07504743,0.493368,3.206176,3.586149,1.822317,2.377667,3.600822,4.048272,0,0,0,0,0,0,0,0,0,0,0,0,0
199,53.54191,4.151185,0,0,0,0,0,0,0.2655645,1.39809,1.524868,0.5044031,0,0,0,0,0,0,0.07488143,0.4932995,3.202995,3.586644,1.822302,2.377552,3.601346,4.048247,0,0,0,0,0,0,0,0,0,0,0,0,0
200,53.54211,4.154646,0,0,0,0,0,0,0.2653185,1.397462,1.525235,0.5050706,0,0,0,0,0,0,0.07473733,0.493967,3.199713,3.587164,1.822245,2.377416,3.601876,4.048222,0,0,0,0,0,0,0,0,0,0,0,0,0
201,53.51011,4.099962,0,0,0,0,0,0,0.264941,1.396632,1.520745,0.505597,0,0,0,0,0,0,0.07455809,0.4944934,3.197659,3.587579,1.821496,2.376885,3.602323,4.048198,0,0,0,0,0,0,0,0,0,0,0,0,0
