EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"4/11/2022 6:03:12 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,amo_lag1_pcp
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985


Time,"Total B","Commercial B","Fish B","Invertebrates B","Invertebrates / Fish B","Demersal B","Pelagic B","Demersal / Pelagic B","Predatory B","Kempton's Q","Shannon diversity","Total C","Fish C","Invertebrate C","Invertebrates / Fish C","Demersal C","Pelagic C","Demersal / pelagic C","Predatory C",Discards,"TL catch",MTI,"TL community","TL community 2","TL community 3.25","TL community 4","Intrinsic Vul. Index","Endemics B","Endemics C","IUCN species B","IUCN species C","Mammals, birds & reptiles B","Mammals, birds & reptiles C","ML of fish community","ML of fish C","MW of fish community","MW of fish C","MLS of fish community","MLS of fish C"
202,53.54087,4.157147,0,0,0,0,0,0,0.2646082,1.396131,1.525661,0.5068614,0,0,0,0,0,0,0.07439259,0.4957578,3.194441,3.588045,1.822068,2.377103,3.602815,4.048175,0,0,0,0,0,0,0,0,0,0,0,0,0
203,53.52133,4.117457,0,0,0,0,0,0,0.264365,1.39617,1.522371,0.5078427,0,0,0,0,0,0,0.07425396,0.496739,3.190846,3.588508,1.821534,2.376696,3.603288,4.048151,0,0,0,0,0,0,0,0,0,0,0,0,0
204,53.52847,4.12629,0,0,0,0,0,0,0.2640345,1.396155,1.523112,0.5084052,0,0,0,0,0,0,0.07409193,0.4973016,3.189025,3.588921,1.82157,2.3766,3.603732,4.048129,0,0,0,0,0,0,0,0,0,0,0,0,0
205,53.59728,4.227735,0,0,0,0,0,0,0.265535,1.398474,1.531027,0.4493137,0,0,0,0,0,0,0.05713977,0.4382101,3.167323,3.566351,1.822816,2.37728,3.604613,4.048144,0,0,0,0,0,0,0,0,0,0,0,0,0
206,53.61602,4.232019,0,0,0,0,0,0,0.2672404,1.401206,1.531027,0.4506522,0,0,0,0,0,0,0.05751798,0.4395486,3.164707,3.567609,1.822976,2.377361,3.605527,4.048158,0,0,0,0,0,0,0,0,0,0,0,0,0
207,53.58785,4.166091,0,0,0,0,0,0,0.2686255,1.402802,1.525665,0.4512469,0,0,0,0,0,0,0.0578263,0.4401433,3.165293,3.568682,1.822252,2.376935,3.606305,4.04817,0,0,0,0,0,0,0,0,0,0,0,0,0
208,53.59148,4.169178,0,0,0,0,0,0,0.2699079,1.404278,1.526021,0.4517704,0,0,0,0,0,0,0.05811128,0.4406668,3.165569,3.569732,1.822313,2.376924,3.607081,4.048181,0,0,0,0,0,0,0,0,0,0,0,0,0
209,53.5691,4.132475,0,0,0,0,0,0,0.2710805,1.405663,1.523211,0.4519991,0,0,0,0,0,0,0.05837166,0.4408956,3.16559,3.570728,1.821888,2.376645,3.607822,4.048191,0,0,0,0,0,0,0,0,0,0,0,0,0
210,53.59842,4.187667,0,0,0,0,0,0,0.2723446,1.407466,1.527833,0.451664,0,0,0,0,0,0,0.05865058,0.4405603,3.165652,3.571818,1.822554,2.377007,3.608647,4.048199,0,0,0,0,0,0,0,0,0,0,0,0,0
211,53.62173,4.221704,0,0,0,0,0,0,0.2738509,1.40944,1.530406,0.4511549,0,0,0,0,0,0,0.05898055,0.4400513,3.164948,3.573036,1.823021,2.377292,3.60956,4.048205,0,0,0,0,0,0,0,0,0,0,0,0,0
212,53.61964,4.208597,0,0,0,0,0,0,0.2753128,1.409188,1.52922,0.4505859,0,0,0,0,0,0,0.05930019,0.4394823,3.165601,3.57423,1.822945,2.377287,3.610451,4.048211,0,0,0,0,0,0,0,0,0,0,0,0,0
213,53.59984,4.171714,0,0,0,0,0,0,0.276549,1.408456,1.52619,0.4495828,0,0,0,0,0,0,0.05957063,0.4384791,3.167596,3.57532,1.822555,2.377099,3.611268,4.048216,0,0,0,0,0,0,0,0,0,0,0,0,0
214,53.58696,4.155477,0,0,0,0,0,0,0.2776181,1.40755,1.524821,0.4484723,0,0,0,0,0,0,0.05980438,0.4373687,3.169538,3.576356,1.822384,2.377031,3.612053,4.04822,0,0,0,0,0,0,0,0,0,0,0,0,0
215,53.57762,4.148108,0,0,0,0,0,0,0.2785836,1.406558,1.524193,0.4470631,0,0,0,0,0,0,0.06001522,0.4359595,3.171271,3.577368,1.822306,2.377012,3.612825,4.048223,0,0,0,0,0,0,0,0,0,0,0,0,0
216,53.56978,4.142902,0,0,0,0,0,0,0.279478,1.405558,1.52367,0.4457756,0,0,0,0,0,0,0.0602101,0.4346719,3.172474,3.57837,1.822242,2.376995,3.613588,4.048226,0,0,0,0,0,0,0,0,0,0,0,0,0
217,53.49165,4.024987,0,0,0,0,0,0,0.2792321,1.407523,1.513545,0.4621281,0,0,0,0,0,0,0.06861551,0.4510245,3.198242,3.577621,1.820717,2.376104,3.614249,4.048221,0,0,0,0,0,0,0,0,0,0,0,0,0
218,53.50479,4.09516,0,0,0,0,0,0,0.2789171,1.409381,1.520342,0.4602872,0,0,0,0,0,0,0.06853057,0.4491836,3.198775,3.578476,1.821329,2.376427,3.614985,4.048214,0,0,0,0,0,0,0,0,0,0,0,0,0
219,53.49689,4.094409,0,0,0,0,0,0,0.2789509,1.411795,1.520491,0.4584741,0,0,0,0,0,0,0.06853113,0.4473705,3.196741,3.579472,1.821227,2.376322,3.615798,4.048209,0,0,0,0,0,0,0,0,0,0,0,0,0
220,53.48556,4.071534,0,0,0,0,0,0,0.2788685,1.413616,1.518708,0.4566922,0,0,0,0,0,0,0.06850355,0.4455886,3.197143,3.580376,1.820891,2.376055,3.616529,4.048203,0,0,0,0,0,0,0,0,0,0,0,0,0
221,53.46881,4.035352,0,0,0,0,0,0,0.2785517,1.414713,1.515853,0.4549573,0,0,0,0,0,0,0.06841904,0.4438537,3.19824,3.581126,1.820396,2.375665,3.61714,4.048199,0,0,0,0,0,0,0,0,0,0,0,0,0
222,53.47612,4.04082,0,0,0,0,0,0,0.2781219,1.415434,1.51664,0.4541538,0,0,0,0,0,0,0.06830714,0.4430501,3.197696,3.581804,1.820395,2.375523,3.617697,4.048194,0,0,0,0,0,0,0,0,0,0,0,0,0
223,53.44526,3.98207,0,0,0,0,0,0,0.2775545,1.415671,1.511877,0.4537814,0,0,0,0,0,0,0.06816206,0.4426778,3.196593,3.582359,1.819615,2.374928,3.618158,4.048189,0,0,0,0,0,0,0,0,0,0,0,0,0
224,53.42075,3.944037,0,0,0,0,0,0,0.2767831,1.415477,1.509165,0.4538149,0,0,0,0,0,0,0.06796749,0.4427112,3.195735,3.58279,1.819053,2.374426,3.618537,4.048185,0,0,0,0,0,0,0,0,0,0,0,0,0
225,53.39636,3.911176,0,0,0,0,0,0,0.2759119,1.415114,1.507036,0.454015,0,0,0,0,0,0,0.06774883,0.4429114,3.193958,3.583147,1.818533,2.373933,3.618866,4.048182,0,0,0,0,0,0,0,0,0,0,0,0,0
226,53.37269,3.882508,0,0,0,0,0,0,0.2749983,1.4147,1.505323,0.4545701,0,0,0,0,0,0,0.06752002,0.4434665,3.191463,3.583457,1.818046,2.373452,3.619167,4.048179,0,0,0,0,0,0,0,0,0,0,0,0,0
227,53.38794,3.917454,0,0,0,0,0,0,0.2742241,1.41448,1.509197,0.4552054,0,0,0,0,0,0,0.06732539,0.4441018,3.187848,3.583837,1.818325,2.373406,3.619523,4.048175,0,0,0,0,0,0,0,0,0,0,0,0,0
228,53.35919,3.872363,0,0,0,0,0,0,0.2735804,1.414288,1.505795,0.4555926,0,0,0,0,0,0,0.06716286,0.4444889,3.184601,3.584225,1.817658,2.37285,3.619877,4.048172,0,0,0,0,0,0,0,0,0,0,0,0,0
229,53.34705,3.860991,0,0,0,0,0,0,0.2728079,1.414583,1.505403,0.4943335,0,0,0,0,0,0,0.06800148,0.4832299,3.16928,3.582298,1.81735,2.372464,3.620273,4.048155,0,0,0,0,0,0,0,0,0,0,0,0,0
230,53.33206,3.842959,0,0,0,0,0,0,0.2721005,1.415329,1.504248,0.4915098,0,0,0,0,0,0,0.06778978,0.4804062,3.169045,3.582693,1.816996,2.372086,3.620677,4.048138,0,0,0,0,0,0,0,0,0,0,0,0,0
231,53.33878,3.859285,0,0,0,0,0,0,0.2714857,1.416411,1.505895,0.4877053,0,0,0,0,0,0,0.06760234,0.4766016,3.169729,3.583136,1.817083,2.371988,3.621113,4.048122,0,0,0,0,0,0,0,0,0,0,0,0,0
232,53.31276,3.817819,0,0,0,0,0,0,0.2708514,1.417581,1.502503,0.4834365,0,0,0,0,0,0,0.06741163,0.4723329,3.171235,3.583535,1.816495,2.371534,3.621511,4.048107,0,0,0,0,0,0,0,0,0,0,0,0,0
233,53.44811,4.045326,0,0,0,0,0,0,0.2708727,1.420073,1.520429,0.4803317,0,0,0,0,0,0,0.06738283,0.469228,3.169472,3.584364,1.81911,2.372992,3.62222,4.048091,0,0,0,0,0,0,0,0,0,0,0,0,0
234,53.45274,4.021557,0,0,0,0,0,0,0.2716271,1.42376,1.518192,0.4772508,0,0,0,0,0,0,0.06753577,0.4661472,3.166957,3.58546,1.818956,2.372917,3.62308,4.048075,0,0,0,0,0,0,0,0,0,0,0,0,0
235,53.42195,3.947978,0,0,0,0,0,0,0.2717466,1.425703,1.512106,0.4737639,0,0,0,0,0,0,0.06753366,0.4626603,3.17132,3.586191,1.818133,2.372442,3.623683,4.04806,0,0,0,0,0,0,0,0,0,0,0,0,0
236,53.39872,3.906546,0,0,0,0,0,0,0.271526,1.427283,1.508558,0.4699438,0,0,0,0,0,0,0.06744836,0.4588401,3.175789,3.586747,1.817644,2.372132,3.624179,4.048046,0,0,0,0,0,0,0,0,0,0,0,0,0
237,53.38113,3.884113,0,0,0,0,0,0,0.2710611,1.428813,1.506582,0.4658967,0,0,0,0,0,0,0.06730341,0.4547931,3.179693,3.587181,1.817356,2.371924,3.624598,4.048032,0,0,0,0,0,0,0,0,0,0,0,0,0
238,53.3697,3.875149,0,0,0,0,0,0,0.2704838,1.430549,1.505716,0.4618754,0,0,0,0,0,0,0.06713123,0.4507719,3.182949,3.587559,1.817221,2.371806,3.624985,4.048018,0,0,0,0,0,0,0,0,0,0,0,0,0
239,53.35094,3.853416,0,0,0,0,0,0,0.2698124,1.432441,1.5037,0.4579238,0,0,0,0,0,0,0.06693632,0.4468202,3.185917,3.58788,1.816919,2.371592,3.625333,4.048006,0,0,0,0,0,0,0,0,0,0,0,0,0
240,53.4658,4.054654,0,0,0,0,0,0,0.2697888,1.435559,1.519304,0.4553705,0,0,0,0,0,0,0.06690013,0.4442669,3.184729,3.588624,1.819247,2.37296,3.625983,4.047991,0,0,0,0,0,0,0,0,0,0,0,0,0
241,53.43906,3.986108,0,0,0,0,0,0,0.2704372,1.436932,1.513239,0.4633739,0,0,0,0,0,0,0.06541471,0.4522703,3.168649,3.585275,1.818534,2.372591,3.626767,4.047992,0,0,0,0,0,0,0,0,0,0,0,0,0
242,53.49163,4.05849,0,0,0,0,0,0,0.270924,1.437448,1.518123,0.4618949,0,0,0,0,0,0,0.06553437,0.4507912,3.17031,3.586276,1.819419,2.373085,3.627519,4.047994,0,0,0,0,0,0,0,0,0,0,0,0,0
243,53.463,3.987395,0,0,0,0,0,0,0.2711488,1.437124,1.511881,0.4612981,0,0,0,0,0,0,0.0655916,0.4501945,3.169211,3.587067,1.818606,2.372575,3.628111,4.047997,0,0,0,0,0,0,0,0,0,0,0,0,0
244,53.43941,3.94201,0,0,0,0,0,0,0.2708945,1.435974,1.50784,0.4612242,0,0,0,0,0,0,0.0655341,0.4501206,3.169801,3.587605,1.818028,2.372148,3.628536,4.048,0,0,0,0,0,0,0,0,0,0,0,0,0
245,53.45809,3.974679,0,0,0,0,0,0,0.2705249,1.43481,1.510324,0.4621558,0,0,0,0,0,0,0.0654493,0.4510522,3.167592,3.588104,1.818367,2.372233,3.628939,4.048004,0,0,0,0,0,0,0,0,0,0,0,0,0
246,53.38355,3.85356,0,0,0,0,0,0,0.2698263,1.433182,1.500063,0.4630438,0,0,0,0,0,0,0.06528614,0.4519402,3.165394,3.588367,1.816804,2.371235,3.62917,4.048009,0,0,0,0,0,0,0,0,0,0,0,0,0
247,53.38482,3.9059,0,0,0,0,0,0,0.2691247,1.432244,1.505272,0.4641754,0,0,0,0,0,0,0.06512231,0.4530718,3.162704,3.588725,1.817172,2.371361,3.629504,4.048014,0,0,0,0,0,0,0,0,0,0,0,0,0
248,53.39986,3.947342,0,0,0,0,0,0,0.2688967,1.432566,1.508938,0.4655948,0,0,0,0,0,0,0.0650726,0.4544912,3.156885,3.589314,1.81753,2.371476,3.629982,4.048019,0,0,0,0,0,0,0,0,0,0,0,0,0
249,53.41185,3.956517,0,0,0,0,0,0,0.2688189,1.433326,1.509628,0.4670496,0,0,0,0,0,0,0.0650593,0.455946,3.152625,3.589939,1.817588,2.371402,3.630463,4.048024,0,0,0,0,0,0,0,0,0,0,0,0,0
250,53.3868,3.895413,0,0,0,0,0,0,0.2683851,1.433555,1.504527,0.4681533,0,0,0,0,0,0,0.0649608,0.4570497,3.150712,3.590316,1.816815,2.37083,3.630757,4.04803,0,0,0,0,0,0,0,0,0,0,0,0,0
251,53.3633,3.847708,0,0,0,0,0,0,0.2675143,1.433426,1.500562,0.4689594,0,0,0,0,0,0,0.06475737,0.4578557,3.150171,3.590441,1.816169,2.370296,3.630882,4.048036,0,0,0,0,0,0,0,0,0,0,0,0,0
252,53.37676,3.868035,0,0,0,0,0,0,0.2665567,1.433645,1.502416,0.4698026,0,0,0,0,0,0,0.06453304,0.4586989,3.148065,3.590527,1.816342,2.370223,3.630983,4.048042,0,0,0,0,0,0,0,0,0,0,0,0,0
253,53.34558,3.813954,0,0,0,0,0,0,0.2650876,1.433283,1.497825,0.4937342,0,0,0,0,0,0,0.06906354,0.4826305,3.178181,3.578959,1.815568,2.369567,3.631294,4.048049,0,0,0,0,0,0,0,0,0,0,0,0,0
254,53.32073,3.779299,0,0,0,0,0,0,0.2634426,1.432931,1.495112,0.493351,0,0,0,0,0,0,0.06864329,0.4822474,3.176646,3.579146,1.815015,2.369039,3.631543,4.048057,0,0,0,0,0,0,0,0,0,0,0,0,0
255,53.26581,3.70196,0,0,0,0,0,0,0.2615816,1.432635,1.488759,0.4930774,0,0,0,0,0,0,0.06816745,0.4819738,3.175187,3.579203,1.813906,2.368201,3.631701,4.048065,0,0,0,0,0,0,0,0,0,0,0,0,0
256,53.2935,3.777247,0,0,0,0,0,0,0.2598954,1.433214,1.496161,0.4928172,0,0,0,0,0,0,0.06773686,0.4817136,3.17206,3.579426,1.814593,2.368414,3.631991,4.048073,0,0,0,0,0,0,0,0,0,0,0,0,0
257,53.27238,3.748868,0,0,0,0,0,0,0.2585784,1.434741,1.494158,0.4926422,0,0,0,0,0,0,0.06740197,0.4815386,3.167713,3.579803,1.814124,2.367988,3.632372,4.04808,0,0,0,0,0,0,0,0,0,0,0,0,0
258,53.25383,3.722654,0,0,0,0,0,0,0.2571356,1.43605,1.492421,0.4918849,0,0,0,0,0,0,0.06703454,0.4807813,3.16674,3.580111,1.813669,2.367565,3.632704,4.048089,0,0,0,0,0,0,0,0,0,0,0,0,0
259,53.26079,3.738036,0,0,0,0,0,0,0.2557458,1.437552,1.493981,0.4890668,0,0,0,0,0,0,0.06668061,0.4779632,3.16691,3.580458,1.813747,2.367481,3.633061,4.048096,0,0,0,0,0,0,0,0,0,0,0,0,0
260,53.38954,3.94548,0,0,0,0,0,0,0.2551418,1.44037,1.509898,0.4862939,0,0,0,0,0,0,0.06652949,0.4751903,3.164337,3.581298,1.816162,2.368848,3.633753,4.048101,0,0,0,0,0,0,0,0,0,0,0,0,0
261,53.35579,3.854992,0,0,0,0,0,0,0.2548748,1.44335,1.502539,0.4834173,0,0,0,0,0,0,0.06646572,0.4723137,3.162007,3.582194,1.815181,2.368278,3.634448,4.048107,0,0,0,0,0,0,0,0,0,0,0,0,0
262,53.32756,3.79479,0,0,0,0,0,0,0.2539999,1.44466,1.497366,0.480439,0,0,0,0,0,0,0.06624442,0.4693354,3.166139,3.582766,1.814465,2.367806,3.634925,4.048113,0,0,0,0,0,0,0,0,0,0,0,0,0
263,53.3036,3.754768,0,0,0,0,0,0,0.2526865,1.445324,1.493843,0.4774521,0,0,0,0,0,0,0.0659093,0.4663485,3.169042,3.583108,1.81394,2.367403,3.635247,4.04812,0,0,0,0,0,0,0,0,0,0,0,0,0
264,53.25949,3.690029,0,0,0,0,0,0,0.2510169,1.445828,1.488248,0.47451,0,0,0,0,0,0,0.06548176,0.4634064,3.171059,3.583252,1.813065,2.366771,3.635432,4.048127,0,0,0,0,0,0,0,0,0,0,0,0,0
265,53.28721,3.75499,0,0,0,0,0,0,0.2488936,1.448137,1.493903,0.4501913,0,0,0,0,0,0,0.07110994,0.4390876,3.209497,3.594353,1.813707,2.367009,3.635534,4.048135,0,0,0,0,0,0,0,0,0,0,0,0,0
266,53.26361,3.717536,0,0,0,0,0,0,0.2469824,1.451053,1.490735,0.4478047,0,0,0,0,0,0,0.07057098,0.4367011,3.20742,3.594454,1.813174,2.366574,3.635646,4.048141,0,0,0,0,0,0,0,0,0,0,0,0,0
267,53.24802,3.69604,0,0,0,0,0,0,0.2449109,1.453751,1.489022,0.4451709,0,0,0,0,0,0,0.06998689,0.4340672,3.208405,3.594421,1.812806,2.366226,3.635668,4.048149,0,0,0,0,0,0,0,0,0,0,0,0,0
268,53.23374,3.677014,0,0,0,0,0,0,0.2427765,1.456346,1.487419,0.4422156,0,0,0,0,0,0,0.06938533,0.431112,3.209054,3.594299,1.812469,2.365901,3.635629,4.048157,0,0,0,0,0,0,0,0,0,0,0,0,0
269,53.29661,3.784489,0,0,0,0,0,0,0.2409713,1.459309,1.496156,0.4396638,0,0,0,0,0,0,0.06887732,0.4285602,3.207656,3.594362,1.813666,2.366502,3.635716,4.048165,0,0,0,0,0,0,0,0,0,0,0,0,0
270,53.31461,3.795718,0,0,0,0,0,0,0.2395773,1.462531,1.496522,0.4370959,0,0,0,0,0,0,0.06848639,0.4259923,3.205189,3.594557,1.813813,2.366516,3.635873,4.048172,0,0,0,0,0,0,0,0,0,0,0,0,0
271,53.28028,3.722211,0,0,0,0,0,0,0.2378647,1.464256,1.490043,0.4354319,0,0,0,0,0,0,0.06800561,0.4243283,3.204993,3.594467,1.812874,2.365866,3.635833,4.048181,0,0,0,0,0,0,0,0,0,0,0,0,0
272,53.25336,3.678824,0,0,0,0,0,0,0.2359123,1.465083,1.486231,0.4348743,0,0,0,0,0,0,0.06745732,0.4237707,3.204239,3.594191,1.812238,2.365349,3.635684,4.048191,0,0,0,0,0,0,0,0,0,0,0,0,0
273,53.25907,3.696321,0,0,0,0,0,0,0.2339384,1.465466,1.48785,0.4349286,0,0,0,0,0,0,0.06690347,0.423825,3.201355,3.593868,1.812319,2.36523,3.63552,4.048202,0,0,0,0,0,0,0,0,0,0,0,0,0
274,53.2626,3.70383,0,0,0,0,0,0,0.2321086,1.465877,1.488508,0.4350286,0,0,0,0,0,0,0.06639089,0.423925,3.197294,3.593561,1.812306,2.36507,3.635372,4.048213,0,0,0,0,0,0,0,0,0,0,0,0,0
275,53.23741,3.661854,0,0,0,0,0,0,0.2302414,1.466044,1.484936,0.4349527,0,0,0,0,0,0,0.06586803,0.423849,3.194545,3.593144,1.81169,2.364569,3.635157,4.048224,0,0,0,0,0,0,0,0,0,0,0,0,0
276,53.22913,3.654697,0,0,0,0,0,0,0.2283403,1.466165,1.48445,0.4347149,0,0,0,0,0,0,0.06533562,0.4236113,3.192641,3.592656,1.81148,2.364301,3.634912,4.048236,0,0,0,0,0,0,0,0,0,0,0,0,0
277,53.22882,3.656675,0,0,0,0,0,0,0.2265814,1.468931,1.484592,0.3793004,0,0,0,0,0,0,0.06429651,0.3681968,3.238096,3.595248,1.811428,2.364161,3.634609,4.04825,0,0,0,0,0,0,0,0,0,0,0,0,0
278,53.22635,3.653489,0,0,0,0,0,0,0.2249006,1.471658,1.48428,0.3787562,0,0,0,0,0,0,0.06383073,0.3676525,3.236128,3.594691,1.811319,2.363997,3.634307,4.048263,0,0,0,0,0,0,0,0,0,0,0,0,0
279,53.22482,3.651372,0,0,0,0,0,0,0.2232806,1.474324,1.484031,0.3779704,0,0,0,0,0,0,0.06338166,0.3668668,3.234673,3.594138,1.811223,2.363846,3.634002,4.048275,0,0,0,0,0,0,0,0,0,0,0,0,0
280,53.22398,3.649751,0,0,0,0,0,0,0.2217217,1.4769,1.483767,0.377458,0,0,0,0,0,0,0.06294942,0.3663543,3.232813,3.593592,1.811132,2.363698,3.633699,4.048288,0,0,0,0,0,0,0,0,0,0,0,0,0
281,53.22948,3.657755,0,0,0,0,0,0,0.2202452,1.479341,1.484292,0.3771442,0,0,0,0,0,0,0.06254002,0.3660406,3.230689,3.593076,1.811166,2.363631,3.633412,4.0483,0,0,0,0,0,0,0,0,0,0,0,0,0
282,53.23981,3.671029,0,0,0,0,0,0,0.2188799,1.481578,1.485241,0.3770625,0,0,0,0,0,0,0.06216163,0.3659589,3.228119,3.592609,1.811272,2.363606,3.633151,4.048311,0,0,0,0,0,0,0,0,0,0,0,0,0
283,53.23664,3.659681,0,0,0,0,0,0,0.2175675,1.483543,1.48421,0.377463,0,0,0,0,0,0,0.06179778,0.3663594,3.225687,3.592142,1.811099,2.363435,3.632883,4.048322,0,0,0,0,0,0,0,0,0,0,0,0,0
284,53.39823,3.92183,0,0,0,0,0,0,0.2170451,1.486831,1.504689,0.3784188,0,0,0,0,0,0,0.06165561,0.3673152,3.219986,3.592273,1.814191,2.365266,3.633007,4.048329,0,0,0,0,0,0,0,0,0,0,0,0,0
285,53.37835,3.847699,0,0,0,0,0,0,0.2172224,1.491043,1.498637,0.379029,0,0,0,0,0,0,0.0617103,0.3679254,3.213229,3.592692,1.813484,2.364917,3.633276,4.048335,0,0,0,0,0,0,0,0,0,0,0,0,0
286,53.37671,3.822147,0,0,0,0,0,0,0.2169383,1.493082,1.496287,0.3792328,0,0,0,0,0,0,0.06163479,0.3681291,3.216064,3.592818,1.813272,2.364808,3.633363,4.048341,0,0,0,0,0,0,0,0,0,0,0,0,0
287,53.40928,3.859916,0,0,0,0,0,0,0.2165157,1.494373,1.498972,0.3793193,0,0,0,0,0,0,0.06151986,0.3682156,3.216787,3.592867,1.813794,2.365098,3.633403,4.048347,0,0,0,0,0,0,0,0,0,0,0,0,0
288,53.38992,3.811487,0,0,0,0,0,0,0.215925,1.495178,1.494815,0.37914,0,0,0,0,0,0,0.06135739,0.3680364,3.216558,3.592762,1.813278,2.364777,3.633332,4.048354,0,0,0,0,0,0,0,0,0,0,0,0,0
289,53.35056,3.749931,0,0,0,0,0,0,0.2146975,1.496421,1.489654,0.4594317,0,0,0,0,0,0,0.06417165,0.4483281,3.211881,3.551029,1.812433,2.364153,3.634125,4.04838,0,0,0,0,0,0,0,0,0,0,0,0,0
290,53.41692,3.876203,0,0,0,0,0,0,0.2137326,1.498636,1.499783,0.4570515,0,0,0,0,0,0,0.06388247,0.4459479,3.209394,3.552179,1.813797,2.364844,3.635044,4.048403,0,0,0,0,0,0,0,0,0,0,0,0,0
291,53.43983,3.902214,0,0,0,0,0,0,0.2132951,1.502183,1.501323,0.4550399,0,0,0,0,0,0,0.063751,0.4439362,3.204355,3.553535,1.8141,2.364936,3.636071,4.048426,0,0,0,0,0,0,0,0,0,0,0,0,0
292,53.41481,3.8438,0,0,0,0,0,0,0.2125505,1.504648,1.496321,0.453018,0,0,0,0,0,0,0.06352769,0.4419143,3.203171,3.554607,1.813385,2.364434,3.636877,4.048449,0,0,0,0,0,0,0,0,0,0,0,0,0
293,53.39595,3.808808,0,0,0,0,0,0,0.211476,1.506321,1.493236,0.4509981,0,0,0,0,0,0,0.06320576,0.4398945,3.203343,3.555426,1.812901,2.364041,3.637502,4.048473,0,0,0,0,0,0,0,0,0,0,0,0,0
294,53.38066,3.786757,0,0,0,0,0,0,0.2102051,1.50767,1.49127,0.4487819,0,0,0,0,0,0,0.06282515,0.4376783,3.202924,3.556065,1.812553,2.363719,3.638006,4.048499,0,0,0,0,0,0,0,0,0,0,0,0,0
295,53.36747,3.771055,0,0,0,0,0,0,0.2088236,1.508916,1.489911,0.4463125,0,0,0,0,0,0,0.06241143,0.4352088,3.202377,3.556571,1.812275,2.363438,3.638417,4.048524,0,0,0,0,0,0,0,0,0,0,0,0,0
296,53.3557,3.758087,0,0,0,0,0,0,0.2073704,1.510021,1.488817,0.4443153,0,0,0,0,0,0,0.06197632,0.4332117,3.201112,3.556963,1.812024,2.363172,3.638749,4.04855,0,0,0,0,0,0,0,0,0,0,0,0,0
297,53.43403,3.892538,0,0,0,0,0,0,0.206277,1.511732,1.499498,0.4431537,0,0,0,0,0,0,0.06164879,0.4320501,3.197216,3.557559,1.813526,2.363965,3.63923,4.048574,0,0,0,0,0,0,0,0,0,0,0,0,0
298,53.41054,3.834644,0,0,0,0,0,0,0.2054309,1.513675,1.494533,0.442048,0,0,0,0,0,0,0.06139519,0.4309444,3.192697,3.55815,1.812826,2.363478,3.63969,4.048599,0,0,0,0,0,0,0,0,0,0,0,0,0
299,53.48368,3.944605,0,0,0,0,0,0,0.2046754,1.515329,1.502717,0.4413754,0,0,0,0,0,0,0.06116867,0.4302717,3.190955,3.55878,1.814104,2.364156,3.640193,4.048622,0,0,0,0,0,0,0,0,0,0,0,0,0
300,53.45588,3.8736,0,0,0,0,0,0,0.203928,1.516587,1.4968,0.4408243,0,0,0,0,0,0,0.06094459,0.4297206,3.187313,3.559259,1.81327,2.363595,3.640587,4.048645,0,0,0,0,0,0,0,0,0,0,0,0,0
301,53.43584,3.830914,0,0,0,0,0,0,0.2031378,1.517226,1.493249,0.4070826,0,0,0,0,0,0,0.05776063,0.395979,3.107764,3.649414,1.812809,2.363309,3.639146,4.048631,0,0,0,0,0,0,0,0,0,0,0,0,0
302,53.48909,3.918208,0,0,0,0,0,0,0.2024806,1.518531,1.500062,0.4085234,0,0,0,0,0,0,0.05755173,0.3974198,3.107349,3.647263,1.813892,2.363946,3.637839,4.048618,0,0,0,0,0,0,0,0,0,0,0,0,0
303,53.47563,3.882384,0,0,0,0,0,0,0.2019651,1.520213,1.496986,0.4100908,0,0,0,0,0,0,0.05738268,0.3989872,3.105689,3.645216,1.813555,2.363763,3.636578,4.048604,0,0,0,0,0,0,0,0,0,0,0,0,0
304,53.4538,3.842023,0,0,0,0,0,0,0.2012207,1.521428,1.493718,0.4116585,0,0,0,0,0,0,0.05715051,0.4005548,3.106617,3.643063,1.813106,2.363495,3.635258,4.048591,0,0,0,0,0,0,0,0,0,0,0,0,0
305,53.4664,3.866675,0,0,0,0,0,0,0.2004854,1.523069,1.49585,0.4133303,0,0,0,0,0,0,0.05692089,0.4022266,3.10644,3.641014,1.813414,2.363664,3.634006,4.048578,0,0,0,0,0,0,0,0,0,0,0,0,0
306,53.43079,3.80913,0,0,0,0,0,0,0.199713,1.524992,1.491189,0.4146288,0,0,0,0,0,0,0.05668116,0.4035252,3.105981,3.638975,1.812726,2.363259,3.63275,4.048565,0,0,0,0,0,0,0,0,0,0,0,0,0
307,53.61565,4.131767,0,0,0,0,0,0,0.1998592,1.529442,1.515616,0.4168233,0,0,0,0,0,0,0.05669487,0.4057197,3.101392,3.637865,1.816469,2.365576,3.632061,4.048548,0,0,0,0,0,0,0,0,0,0,0,0,0
308,53.60553,4.074862,0,0,0,0,0,0,0.201058,1.536342,1.510994,0.4187981,0,0,0,0,0,0,0.05700021,0.4076945,3.09559,3.63742,1.816057,2.365466,3.631705,4.048526,0,0,0,0,0,0,0,0,0,0,0,0,0
