"S/R plot"
"striped bass 0 (striped bass 6+)"
x,1,1.10256254673004,1.24739491939545,1.51325750350952,1.63336825370789,2.01614665985107,2.56051874160767,3.2597668170929,4.11038064956665,5.09123802185059,6.08799076080322,6.78191041946411,7.5251579284668,8.05946445465088,8.02623653411865,7.81725597381592,8.17073726654053,8.40523624420166,8.72201061248779,8.78327560424805,8.83905506134033,8.6247730255127,8.14643096923828,7.4460301399231,6.90055704116821,6.15205049514771,6.01617622375488,5.96120166778564,6.0238618850708,5.89300918579102,5.70560026168823,5.41719961166382
y,1.18613743782043,1.31137990951538,1.47017180919647,1.74996399879456,1.98132574558258,2.26178503036499,2.7734100818634,3.44675064086914,4.25969839096069,5.16484594345093,6.09063005447388,6.84687757492065,7.30024385452271,7.60590505599976,7.45883274078369,6.9154486656189,6.58018016815186,6.4100513458252,6.21494293212891,6.06370735168457,5.88460493087769,5.68466663360596,5.42190599441528,5.00438213348389,4.59665250778198,4.19990825653076,3.90854430198669,3.91387844085693,4.02536582946777,4.1424880027771,4.22871971130371,4.26239967346191
"striped bass 2-5 (striped bass 6+)"
x,1,1.10256254673004,1.24739491939545,1.51325750350952,1.63336825370789,2.01614665985107,2.56051874160767,3.2597668170929,4.11038064956665,5.09123802185059,6.08799076080322,6.78191041946411,7.5251579284668,8.05946445465088,8.02623653411865,7.81725597381592,8.17073726654053,8.40523624420166,8.72201061248779,8.78327560424805,8.83905506134033,8.6247730255127,8.14643096923828,7.4460301399231,6.90055704116821,6.15205049514771,6.01617622375488,5.96120166778564
y,1.31517672538757,1.45850694179535,1.609011054039,1.82792782783508,1.91437125205994,1.94703829288483,2.04705834388733,2.15520167350769,2.27823281288147,2.4109845161438,2.51854300498962,2.58676862716675,2.62059307098389,2.65180325508118,2.5512273311615,2.34868812561035,2.18821096420288,2.06350064277649,1.9573392868042,1.86997163295746,1.80406546592712,1.80716454982758,1.8307147026062,1.82117676734924,1.78001570701599,1.69832527637482,1.61194777488708,1.61255013942719
"menhaden 0 (menhaden 6+)"
x,1,1.03321182727814,1.13893604278564,1.14922308921814,1.1310783624649,1.1174293756485,1.0956244468689,1.04024827480316,1.04896116256714,1.11969876289368,1.24105048179626,1.33323323726654,1.3796569108963,1.37177181243896,1.34884417057037,1.33621394634247,1.2943263053894,1.22234880924225,1.19465529918671,1.19156873226166,1.18233275413513,1.16643357276917,1.14383184909821,1.12127494812012,1.11722147464752,1.14559948444366,1.1907764673233,1.23572063446045,1.25323295593262,1.28199028968811,1.33344173431396,1.39337563514709,1.44159662723541
y,1.06509912014008,1.05089521408081,1.08775150775909,1.04704463481903,1.02878665924072,1.01420783996582,1.00694787502289,1.01881575584412,1.04011237621307,1.05315387248993,1.04587316513062,1.01129329204559,1.01372933387756,1.01269853115082,1.03170883655548,1.05577170848846,1.03543949127197,0.993699789047241,0.977365911006927,0.985326528549194,1.00368857383728,1.02344584465027,1.0164008140564,1.00769770145416,0.998172581195831,0.994466841220856,1.00406384468079,1.02218878269196,1.02777636051178,1.01662731170654,0.99447774887085,0.994468927383423,1.01933658123016
"menhaden 1 (menhaden 6+)"
x,1,1.03321182727814,1.13893604278564,1.14922308921814,1.1310783624649,1.1174293756485,1.0956244468689,1.04024827480316,1.04896116256714,1.11969876289368,1.24105048179626,1.33323323726654,1.3796569108963,1.37177181243896,1.34884417057037,1.33621394634247,1.2943263053894,1.22234880924225,1.19465529918671,1.19156873226166,1.18233275413513,1.16643357276917,1.14383184909821,1.12127494812012,1.11722147464752,1.14559948444366,1.1907764673233,1.23572063446045,1.25323295593262,1.28199028968811,1.33344173431396,1.39337563514709
y,1.12483656406403,1.11563897132874,1.13430166244507,1.10539627075195,1.10274255275726,1.0978639125824,1.09962427616119,1.11022865772247,1.12045431137085,1.12577939033508,1.12401497364044,1.0949798822403,1.08766448497772,1.08799850940704,1.11004364490509,1.1267808675766,1.11439442634583,1.08715343475342,1.07437980175018,1.07744801044464,1.09149873256683,1.10921335220337,1.10944318771362,1.10502421855927,1.0969101190567,1.09583055973053,1.10553622245789,1.12051057815552,1.12464785575867,1.11722815036774,1.10463881492615,1.10745513439178
"menhaden 2 (menhaden 6+)"
x,1,1.03321182727814,1.13893604278564,1.14922308921814,1.1310783624649,1.1174293756485,1.0956244468689,1.04024827480316,1.04896116256714,1.11969876289368,1.24105048179626,1.33323323726654,1.3796569108963,1.37177181243896,1.34884417057037,1.33621394634247,1.2943263053894,1.22234880924225,1.19465529918671,1.19156873226166,1.18233275413513,1.16643357276917,1.14383184909821,1.12127494812012,1.11722147464752,1.14559948444366,1.1907764673233,1.23572063446045,1.25323295593262,1.28199028968811,1.33344173431396
y,1.05875194072723,0.9786656498909,0.953419387340546,0.959656417369843,0.993646085262299,1.05400669574738,1.1081383228302,1.13293957710266,1.11937391757965,1.12595808506012,1.11408805847168,1.03900218009949,1.0574324131012,1.12371265888214,1.14010906219482,1.1471358537674,1.14120197296143,1.10691106319427,1.07694709300995,1.08316433429718,1.11603534221649,1.16315877437592,1.16306900978088,1.1343446969986,1.13498878479004,1.16683387756348,1.19531202316284,1.19322669506073,1.1676539182663,1.16571652889252,1.18716931343079
"menhaden 3 (menhaden 6+)"
x,1,1.03321182727814,1.13893604278564,1.14922308921814,1.1310783624649,1.1174293756485,1.0956244468689,1.04024827480316,1.04896116256714,1.11969876289368,1.24105048179626,1.33323323726654,1.3796569108963,1.37177181243896,1.34884417057037,1.33621394634247,1.2943263053894,1.22234880924225,1.19465529918671,1.19156873226166,1.18233275413513,1.16643357276917,1.14383184909821,1.12127494812012,1.11722147464752,1.14559948444366,1.1907764673233,1.23572063446045,1.25323295593262,1.28199028968811
y,0.908499538898468,0.794199526309967,0.766319096088409,0.805537462234497,0.89433228969574,1.00458884239197,1.09278464317322,1.07415640354156,1.06648075580597,1.0876247882843,1.05561316013336,1.01320064067841,1.0519300699234,1.09720683097839,1.12190890312195,1.14719808101654,1.12788450717926,1.08499717712402,1.03713345527649,1.0379992723465,1.09698736667633,1.15487217903137,1.13660132884979,1.1008152961731,1.12218141555786,1.17329919338226,1.1797251701355,1.13810014724731,1.10729074478149,1.13509118556976
"menhaden 4 (menhaden 6+)"
x,1,1.03321182727814,1.13893604278564,1.14922308921814,1.1310783624649,1.1174293756485,1.0956244468689,1.04024827480316,1.04896116256714,1.11969876289368,1.24105048179626,1.33323323726654,1.3796569108963,1.37177181243896,1.34884417057037,1.33621394634247,1.2943263053894,1.22234880924225,1.19465529918671,1.19156873226166,1.18233275413513,1.16643357276917,1.14383184909821,1.12127494812012,1.11722147464752,1.14559948444366,1.1907764673233,1.23572063446045,1.25323295593262
y,0.963642358779907,0.828655064105988,0.835485994815826,0.91392570734024,1.0543714761734,1.2014878988266,1.24586546421051,1.23325729370117,1.24651455879211,1.25654792785645,1.23899078369141,1.1845383644104,1.20742225646973,1.2591860294342,1.29842102527618,1.30283141136169,1.26730072498322,1.18695557117462,1.14244139194489,1.1715989112854,1.2480890750885,1.2897961139679,1.26563048362732,1.25163888931274,1.30835723876953,1.36121773719788,1.35188698768616,1.32074332237244,1.31682860851288
"menhaden 5 (menhaden 6+)"
x,1,1.03321182727814,1.13893604278564,1.14922308921814,1.1310783624649,1.1174293756485,1.0956244468689,1.04024827480316,1.04896116256714,1.11969876289368,1.24105048179626,1.33323323726654,1.3796569108963,1.37177181243896,1.34884417057037,1.33621394634247,1.2943263053894,1.22234880924225,1.19465529918671,1.19156873226166,1.18233275413513,1.16643357276917,1.14383184909821,1.12127494812012,1.11722147464752,1.14559948444366,1.1907764673233,1.23572063446045
y,0.966376125812531,0.86712259054184,0.904028296470642,1.01309239864349,1.17359709739685,1.27710688114166,1.31718921661377,1.30927085876465,1.29903841018677,1.30438530445099,1.27122223377228,1.19827234745026,1.20219731330872,1.23405134677887,1.23942625522614,1.22706127166748,1.18249595165253,1.1369686126709,1.12658059597015,1.1606320142746,1.21875560283661,1.25978374481201,1.26318466663361,1.27939915657043,1.33582651615143,1.38979303836823,1.41018629074097,1.41095507144928
"bluefish juv (bluefish adult)"
x,1,0.824298739433289,0.499387234449387,0.36590513586998,0.33082127571106,0.429331481456757,0.469287425279617,0.477493166923523,0.482376039028168,0.487477272748947,0.488060414791107,0.520387232303619,0.515675187110901,0.476133793592453,0.477866560220718,0.515112936496735,0.515602827072144,0.485597014427185,0.517133295536041,0.511011302471161,0.488193839788437,0.483301997184753,0.464950650930405,0.436812669038773,0.417678207159042,0.40446263551712,0.375563114881516,0.373624891042709,0.382065892219543,0.401067644357681,0.425584018230438,0.418260037899017,0.445818394422531
y,0.609252750873566,0.400867193937302,0.248273685574532,0.454285502433777,0.646829128265381,0.612535238265991,0.513704299926758,0.437793880701065,0.463374763727188,0.418624311685562,0.396422177553177,0.3653524518013,0.361276358366013,0.415273070335388,0.411505877971649,0.408064812421799,0.376493901014328,0.366309344768524,0.377162218093872,0.353091567754745,0.322723537683487,0.307326793670654,0.307450532913208,0.301630586385727,0.287761896848679,0.255822420120239,0.233385220170021,0.216003343462944,0.220961183309555,0.224422290921211,0.257703244686127,0.245364978909492,0.220142215490341
"weakfish juv (weakfish adult)"
x,1,1.0081330537796,0.962889730930328,1.00484013557434,0.885463893413544,0.894605815410614,0.961426496505737,0.850005209445953,0.759951949119568,0.747283637523651,0.698792576789856,0.642643690109253,0.563343167304993,0.490938931703568,0.432038545608521,0.37763324379921,0.334885805845261,0.346794575452805,0.336010664701462,0.359496176242828,0.40312585234642,0.418004274368286,0.413730382919312,0.400155812501907,0.424001336097717,0.436225384473801,0.481238067150116,0.521492719650269,0.522838592529297,0.532506465911865,0.553447663784027,0.553945779800415,0.562457382678986
y,1.00714790821075,1.02279233932495,1.0422865152359,1.08183705806732,1.02432084083557,0.924448668956757,0.854716181755066,0.755009710788727,0.654679656028748,0.572060704231262,0.504127323627472,0.44968980550766,0.407526880502701,0.384337306022644,0.363894671201706,0.35128116607666,0.339348942041397,0.341975718736649,0.340165704488754,0.347475707530975,0.363993316888809,0.374574363231659,0.380105406045914,0.382078766822815,0.394219547510147,0.406046569347382,0.427526921033859,0.448391675949097,0.457386285066605,0.461031019687653,0.463262230157852,0.462513327598572,0.464610695838928
"Atlantic herring 0-1 (Atlantic herring 2+)"
