EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/7/2022 12:31:06 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,KemptonsQ

timestep,value
1,1.568002
2,1.543269
3,1.521163
4,1.501519
5,1.484274
6,1.469449
7,1.45712
8,1.447392
9,1.440368
10,1.43612
11,1.434673
12,1.435993
13,1.446625
14,1.466781
15,1.489676
16,1.50615
17,1.519832
18,1.532758
19,1.544789
20,1.555795
21,1.565652
22,1.574243
23,1.581463
24,1.587216
25,1.575564
26,1.566568
27,1.559801
28,1.554927
29,1.551708
30,1.556183
31,1.558269
32,1.557838
33,1.55927
34,1.562952
35,1.569219
36,1.578336
37,1.594143
38,1.611517
39,1.630251
40,1.643714
41,1.657266
42,1.670168
43,1.682628
44,1.695709
45,1.705771
46,1.711736
47,1.712456
48,1.706676
49,1.693648
50,1.681049
51,1.668904
52,1.657198
53,1.645969
54,1.635289
55,1.625273
56,1.616046
57,1.607754
58,1.600563
59,1.595386
60,1.592429
61,1.601325
62,1.609464
63,1.616939
64,1.623814
65,1.6301
66,1.635748
67,1.640658
68,1.644717
69,1.647792
70,1.64972
71,1.650365
72,1.649585
73,1.63867
74,1.628917
75,1.620197
76,1.612411
77,1.60549
78,1.599401
79,1.594139
80,1.589724
81,1.586186
82,1.583561
83,1.581884
84,1.581185
85,1.584003
86,1.586502
87,1.588694
88,1.590584
89,1.592171
90,1.593443
91,1.594375
92,1.594926
93,1.595054
94,1.59472
95,1.593881
96,1.592502
97,1.598997
98,1.604828
99,1.609998
100,1.614503
101,1.618333
102,1.621466
103,1.623881
104,1.625562
105,1.626495
106,1.626675
107,1.626108
108,1.624815
109,1.623751
110,1.622765
111,1.62185
112,1.620998
113,1.620199
114,1.619446
115,1.618731
116,1.618054
117,1.615752
118,1.610127
119,1.604574
120,1.599115
121,1.598695
122,1.604043
123,1.606723
124,1.602652
125,1.598634
126,1.594674
127,1.590766
128,1.586905
129,1.583081
130,1.579289
131,1.575524
132,1.571783
133,1.564027
134,1.556937
135,1.550458
136,1.544542
137,1.539155
138,1.534276
139,1.529892
140,1.525996
141,1.522582
142,1.519642
143,1.514799
144,1.510338
145,1.505399
146,1.500719
147,1.496268
148,1.492028
149,1.487974
150,1.484082
151,1.480321
152,1.476664
153,1.473084
154,1.469555
155,1.466053
156,1.462553
157,1.462472
158,1.462282
159,1.46194
160,1.461442
161,1.460773
162,1.459915
163,1.458842
164,1.45753
165,1.455953
166,1.454092
167,1.451932
168,1.449466
169,1.444216
170,1.439341
171,1.434791
172,1.430555
173,1.42664
174,1.423064
175,1.419858
176,1.417054
177,1.414684
178,1.412778
179,1.411357
180,1.410434
181,1.411148
182,1.411676
183,1.412039
184,1.412228
185,1.412223
186,1.411999
187,1.41152
188,1.410754
189,1.409669
190,1.408236
191,1.406431
192,1.404234
193,1.401637
194,1.399468
195,1.397675
196,1.396213
197,1.395047
198,1.39415
199,1.393503
200,1.393093
201,1.392909
202,1.392944
203,1.393191
204,1.393644
205,1.395575
206,1.39726
207,1.398734
208,1.400026
209,1.40116
