EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/7/2022 12:31:35 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Timestep,"catch (predicted)SDF landings","catch (observed) SDF landings","catch (predicted)SB 2-5 C","catch (observed) SB 2-5 C","catch (predicted)SB adult C","catch (observed) SB adult C","catch (predicted)AM adult C 1","catch (observed) AM adult C 1","catch (predicted)AM adult C 2","catch (observed) AM adult C 2","catch (predicted)AM adult C 3","catch (observed) AM adult C 3","catch (predicted)AM adult C 4","catch (observed) AM adult C 4","catch (predicted)AM adult C 5","catch (observed) AM adult C 5","catch (predicted)AM adult C 6","catch (observed) AM adult C 6","catch (predicted)BF adult C","catch (observed) BF adult C","catch (predicted)WF juv C","catch (observed) WF juv C","catch (predicted)WF adult C","catch (observed) WF adult C","catch (predicted)AH adult landings","catch (observed) AH adult landings","catch (predicted)AM juv C","catch (observed) AM juv C","catch (predicted)BF juv C","catch (observed) BF juv C","catch (predicted)AH juv landings","catch (observed) AH juv landings",
11,0.005140576,,0.003360119,,0.003514383,,0.1164365,,0.5853615,,0.2441707,,0.05926097,,0.01775002,,0.004693449,,0.05197449,,1.342641E-05,,0.002839622,,0.06564834,,0.002259712,,0.002360777,,0.003726837,,
12,0.005140626,,0.003371952,,0.003541188,,0.1172107,,0.5883762,,0.2407067,,0.05775253,,0.01763988,,0.004690712,,0.05123468,,1.343384E-05,,0.002842804,,0.06612495,,0.002231287,,0.00234638,,0.003778129,,
13,0.003322299,,0.003738224,,0.002969578,,0.07687555,,0.3106508,,0.1060154,,0.02219577,,0.005735748,,0.001491553,,0.1233964,,2.10746E-05,,0.004162431,,0.05696042,,0.001491757,,0.002326187,,0.0004345668,,
14,0.003322353,,0.003748859,,0.003000121,,0.07718381,,0.31648,,0.1078681,,0.02228527,,0.005802315,,0.001503804,,0.117336,,2.108667E-05,,0.00413445,,0.05768441,,0.001480414,,0.00232088,,0.0004542423,,
15,0.003322408,,0.00375987,,0.003031097,,0.07736881,,0.3216203,,0.1097417,,0.02239787,,0.005855501,,0.001516108,,0.1117919,,2.110651E-05,,0.004110156,,0.05843471,,0.001471562,,0.002318758,,0.0004745061,,
16,0.003322464,,0.003771253,,0.00306246,,0.07745048,,0.3261954,,0.1116409,,0.0225295,,0.005896418,,0.001528454,,0.1067174,,2.113133E-05,,0.004089114,,0.05921624,,0.001464902,,0.002318652,,0.0004951952,,
17,0.003322522,,0.003783009,,0.003094175,,0.07744305,,0.3303091,,0.113571,,0.02267671,,0.005925963,,0.001540844,,0.1020703,,2.115835E-05,,0.00407096,,0.0600341,,0.001460428,,0.002319174,,0.0005160391,,
18,0.003322583,0.00332,0.003795149,0.000477,0.003126219,0.000763,0.07735644,0.03694161,0.3340488,0.1675308,0.1155376,0.04395798,0.02283658,0.005666759,0.00594486,0.003656303,0.001553294,0.00099049,0.0978131,0.13,2.118472E-05,3.29E-05,0.0040554,0.0058,0.06089344,0.0657,0.001458324,0.0008070574,0.002318839,0.001728961,0.0005366612,0.001860664,
19,0.003322645,,0.003807693,,0.00315858,,0.07719716,,0.3374879,,0.1175463,,0.02300656,,0.005953707,,0.001565823,,0.09391169,,2.120749E-05,,0.004042195,,0.06179938,,0.001458873,,0.002316166,,0.000556589,,
20,0.003322711,,0.003820667,,0.003191262,,0.07696902,,0.3406882,,0.1196025,,0.02318447,,0.005953007,,0.001578458,,0.09033566,,2.122367E-05,,0.004031161,,0.06275699,,0.00146239,,0.002309747,,0.0005752703,,
21,0.003322778,,0.003834109,,0.003224278,,0.07667378,,0.3437021,,0.1217113,,0.0233684,,0.005943193,,0.001591229,,0.08705755,,2.123028E-05,,0.004022155,,0.0637712,,0.001469165,,0.002298267,,0.0005920922,,
22,0.003322847,,0.003848055,,0.003257653,,0.07631147,,0.3465747,,0.1238774,,0.02355667,,0.00592465,,0.001604167,,0.08405268,,2.122446E-05,,0.004015069,,0.06484681,,0.001479433,,0.002280463,,0.0006064011,,
23,0.003322918,,0.003862551,,0.003291417,,0.07588078,,0.349345,,0.1261051,,0.0237478,,0.005897726,,0.001617303,,0.08129875,,2.120356E-05,,0.004009826,,0.06598851,,0.001493344,,0.002255194,,0.0006175221,,
24,0.00332299,,0.003877639,,0.003325611,,0.07537957,,0.3520478,,0.1283983,,0.02394049,,0.005862744,,0.00163067,,0.07877565,,2.11652E-05,,0.004006365,,0.06720079,,0.001510933,,0.002221362,,0.0006247759,,
25,0.003433053,,0.002629923,,0.001544975,,0.09550755,,0.4578418,,0.1650783,,0.03066216,,0.0079433,,0.00233519,,0.07944254,,2.666551E-05,,0.003242923,,0.05366707,,0.001933811,,0.003968817,,0.005681619,,
26,0.003433135,,0.002647218,,0.001571033,,0.09539504,,0.4567071,,0.1663739,,0.03082399,,0.007897831,,0.002344946,,0.07696613,,2.666378E-05,,0.00325679,,0.05495092,,0.001945667,,0.00356212,,0.005554928,,
27,0.003433218,,0.002664347,,0.001597311,,0.09546502,,0.4551836,,0.1674872,,0.03101197,,0.007865774,,0.00235247,,0.07466862,,2.668037E-05,,0.003269798,,0.05623714,,0.001953425,,0.003230072,,0.00543433,,
28,0.0034333,,0.002681325,,0.001623808,,0.09566136,,0.4534239,,0.1684641,,0.03122571,,0.007845008,,0.002357978,,0.07253817,,2.671142E-05,,0.003282138,,0.05752059,,0.001957583,,0.002959487,,0.005322343,,
29,0.003433383,,0.00269817,,0.001650522,,0.09594452,,0.4515197,,0.1693412,,0.03146525,,0.007833778,,0.002361635,,0.07056291,,2.675507E-05,,0.003293957,,0.05879615,,0.001958405,,0.002740688,,0.005222582,,
30,0.003433466,0.00343,0.00271489,0.000327,0.001677448,0.000538,0.09628849,0.03206667,0.4495203,0.1826588,0.1701472,0.1134515,0.03173085,0.0187305,0.007830618,0.002501237,0.002363573,0.001608549,0.06873126,0.115,2.681074E-05,1.93E-05,0.003305368,0.00339,0.06005883,0.0717,0.001955928,0.0009307444,0.002566638,0.001709424,0.005139505,0.004251849,
31,0.003433549,,0.002731492,,0.001704576,,0.09667062,,0.4474457,,0.1709048,,0.0320229,,0.007834303,,0.002363898,,0.06703191,,2.687851E-05,,0.003316453,,0.0613039,,0.001950457,,0.002432514,,0.005078161,,
32,0.003433632,,0.002747978,,0.001731896,,0.09707431,,0.4452958,,0.1716316,,0.03234186,,0.007843794,,0.002362696,,0.06545405,,2.695885E-05,,0.003327273,,0.06252687,,0.001942325,,0.002334874,,0.005043896,,
33,0.003433716,,0.002764347,,0.001759394,,0.0974876,,0.4430575,,0.172341,,0.03268822,,0.007858209,,0.002360039,,0.06398746,,2.705236E-05,,0.003337873,,0.06372357,,0.001931905,,0.002271059,,0.005042074,,
34,0.003433801,,0.002780595,,0.001787059,,0.09790204,,0.440709,,0.173044,,0.03306238,,0.007876792,,0.002355991,,0.06262253,,2.715969E-05,,0.003348281,,0.06489022,,0.001919625,,0.002238771,,0.00507783,,
35,0.003433886,,0.002796717,,0.001814878,,0.09831187,,0.4382232,,0.1737493,,0.0334647,,0.007898888,,0.00235061,,0.06135023,,2.728151E-05,,0.003358515,,0.06602336,,0.001905972,,0.002235913,,0.005155863,,
36,0.003433972,,0.002812707,,0.001842841,,0.09871534,,0.4355738,,0.1744646,,0.03389547,,0.007923924,,0.002343949,,0.06016214,,2.741855E-05,,0.003368582,,0.06711995,,0.001891324,,0.002260267,,0.005280272,,
37,0.004114027,,0.001467164,,0.004816574,,0.1303072,,0.5670976,,0.2193968,,0.04173291,,0.009080902,,0.002644368,,0.05704537,,3.221675E-05,,0.006714556,,0.08020131,,0.002421587,,0.0007164429,,0.0006504118,,
38,0.004114141,,0.001478981,,0.004846832,,0.1301543,,0.5639619,,0.2175312,,0.04192153,,0.009104922,,0.002637894,,0.05622183,,3.23215E-05,,0.006600327,,0.08121048,,0.00240596,,0.0008339667,,0.0006891256,,
39,0.004114259,,0.001490541,,0.004877205,,0.1298445,,0.5624527,,0.215478,,0.04206106,,0.009136115,,0.002632602,,0.05547886,,3.240834E-05,,0.006502131,,0.08224477,,0.00239236,,0.0009583893,,0.0007296525,,
40,0.004114381,,0.001501892,,0.004907758,,0.1294242,,0.5620613,,0.2133321,,0.04216218,,0.009174394,,0.002628275,,0.05481494,,3.24748E-05,,0.006417447,,0.08331314,,0.002380817,,0.001087143,,0.0007715684,,
41,0.004114507,,0.001513077,,0.004938555,,0.1289276,,0.562435,,0.2111483,,0.04223335,,0.009219791,,0.002624725,,0.05422914,,3.251551E-05,,0.00634417,,0.08442488,,0.002371254,,0.001216961,,0.0008141792,,
42,0.004114639,0.00411,0.001524134,0.000479,0.004969659,0.00103,0.1283781,0.03513732,0.5633466,0.1496791,0.2089545,0.1119206,0.04228117,0.04151691,0.009272411,0.007461612,0.002621787,0.001414162,0.05372128,0.0855,3.252301E-05,2.61E-05,0.006280537,0.00469,0.08558917,0.0827,0.002363524,0.002374789,0.001343679,0.0011038,0.0008565445,0.003336894,
43,0.004114773,,0.001535098,,0.005001133,,0.1278021,,0.5645893,,0.2067608,,0.04231067,,0.009332407,,0.002619323,,0.05329194,,3.248846E-05,,0.006225076,,0.0868151,,0.002357435,,0.001462181,,0.0008975036,,
44,0.00411491,,0.001546003,,0.005033044,,0.127222,,0.5660109,,0.2045659,,0.04232568,,0.009399953,,0.002617211,,0.05294244,,3.240233E-05,,0.006176562,,0.0881114,,0.002352778,,0.001566503,,0.0009357123,,
45,0.00411505,,0.00155688,,0.005065455,,0.1266568,,0.5674986,,0.2023611,,0.04232908,,0.00947523,,0.002615348,,0.05267495,,3.225502E-05,,0.006133983,,0.08948641,,0.002349339,,0.001649719,,0.0009696872,,
46,0.004115189,,0.001567758,,0.005098435,,0.1261231,,0.5689694,,0.2001341,,0.04232305,,0.009558414,,0.002613645,,0.05249239,,3.203735E-05,,0.006096507,,0.09094799,,0.002346907,,0.001704042,,0.0009978525,,
47,0.004115328,,0.001578668,,0.005132054,,0.1256354,,0.5703618,,0.1978704,,0.04230928,,0.009649668,,0.002612027,,0.052398,,3.174092E-05,,0.006063459,,0.09250335,,0.002345273,,0.001721154,,0.001018587,,
48,0.004115465,,0.001589639,,0.005166383,,0.1252025,,0.571654,,0.1955567,,0.04228918,,0.00974913,,0.002610429,,0.05239537,,3.135832E-05,,0.0060343,,0.09415913,,0.002344226,,0.001692093,,0.001030268,,
49,0.005335368,,0.000874073,,0.001343469,,0.1185442,,0.5988362,,0.2323079,,0.05532605,,0.01440831,,0.00379529,,0.02812354,,3.647165E-05,,0.004597209,,0.08321977,,0.002235361,,0.002108851,,0.0004002043,,
50,0.005335616,,0.0008814597,,0.00136717,,0.1182681,,0.5974405,,0.2303191,,0.05463107,,0.01439331,,0.003784966,,0.02893771,,3.617577E-05,,0.004617899,,0.08502227,,0.002239057,,0.002041855,,0.0004052296,,
51,0.005335866,,0.0008889545,,0.001391291,,0.1180526,,0.5955557,,0.229132,,0.05389615,,0.01436384,,0.003776101,,0.02971977,,3.591428E-05,,0.004633346,,0.08686037,,0.002243811,,0.001978149,,0.0004099915,,
52,0.005336116,,0.0008965647,,0.001415852,,0.1178994,,0.5933577,,0.2284975,,0.05313974,,0.01432325,,0.003768655,,0.03047078,,3.567669E-05,,0.004644241,,0.08872961,,0.002248842,,0.001917509,,0.0004145551,,
53,0.005336366,,0.0009042962,,0.00144087,,0.1178062,,0.5909831,,0.2282418,,0.05237237,,0.01427413,,0.003762617,,0.03119138,,3.545881E-05,,0.004651147,,0.09062509,,0.002253427,,0.001860223,,0.0004189952,,
54,0.005336617,0.00533,0.0009121522,0.000574,0.001466361,0.00197,0.1177679,0.0847539,0.5885329,0.1286274,0.2282516,0.07458661,0.05159923,0.03909473,0.01421845,0.01742983,0.003757993,0.002986915,0.03188201,0.0403,3.526008E-05,8.06E-05,0.004654528,0.00273,0.09254173,0.0979,0.002256928,0.002081033,0.001806961,0.002442035,0.0004233882,0.001553117,
55,0.005336866,,0.0009201344,,0.001492334,,0.1177771,,0.5861078,,0.2284238,,0.05082203,,0.0141577,,0.003754803,,0.03254287,,3.508186E-05,,0.004654765,,0.09447438,,0.002258803,,0.001758824,,0.0004278112,,
56,0.005337115,,0.0009282426,,0.001518796,,0.1178253,,0.5837912,,0.2286819,,0.05004032,,0.01409296,,0.003753075,,0.0331741,,3.492639E-05,,0.004652171,,0.09641794,,0.002258631,,0.001717017,,0.0004323403,,
57,0.005337361,,0.0009364752,,0.001545752,,0.1179035,,0.5816516,,0.228969,,0.04925233,,0.014025,,0.00375284,,0.03377578,,3.479612E-05,,0.004646994,,0.09836743,,0.00225611,,0.001683016,,0.0004370493,,
58,0.005337607,,0.0009448292,,0.001573201,,0.1180021,,0.5797453,,0.2292431,,0.04845556,,0.01395441,,0.003754131,,0.03434793,,3.469346E-05,,0.004639426,,0.1003181,,0.002251061,,0.001658467,,0.0004420078,,
59,0.005337849,,0.0009533008,,0.001601141,,0.1181123,,0.5781176,,0.2294727,,0.04764719,,0.01388161,,0.00375698,,0.03489051,,3.462073E-05,,0.004629602,,0.1022655,,0.002243424,,0.001645103,,0.0004472791,,
60,0.00533809,,0.0009618855,,0.001629568,,0.1182256,,0.576795,,0.2296463,,0.04682472,,0.01380694,,0.003761415,,0.03540349,,3.458048E-05,,0.004617604,,0.1042055,,0.002233247,,0.001644673,,0.0004529183,,
61,0.01657188,,0.0004841332,,0.0009794465,,0.08808336,,0.4701394,,0.2124353,,0.04577066,,0.01422606,,0.003845655,,0.04180738,,9.632819E-05,,0.002199082,,0.08171661,,0.001670127,,0.0009804151,,0.0001980037,,
62,0.01657342,,0.0004887578,,0.0009986878,,0.08822685,,0.4715635,,0.2128368,,0.04545679,,0.01407609,,0.003844166,,0.0421553,,9.557286E-05,,0.002227516,,0.08361393,,0.001664295,,0.001008423,,0.0002009128,,
63,0.01657495,,0.0004933581,,0.001018452,,0.08832501,,0.472776,,0.2130722,,0.04529294,,0.0139119,,0.003840802,,0.0424993,,9.479166E-05,,0.002251858,,0.08550568,,0.001659229,,0.001035334,,0.0002039575,,
64,0.01657647,,0.0004979356,,0.001038741,,0.08837419,,0.4738868,,0.2132004,,0.0452373,,0.01373865,,0.003835935,,0.04283822,,9.399545E-05,,0.002272429,,0.08738884,,0.001654974,,0.001061145,,0.0002071322,,
65,0.01657799,,0.000502492,,0.001059554,,0.08837371,,0.4749648,,0.2132706,,0.04525983,,0.01355944,,0.003829873,,0.04317123,,9.32048E-05,,0.002289506,,0.08926075,,0.001651578,,0.001085614,,0.0002104339,,
66,0.01657949,0.0166,0.0005070287,0.0011,0.001080894,0.00339,0.08832548,0.04758841,0.4760464,0.2806679,0.2133221,0.0590819,0.0453403,0.0200084,0.01337596,0.01219478,0.003822863,0.004182115,0.04349783,0.0452,9.244875E-05,6.59E-05,0.002303324,0.0014,0.09111898,0.0934,0.001649075,0.002350052,0.001108186,0.001318699,0.0002138646,0.0006058692,
67,0.01658098,,0.0005115474,,0.001102764,,0.08823328,,0.4771443,,0.2133936,,0.04545983,,0.01318891,,0.003815106,,0.0438178,,9.176214E-05,,0.002314092,,0.09296139,,0.001647466,,0.001128061,,0.0002174309,,
68,0.01658246,,0.0005160492,,0.001125165,,0.08810224,,0.4782554,,0.2135178,,0.04560386,,0.01299837,,0.003806761,,0.04413091,,9.118216E-05,,0.002321991,,0.09478599,,0.001646721,,0.001144383,,0.0002211427,,
69,0.01658393,,0.0005205353,,0.001148102,,0.08793814,,0.4793662,,0.2137223,,0.04576116,,0.01280404,,0.00379796,,0.04443707,,9.074462E-05,,0.002327185,,0.09659103,,0.001646779,,0.00115622,,0.000225013,,
70,0.01658538,,0.0005250067,,0.001171577,,0.0877469,,0.4804578,,0.2140298,,0.04592308,,0.01260535,,0.003788806,,0.04473635,,9.048029E-05,,0.002329823,,0.09837489,,0.001647555,,0.001162486,,0.0002290565,,
71,0.01658682,,0.0005294642,,0.001195592,,0.08753417,,0.4815095,,0.2144587,,0.04608285,,0.01240164,,0.003779393,,0.04502869,,9.041181E-05,,0.002330045,,0.1001361,,0.001648941,,0.001162282,,0.000233289,,
72,0.01658824,,0.0005339085,,0.001220149,,0.08730688,,0.4825012,,0.2150207,,0.04623736,,0.0121923,,0.0037698,,0.04531413,,9.055096E-05,,0.002327981,,0.1018734,,0.001650708,,0.001154739,,0.0002377268,,
73,0.01380278,,0.0007435852,,0.00153463,,0.09276636,,0.4518452,,0.1784001,,0.03568241,,0.008651536,,0.002702313,,0.04846023,,3.471072E-05,,0.003907299,,0.09477912,,0.001783057,,0.002131753,,0.0001035165,,
74,0.01380392,,0.0007500158,,0.00156559,,0.09262473,,0.4527883,,0.1795869,,0.03596207,,0.008650837,,0.002696251,,0.04859523,,3.471301E-05,,0.003862001,,0.09647126,,0.00178428,,0.002041552,,0.0001054359,,
75,0.01380504,,0.0007566874,,0.001597283,,0.09252922,,0.4533473,,0.1806031,,0.0362015,,0.008675407,,0.00268819,,0.04871352,,3.464353E-05,,0.003819442,,0.0981473,,0.001785152,,0.001960842,,0.0001073375,,
76,0.01380614,,0.0007635904,,0.001629707,,0.09247158,,0.4535656,,0.1815124,,0.03641292,,0.008718078,,0.002678641,,0.0488162,,3.451788E-05,,0.003779079,,0.09980687,,0.001785753,,0.001888746,,0.0001092183,,
77,0.01380721,,0.0007707157,,0.00166286,,0.09244452,,0.4534857,,0.1823578,,0.03660675,,0.008773684,,0.002667935,,0.04890415,,3.434345E-05,,0.003740476,,0.1014496,,0.001786224,,0.001824686,,0.0001110766,,
78,0.01380827,0.0138,0.0007780545,0.00164,0.00169674,0.00502,0.09244138,0.06835943,0.453151,0.1796649,0.1831654,0.1313839,0.03679158,0.0146213,0.008838791,0.004585242,0.002656276,0.002765114,0.04897804,0.0404,3.412279E-05,6.67E-05,0.00370328,0.00286,0.1030752,0.104,0.001786753,0.00374153,0.001768397,0.001279626,0.0001129122,0.0002260477,
79,0.0138093,,0.0007855986,,0.001731346,,0.09245586,,0.4526046,,0.183949,,0.03697598,,0.008910109,,0.002643771,,0.04903841,,3.385607E-05,,0.003667204,,0.1046833,,0.001787545,,0.001719905,,0.0001147259,,
80,0.01381031,,0.0007933408,,0.001766678,,0.09248201,,0.4518884,,0.1847138,,0.03716743,,0.008985102,,0.002630463,,0.04908569,,3.35425E-05,,0.003632023,,0.1062733,,0.001788812,,0.001679427,,0.0001165196,,
81,0.0138113,,0.0008012741,,0.001802735,,0.09251431,,0.4510418,,0.1854593,,0.03737242,,0.009061822,,0.002616347,,0.04912028,,3.318124E-05,,0.003597564,,0.1078449,,0.001790751,,0.00164724,,0.0001182961,,
82,0.01381227,,0.0008093921,,0.001839516,,0.09254774,,0.4501,,0.1861814,,0.03759652,,0.00913878,,0.002601392,,0.04914256,,3.277172E-05,,0.003563706,,0.1093975,,0.001793541,,0.001623631,,0.0001200585,,
83,0.01381322,,0.0008176887,,0.001877017,,0.09257794,,0.4490929,,0.1868746,,0.03784448,,0.009214825,,0.002585546,,0.04915286,,3.231352E-05,,0.003530374,,0.1109305,,0.001797331,,0.001608845,,0.0001218104,,
84,0.01381414,,0.0008261584,,0.001915235,,0.09259882,,0.4480613,,0.1875329,,0.03811968,,0.009289497,,0.002568764,,0.0491515,,3.180599E-05,,0.003497547,,0.1124434,,0.001802245,,0.001603037,,0.0001235553,,
85,0.01799758,,0.0008701807,,0.002508996,,0.05401973,,0.2905682,,0.1420823,,0.03113838,,0.007659206,,0.002000484,,0.04732236,,1.621263E-05,,0.003273414,,0.1170862,,0.001036464,,0.001184665,,2.76438E-05,,
86,0.01799892,,0.0008793961,,0.002558309,,0.05411842,,0.2923919,,0.1434616,,0.03145996,,0.007724947,,0.001997356,,0.04739069,,1.602536E-05,,0.003246051,,0.1185519,,0.001037941,,0.001204218,,2.802037E-05,,
87,0.01800023,,0.0008888159,,0.002608619,,0.05420793,,0.2939846,,0.1446876,,0.03176966,,0.007783931,,0.001996482,,0.04745285,,1.585061E-05,,0.003217912,,0.1199975,,0.00103902,,0.001221501,,2.838912E-05,,
88,0.01800151,,0.0008984341,,0.002659897,,0.05428832,,0.2953715,,0.1457802,,0.03207399,,0.00783853,,0.001997253,,0.04750859,,1.568506E-05,,0.003189143,,0.1214223,,0.001039903,,0.001236486,,2.875005E-05,,
89,0.01800277,,0.000908245,,0.002712119,,0.05436014,,0.2965714,,0.1467589,,0.03237698,,0.007890755,,0.001999212,,0.04755776,,1.55262E-05,,0.003159879,,0.1228258,,0.00104079,,0.00124913,,2.910309E-05,,
90,0.01800399,0.018,0.0009182442,0.00225,0.002765266,0.00757,0.05442425,0.05795778,0.297598,0.1697517,0.1476436,0.06731799,0.03268064,0.03116549,0.007942248,0.003982298,0.002002051,0.001562154,0.04760037,0.0355,1.537182E-05,2.64E-05,0.00313025,0.00255,0.1242075,0.125,0.001041861,0.0009585739,0.001259315,0.0002002468,2.944798E-05,2.752553E-05,
91,0.01800518,,0.0009284274,,0.002819319,,0.05448173,,0.298461,,0.148454,,0.03298546,,0.007994677,,0.00200545,,0.04763656,,1.521988E-05,,0.003100371,,0.125567,,0.001043274,,0.001266839,,2.978428E-05,,
92,0.01800634,,0.0009387914,,0.002874263,,0.05453383,,0.2991669,,0.1492088,,0.03329084,,0.008049504,,0.00200915,,0.04766659,,1.506849E-05,,0.003070345,,0.1269037,,0.00104515,,0.001271422,,3.011147E-05,,
93,0.01800747,,0.0009493333,,0.002930088,,0.05458193,,0.2997203,,0.1499257,,0.03359543,,0.008107996,,0.002012943,,0.04769076,,1.491605E-05,,0.00304026,,0.128217,,0.001047568,,0.001272798,,3.042895E-05,,
94,0.01800857,,0.0009600498,,0.002986783,,0.05462751,,0.3001243,,0.1506202,,0.03389753,,0.008171239,,0.002016657,,0.04770939,,1.476138E-05,,0.003010184,,0.1295064,,0.00105056,,0.001270724,,3.073611E-05,,
95,0.01800963,,0.0009709378,,0.003044337,,0.05467208,,0.3003816,,0.1513059,,0.0341953,,0.008240163,,0.002020154,,0.04772288,,1.460387E-05,,0.002980168,,0.1307713,,0.001054112,,0.001264991,,3.103237E-05,,
96,0.01801067,,0.000981994,,0.003102743,,0.05471717,,0.30049,,0.1520001,,0.03448692,,0.008315417,,0.002023364,,0.04773159,,1.444365E-05,,0.002950243,,0.1320111,,0.001058168,,0.001255431,,3.13172E-05,,
97,0.02218742,,0.001936518,,0.004461534,,0.05933261,,0.2668576,,0.1076765,,0.02132805,,0.004512392,,0.001109519,,0.04650336,,5.806865E-06,,0.001300123,,0.1201881,,0.001176263,,0.0007896365,,9.611628E-05,,
98,0.02218908,,0.00195682,,0.004541585,,0.05937362,,0.267504,,0.1086949,,0.02162922,,0.004577116,,0.001114457,,0.0465588,,5.742919E-06,,0.001303763,,0.1214442,,0.001178889,,0.0008003741,,9.69254E-05,,
99,0.0221907,,0.001977549,,0.00462341,,0.05942078,,0.2680872,,0.1095846,,0.02190938,,0.004640326,,0.001119603,,0.04661128,,5.677668E-06,,0.001305778,,0.1226738,,0.001180804,,0.0008095803,,9.771223E-05,,
100,0.02219228,,0.001998686,,0.004706938,,0.05947478,,0.2685917,,0.1103617,,0.02217084,,0.004702951,,0.001124967,,0.04666067,,5.612434E-06,,0.001306331,,0.1238756,,0.001182179,,0.0008171053,,9.847934E-05,,
101,0.0221938,,0.002020212,,0.004792102,,0.0595354,,0.2690102,,0.1110385,,0.02241617,,0.004765562,,0.001130571,,0.04670683,,5.54857E-06,,0.00130557,,0.1250483,,0.001183208,,0.0008227896,,9.923032E-05,,
102,0.02219529,0.0222,0.00204211,0.00207,0.004878837,0.00675,0.05960168,0.03622047,0.2693412,0.2096818,0.1116248,0.08228867,0.02264815,0.01370678,0.004828442,0.00550231,0.001136445,0.000828459,0.04674968,0.0325,5.487445E-06,1.12E-05,0.001303626,0.000874,0.1261908,0.108,0.001184102,0.001515165,0.0008264582,0.000566552,9.996956E-05,7.842469E-05,
