EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/7/2022 12:31:06 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,KemptonsQ

year,value
1985,1.478279
1986,1.530915
1987,1.562553
1988,1.668503
1989,1.634959
1990,1.633352
1991,1.601814
1992,1.591738
1993,1.618472
1994,1.61628
1995,1.591064
1996,1.534387
1997,1.482892
1998,1.458053
1999,1.423731
2000,1.41018
2001,1.39529
2002,1.401651
2003,1.414113
2004,1.423628
2005,1.429936
2006,1.437768
2007,1.454352
2008,1.476381
2009,1.497537
2010,1.521872
2011,1.544638
2012,1.543076
2013,1.544131
2014,1.542469
2015,1.568998
2016,1.565172
2017,1.586032
