EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 11:21:42 AM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,ValueFleetGroup

timestep,fleet,group,value
1,1,1,1.332725E-07
1,3,11,0.0004283338
2,1,1,1.34441E-07
2,3,11,0.0004283396
3,1,1,1.355331E-07
3,3,11,0.0004283453
4,1,1,1.365798E-07
4,3,11,0.0004283507
5,1,1,1.376101E-07
5,3,11,0.0004283561
6,1,1,1.386466E-07
6,3,11,0.0004283615
7,1,1,1.397041E-07
7,3,11,0.0004283669
8,1,1,1.407907E-07
8,3,11,0.0004283723
9,1,1,1.419084E-07
9,3,11,0.0004283777
10,1,1,1.430546E-07
10,3,11,0.000428383
11,1,1,1.44223E-07
11,3,11,0.0004283884
12,1,1,1.454042E-07
12,3,11,0.0004283937
13,1,1,1.465308E-07
13,3,11,0.0002768678
14,1,1,1.476908E-07
14,3,11,0.0002768815
15,1,1,1.485268E-07
15,3,11,0.0002768807
16,1,1,1.49341E-07
16,3,11,0.0002768861
17,1,1,1.502111E-07
17,3,11,0.0002768933
18,1,1,1.511389E-07
18,3,11,0.0002769007
19,1,1,1.521087E-07
19,3,11,0.0002769082
20,1,1,1.53105E-07
20,3,11,0.0002769155
21,1,1,1.541148E-07
21,3,11,0.0002769227
22,1,1,1.551275E-07
22,3,11,0.0002769296
23,1,1,1.561335E-07
23,3,11,0.0002769362
24,1,1,1.571244E-07
24,3,11,0.0002769424
25,1,1,1.581216E-07
25,3,11,0.0002861147
26,1,1,1.590969E-07
26,3,11,0.0002861206
27,1,1,1.600594E-07
27,3,11,0.0002861262
28,1,1,1.610128E-07
28,3,11,0.0002861313
29,1,1,1.619596E-07
29,3,11,0.0002861359
30,1,1,1.62901E-07
30,3,11,0.0002861401
31,1,1,1.638368E-07
31,3,11,0.000286144
32,1,1,1.647658E-07
32,3,11,0.0002861478
33,1,1,1.656861E-07
33,3,11,0.0002861515
34,1,1,1.665954E-07
34,3,11,0.0002861554
35,1,1,1.674917E-07
35,3,11,0.0002861594
36,1,1,1.683734E-07
36,3,11,0.0002861638
37,1,1,1.691983E-07
37,3,11,0.0003428292
38,1,1,1.700323E-07
38,3,11,0.000342834
39,1,1,1.709146E-07
39,3,11,0.0003428416
40,1,1,1.718316E-07
40,3,11,0.0003428502
41,1,1,1.727737E-07
41,3,11,0.0003428596
42,1,1,1.737362E-07
42,3,11,0.0003428693
43,1,1,1.747171E-07
43,3,11,0.0003428791
44,1,1,1.757147E-07
44,3,11,0.0003428884
45,1,1,1.767268E-07
45,3,11,0.0003428968
46,1,1,1.777491E-07
46,3,11,0.0003429042
47,1,1,1.787748E-07
47,3,11,0.00034291
48,1,1,1.797935E-07
48,3,11,0.000342914
49,1,1,1.80601E-07
49,3,11,0.0004445508
50,1,1,1.810879E-07
50,3,11,0.0004445552
51,1,1,1.813116E-07
51,3,11,0.0004445567
52,1,1,1.814244E-07
52,3,11,0.00044456
53,1,1,1.814793E-07
53,3,11,0.0004445628
54,1,1,1.814884E-07
54,3,11,0.0004445649
55,1,1,1.814528E-07
55,3,11,0.0004445663
56,1,1,1.813729E-07
56,3,11,0.0004445674
57,1,1,1.812514E-07
57,3,11,0.0004445684
58,1,1,1.810933E-07
58,3,11,0.0004445694
59,1,1,1.809048E-07
59,3,11,0.0004445704
60,1,1,1.806932E-07
60,3,11,0.0004445716
61,1,1,1.806016E-07
61,3,11,0.001380058
62,1,1,1.807129E-07
62,3,11,0.001380095
63,1,1,1.809742E-07
63,3,11,0.001380138
64,1,1,1.813378E-07
64,3,11,0.00138018
65,1,1,1.817825E-07
65,3,11,0.00138022
66,1,1,1.822996E-07
66,3,11,0.001380258
67,1,1,1.828843E-07
67,3,11,0.001380294
68,1,1,1.835323E-07
68,3,11,0.001380327
69,1,1,1.84238E-07
69,3,11,0.001380358
70,1,1,1.849935E-07
70,3,11,0.001380388
71,1,1,1.857887E-07
71,3,11,0.001380415
72,1,1,1.866118E-07
72,3,11,0.00138044
73,1,1,1.87322E-07
73,3,11,0.001148578
74,1,1,1.879329E-07
74,3,11,0.001148598
75,1,1,1.884727E-07
75,3,11,0.001148617
76,1,1,1.889643E-07
76,3,11,0.001148636
77,1,1,1.89428E-07
77,3,11,0.001148653
78,1,1,1.898814E-07
78,3,11,0.001148671
79,1,1,1.903383E-07
79,3,11,0.001148688
80,1,1,1.908091E-07
80,3,11,0.001148705
81,1,1,1.913012E-07
81,3,11,0.001148721
82,1,1,1.918186E-07
82,3,11,0.001148737
83,1,1,1.923624E-07
83,3,11,0.001148753
84,1,1,1.929301E-07
84,3,11,0.001148768
85,1,1,1.93416E-07
85,3,11,0.001496513
86,1,1,1.938047E-07
86,3,11,0.001496542
87,1,1,1.938583E-07
87,3,11,0.001496539
88,1,1,1.938264E-07
88,3,11,0.001496552
89,1,1,1.937975E-07
89,3,11,0.001496569
90,1,1,1.937893E-07
90,3,11,0.001496585
91,1,1,1.937963E-07
91,3,11,0.0014966
92,1,1,1.938088E-07
92,3,11,0.001496615
93,1,1,1.93817E-07
93,3,11,0.001496629
94,1,1,1.93812E-07
94,3,11,0.001496643
95,1,1,1.93786E-07
95,3,11,0.001496657
96,1,1,1.937317E-07
96,3,11,0.001496672
97,1,1,1.936468E-07
97,3,11,0.001843504
98,1,1,1.935256E-07
98,3,11,0.001843531
99,1,1,1.933617E-07
99,3,11,0.001843557
100,1,1,1.931511E-07
100,3,11,0.001843582
101,1,1,1.92889E-07
101,3,11,0.001843607
102,1,1,1.925697E-07
102,3,11,0.001843629
103,1,1,1.921864E-07
103,3,11,0.00184365
104,1,1,1.917311E-07
104,3,11,0.00184367
105,1,1,1.911952E-07
105,3,11,0.001843688
106,1,1,1.905688E-07
106,3,11,0.001843704
107,1,1,1.898416E-07
107,3,11,0.001843719
108,1,1,1.890033E-07
108,3,11,0.001843733
109,1,1,1.880732E-07
109,3,11,0.001728263
110,1,1,1.870524E-07
110,3,11,0.001728284
111,1,1,1.859883E-07
111,3,11,0.001728303
112,1,1,1.848948E-07
112,3,11,0.00172832
113,1,1,1.837715E-07
113,3,11,0.001728336
114,1,1,1.826138E-07
114,3,11,0.001728351
115,1,1,1.814163E-07
115,3,11,0.001728364
116,1,1,1.801741E-07
116,3,11,0.001728377
117,1,1,1.788826E-07
117,3,11,0.001728388
118,1,1,1.775378E-07
118,3,11,0.001728399
119,1,1,1.76136E-07
119,3,11,0.001728409
120,1,1,1.746739E-07
120,3,11,0.001728419
121,1,1,1.731712E-07
121,3,11,0.001959226
122,1,1,1.716245E-07
122,3,11,0.001959173
123,1,1,1.700201E-07
123,3,11,0.001959126
124,1,1,1.683545E-07
124,3,11,0.001959082
125,1,1,1.66626E-07
125,3,11,0.001959043
126,1,1,1.648346E-07
126,3,11,0.001959005
127,1,1,1.629818E-07
127,3,11,0.00195897
128,1,1,1.610695E-07
128,3,11,0.001958937
129,1,1,1.591011E-07
129,3,11,0.001958905
130,1,1,1.570804E-07
130,3,11,0.001958873
131,1,1,1.550119E-07
131,3,11,0.001958843
132,1,1,1.529005E-07
132,3,11,0.001958814
133,1,1,1.507809E-07
133,3,11,0.002303979
134,1,1,1.486696E-07
134,3,11,0.002303949
135,1,1,1.465551E-07
135,3,11,0.002303919
136,1,1,1.444404E-07
136,3,11,0.002303888
137,1,1,1.423291E-07
137,3,11,0.002303858
138,1,1,1.402256E-07
138,3,11,0.002303826
139,1,1,1.381342E-07
139,3,11,0.002303795
140,1,1,1.360595E-07
140,3,11,0.002303764
141,1,1,1.340058E-07
141,3,11,0.002303733
142,1,1,1.319772E-07
142,3,11,0.002303701
143,1,1,1.299775E-07
143,3,11,0.002303669
144,1,1,1.280092E-07
144,3,11,0.002303636
145,1,1,1.261027E-07
145,3,11,0.001587888
146,1,1,1.242763E-07
146,3,11,0.001587885
147,1,1,1.225138E-07
147,3,11,0.001587883
148,1,1,1.208168E-07
148,3,11,0.001587881
149,1,1,1.191867E-07
149,3,11,0.00158788
150,1,1,1.176245E-07
150,3,11,0.001587879
151,1,1,1.161308E-07
151,3,11,0.001587879
152,1,1,1.147011E-07
152,3,11,0.001587879
153,1,1,1.133291E-07
153,3,11,0.001587879
154,1,1,1.120113E-07
154,3,11,0.00158788
155,1,1,1.107448E-07
155,3,11,0.001587881
156,1,1,1.095258E-07
156,3,11,0.001587883
157,1,1,1.08327E-07
157,3,11,0.001851622
158,1,1,1.071211E-07
158,3,11,0.001851624
159,1,1,1.059323E-07
159,3,11,0.001851626
160,1,1,1.047583E-07
160,3,11,0.001851627
161,1,1,1.035979E-07
161,3,11,0.001851628
162,1,1,1.0245E-07
162,3,11,0.001851628
163,1,1,1.013126E-07
163,3,11,0.001851629
164,1,1,1.001845E-07
164,3,11,0.001851628
165,1,1,9.906483E-08
165,3,11,0.001851626
166,1,1,9.795308E-08
166,3,11,0.001851624
167,1,1,9.685005E-08
167,3,11,0.001851621
168,1,1,9.575559E-08
168,3,11,0.001851617
169,1,1,9.469292E-08
169,3,11,0.001464143
170,1,1,9.36943E-08
170,3,11,0.00146414
171,1,1,9.272338E-08
171,3,11,0.001464136
172,1,1,9.178072E-08
172,3,11,0.001464132
173,1,1,9.086674E-08
173,3,11,0.001464128
174,1,1,8.998337E-08
174,3,11,0.001464124
175,1,1,8.912949E-08
175,3,11,0.001464121
176,1,1,8.830796E-08
176,3,11,0.001464117
177,1,1,8.752073E-08
177,3,11,0.001464114
178,1,1,8.677022E-08
178,3,11,0.00146411
179,1,1,8.605769E-08
179,3,11,0.001464107
180,1,1,8.538728E-08
180,3,11,0.001464104
181,1,1,8.482242E-08
181,3,11,0.001033752
182,1,1,8.446676E-08
182,3,11,0.001033758
183,1,1,8.420832E-08
183,3,11,0.001033764
184,1,1,8.4047E-08
184,3,11,0.001033768
185,1,1,8.39801E-08
185,3,11,0.001033772
186,1,1,8.400918E-08
186,3,11,0.001033775
187,1,1,8.413372E-08
187,3,11,0.001033778
188,1,1,8.435438E-08
188,3,11,0.001033781
189,1,1,8.467199E-08
189,3,11,0.001033783
190,1,1,8.508643E-08
190,3,11,0.001033785
191,1,1,8.55973E-08
191,3,11,0.001033787
192,1,1,8.620464E-08
192,3,11,0.001033789
193,1,1,8.694263E-08
193,3,11,0.0005698874
194,1,1,8.786655E-08
194,3,11,0.0005698724
195,1,1,8.890615E-08
195,3,11,0.0005698585
196,1,1,9.005231E-08
196,3,11,0.0005698453
197,1,1,9.12965E-08
197,3,11,0.0005698326
198,1,1,9.262711E-08
198,3,11,0.0005698204
199,1,1,9.403117E-08
199,3,11,0.0005698086
200,1,1,9.548946E-08
200,3,11,0.0005697972
201,1,1,9.698922E-08
201,3,11,0.0005697859
202,1,1,9.852358E-08
202,3,11,0.0005697749
203,1,1,1.000865E-07
203,3,11,0.0005697642
204,1,1,1.01672E-07
204,3,11,0.0005697535
205,1,1,1.032461E-07
205,3,11,0.0005397478
206,1,1,1.047636E-07
206,3,11,0.0005397409
207,1,1,1.062641E-07
207,3,11,0.0005397335
208,1,1,1.07745E-07
208,3,11,0.0005397257
209,1,1,1.092038E-07
209,3,11,0.0005397177
210,1,1,1.106389E-07
210,3,11,0.0005397095
211,1,1,1.120493E-07
211,3,11,0.000539701
212,1,1,1.134341E-07
212,3,11,0.0005396925
213,1,1,1.147923E-07
213,3,11,0.0005396839
214,1,1,1.161237E-07
214,3,11,0.0005396754
215,1,1,1.174283E-07
215,3,11,0.0005396669
216,1,1,1.187064E-07
216,3,11,0.0005396584
217,1,1,1.199702E-07
217,3,11,0.0002643134
218,1,1,1.212346E-07
218,3,11,0.0002643036
219,1,1,1.224841E-07
219,3,11,0.0002642943
220,1,1,1.237178E-07
220,3,11,0.0002642852
221,1,1,1.249346E-07
221,3,11,0.0002642763
222,1,1,1.261328E-07
222,3,11,0.0002642676
223,1,1,1.273108E-07
223,3,11,0.0002642591
224,1,1,1.28467E-07
224,3,11,0.0002642506
225,1,1,1.295993E-07
225,3,11,0.0002642423
226,1,1,1.307052E-07
226,3,11,0.0002642339
227,1,1,1.317821E-07
227,3,11,0.0002642256
228,1,1,1.328276E-07
228,3,11,0.0002642173
229,1,1,1.338239E-07
229,3,11,0.0003159744
230,1,1,1.347546E-07
230,3,11,0.0003159642
231,1,1,1.356348E-07
231,3,11,0.0003159544
232,1,1,1.36464E-07
232,3,11,0.0003159449
233,1,1,1.372415E-07
233,3,11,0.0003159357
234,1,1,1.379671E-07
234,3,11,0.0003159267
235,1,1,1.38641E-07
235,3,11,0.000315918
236,1,1,1.392636E-07
236,3,11,0.0003159095
237,1,1,1.398356E-07
237,3,11,0.0003159013
238,1,1,1.403581E-07
238,3,11,0.0003158932
239,1,1,1.408323E-07
239,3,11,0.0003158854
240,1,1,1.412595E-07
240,3,11,0.0003158776
241,1,1,1.416626E-07
241,3,11,0.0003167046
242,1,1,1.420597E-07
242,3,11,0.0003166972
243,1,1,1.424312E-07
243,3,11,0.0003166899
244,1,1,1.427772E-07
244,3,11,0.0003166827
245,1,1,1.430981E-07
245,3,11,0.0003166755
246,1,1,1.433943E-07
246,3,11,0.0003166686
247,1,1,1.436662E-07
247,3,11,0.0003166617
248,1,1,1.439143E-07
248,3,11,0.0003166548
249,1,1,1.441389E-07
249,3,11,0.0003166481
250,1,1,1.443405E-07
250,3,11,0.0003166413
251,1,1,1.445193E-07
251,3,11,0.0003166347
252,1,1,1.446755E-07
252,3,11,0.0003166281
253,1,1,1.447941E-07
253,3,11,0.0004000211
254,1,1,1.448663E-07
254,3,11,0.000400008
255,1,1,1.449105E-07
255,3,11,0.0003999957
256,1,1,1.449287E-07
256,3,11,0.000399984
257,1,1,1.44922E-07
257,3,11,0.0003999727
258,1,1,1.448912E-07
258,3,11,0.0003999619
259,1,1,1.448367E-07
259,3,11,0.0003999516
260,1,1,1.447588E-07
260,3,11,0.0003999417
261,1,1,1.44657E-07
261,3,11,0.0003999323
262,1,1,1.445312E-07
262,3,11,0.0003999235
263,1,1,1.443813E-07
263,3,11,0.0003999152
264,1,1,1.442069E-07
264,3,11,0.0003999075
265,1,1,1.440244E-07
265,3,11,0.000500714
266,1,1,1.438449E-07
266,3,11,0.0005007077
267,1,1,1.436556E-07
267,3,11,0.0005007019
268,1,1,1.434545E-07
268,3,11,0.0005006967
269,1,1,1.432404E-07
269,3,11,0.0005006918
270,1,1,1.430116E-07
270,3,11,0.0005006872
271,1,1,1.427664E-07
271,3,11,0.0005006827
272,1,1,1.425031E-07
272,3,11,0.0005006782
273,1,1,1.422195E-07
273,3,11,0.0005006735
274,1,1,1.419138E-07
274,3,11,0.0005006686
275,1,1,1.415843E-07
275,3,11,0.0005006633
276,1,1,1.412295E-07
276,3,11,0.0005006577
277,1,1,1.408697E-07
277,3,11,0.0005031503
278,1,1,1.405146E-07
278,3,11,0.0005031453
279,1,1,1.401485E-07
279,3,11,0.0005031402
280,1,1,1.397701E-07
280,3,11,0.000503135
281,1,1,1.393785E-07
281,3,11,0.0005031298
282,1,1,1.389736E-07
282,3,11,0.0005031248
