EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 11:21:42 AM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,TotalCatch

year,value
1985,0.7704923
1986,0.4926369
1987,0.5379099
1988,0.4407124
1989,0.358643
1990,0.3711994
1991,0.3469361
1992,0.3131492
1993,0.3063586
1994,0.2289703
1995,0.2477942
1996,0.217968
1997,0.2449381
1998,0.2576965
1999,0.2064236
2000,0.179139
2001,0.20409
2002,0.1729649
2003,0.1796885
2004,0.1928202
2005,0.1920722
2006,0.2045738
2007,0.1974449
2008,0.1765346
2009,0.2051341
2010,0.1795458
2011,0.1842852
2012,0.1858244
2013,0.1596745
2014,0.1666595
2015,0.191306
2016,0.2057224
2017,0.2497024
