"S/R plot"
"striped bass 0 (striped bass 6+)"
x,1,1.09336745738983,1.17904341220856,1.32071661949158,1.3354606628418,1.52211391925812,1.73175954818726,1.9316258430481,2.06955170631409,2.13475060462952,2.10129594802856,2.03630304336548,2.04409980773926,2.00699234008789,1.86201345920563,1.69640517234802,1.6210196018219,1.51201987266541,1.43238484859467,1.32153117656708,1.2297351360321,1.14260828495026,1.08697402477264,1.04835343360901,1.04401588439941,1.01583969593048,1.07153832912445,1.09879732131958,1.12486791610718,1.09770429134369,1.06922662258148,1.05141973495483
y,1.16121864318848,1.2669221162796,1.35606861114502,1.44465398788452,1.44141626358032,1.47746253013611,1.52667105197906,1.5457067489624,1.53002059459686,1.43807792663574,1.27223026752472,1.06803417205811,0.91985547542572,0.807206690311432,0.712064802646637,0.703172087669373,0.827441990375519,0.960877001285553,1.07574820518494,1.14512026309967,1.17507994174957,1.1747819185257,1.15505349636078,1.11553823947906,1.08078765869141,1.03626441955566,1.03069567680359,1.06479549407959,1.08820295333862,1.09232842922211,1.0844943523407,1.08322155475616
"striped bass 2-5 (striped bass 6+)"
x,1,1.09336745738983,1.17904341220856,1.32071661949158,1.3354606628418,1.52211391925812,1.73175954818726,1.9316258430481,2.06955170631409,2.13475060462952,2.10129594802856,2.03630304336548,2.04409980773926,2.00699234008789,1.86201345920563,1.69640517234802,1.6210196018219,1.51201987266541,1.43238484859467,1.32153117656708,1.2297351360321,1.14260828495026,1.08697402477264,1.04835343360901,1.04401588439941,1.01583969593048,1.07153832912445,1.09879732131958
y,1.40361368656158,1.59273457527161,1.71196293830872,1.76639211177826,1.67590248584747,1.64947092533112,1.67195057868958,1.6922619342804,1.70654988288879,1.65329217910767,1.50443279743195,1.31013000011444,1.16933703422546,1.02463781833649,0.874822437763214,0.826717853546143,0.916680514812469,1.00479352474213,1.08890271186829,1.13080501556396,1.15297758579254,1.16152703762054,1.15279269218445,1.12844944000244,1.09117305278778,1.04793703556061,1.06608128547668,1.10063171386719
"menhaden 0 (menhaden 6+)"
x,1,0.955767393112183,1.010617852211,0.993817806243896,0.959823191165924,0.922105729579926,0.956976890563965,0.76166045665741,0.533237397670746,0.540315568447113,0.649390816688538,0.703055143356323,0.991770505905151,0.967586576938629,0.734596371650696,0.632586240768433,0.629271626472473,0.595800280570984,0.560516178607941,0.559516727924347,0.564573049545288,0.551771283149719,0.533357203006744,0.512605786323547,0.49609437584877,0.495002329349518,0.50544810295105,0.514128506183624,0.508362889289856,0.509183883666992,0.525895178318024,0.686133146286011,0.759164094924927
y,1.35436856746674,0.227173447608948,1.68561085228669E-11,0.350863993167877,0.112114369869232,0.373767584562302,0.826380491256714,0.157524645328522,1.49652824854574E-11,4.8440315642926E-22,1.51521642817242E-27,1.56904722937951E-27,1.53220322657841E-27,1.51001323953816E-27,1.52748161672675E-27,1.52317465959212E-27,1.51432481890466E-27,1.51826671601834E-27,1.5170351801154E-27,1.51762634431183E-27,1.52166838978261E-27,1.5235978826974E-27,1.51970008937945E-27,1.51211336984602E-27,1.51120481239476E-27,0.264295160770416,0.0762225836515427,1.17298957005851E-11,3.70617480806946E-22,1.52673782258223E-27,0.544253945350647,0.804068267345428,0.0891158506274223
"menhaden 1 (menhaden 6+)"
