EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 11:21:42 AM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,FeedingTime

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,1.030874,1,1,0.7048281,1,1,1,1,1,1,1,0.8973219,1,1.003727,1,0.9935889,1,1,1,1,1,1
1986,1.136014,1,1,2,1,1,1,1,1,1,1,0.7530591,1,1.003849,1,1.150863,1,1,1,1,1,1
1987,1.257797,1,1,2,1,1,1,1,1,1,1,0.5852923,1,0.975251,1,1.177186,1,1,1,1,1,1
1988,1.354986,1,1,1.192678,1,1,1,1,1,1,1,0.4720111,1,0.9785037,1,1.35358,1,1,1,1,1,1
1989,1.408711,1,1,2,1,1,1,1,1,1,1,0.4095637,1,0.9378689,1,1.513755,1,1,1,1,1,1
1990,1.443561,1,1,1.175787,1,1,1,1,1,1,1,0.407768,1,0.9564245,1,1.534718,1,1,1,1,1,1
1991,1.533124,1,1,0.8458769,1,1,1,1,1,1,1,0.4280245,1,1.040529,1,1.606998,1,1,1,1,1,1
1992,1.62696,1,1,2,1,1,1,1,1,1,1,0.4400383,1,1.048991,1,1.644188,1,1,1,1,1,1
1993,1.647233,1,1,2,1,1,1,1,1,1,1,0.4492083,1,1.052511,1,1.654017,1,1,1,1,1,1
1994,1.509884,1,1,2,1,1,1,1,1,1,1,0.4588144,1,1.097775,1,1.66485,1,1,1,1,1,1
1995,1.268018,1,1,2,1,1,1,1,1,1,1,0.4735905,1,1.119195,1,1.657408,1,1,1,1,1,1
1996,1.039687,1,1,2,1,1,1,1,1,1,1,0.5048466,1,1.124322,1,1.612841,1,1,1,1,1,1
1997,0.8972345,1,1,2,1,1,1,1,1,1,1,0.5248612,1,1.094459,1,1.619122,1,1,1,1,1,1
1998,0.819561,1,1,2,1,1,1,1,1,1,1,0.5297551,1,1.070828,1,1.625461,1,1,1,1,1,1
1999,0.7695193,1,1,2,1,1,1,1,1,1,1,0.5377448,1,1.042237,1,1.632035,1,1,1,1,1,1
2000,0.755575,1,1,2,1,1,1,1,1,1,1,0.5593758,1,1.009455,1,1.613937,1,1,1,1,1,1
2001,0.7964633,1,1,2,1,1,1,1,1,1,1,0.5781002,1,0.9798796,1,1.621732,1,1,1,1,1,1
2002,0.8763596,1,1,2,1,1,1,1,1,1,1,0.5789574,1,0.9987568,1,1.578101,1,1,1,1,1,1
2003,0.9670885,1,1,2,1,1,1,1,1,1,1,0.6122379,1,0.9895442,1,1.571196,1,1,1,1,1,1
2004,1.050261,1,1,2,1,1,1,1,1,1,1,0.6331646,1,1.012271,1,1.532753,1,1,1,1,1,1
2005,1.097955,1,1,2,1,1,1,1,1,1,1,0.6340443,1,1.047126,1,1.511671,1,1,1,1,1,1
2006,1.110085,1,1,2,1,1,1,1,1,1,1,0.6444183,1,1.046913,1,1.436255,1,1,1,1,1,1
2007,1.092927,1,1,2,1,1,1,1,1,1,1,0.6489585,1,1.027465,1,1.435763,1,1,1,1,1,1
2008,1.057349,1,1,2,1,1,1,1,1,1,1,0.6405909,1,1.005762,1,1.434107,1,1,1,1,1,1
2009,1.017265,1,1,2,1,1,1,1,1,1,1,0.6316051,1,1.024159,1,1.425623,1,1,1,1,1,1
2010,0.9821756,1,1,1.321426,1,1,1,1,1,1,1,0.6245915,1,1.038041,1,1.375209,1,1,1,1,1,1
2011,0.9613251,1,1,2,1,1,1,1,1,1,1,0.6073137,1,1.088915,1,1.446193,1,1,1,1,1,1
2012,0.9794116,1,1,2,1,1,1,1,1,1,1,0.6104457,1,1.119694,1,1.459375,1,1,1,1,1,1
2013,1.003906,1,1,2,1,1,1,1,1,1,1,0.6242287,1,1.111021,1,1.440017,1,1,1,1,1,1
2014,1.016435,1,1,2,1,1,1,1,1,1,1,0.6462266,1,1.109421,1,1.455284,1,1,1,1,1,1
2015,1.007712,1,1,0.8643928,1,1,1,1,1,1,1,0.6744234,1,1.120874,1,1.491684,1,1,1,1,1,1
2016,0.9873493,1,1,1.26521,1,1,1,1,1,1,1,0.6698937,1,1.129286,1,1.50994,1,1,1,1,1,1
2017,1.007728,1,1,2,1,1,1,1,1,1,1,0.6647923,1,1.146091,1,1.475302,1,1,1,1,1,1
