EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/3/2022 11:22:08 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Timestep,"catch (predicted)SDF landings","catch (observed) SDF landings","catch (predicted)SB 2-5 C","catch (observed) SB 2-5 C","catch (predicted)SB adult C","catch (observed) SB adult C","catch (predicted)AM adult C 1","catch (observed) AM adult C 1","catch (predicted)AM adult C 2","catch (observed) AM adult C 2","catch (predicted)AM adult C 3","catch (observed) AM adult C 3","catch (predicted)AM adult C 4","catch (observed) AM adult C 4","catch (predicted)AM adult C 5","catch (observed) AM adult C 5","catch (predicted)AM adult C 6","catch (observed) AM adult C 6","catch (predicted)BF adult C","catch (observed) BF adult C","catch (predicted)WF juv C","catch (observed) WF juv C","catch (predicted)WF adult C","catch (observed) WF adult C","catch (predicted)AH adult landings","catch (observed) AH adult landings","catch (predicted)AM juv C","catch (observed) AM juv C","catch (predicted)BF juv C","catch (observed) BF juv C","catch (predicted)AH juv landings","catch (observed) AH juv landings",
103,0.02219652,,0.002064371,,0.004915153,,0.04811732,,0.2270896,,0.1007951,,0.02203722,,0.004951936,,0.001204464,,0.04700675,,5.433006E-06,,0.001300757,,0.1270933,,0.001017889,,0.0008295277,,0.0001005223,,
104,0.02219792,,0.002086459,,0.005001986,,0.04814232,,0.2272863,,0.1012029,,0.02223142,,0.005006572,,0.001210209,,0.04704529,,5.38163E-06,,0.001296847,,0.1281712,,0.001017357,,0.0008286859,,0.0001012547,,
105,0.02219926,,0.00210886,,0.005090082,,0.04816616,,0.2274132,,0.1015511,,0.02242182,,0.005061708,,0.001216218,,0.04708017,,5.336468E-06,,0.001292072,,0.1292164,,0.00101705,,0.0008254416,,0.0001019915,,
106,0.02220057,,0.002131561,,0.005179381,,0.04818748,,0.2274771,,0.101842,,0.02261097,,0.005117134,,0.001222521,,0.0471114,,5.29827E-06,,0.001286518,,0.130228,,0.001017067,,0.0008197557,,0.0001027382,,
107,0.02220183,,0.002154554,,0.005269823,,0.04820482,,0.227486,,0.1020772,,0.02280121,,0.005172612,,0.001229145,,0.04713907,,5.267505E-06,,0.001280263,,0.1312054,,0.001017477,,0.0008116537,,0.0001035,,
108,0.02220304,,0.002177829,,0.005361351,,0.0482167,,0.2274486,,0.1022581,,0.02299452,,0.005227901,,0.001236118,,0.04716327,,5.244349E-06,,0.001273375,,0.132148,,0.001018326,,0.0008012294,,0.0001042818,,
109,0.02081252,,0.002937277,,0.007624239,,0.04732887,,0.2103488,,0.08916698,,0.01903149,,0.00330546,,0.0004739495,,0.04689797,,8.501263E-06,,0.001065992,,0.1211644,,0.0009946438,,0.0008240778,,9.683353E-05,,
110,0.02081366,,0.002967859,,0.007740257,,0.04732787,,0.2105905,,0.08952041,,0.01920017,,0.003343695,,0.0004771808,,0.04692319,,8.436971E-06,,0.001061509,,0.1221198,,0.0009937615,,0.0008135582,,9.752043E-05,,
111,0.02081476,,0.002999259,,0.00785724,,0.04732017,,0.210829,,0.0898469,,0.01935537,,0.003379344,,0.0004803929,,0.04694316,,8.366293E-06,,0.001056649,,0.1230461,,0.0009923183,,0.0008038703,,9.818833E-05,,
112,0.02081581,,0.003031429,,0.007975002,,0.04730659,,0.2110565,,0.09013955,,0.01949823,,0.003412711,,0.0004836399,,0.046958,,8.291182E-06,,0.001051436,,0.123943,,0.0009904705,,0.0007949501,,9.88381E-05,,
113,0.02081681,,0.00306432,,0.008093371,,0.04728799,,0.2112657,,0.09039463,,0.01962961,,0.00344414,,0.00048696,,0.04696783,,8.213264E-06,,0.001045897,,0.1248108,,0.0009883606,,0.0007867314,,9.947136E-05,,
114,0.02081777,0.0208,0.003097885,0.00303,0.008212188,0.00989,0.04726521,0.0385211,0.2114503,0.133593,0.09061088,0.09540255,0.01975008,0.02242725,0.003474016,0.002571834,0.000490377,0.000519013,0.0469728,0.0334,8.134014E-06,8.5E-06,0.001040055,0.00122,0.1256494,0.0858,0.0009861195,0.0007950618,0.0007791525,0.0004890554,0.0001000905,8.945577E-05,
115,0.02081868,,0.003132078,,0.008331306,,0.04723907,,0.2116045,,0.09078884,,0.01985995,,0.003502759,,0.0004939035,,0.04697304,,8.054828E-06,,0.001033939,,0.1264591,,0.0009838652,,0.0007721613,,0.0001006984,,
116,0.02081955,,0.003166854,,0.008450593,,0.04721033,,0.2117232,,0.09093049,,0.01995939,,0.003530804,,0.0004975436,,0.04696873,,7.976986E-06,,0.001027573,,0.12724,,0.0009816987,,0.0007657206,,0.0001012985,,
117,0.02082037,,0.003202172,,0.008569924,,0.04717976,,0.2118019,,0.09103883,,0.02004843,,0.003558578,,0.0005012955,,0.04696004,,7.901584E-06,,0.001020984,,0.1279924,,0.0009797022,,0.0007598122,,0.0001018945,,
118,0.02082115,,0.00323799,,0.008689187,,0.04714809,,0.2118366,,0.09111761,,0.02012702,,0.003586488,,0.0005051533,,0.04694712,,7.82946E-06,,0.001014202,,0.1287164,,0.000977936,,0.0007544386,,0.0001024902,,
119,0.02082189,,0.003274269,,0.008808279,,0.04711604,,0.2118237,,0.09117104,,0.02019506,,0.003614901,,0.0005091092,,0.04693016,,7.761108E-06,,0.001007252,,0.1294125,,0.0009764386,,0.0007496226,,0.0001030892,,
120,0.0208226,,0.003310967,,0.008927109,,0.04708435,,0.2117603,,0.09120361,,0.02025248,,0.003644129,,0.0005131548,,0.04690932,,7.696636E-06,,0.001000166,,0.1300808,,0.0009752274,,0.0007454047,,0.0001036953,,
121,0.02360669,,0.003806534,,0.01154876,,0.05463481,,0.2722863,,0.1368158,,0.0344351,,0.006779418,,0.0005971428,,0.03564199,,6.871967E-06,,0.0008963271,,0.2046827,,0.00111653,,0.0004316935,,0.0008932473,,
122,0.0236063,,0.00384436,,0.01166893,,0.05454854,,0.2715023,,0.1360971,,0.03431404,,0.006793765,,0.0006008804,,0.03592644,,6.813212E-06,,0.0008905381,,0.2041486,,0.001114708,,0.0004357956,,0.0008968495,,
123,0.02360591,,0.003881173,,0.01178443,,0.0544583,,0.270864,,0.1354928,,0.0341991,,0.006804208,,0.0006043237,,0.03618571,,6.753928E-06,,0.0008846258,,0.2036145,,0.001112694,,0.0004392311,,0.0009003488,,
124,0.02360553,,0.003917076,,0.01189552,,0.0543674,,0.2703311,,0.1349744,,0.03408579,,0.006811328,,0.0006075393,,0.03642148,,6.694456E-06,,0.0008786161,,0.2030829,,0.001110487,,0.0004420882,,0.0009036807,,
125,0.02360516,,0.003952165,,0.01200246,,0.05427826,,0.2698744,,0.134518,,0.03397091,,0.006815536,,0.0006105874,,0.03663532,,6.635044E-06,,0.0008725317,,0.202556,,0.001108052,,0.0004444371,,0.0009067468,,
126,0.02360479,0.0236,0.003986529,0.00423,0.01210549,0.0187,0.05419255,0.05536883,0.2694731,0.1581742,0.1341043,0.1072056,0.03385233,0.0472564,0.006817099,0.01018794,0.0006135241,0.000597515,0.03682873,0.0252,6.575934E-06,1.01E-05,0.0008663914,0.00109,0.2020355,0.121,0.00110534,0.0005054697,0.0004463282,0.0003856934,0.0009094228,0.002440416,
127,0.02360442,,0.004020246,,0.01220484,,0.05411145,,0.2691123,,0.1337174,,0.03372874,,0.006816166,,0.0006164011,,0.0370031,,6.517388E-06,,0.0008602111,,0.2015233,,0.001102302,,0.0004477938,,0.0009115658,,
128,0.02360404,,0.004053389,,0.01230074,,0.05403573,,0.2687823,,0.1333443,,0.03359948,,0.0068128,,0.0006192668,,0.03715971,,6.459702E-06,,0.0008540039,,0.2010206,,0.001098904,,0.0004488562,,0.0009130227,,
129,0.02360367,,0.004086024,,0.01239341,,0.05396584,,0.2684767,,0.1329745,,0.03346442,,0.006807002,,0.0006221651,,0.03729976,,6.403182E-06,,0.0008477812,,0.2005285,,0.00109513,,0.0004495343,,0.0009136373,,
130,0.02360328,,0.004118211,,0.01248305,,0.05390199,,0.2681919,,0.1325997,,0.03332384,,0.006798728,,0.0006251351,,0.03742433,,6.34812E-06,,0.0008415527,,0.2000481,,0.001090988,,0.0004498472,,0.0009132574,,
131,0.02360289,,0.004150006,,0.01256986,,0.05384418,,0.2679268,,0.132213,,0.03317831,,0.006787907,,0.0006282114,,0.03753443,,6.294762E-06,,0.0008353278,,0.1995801,,0.001086514,,0.0004498157,,0.0009117404,,
132,0.02360248,,0.004181459,,0.01265404,,0.05379227,,0.2676813,,0.1318092,,0.03302861,,0.00677447,,0.0006314222,,0.03763099,,6.243292E-06,,0.0008291155,,0.1991251,,0.001081766,,0.0004494642,,0.0009089581,,
133,0.02776912,,0.004165174,,0.009725027,,0.04588967,,0.2190436,,0.1008993,,0.02408084,,0.004808691,,0.0005441132,,0.0406133,,1.748709E-05,,0.00135305,,0.1765695,,0.0009248553,,0.0007884551,,0.000263899,,
134,0.02776939,,0.004195965,,0.009808635,,0.04582104,,0.219317,,0.1011764,,0.02411036,,0.00481529,,0.0005464135,,0.04060303,,1.732755E-05,,0.001336118,,0.1765598,,0.0009226571,,0.0007762699,,0.0002633622,,
135,0.02776964,,0.004226574,,0.009891952,,0.04573954,,0.2194944,,0.1014418,,0.0241463,,0.004821674,,0.0005484897,,0.0405859,,1.717581E-05,,0.00131998,,0.1765329,,0.0009211936,,0.0007658745,,0.0002628038,,
136,0.02776985,,0.004257028,,0.009975011,,0.04565023,,0.2195962,,0.1016887,,0.02418594,,0.004827172,,0.0005503651,,0.0405625,,1.702979E-05,,0.001304573,,0.1764874,,0.0009203987,,0.0007571042,,0.0002622332,,
137,0.02777005,,0.004287348,,0.01005783,,0.04555696,,0.2196391,,0.1019134,,0.02422699,,0.004831324,,0.0005520573,,0.04053336,,1.688785E-05,,0.001289847,,0.1764221,,0.0009202333,,0.000749857,,0.0002616618,,
138,0.02777022,0.0278,0.004317555,0.00597,0.01014044,0.0252,0.04546271,0.02333309,0.2196364,0.1976971,0.1021148,0.07009039,0.02426763,0.0267088,0.004833834,0.008186844,0.0005535802,0.00088803,0.04049896,0.0276,1.674859E-05,2.1E-05,0.001275757,0.00211,0.1763356,0.133,0.0009206699,0.0002948574,0.0007440794,0.0005503069,0.0002611014,0.0003256504,
139,0.02777036,,0.004347659,,0.01022283,,0.04536974,,0.2195991,,0.1022935,,0.02430636,,0.004834538,,0.0005549438,,0.04045975,,1.661077E-05,,0.001262264,,0.176227,,0.0009216819,,0.0007397496,,0.0002605641,,
140,0.02777048,,0.004377661,,0.01030501,,0.04527977,,0.2195356,,0.1024513,,0.02434198,,0.004833376,,0.0005561559,,0.04041613,,1.647334E-05,,0.001249337,,0.1760954,,0.0009232348,,0.0007368593,,0.0002600615,,
141,0.02777058,,0.004407555,,0.01038699,,0.04519416,,0.2194526,,0.1025908,,0.02437353,,0.004830371,,0.0005572219,,0.04036847,,1.633537E-05,,0.001236948,,0.1759402,,0.0009252817,,0.0007353996,,0.0002596048,,
142,0.02777064,,0.004437332,,0.01046874,,0.04511391,,0.2193552,,0.1027152,,0.02440025,,0.004825607,,0.0005581455,,0.04031711,,1.619615E-05,,0.001225071,,0.1757607,,0.000927762,,0.0007353518,,0.0002592042,,
143,0.02777068,,0.004466977,,0.01055027,,0.04503977,,0.2192472,,0.102828,,0.02442157,,0.004819219,,0.0005589293,,0.04026236,,1.605507E-05,,0.001213687,,0.1755567,,0.0009306007,,0.0007366819,,0.0002588684,,
144,0.0277707,,0.004496471,,0.01063155,,0.04497227,,0.2191311,,0.1029327,,0.02443705,,0.004811372,,0.0005595751,,0.04020447,,1.591172E-05,,0.001202778,,0.175328,,0.0009337126,,0.0007393385,,0.0002586047,,
145,0.0191282,,0.006033003,,0.01408859,,0.06167834,,0.2755634,,0.1101951,,0.02291539,,0.004152378,,0.0007751774,,0.04802954,,3.400796E-05,,0.001622997,,0.1802989,,0.001293164,,0.000732102,,0.0009243249,,
146,0.0191276,,0.006064181,,0.01416467,,0.06164578,,0.2743073,,0.110038,,0.02294794,,0.004153809,,0.0007757679,,0.04766327,,3.367426E-05,,0.001601311,,0.1799191,,0.001295859,,0.0007347697,,0.0009222872,,
147,0.01912699,,0.006094538,,0.0142403,,0.06165209,,0.2731096,,0.1098418,,0.02297726,,0.004156522,,0.000776272,,0.04731125,,3.3372E-05,,0.001580824,,0.1795211,,0.001297953,,0.0007374035,,0.0009202936,,
148,0.01912638,,0.006123957,,0.01431551,,0.06168667,,0.2719871,,0.109615,,0.02300256,,0.004160037,,0.000776639,,0.04697271,,3.309286E-05,,0.00156144,,0.1791053,,0.001299567,,0.0007399709,,0.0009183328,,
149,0.01912577,,0.006152344,,0.01439031,,0.0617413,,0.2709492,,0.1093642,,0.02302365,,0.00416396,,0.0007768325,,0.04664697,,3.283097E-05,,0.001543072,,0.1786723,,0.001300812,,0.0007424183,,0.0009163962,,
150,0.01912515,0.0191,0.006179619,0.00871,0.01446472,0.0206,0.06180969,0.02530458,0.2700009,0.1240076,0.1090947,0.1177372,0.0230407,0.02157502,0.004167979,0.00598491,0.0007768277,0.0015367,0.04633339,0.0337,3.258194E-05,2.46E-05,0.001525646,0.00357,0.1782225,0.144,0.001301788,0.0006607964,0.0007446764,0.0003990922,0.0009144802,0.0004253072,
151,0.01912452,,0.006205719,,0.01453874,,0.06188696,,0.2691436,,0.1088102,,0.02305414,,0.004171846,,0.0007766093,,0.04603142,,3.234217E-05,,0.001509096,,0.1777565,,0.00130259,,0.0007466651,,0.0009125864,,
152,0.01912389,,0.006230596,,0.0146124,,0.06196942,,0.2683768,,0.1085136,,0.02306458,,0.004175369,,0.0007761698,,0.04574056,,3.210859E-05,,0.001493368,,0.1772748,,0.001303307,,0.0007483028,,0.0009107198,,
153,0.01912326,,0.006254213,,0.0146857,,0.06205424,,0.2676987,,0.1082067,,0.02307271,,0.004178395,,0.0007755085,,0.04546035,,3.187851E-05,,0.001478412,,0.176778,,0.001304029,,0.0007495111,,0.0009088878,,
154,0.01912263,,0.006276545,,0.01475867,,0.06213932,,0.2671065,,0.107891,,0.02307931,,0.004180811,,0.0007746294,,0.04519041,,3.164967E-05,,0.001464186,,0.1762666,,0.001304839,,0.0007502143,,0.000907099,,
155,0.019122,,0.006297577,,0.01483131,,0.06222311,,0.2665969,,0.107567,,0.02308517,,0.004182526,,0.000773541,,0.04493041,,3.142022E-05,,0.001450652,,0.1757412,,0.001305822,,0.0007503405,,0.0009053634,,
156,0.01912136,,0.006317306,,0.01490366,,0.06230449,,0.2661661,,0.1072354,,0.02309108,,0.004183477,,0.0007722543,,0.04468007,,3.11888E-05,,0.001437778,,0.1752021,,0.001307058,,0.0007498207,,0.0009036899,,
157,0.02230378,,0.006368375,,0.02619214,,0.07910116,,0.3309349,,0.1276892,,0.02651828,,0.004659988,,0.0009876147,,0.03777312,,1.476936E-05,,0.001808116,,0.1697047,,0.001659087,,0.0003876369,,2.604239E-05,,
158,0.02230338,,0.00638679,,0.02614909,,0.07909157,,0.32982,,0.1267728,,0.02644379,,0.004658574,,0.0009861578,,0.03778836,,1.470408E-05,,0.001784593,,0.1692657,,0.001661488,,0.0003940737,,2.603304E-05,,
159,0.02230297,,0.006404576,,0.02611033,,0.07907401,,0.3290556,,0.1258772,,0.02635888,,0.004656893,,0.0009848904,,0.03780138,,1.4638E-05,,0.001762649,,0.1688269,,0.001664362,,0.0003997999,,2.602035E-05,,
160,0.02230256,,0.006421719,,0.02607593,,0.07905518,,0.328551,,0.1250135,,0.0262657,,0.004654742,,0.0009837297,,0.03781276,,1.457146E-05,,0.001742145,,0.1683885,,0.001667651,,0.000404837,,2.600393E-05,,
161,0.02230216,,0.006438209,,0.02604595,,0.07904046,,0.3282374,,0.1241876,,0.02616587,,0.004652052,,0.0009826109,,0.03782301,,1.450377E-05,,0.00172296,,0.1679506,,0.001671261,,0.0004091857,,2.598327E-05,,
162,0.02230176,0.0223,0.006454044,0.00792,0.02602044,0.0194,0.0790341,0.03391346,0.3280629,0.1238408,0.1234025,0.07054224,0.02606064,0.03659395,0.004648836,0.005661868,0.0009814823,0.002137576,0.03783255,0.0309,1.443357E-05,1.15E-05,0.001704988,0.0035,0.167513,0.129,0.001675085,0.003001227,0.0004128304,0.0002899878,2.595773E-05,1.961749E-05,
163,0.02230134,,0.006469222,,0.0259994,,0.07903934,,0.3279886,,0.1226586,,0.02595089,,0.004645171,,0.0009803054,,0.03784172,,1.435915E-05,,0.001688139,,0.1670757,,0.001679012,,0.0004157459,,2.592668E-05,,
164,0.02230093,,0.006483749,,0.02598279,,0.07905858,,0.3279854,,0.1219553,,0.02583724,,0.004641168,,0.0009790503,,0.03785083,,1.427876E-05,,0.001672331,,0.1666384,,0.001682938,,0.0004179018,,2.588951E-05,,
165,0.02230052,,0.006497631,,0.02597059,,0.07909346,,0.3280317,,0.1212909,,0.02572009,,0.004636965,,0.0009776957,,0.03786011,,1.419077E-05,,0.001657494,,0.1662008,,0.001686773,,0.0004192693,,2.584564E-05,,
166,0.0223001,,0.006510881,,0.02596275,,0.07914502,,0.3281116,,0.1206634,,0.02559967,,0.00463271,,0.000976226,,0.03786973,,1.409387E-05,,0.001643565,,0.1657627,,0.001690446,,0.0004198279,,2.579459E-05,,
167,0.02229968,,0.006523511,,0.02595918,,0.07921375,,0.3282134,,0.1200704,,0.02547611,,0.004628558,,0.0009746311,,0.03787981,,1.398714E-05,,0.00163049,,0.1653239,,0.001693903,,0.000419569,,2.573599E-05,,
168,0.02229926,,0.006535536,,0.02595982,,0.0792997,,0.3283283,,0.1195094,,0.02534943,,0.004624663,,0.0009729044,,0.03789043,,1.387011E-05,,0.001618223,,0.1648839,,0.001697108,,0.0004184988,,2.56696E-05,,
169,0.01762272,,0.007645992,,0.03338312,,0.05247105,,0.2267172,,0.08812825,,0.01968709,,0.00360553,,0.0006828618,,0.02843712,,1.572972E-05,,0.002102164,,0.1746849,,0.001098113,,0.0006359779,,5.876934E-05,,
170,0.01762199,,0.007652036,,0.03324822,,0.05258645,,0.2279045,,0.08844776,,0.0196423,,0.003603588,,0.0006822943,,0.02866237,,1.562295E-05,,0.002072647,,0.1740191,,0.001100767,,0.0006281635,,5.860935E-05,,
171,0.01762128,,0.007657181,,0.03312248,,0.05269559,,0.2288678,,0.08882353,,0.01959753,,0.003600264,,0.0006817596,,0.02887654,,1.55275E-05,,0.002045311,,0.1733606,,0.001103493,,0.000620889,,5.84476E-05,,
172,0.01762058,,0.007661477,,0.03300565,,0.05279979,,0.2296561,,0.08923644,,0.01955418,,0.003595742,,0.0006812153,,0.02908015,,1.544044E-05,,0.002019936,,0.1727089,,0.001106234,,0.0006141635,,5.828396E-05,,
173,0.01761989,,0.007664968,,0.03289746,,0.05289951,,0.2303102,,0.08967285,,0.01951309,,0.003590167,,0.0006806344,,0.02927361,,1.535899E-05,,0.001996333,,0.1720633,,0.001108962,,0.0006080408,,5.81179E-05,,
174,0.01761921,0.0176,0.007667692,0.0059,0.03279766,0.0197,0.05299457,0.05590659,0.2308631,0.08316008,0.09012332,0.04135975,0.01947476,0.01478165,0.003583643,0.006124056,0.0006800011,0.001322541,0.02945734,0.0245,1.528028E-05,1.53E-05,0.001974347,0.00425,0.1714233,0.129,0.001111669,0.0009477558,0.0006026076,0.0008632641,5.794856E-05,0.0001012263,
175,0.01761854,,0.007669676,,0.03270601,,0.05308438,,0.2313412,,0.09058157,,0.01943943,,0.003576248,,0.0006793084,,0.0296317,,1.520143E-05,,0.001953845,,0.1707885,,0.001114357,,0.0005979696,,5.777475E-05,,
176,0.01761787,,0.007670942,,0.03262223,,0.05316813,,0.2317654,,0.09104368,,0.01940718,,0.003568033,,0.0006785555,,0.029797,,1.511964E-05,,0.001934718,,0.1701583,,0.001117027,,0.0005942372,,5.759513E-05,,
177,0.01761722,,0.007671502,,0.0325461,,0.05324489,,0.2321518,,0.09150742,,0.019378,,0.003559033,,0.0006777463,,0.02995353,,1.503235E-05,,0.001916871,,0.1695325,,0.001119675,,0.0005915132,,5.74083E-05,,
178,0.01761657,,0.007671363,,0.03247736,,0.05331375,,0.2325127,,0.09197173,,0.01935179,,0.003549266,,0.0006768882,,0.03010151,,1.493739E-05,,0.001900224,,0.1689106,,0.001122283,,0.0005898842,,5.721291E-05,,
179,0.01761593,,0.007670524,,0.03241577,,0.05337435,,0.2328567,,0.09243636,,0.01932843,,0.00353874,,0.0006759909,,0.03024115,,1.483312E-05,,0.001884707,,0.1682922,,0.001124792,,0.0005894139,,5.700775E-05,,
180,0.01761529,,0.00766898,,0.03236105,,0.05342583,,0.2331901,,0.09290155,,0.01930777,,0.003527456,,0.0006750661,,0.03037258,,1.471848E-05,,0.001870255,,0.1676772,,0.001127168,,0.0005901383,,5.679178E-05,,
181,0.01242869,,0.01017698,,0.02726582,,0.03004234,,0.1554749,,0.08353936,,0.02118831,,0.004339322,,0.0003854765,,0.03640706,,1.826152E-06,,0.002228148,,0.1448918,,0.0006212593,,0.0003342003,,0.0001464595,,
182,0.0124282,,0.01015433,,0.02731962,,0.03011319,,0.1562904,,0.08400429,,0.02120978,,0.004319725,,0.0003848788,,0.03639455,,1.819189E-06,,0.002199264,,0.1447213,,0.0006215868,,0.0003381122,,0.0001458856,,
183,0.01242772,,0.01013059,,0.02737827,,0.03018061,,0.157005,,0.08443575,,0.02125355,,0.004300609,,0.0003841494,,0.03638588,,1.813006E-06,,0.002172671,,0.1445346,,0.0006215135,,0.0003414535,,0.0001453158,,
184,0.01242722,,0.01010574,,0.02744122,,0.03024277,,0.1576364,,0.08484419,,0.02131415,,0.004282239,,0.0003832991,,0.03638024,,1.807434E-06,,0.002148132,,0.1443312,,0.0006210787,,0.0003442389,,0.0001447548,,
185,0.01242673,,0.01007982,,0.02750794,,0.03029807,,0.1581969,,0.08523863,,0.0213875,,0.004264742,,0.0003823381,,0.03637687,,1.802224E-06,,0.00212545,,0.144111,,0.0006203398,,0.0003464596,,0.0001442095,,
186,0.01242624,0.0124,0.01005283,0.00639,0.02757795,0.0226,0.03034546,0.02357006,0.1586948,0.1193521,0.08562668,0.03903703,0.02147056,0.01331097,0.004248156,0.004148722,0.0003812757,0.000843528,0.03637512,0.033,1.797059E-06,9.53E-07,0.002104465,0.00357,0.1438738,0.126,0.0006193476,0.000254841,0.000348089,0.0002995584,0.0001436885,7.925466E-05,
187,0.01242574,,0.01002481,,0.0276508,,0.03038427,,0.1591357,,0.08601448,,0.02156112,,0.004232461,,0.0003801204,,0.03637445,,1.791569E-06,,0.002085042,,0.1436199,,0.0006181445,,0.0003490888,,0.0001432017,,
188,0.01242525,,0.009995795,,0.02772607,,0.03041421,,0.1595232,,0.08640687,,0.02165758,,0.004217603,,0.0003788798,,0.03637434,,1.785366E-06,,0.002067069,,0.1433491,,0.0006167647,,0.0003494197,,0.0001427594,,
189,0.01242476,,0.009965817,,0.02780336,,0.03043518,,0.1598597,,0.08680754,,0.02175881,,0.004203509,,0.0003775607,,0.03637438,,1.778071E-06,,0.002050452,,0.1430617,,0.0006152326,,0.0003490461,,0.0001423723,,
190,0.01242428,,0.009934927,,0.0278823,,0.03044729,,0.1601471,,0.08721905,,0.02186401,,0.004190094,,0.0003761691,,0.03637422,,1.76934E-06,,0.002035111,,0.142758,,0.0006135641,,0.0003479389,,0.0001420507,,
191,0.01242379,,0.009903176,,0.02796254,,0.03045042,,0.1603889,,0.08764314,,0.02197263,,0.004177274,,0.0003747105,,0.03637357,,1.758887E-06,,0.002020975,,0.1424382,,0.0006117664,,0.0003460766,,0.000141804,,
192,0.01242331,,0.009870613,,0.02804373,,0.030445,,0.1605859,,0.08808076,,0.02208429,,0.004164964,,0.00037319,,0.03637221,,1.746504E-06,,0.00200798,,0.1421029,,0.0006098392,,0.000343445,,0.0001416407,,
193,0.006843018,,0.009228072,,0.03001905,,0.04720226,,0.2194858,,0.09585176,,0.02109567,,0.003843016,,0.0005394458,,0.04261394,,2.585666E-06,,0.001382011,,0.1709284,,0.0009677212,,0.0005749467,,0.000107026,,
194,0.006842468,,0.009195144,,0.03006231,,0.047126,,0.2192388,,0.09602848,,0.02118158,,0.003845082,,0.0005369411,,0.0423882,,2.571732E-06,,0.001389273,,0.1699228,,0.0009641065,,0.0005652426,,0.0001069093,,
195,0.006841932,,0.009159488,,0.03010163,,0.04704234,,0.2190991,,0.09615012,,0.02125724,,0.003850932,,0.0005344438,,0.0421642,,2.559654E-06,,0.001395566,,0.168932,,0.000960266,,0.00055666,,0.0001067932,,
196,0.006841411,,0.009121478,,0.03013714,,0.04695255,,0.21903,,0.09622935,,0.02132616,,0.003859574,,0.0005319706,,0.04194193,,2.549404E-06,,0.001401021,,0.1679577,,0.000956213,,0.0005490517,,0.0001066723,,
197,0.006840903,,0.009081446,,0.030169,,0.04685813,,0.2190002,,0.09627432,,0.02139129,,0.003870284,,0.0005295298,,0.04172135,,2.541141E-06,,0.001405749,,0.1670016,,0.0009519694,,0.0005423011,,0.0001065389,,
198,0.006840409,0.00682,0.009039693,0.00583,0.03019732,0.0231,0.04676014,0.02402406,0.2189871,0.1341849,0.09628992,0.0891225,0.02145509,0.01418901,0.003882548,0.003100134,0.0005271243,0.000979354,0.04150234,0.0406,2.535145E-06,2.9E-06,0.001409842,0.00309,0.166065,0.141,0.0009475686,0.001113613,0.0005363189,0.0005905032,0.0001063835,7.925466E-05,
199,0.006839928,,0.008996488,,0.03022227,,0.04665922,,0.2189749,,0.09627882,,0.02151954,,0.003896005,,0.0005247534,,0.04128481,,2.531762E-06,,0.001413375,,0.165149,,0.000943057,,0.0005310408,,0.0001061954,,
200,0.006839458,,0.008952073,,0.03024399,,0.0465557,,0.218953,,0.09624226,,0.0215862,,0.003910412,,0.0005224143,,0.04106864,,2.531358E-06,,0.001416414,,0.1642548,,0.0009384935,,0.0005264199,,0.0001059636,,
201,0.006839,,0.008906663,,0.03026265,,0.04644968,,0.218915,,0.09618054,,0.02165626,,0.003925613,,0.0005201031,,0.04085371,,2.534287E-06,,0.001419011,,0.1633831,,0.0009339484,,0.0005224204,,0.0001056768,,
202,0.006838552,,0.008860452,,0.03027846,,0.04634103,,0.2188573,,0.09609364,,0.02173059,,0.003941509,,0.0005178152,,0.04063993,,2.540867E-06,,0.001421209,,0.1625345,,0.0009295018,,0.0005190154,,0.000105324,,
203,0.006838114,,0.008813616,,0.0302916,,0.04622953,,0.2187771,,0.09598295,,0.02180976,,0.003958044,,0.000515546,,0.04042723,,2.551364E-06,,0.001423041,,0.1617097,,0.0009252409,,0.0005161845,,0.0001048951,,
204,0.006837685,,0.008766333,,0.03030233,,0.0461149,,0.218675,,0.09584769,,0.02189416,,0.003975187,,0.0005132907,,0.04021555,,2.565994E-06,,0.00142453,,0.1609087,,0.0009212575,,0.0005139118,,0.0001043812,,
205,0.006477003,,0.007134896,,0.02817038,,0.04109653,,0.1972152,,0.08594768,,0.0195515,,0.003480005,,0.0004798682,,0.02580549,,9.32598E-07,,0.001713614,,0.1442531,,0.0008053804,,0.0002654485,,0.001263896,,
206,0.00647666,,0.007105647,,0.02821875,,0.04098984,,0.1972367,,0.08607194,,0.01962017,,0.003492614,,0.0004785299,,0.02597535,,9.359159E-07,,0.001706931,,0.1438301,,0.0008025714,,0.0002675828,,0.001254399,,
207,0.006476319,,0.007076653,,0.02826751,,0.04087937,,0.1971929,,0.08621282,,0.01967816,,0.003503699,,0.0004774425,,0.02613513,,9.384132E-07,,0.001701058,,0.1434003,,0.0008000059,,0.0002693092,,0.001244942,,
208,0.006475981,,0.007047917,,0.02831648,,0.04076673,,0.1970942,,0.08635896,,0.01972727,,0.003513829,,0.0004765491,,0.02628519,,9.402207E-07,,0.001695884,,0.1429622,,0.0007976944,,0.0002706863,,0.001235607,,
