EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/3/2022 11:21:39 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,ShannonDiversity

year,value
1985,1.544617
1986,1.552236
1987,1.562375
1988,1.563622
1989,1.565952
1990,1.573926
1991,1.584658
1992,1.598513
1993,1.612224
1994,1.622322
1995,1.623074
1996,1.621161
1997,1.61922
1998,1.61464
1999,1.614717
2000,1.617891
2001,1.614644
2002,1.608959
2003,1.603745
2004,1.598061
2005,1.594417
2006,1.591244
2007,1.587633
2008,1.585764
2009,1.580678
2010,1.576202
2011,1.577677
2012,1.583254
2013,1.589945
2014,1.592663
2015,1.591347
2016,1.591526
2017,1.594771
