"S/R plot"
"striped bass 0 (striped bass 6+)"
x,1,1.10536980628967,1.25411033630371,1.5221072435379,1.64084243774414,2.01994395256042,2.55592083930969,3.24402451515198,4.07733201980591,5.02779674530029,5.97758817672729,6.62210655212402,7.30146837234497,7.76718473434448,7.68709659576416,7.42080926895142,7.64547729492188,7.72995281219482,7.88773155212402,7.82350015640259,7.77452373504639,7.51340913772583,7.03526926040649,6.36594343185425,5.84166383743286,5.15653848648071,5.02857065200806,4.98933029174805,5.04469060897827,4.94232988357544,4.8111310005188,4.61146593093872
y,1.1866329908371,1.31426846981049,1.4805725812912,1.7659158706665,1.99651789665222,2.27260327339172,2.77371406555176,3.43028402328491,4.21925830841064,5.08415842056274,5.95381832122803,6.64958620071411,7.04391431808472,7.28076982498169,7.07699108123779,6.49373626708984,6.07154703140259,5.76693868637085,5.43535852432251,5.15548467636108,4.87505102157593,4.61540603637695,4.34592533111572,3.96802592277527,3.61947703361511,3.30378365516663,3.10207533836365,3.19431519508362,3.37927675247192,3.55161237716675,3.7005512714386,3.81299781799316
"striped bass 2-5 (striped bass 6+)"
x,1,1.10536980628967,1.25411033630371,1.5221072435379,1.64084243774414,2.01994395256042,2.55592083930969,3.24402451515198,4.07733201980591,5.02779674530029,5.97758817672729,6.62210655212402,7.30146837234497,7.76718473434448,7.68709659576416,7.42080926895142,7.64547729492188,7.72995281219482,7.88773155212402,7.82350015640259,7.77452373504639,7.51340913772583,7.03526926040649,6.36594343185425,5.84166383743286,5.15653848648071,5.02857065200806,4.98933029174805
y,1.31108057498932,1.45482134819031,1.6131911277771,1.838751912117,1.9260915517807,1.95748257637024,2.05457663536072,2.16165256500244,2.28616881370544,2.41784191131592,2.52200436592102,2.58811950683594,2.62134957313538,2.65307140350342,2.5586268901825,2.36679410934448,2.20755362510681,2.07036733627319,1.94711589813232,1.84126496315002,1.75826108455658,1.75324285030365,1.7779186964035,1.76639676094055,1.71832084655762,1.62842094898224,1.54287683963776,1.56736326217651
"menhaden 0 (menhaden 6+)"
x,1,1.04154860973358,1.15665721893311,1.18298316001892,1.18119037151337,1.17770993709564,1.16347205638885,1.12293982505798,1.13656413555145,1.20162260532379,1.31025516986847,1.39506232738495,1.44149494171143,1.43716990947723,1.41323530673981,1.39575886726379,1.34972178936005,1.27838289737701,1.25601196289063,1.26169955730438,1.26132297515869,1.25130748748779,1.23077011108398,1.20830082893372,1.20622420310974,1.23961794376373,1.29498910903931,1.35186231136322,1.37912940979004,1.41351962089539,1.46706748008728,1.52745854854584,1.57659566402435
y,1.06566286087036,1.07538104057312,1.10847020149231,1.0532853603363,1.02052509784698,1.01263165473938,1.01849484443665,1.0376181602478,1.04938495159149,1.04402697086334,1.02168142795563,0.988351225852966,1.00110173225403,1.01183545589447,1.03444039821625,1.05405008792877,1.02570176124573,0.977969467639923,0.959944605827332,0.970049738883972,0.997301876544952,1.02337634563446,1.01932311058044,1.00586175918579,0.987035870552063,0.976698994636536,0.989014327526093,1.01897990703583,1.03188157081604,1.01921474933624,0.988285005092621,0.980343878269196,1.00389993190765
"menhaden 1 (menhaden 6+)"
