EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/3/2022 11:21:39 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,ConsumptionBiomass

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,7.08025,2.967873,1.803083,18.17759,8.929259,6.375975,5.426872,4.711754,4.20082,3.739101,1.81409,13.2559,3.250204,9.969064,3.781257,10.88281,3.648336,7.329716,12.46976,154.6357,0,0
1986,7.079702,2.932318,1.855028,18.20899,8.837685,6.12295,5.217569,4.627706,4.039205,3.609604,1.825153,12.98577,3.668637,9.958054,3.86941,10.50531,3.602724,7.32209,12.47361,154.7531,0,0
1987,7.102562,2.882501,1.906447,18.19168,8.861033,6.154766,5.121655,4.52196,4.002949,3.519197,1.84234,13.59454,4.177463,9.911517,3.863308,10.93975,3.624782,7.313304,12.48084,154.8999,0,0
1988,7.121708,2.786737,1.945488,18.20138,8.915568,6.251055,5.280582,4.56225,4.005766,3.538979,1.863391,11.83101,4.458501,9.942557,4.035548,10.48482,3.580469,7.314126,12.49058,154.8991,0,0
1989,7.080479,2.711766,1.97731,18.16588,9.009549,6.271465,5.403095,4.738731,4.083118,3.585857,1.894163,12.12437,4.294927,9.923454,4.022978,10.62213,3.639443,7.316233,12.50343,154.8521,0,0
1990,7.13242,2.684049,2.048445,18.17797,8.97435,6.231321,5.336603,4.78698,4.19693,3.625438,1.952645,11.99759,4.137794,10.00618,3.797782,10.65456,3.647561,7.316071,12.5197,154.8546,0,0
1991,7.169908,2.689473,2.125712,18.17513,8.986992,6.195113,5.243531,4.659865,4.144309,3.632645,2.019812,12.52953,4.097367,10.08947,3.756232,10.69264,3.619522,7.313803,12.53739,154.9044,0,0
1992,7.194204,2.657729,2.172799,18.18796,8.923766,6.111962,5.103568,4.539522,4.031895,3.611034,2.07489,12.47044,4.065552,10.11464,3.744629,10.73926,3.616659,7.309743,12.55583,154.9895,0,0
1993,7.208153,2.604587,2.198998,18.20403,8.911151,6.075459,4.977035,4.37986,3.907157,3.557177,2.128068,12.50162,4.029396,10.14756,3.605701,10.78278,3.61878,7.305617,12.57417,155.0819,0,0
1994,7.22146,2.530226,2.211765,18.21953,8.919123,6.069254,4.935159,4.276592,3.791059,3.520058,2.169495,12.73069,4.011911,10.2218,3.516602,10.81003,3.617872,7.304024,12.59246,155.1296,0,0
1995,7.222689,2.376787,2.12983,18.22628,8.966685,6.114119,5.019642,4.353158,3.807166,3.54301,2.174237,12.71816,3.890424,10.25784,3.489223,10.84153,3.651836,7.306668,12.60744,155.0986,0,0
1996,7.213348,2.23685,2.065889,18.21889,9.016294,6.092257,4.993101,4.362453,3.833771,3.592111,2.174496,12.94923,3.807854,10.27053,3.544255,10.84814,3.667092,7.311661,12.61491,155.0144,0,0
1997,7.212103,2.134357,2.048435,18.22489,9.017749,6.150688,5.001106,4.326108,3.823102,3.632012,2.16154,12.86441,3.833842,10.24092,3.642744,10.85718,3.680655,7.313538,12.61881,154.976,0,0
1998,7.198445,2.060735,2.068379,18.23479,9.002091,6.201283,5.10951,4.363321,3.825914,3.665551,2.138535,12.63124,3.832645,10.16758,3.750262,10.83583,3.685324,7.315322,12.61839,154.942,0,0
1999,7.175434,2.011468,2.12754,18.24558,8.948085,6.124708,5.049558,4.376248,3.827224,3.679364,2.111897,12.76083,3.761755,10.12414,3.889539,10.839,3.70036,7.314724,12.61454,154.9485,0,0
2000,7.15564,2.009105,2.178103,18.2682,8.897115,6.051569,4.938972,4.3376,3.866193,3.687053,2.075783,12.72308,3.737745,10.04075,4.026509,10.84044,3.699434,7.312917,12.60655,154.9957,0,0
2001,7.18033,2.018343,2.165524,18.2765,8.954684,6.076473,4.932027,4.296941,3.871561,3.717962,2.023816,12.94196,3.751689,9.988248,3.993457,10.82659,3.715208,7.316286,12.59616,154.9754,0,0
2002,7.169212,2.035219,2.147489,18.25786,9.03968,6.077182,4.935698,4.275915,3.844146,3.749599,1.972919,12.82731,3.682044,9.983912,4.005883,10.85448,3.720431,7.323438,12.58519,154.8786,0,0
2003,7.170703,2.04555,2.127375,18.24922,9.07515,6.101492,4.913109,4.245821,3.817545,3.783791,1.924735,12.89953,3.629234,9.965943,3.942863,10.81064,3.730302,7.328957,12.57502,154.7964,0,0
2004,7.169564,2.066358,2.099937,18.24642,9.057108,6.117767,4.962269,4.268228,3.836656,3.819612,1.880745,13.02003,3.634614,9.97557,3.810109,10.81728,3.74697,7.33173,12.56431,154.7517,0,0
2005,7.167113,2.085113,2.083954,18.2546,9.004544,6.130637,4.984656,4.312179,3.864687,3.851681,1.848024,13.05196,3.628245,10.00967,3.760983,10.79662,3.754738,7.331698,12.55434,154.7529,0,0
2006,7.158159,2.092093,2.058588,18.26573,8.951872,6.094343,5.015462,4.380323,3.940749,3.848677,1.818755,13.06336,3.615601,10.02263,3.784767,10.89801,3.761218,7.330831,12.5448,154.7738,0,0
2007,7.144285,2.092529,2.035186,18.26554,8.95381,6.062038,4.956564,4.381277,3.951188,3.824033,1.796397,13.00075,3.621397,10.00991,3.832109,10.7613,3.745006,7.331941,12.53404,154.7716,0,0
2008,7.126644,2.117239,2.06213,18.25272,8.977309,6.029677,4.88812,4.300381,3.91485,3.778873,1.786605,12.96274,3.642715,9.983002,3.782983,10.78805,3.759597,7.333552,12.52531,154.7611,0,0
2009,7.128212,2.12395,2.057217,18.23927,9.01443,6.059745,4.872015,4.240018,3.844144,3.752342,1.771732,12.94843,3.627186,9.987845,3.743701,10.7416,3.804954,7.336756,12.51697,154.7243,0,0
2010,7.113732,2.210993,2.116269,18.2203,9.037692,6.089699,4.943861,4.271578,3.829984,3.742258,1.775394,13.038,3.676225,9.983658,3.651251,10.76011,3.755957,7.339518,12.50933,154.6818,0,0
2011,7.150667,2.325183,2.176639,18.21127,9.00701,6.067757,4.938015,4.318807,3.841625,3.74303,1.795964,12.97963,3.715928,10.00674,3.569053,10.73451,3.718565,7.338019,12.50881,154.7001,0,0
2012,7.168072,2.397993,2.183095,18.21952,8.948293,6.028404,4.872202,4.274642,3.836395,3.725077,1.815519,13.06405,3.699618,10.03801,3.579392,10.7342,3.704398,7.333494,12.51119,154.767,0,0
2013,7.170812,2.43607,2.205815,18.22944,8.921355,6.004632,4.826395,4.193823,3.761074,3.6924,1.830438,13.04062,3.657503,10.04227,3.580486,10.81206,3.700475,7.329311,12.51604,154.8361,0,0
2014,7.166083,2.435021,2.207616,18.2292,8.950245,6.027761,4.864777,4.206176,3.715666,3.667077,1.845669,13.14076,3.601186,10.05843,3.538745,10.762,3.678144,7.328454,12.52168,154.8536,0,0
2015,7.162223,2.423702,2.211496,18.21551,9.006189,6.059263,4.932989,4.278458,3.733018,3.658808,1.862309,12.97573,3.606506,10.08521,3.526087,10.7535,3.674496,7.330393,12.52781,154.8197,0,0
2016,7.163826,2.411114,2.250501,18.19755,9.019391,6.049616,4.93108,4.310054,3.750213,3.645115,1.877698,13.2426,3.593089,10.09209,3.516582,10.78565,3.686411,7.330854,12.53413,154.7993,0,0
2017,7.137463,2.389394,2.262669,18.19612,8.969493,6.01903,4.86026,4.256908,3.732128,3.61815,1.887591,13.26234,3.666967,10.09121,3.520648,10.79949,3.688865,7.327971,12.53835,154.8345,0,0
