EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"4/18/2024 4:38:07 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,forcing_pdsi_egg_amo1
TimeSeries,(none)
StartYear,0


MSY run,MSY
Assessment,stationary_stock
Fleet,F.menhaden

,"striped bass 0","striped bass 2-5","striped bass 6+","menhaden 0","menhaden 1","menhaden 2","menhaden 3","menhaden 4","menhaden 5","menhaden 6+","spiny dogfish","bluefish juv","bluefish adult","weakfish juv","weakfish adult","Atlantic herring 0-1","Atlantic herring 2+",anchovies,benthos,zooplankton,phytoplankton,Detritus
FmsyFound,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

F,"striped bass 0","striped bass 2-5","striped bass 6+","menhaden 0","menhaden 1","menhaden 2","menhaden 3","menhaden 4","menhaden 5","menhaden 6+","spiny dogfish","bluefish juv","bluefish adult","weakfish juv","weakfish adult","Atlantic herring 0-1","Atlantic herring 2+",anchovies,benthos,zooplankton,phytoplankton,Detritus
0.8999998,1.58403E-06,0.000737796,0.00316403,0.004758148,0.05926562,0.1488302,0.04109867,0.03087082,0.006993485,0.003627186,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
0.9142855,1.58403E-06,0.000737796,0.00316403,0.004830645,0.06016718,0.1509193,0.04160603,0.0312026,0.007056248,0.003660398,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
0.9285713,1.58403E-06,0.000737796,0.00316403,0.004902908,0.06106642,0.1529981,0.04210862,0.0315295,0.007117548,0.003692824,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
0.942857,1.58403E-06,0.000737796,0.00316403,0.00497494,0.06196333,0.1550665,0.04260639,0.03185146,0.007177376,0.003724463,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
0.9571428,1.58403E-06,0.000737796,0.00316403,0.005046728,0.06285781,0.1571244,0.0430994,0.0321685,0.007235743,0.003755314,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
0.9714285,1.58403E-06,0.000737796,0.00316403,0.005118268,0.06374986,0.1591716,0.04358758,0.03248065,0.007292655,0.00378538,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
0.9857143,1.58403E-06,0.000737796,0.00316403,0.005189551,0.06463936,0.1612082,0.04407093,0.0327879,0.007348114,0.003814664,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1,1.58403E-06,0.000737796,0.00316403,0.005260571,0.06552634,0.1632341,0.04454949,0.03309028,0.007402133,0.003843169,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.014286,1.58403E-06,0.000737796,0.00316403,0.005331322,0.06641068,0.165249,0.04502314,0.03338774,0.007454703,0.00387089,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.028571,1.58403E-06,0.000737796,0.00316403,0.005401798,0.06729234,0.1672529,0.04549195,0.03368031,0.007505831,0.003897828,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.042857,1.58403E-06,0.000737796,0.00316403,0.005471989,0.06817126,0.1692459,0.04595592,0.03396801,0.007555528,0.003923989,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.057143,1.58403E-06,0.000737796,0.00316403,0.005541892,0.06904739,0.1712277,0.046415,0.03425083,0.007603799,0.003949372,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.071428,1.58403E-06,0.000737796,0.00316403,0.005611497,0.06992067,0.1731982,0.04686917,0.03452876,0.007650641,0.003973979,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.085714,1.58403E-06,0.000737796,0.00316403,0.005680803,0.07079107,0.1751574,0.04731845,0.03480184,0.00769607,0.003997812,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.1,1.58403E-06,0.000737796,0.00316403,0.005749794,0.07165851,0.1771053,0.04776281,0.03507003,0.007740081,0.004020873,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.114285,1.58403E-06,0.000737796,0.00316403,0.005818469,0.07252293,0.1790417,0.0482023,0.0353334,0.007782693,0.004043164,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.128571,1.58403E-06,0.000737796,0.00316403,0.00588681,0.07338415,0.1809662,0.04863674,0.03559184,0.007823862,0.004064653,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.142857,1.58403E-06,0.000737796,0.00316403,0.005954818,0.0742422,0.1828788,0.04906616,0.03584534,0.00786362,0.00408536,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.157143,1.58403E-06,0.000737796,0.00316403,0.006022484,0.07509702,0.1847796,0.04949065,0.03609405,0.007901995,0.004105305,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.171428,1.58403E-06,0.000737796,0.00316403,0.006089812,0.07594866,0.1866687,0.04991017,0.03633787,0.007938983,0.00412449,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.185714,1.58403E-06,0.000737796,0.00316403,0.006156779,0.07679697,0.1885457,0.05032475,0.03657692,0.007974599,0.004142915,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.2,1.58403E-06,0.000737796,0.00316403,0.006223396,0.07764191,0.1904107,0.0507343,0.03681115,0.008008841,0.004160587,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.214285,1.58403E-06,0.000737796,0.00316403,0.006289646,0.07848347,0.1922636,0.05113889,0.03704057,0.008041727,0.004177503,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.228571,1.58403E-06,0.000737796,0.00316403,0.006355523,0.07932154,0.1941043,0.0515385,0.03726519,0.008073253,0.00419367,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.242857,1.58403E-06,0.000737796,0.00316403,0.006421024,0.0801561,0.1959326,0.05193306,0.037485,0.008103435,0.004209093,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.257142,1.58403E-06,0.000737796,0.00316403,0.006486136,0.08098704,0.1977485,0.0523226,0.03770006,0.00813228,0.004223767,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.271428,1.58403E-06,0.000737796,0.00316403,0.006550856,0.08181433,0.199552,0.05270713,0.03791032,0.00815978,0.0042377,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.285714,1.58403E-06,0.000737796,0.00316403,0.006615177,0.08263796,0.2013429,0.05308664,0.03811582,0.008185958,0.004250895,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.299999,1.58403E-06,0.000737796,0.00316403,0.006679092,0.08345779,0.203121,0.05346107,0.03831655,0.008210817,0.004263354,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.314285,1.58403E-06,0.000737796,0.00316403,0.006743282,0.08427888,0.2048958,0.05383287,0.03851423,0.008234682,0.004275177,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.328571,1.58403E-06,0.000737796,0.00316403,0.006807265,0.08509772,0.2066608,0.05420034,0.03870764,0.008257346,0.004286306,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
1.342856,1.58403E-06,0.000737796,0.00316403,0.006870845,0.0859128,0.2084133,0.05456283,0.03889643,0.008278724,0.004296715,0.005142,0.000749268,0.03243504,2.6853E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
