EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"4/18/2024 4:36:15 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,forcing_pdsi_egg_amo1
TimeSeries,(none)
StartYear,0


MSY run,MSY
Assessment,full_compensation
Fleet,F.menhaden

,"striped bass 0","striped bass 2-5","striped bass 6+","menhaden 0","menhaden 1","menhaden 2","menhaden 3","menhaden 4","menhaden 5","menhaden 6+","spiny dogfish","bluefish juv","bluefish adult","weakfish juv","weakfish adult","Atlantic herring 0-1","Atlantic herring 2+",anchovies,benthos,zooplankton,phytoplankton,Detritus
FmsyFound,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0

F,"striped bass 0","striped bass 2-5","striped bass 6+","menhaden 0","menhaden 1","menhaden 2","menhaden 3","menhaden 4","menhaden 5","menhaden 6+","spiny dogfish","bluefish juv","bluefish adult","weakfish juv","weakfish adult","Atlantic herring 0-1","Atlantic herring 2+",anchovies,benthos,zooplankton,phytoplankton,Detritus
0.01428476,5.010196E-06,0.00120489,0.015145,7.538306E-05,0.0009610773,0.002613311,0.0007983946,0.0006550912,0.000162041,8.350132E-05,0.005406504,0.0002703223,0.01529332,1.38245E-05,0.001506751,0.003136349,0.08715175,0,0,0,0,0
0.02857047,4.983165E-06,0.001202128,0.01506281,0.0001509037,0.00192275,0.005221163,0.001592631,0.001305093,0.0003224987,0.0001662579,0.005409125,0.0002705834,0.01530819,1.385049E-05,0.001509016,0.00314572,0.08743811,0,0,0,0,0
0.04285619,4.956331E-06,0.001199386,0.01498125,0.0002265518,0.00288491,0.007823305,0.002382646,0.001949963,0.0004813607,0.0002482596,0.005411749,0.0002708442,0.01532301,1.38764E-05,0.001511272,0.003155091,0.08772461,0,0,0,0,0
0.0571419,4.929681E-06,0.001196659,0.01490026,0.0003023225,0.003847518,0.01041966,0.003168429,0.002589702,0.0006386266,0.0003295022,0.005414375,0.0002711047,0.01533778,1.390224E-05,0.001513517,0.003164466,0.08801134,0,0,0,0,0
0.07142761,4.903222E-06,0.001193951,0.01481987,0.0003782107,0.00481053,0.01301015,0.00394997,0.003224312,0.0007942955,0.0004099816,0.005417007,0.000271365,0.0153525,1.392801E-05,0.001515754,0.003173841,0.08829822,0,0,0,0,0
0.08571333,4.876955E-06,0.001191262,0.01474011,0.0004542112,0.005773906,0.0155947,0.004727258,0.003853794,0.0009483657,0.000489693,0.005419639,0.0002716247,0.01536717,1.395369E-05,0.001517979,0.003183214,0.08858515,0,0,0,0,0
0.09999904,4.85087E-06,0.001188588,0.01466092,0.0005303195,0.006737603,0.01817323,0.005500282,0.004478147,0.001100837,0.0005686336,0.005422275,0.000271884,0.01538178,1.39793E-05,0.001520196,0.00319259,0.08887226,0,0,0,0,0
