"","case","amo","pdsi","bassB","menhadenC","menhadenE","menhadenCPUE","bassCPUE","herringCPUE","menhadenV","meanage"
"1","True indices","-3.1*~lm","-0.67lm","-4.08644659005695e-07lm","1.21411381110157e-06lm","-0.02*lm","0.0000536251156114969*^~lm","-0.000247461299750245lm","-8.21993643060072e-07lm","1.81073224770599e-09lm","8.54*^~lm"
