"","case","amo","pdsi","bassB","menhadenC","menhadenE","menhadenCPUE","bassCPUE","herringCPUE","menhadenV","meanage"
"1","True indices","0.94*~lm","0.67*~lm","1.70081246557003e-06~lm","1.99432691104735e-07~lm","-0.00225776655134762~lm","7.74489809747747e-07*~lm","0.000150540245833246~lm","0.0000166913180961125~lm","-5.52173191604724e-11~lm","-0.65*~lm"
