"","case","amo","pdsi","bassB","menhadenC","menhadenE","menhadenCPUE","bassCPUE","herringCPUE","menhadenV","meanage"
"1","True indices","-1.29*~lm","0.16~lm","-3.39673131324156e-06~lm","4.76951928684915e-07~lm","-0.02*~lm","0.0000449640202150787*~lm","-0.000195049060468392*~lm","-1.84425479615834e-06~lm","-4.87392134004608e-10~lm","0.36~lm"
