"","raw_value","scaled_value"
"2003_10",0.412,1.78579234972678
"2003_11",0.209,1.34207650273224
"2003_12",0.21,1.34426229508197
"2004_1",0.196,1.31366120218579
"2004_2",0.195,1.31147540983607
"2004_3",0.143,1.19781420765027
"2004_4",0.094,1.09071038251366
"2004_5",-0.009,0.865573770491803
"2004_6",0.163,1.24153005464481
"2004_7",0.213,1.35081967213115
"2004_8",0.302,1.54535519125683
"2004_9",0.226,1.3792349726776
"2004_10",0.228,1.38360655737705
"2004_11",0.206,1.33551912568306
"2004_12",0.173,1.26338797814208
"2005_1",0.096,1.09508196721311
"2005_2",0.111,1.12786885245902
"2005_3",0.27,1.47540983606557
"2005_4",0.277,1.49071038251366
"2005_5",0.278,1.49289617486339
"2005_6",0.312,1.5672131147541
"2005_7",0.432,1.82950819672131
"2005_8",0.425,1.81420765027322
"2005_9",0.404,1.76830601092896
"2005_10",0.223,1.37267759562842
"2005_11",0.125,1.15846994535519
"2005_12",0.201,1.32459016393443
"2006_1",0.109,1.12349726775956
"2006_2",0.06,1.01639344262295
"2006_3",0.045,0.983606557377049
"2006_4",0.183,1.28524590163934
"2006_5",0.293,1.52568306010929
"2006_6",0.318,1.58032786885246
"2006_7",0.36,1.67213114754098
"2006_8",0.386,1.72896174863388
"2006_9",0.349,1.64808743169399
"2006_10",0.319,1.58251366120219
"2006_11",0.274,1.48415300546448
"2006_12",0.156,1.22622950819672
"2007_1",0.156,1.22622950819672
"2007_2",0.202,1.32677595628415
"2007_3",0.112,1.13005464480874
"2007_4",0.144,1.2
"2007_5",0.097,1.09726775956284
"2007_6",0.073,1.0448087431694
"2007_7",0.114,1.1344262295082
"2007_8",0.04,0.972677595628415
"2007_9",0.083,1.06666666666667
"2007_10",0.143,1.19781420765027
"2007_11",0.161,1.23715846994536
"2007_12",0.096,1.09508196721311
"2008_1",0.015,0.918032786885246
"2008_2",0.113,1.13224043715847
"2008_3",0.144,1.2
"2008_4",0.028,0.946448087431694
"2008_5",0.157,1.22841530054645
"2008_6",0.241,1.4120218579235
"2008_7",0.191,1.30273224043716
"2008_8",0.16,1.23497267759563
"2008_9",0.183,1.28524590163934
"2008_10",0.087,1.07540983606557
"2008_11",-0.014,0.854644808743169
"2008_12",0.004,0.893989071038251
"2009_1",-0.074,0.723497267759563
"2009_2",-0.179,0.493989071038251
"2009_3",-0.175,0.502732240437159
"2009_4",-0.146,0.566120218579235
"2009_5",-0.076,0.719125683060109
"2009_6",0.106,1.11693989071038
"2009_7",0.213,1.35081967213115
"2009_8",0.137,1.18469945355191
"2009_9",0.042,0.977049180327869
"2009_10",0.149,1.21092896174863
"2009_11",0.054,1.00327868852459
"2009_12",0.067,1.03169398907104
"2010_1",0.025,0.939890710382514
"2010_2",0.162,1.23934426229508
"2010_3",0.272,1.47978142076503
"2010_4",0.41,1.78142076502732
"2010_5",0.444,1.85573770491803
"2010_6",0.432,1.82950819672131
"2010_7",0.435,1.83606557377049
"2010_8",0.51,2
"2010_9",0.434,1.83387978142076
"2010_10",0.309,1.56065573770492
"2010_11",0.22,1.36612021857923
"2010_12",0.192,1.30491803278689
"2011_1",0.128,1.16502732240437
"2011_2",0.093,1.08852459016393
"2011_3",0.04,0.972677595628415
"2011_4",0.076,1.05136612021858
"2011_5",0.136,1.18251366120219
"2011_6",0.163,1.24153005464481
"2011_7",0.076,1.05136612021858
"2011_8",0.131,1.17158469945355
"2011_9",0.129,1.1672131147541
"2011_10",0.047,0.987978142076503
"2011_11",-0.086,0.697267759562842
"2011_12",-0.06,0.754098360655738
"2012_1",-0.081,0.708196721311475
"2012_2",-0.011,0.86120218579235
"2012_3",0.01,0.907103825136612
"2012_4",0.064,1.02513661202186
"2012_5",0.149,1.21092896174863
"2012_6",0.284,1.50601092896175
"2012_7",0.359,1.66994535519126
"2012_8",0.415,1.79234972677596
"2012_9",0.433,1.83169398907104
"2012_10",0.314,1.57158469945355
"2012_11",0.149,1.21092896174863
"2012_12",0.125,1.15846994535519
"2013_1",0.112,1.13005464480874
"2013_2",0.1,1.10382513661202
"2013_3",0.142,1.19562841530055
"2013_4",0.121,1.14972677595628
"2013_5",0.085,1.07103825136612
"2013_6",0.03,0.950819672131148
"2013_7",0.174,1.2655737704918
"2013_8",0.178,1.27431693989071
"2013_9",0.239,1.40765027322404
"2013_10",0.331,1.60874316939891
"2013_11",0.112,1.13005464480874
"2013_12",0.02,0.92896174863388
"2014_1",-0.078,0.714754098360656
"2014_2",-0.059,0.756284153005464
"2014_3",-0.097,0.673224043715847
"2014_4",-0.11,0.644808743169399
"2014_5",-0.018,0.845901639344262
"2014_6",0.046,0.985792349726776
"2014_7",0.205,1.33333333333333
"2014_8",0.319,1.58251366120219
"2014_9",0.294,1.52786885245902
"2014_10",0.276,1.48852459016393
"2014_11",0.049,0.992349726775956
"2014_12",0.042,0.977049180327869
"2015_1",-0.024,0.832786885245902
"2015_2",-0.02,0.841530054644809
"2015_3",-0.145,0.568306010928962
"2015_4",-0.088,0.692896174863388
"2015_5",0.028,0.946448087431694
"2015_6",0.013,0.913661202185792
"2015_7",0.116,1.13879781420765
"2015_8",0.162,1.23934426229508
"2015_9",0.284,1.50601092896175
"2015_10",0.308,1.55846994535519
"2015_11",0.17,1.2568306010929
"2015_12",0.213,1.35081967213115
"2016_1",0.214,1.35300546448087
"2016_2",0.139,1.18907103825137
"2016_3",0.172,1.26120218579235
"2016_4",0.16,1.23497267759563
"2016_5",0.328,1.60218579234973
"2016_6",0.393,1.74426229508197
"2016_7",0.415,1.79234972677596
"2016_8",0.44,1.84699453551913
"2016_9",0.441,1.84918032786885
"2016_10",0.364,1.68087431693989
"2016_11",0.374,1.70273224043716
"2016_12",0.318,1.58032786885246
"2017_1",0.209,1.34207650273224
"2017_2",0.21,1.34426229508197
"2017_3",0.151,1.21530054644809
"2017_4",0.266,1.46666666666667
"2017_5",0.297,1.5344262295082
"2017_6",0.291,1.52131147540984
"2017_7",0.285,1.50819672131148
"2017_8",0.293,1.52568306010929
"2017_9",0.333,1.61311475409836
"2017_10",0.416,1.79453551912568
"2017_11",0.335,1.61748633879781
"2017_12",0.347,1.64371584699454
