"","raw_value","scaled_value"
"2006_5",0.161,1.99968053350904
"2006_6",0.162,1.99970050016473
"2006_7",0.162,1.99970050016473
"2006_8",0.162,1.99970050016473
"2006_9",0.161,1.99968053350904
"2006_10",0.159,1.99964060019767
"2006_11",0.157,1.9996006668863
"2006_12",0.155,1.99956073357493
"2007_1",0.153,1.99952080026356
"2007_2",0.151,1.99948086695219
"2007_3",0.15,1.9994609002965
"2007_4",0.15,1.9994609002965
"2007_5",0.151,1.99948086695219
"2007_6",0.154,1.99954076691924
"2007_7",0.158,1.99962063354198
"2007_8",0.162,1.99970050016473
"2007_9",0.165,1.99976040013178
"2007_10",0.167,1.99980033344315
"2007_11",0.167,1.99980033344315
"2007_12",0.168,1.99982030009884
"2008_1",0.169,1.99984026675452
"2008_2",0.17,1.9998602334102
"2008_3",0.171,1.99988020006589
"2008_4",0.171,1.99988020006589
"2008_5",0.171,1.99988020006589
"2008_6",0.17,1.9998602334102
"2008_7",0.17,1.9998602334102
"2008_8",0.17,1.9998602334102
"2008_9",0.168,1.99982030009884
"2008_10",0.167,1.99980033344315
"2008_11",0.165,1.99976040013178
"2008_12",0.163,1.99972046682041
"2009_1",0.161,1.99968053350904
"2009_2",0.159,1.99964060019767
"2009_3",0.157,1.9996006668863
"2009_4",0.154,1.99954076691924
"2009_5",0.153,1.99952080026356
"2009_6",0.154,1.99954076691924
"2009_7",0.154,1.99954076691924
"2009_8",0.155,1.99956073357493
"2009_9",0.155,1.99956073357493
"2009_10",0.156,1.99958070023061
"2009_11",0.154,1.99954076691924
"2009_12",0.153,1.99952080026356
"2010_1",0.151,1.99948086695219
"2010_2",0.15,1.9994609002965
"2010_3",0.148,1.99942096698513
"2010_4",0.145,1.99936106701808
"2010_5",0.143,1.99932113370671
"2010_6",0.141,1.99928120039534
"2010_7",0.139,1.99924126708397
"2010_8",0.137,1.9992013337726
"2010_9",0.136,1.99918136711691
"2010_10",0.135,1.99916140046123
"2010_11",0.135,1.99916140046123
"2010_12",0.135,1.99916140046123
"2011_1",0.135,1.99916140046123
"2011_2",0.136,1.99918136711691
"2011_3",0.137,1.9992013337726
"2011_4",0.137,1.9992013337726
"2011_5",0.139,1.99924126708397
"2011_6",0.139,1.99924126708397
"2011_7",0.14,1.99926123373965
"2011_8",0.141,1.99928120039534
"2011_9",0.141,1.99928120039534
"2011_10",0.142,1.99930116705102
"2011_11",0.142,1.99930116705102
"2011_12",0.142,1.99930116705102
"2012_1",0.143,1.99932113370671
"2012_2",0.143,1.99932113370671
"2012_3",0.143,1.99932113370671
"2012_4",0.144,1.99934110036239
"2012_5",0.145,1.99936106701808
"2012_6",0.147,1.99940100032945
"2012_7",0.149,1.99944093364082
"2012_8",0.15,1.9994609002965
"2012_9",0.153,1.99952080026356
"2012_10",0.155,1.99956073357493
"2012_11",0.157,1.9996006668863
"2012_12",0.158,1.99962063354198
"2013_1",0.159,1.99964060019767
"2013_2",0.159,1.99964060019767
"2013_3",0.159,1.99964060019767
"2013_4",0.158,1.99962063354198
"2013_5",0.158,1.99962063354198
"2013_6",0.157,1.9996006668863
"2013_7",0.155,1.99956073357493
"2013_8",0.154,1.99954076691924
"2013_9",0.154,1.99954076691924
"2013_10",0.153,1.99952080026356
"2013_11",0.151,1.99948086695219
"2013_12",0.151,1.99948086695219
"2014_1",0.151,1.99948086695219
"2014_2",0.152,1.99950083360787
"2014_3",0.154,1.99954076691924
"2014_4",0.156,1.99958070023061
"2014_5",0.158,1.99962063354198
"2014_6",0.16,1.99966056685335
"2014_7",0.162,1.99970050016473
"2014_8",0.163,1.99972046682041
"2014_9",0.164,1.99974043347609
"2014_10",0.164,1.99974043347609
"2014_11",0.164,1.99974043347609
"2014_12",0.165,1.99976040013178
"2015_1",0.165,1.99976040013178
"2015_2",0.167,1.99980033344315
"2015_3",0.169,1.99984026675452
"2015_4",0.17,1.9998602334102
"2015_5",0.168,1.99982030009884
"2015_6",0.167,1.99980033344315
"2015_7",0.166,1.99978036678746
"2015_8",0.166,1.99978036678746
"2015_9",0.164,1.99974043347609
"2015_10",0.163,1.99972046682041
"2015_11",0.162,1.99970050016473
"2015_12",0.161,1.99968053350904
"2016_1",0.161,1.99968053350904
"2016_2",0.161,1.99968053350904
"2016_3",0.161,1.99968053350904
"2016_4",0.161,1.99968053350904
"2016_5",0.161,1.99968053350904
"2016_6",0.161,1.99968053350904
"2016_7",0.162,1.99970050016473
"2016_8",0.163,1.99972046682041
"2016_9",0.165,1.99976040013178
"2016_10",0.168,1.99982030009884
"2016_11",0.172,1.99990016672157
"2016_12",0.175,1.99996006668863
"2017_1",0.177,2
"2017_2",-99.99,0
"2017_3",-99.99,0
"2017_4",-99.99,0
"2017_5",-99.99,0
"2017_6",-99.99,0
"2017_7",-99.99,0
"2017_8",-99.99,0
"2017_9",-99.99,0
"2017_10",-99.99,0
"2017_11",-99.99,0
"2017_12",-99.99,0
