"","raw_value","scaled_value"
"1984_1",-0.11,0.679446219382322
"1984_2",-0.092,0.717784877529286
"1984_3",-0.129,0.638977635782748
"1984_4",-0.161,0.570820021299255
"1984_5",-0.17,0.551650692225772
"1984_6",-0.329,0.212992545260916
"1984_7",-0.27,0.338658146964856
"1984_8",-0.23,0.423855165069222
"1984_9",-0.213,0.460063897763578
"1984_10",-0.348,0.172523961661342
"1984_11",-0.429,0
"1984_12",-0.322,0.22790202342918
"1985_1",-0.359,0.149094781682641
"1985_2",-0.334,0.20234291799787
"1985_3",-0.361,0.144834930777423
"1985_4",-0.405,0.0511182108626197
"1985_5",-0.342,0.185303514376997
"1985_6",-0.132,0.63258785942492
"1985_7",-0.157,0.579339723109691
"1985_8",-0.286,0.30457933972311
"1985_9",-0.252,0.376996805111821
"1985_10",-0.25,0.381256656017039
"1985_11",-0.3,0.274760383386581
"1985_12",-0.341,0.187433439829606
"1986_1",-0.348,0.172523961661342
"1986_2",-0.28,0.317358892438765
"1986_3",-0.297,0.281150159744409
"1986_4",-0.329,0.212992545260916
"1986_5",-0.233,0.417465388711395
"1986_6",-0.266,0.347177848775293
"1986_7",-0.253,0.374866879659212
"1986_8",-0.277,0.323748668796592
"1986_9",-0.224,0.436634717784878
"1986_10",-0.323,0.225772097976571
"1986_11",-0.402,0.0575079872204472
"1986_12",-0.376,0.112886048988285
"1987_1",-0.283,0.310969116080937
"1987_2",-0.222,0.440894568690096
"1987_3",-0.038,0.832800851970181
"1987_4",0.024,0.964856230031949
"1987_5",0.063,1.04792332268371
"1987_6",0.198,1.33546325878594
"1987_7",0.274,1.49733759318424
"1987_8",0.275,1.49946751863685
"1987_9",0.189,1.31629392971246
"1987_10",0.041,1.0010649627263
"1987_11",-0.075,0.753993610223642
"1987_12",0.038,0.994675186368477
"1988_1",-0.047,0.813631522896699
"1988_2",-0.122,0.653887113951012
"1988_3",-0.016,0.879659211927582
"1988_4",0.045,1.00958466453674
"1988_5",0.13,1.19062832800852
"1988_6",0.158,1.25026624068158
"1988_7",0.102,1.13099041533546
"1988_8",-0.016,0.879659211927582
"1988_9",-0.103,0.694355697550586
"1988_10",-0.179,0.53248136315229
"1988_11",-0.156,0.5814696485623
"1988_12",-0.172,0.547390841320554
"1989_1",-0.23,0.423855165069222
"1989_2",-0.165,0.562300319488818
"1989_3",-0.262,0.355697550585729
"1989_4",-0.298,0.2790202342918
"1989_5",-0.155,0.583599574014909
"1989_6",0.082,1.08839190628328
"1989_7",0.168,1.27156549520767
"1989_8",0.104,1.13525026624068
"1989_9",-0.103,0.694355697550586
