"","x"
"1",0.13187490371283
"2",0.130950546911249
"3",0.128177476505959
"4",0.121912391516615
"5",0.112771529810572
"6",0.10188466081241
"7",0.0901761413238939
"8",0.0782622092127432
"9",0.0666563960356353
"10",0.0551532891697533
"11",0.0439583012377317
"12",0.03276331330571
"13",0.021362912751054
"14",0.00955168695131169
"15",0.00205412622616112
"16",0
"17",0.00318389565037642
"18",0.010681456375527
"19",0.0215683253736883
"20",0.035022852154323
"21",0.0504287988497105
"22",0.0674780465259903
"23",0.0857597699378938
"24",0.105479381708055
"25",0.126431469213841
"26",0.149334976634379
"27",0.173060134545272
"28",0.196682586144939
"29",0.22020233143338
"30",0.243516664099004
"31",0.26652287783095
"32",0.289220972628854
"33",0.311508242181489
"34",0.333692805422898
"35",0.355261130796586
"36",0.376213218302371
"37",0.396754480562888
"38",0.416884917578318
"39",0.434961228367587
"40",0.450675293996835
"41",0.464746058645373
"42",0.477892466492147
"43",0.490525342782427
"44",0.503466338006567
"45",0.517023571098428
"46",0.531094335746966
"47",0.546089457197267
"48",0.56190622913774
"49",0.5783392389463
"50",0.595799311867666
"51",0.613567503723074
"52",0.631643814512344
"53",0.650028244235656
"54",0.668618086581419
"55",0.687207928927183
"56",0.705695064961721
"57",0.72377137575099
"58",0.741334154983765
"59",0.757972577414958
"60",0.77358393673298
"61",0.787962820315378
"62",0.801417347096013
"63",0.815385405433142
"64",0.830483233194669
"65",0.846300005135325
"66",0.862630308632476
"67",0.878960612129627
"68",0.895085503004143
"69",0.910594156010939
"70",0.925486571149832
"71",0.93955733579837
"72",0.953011862579004
"73",0.965644738869284
"74",0.978174908848155
"75",0.99101319776107
"76",1.0043650182303
"77",1.01812766394497
"78",1.03189030965947
"79",1.04555024906274
"80",1.05900477584355
"81",1.07215118369015
"82",1.08509217891447
"83",1.09803317413861
"84",1.11087146305134
"85",1.12370975196425
"86",1.13644533456576
"87",1.15123504339343
"88",1.16838699738093
"89",1.18769578390583
"90",1.20854516510039
"91",1.23042160940793
"92",1.25281158527198
"93",1.27550968006988
"94",1.29831048117901
"95",1.32121398859955
"96",1.34411749602009
"97",1.36681559081799
"98",1.39023262979502
"99",1.41498485081909
"100",1.44127766651264
"101",1.46828942638513
"102",1.49571201150308
"103",1.52313459662084
"104",1.55014635649352
"105",1.57674729112093
"106",1.60273198788062
"107",1.6281004467724
"108",1.65305808041892
"109",1.67719406357508
"110",1.70163816566529
"111",1.7265957993118
"112",1.752066964515
"113",1.77774354234064
"114",1.80331741385506
"115",1.82837775381299
"116",1.85292456221423
"117",1.87675242643654
"118",1.89965593385707
"119",1.92163508447585
"120",1.94279258460427
"121",1.9629230216197
"122",1.97966415036194
"123",1.99137266985045
"124",1.99784316746261
"125",2
"126",1.99866481795297
"127",1.9949673907461
"128",1.9894212499357
"129",1.98253992707845
"130",1.97463154110821
"131",1.96569609202481
"132",1.95604169876227
"133",1.94546294869815
"134",1.93488419863403
"135",1.92533251168272
"136",1.91691059415599
"137",1.90941303343084
"138",1.90263441688482
"139",1.89616391927284
"140",1.88969342166068
"141",1.88301751142606
"142",1.87613618856882
"143",1.86894674677752
"144",1.86134647974115
"145",1.85343809377073
"146",1.84522158886663
"147",1.83587531453795
"148",1.82519385816261
"149",1.81317721974005
"150",1.80003081189328
"151",1.78606275355615
"152",1.77158116366252
"153",1.756483335901
"154",1.74118009551683
"155",1.72567144251004
"156",1.71006008319202
"157",1.6945514301854
"158",1.67945360242388
"159",1.66384224310585
"160",1.6474092332973
"161",1.63056539824365
"162",1.61341344425614
"163",1.59626149026846
"164",1.57921224259218
"165",1.56257382016117
"166",1.54634622297542
"167",1.5307348636574
"168",1.51553432958447
"169",1.50064191444557
"170",1.48564679299545
"171",1.47198685359218
"172",1.46027833410367
"173",1.45031582190727
"174",1.44168849175772
"175",1.43419093103275
"176",1.42741231448673
"177",1.42114722949721
"178",1.41519026344172
"179",1.40933600369746
"180",1.40348174395321
"181",1.39742207158631
"182",1.39187593077591
"183",1.38817850356904
"184",1.38643249627693
"185",1.38602167103166
"186",1.38663790889956
"187",1.38745955938991
"188",1.38838391619168
"189",1.38879474143676
"190",1.38869203512554
"191",1.38776767832378
"192",1.38622708365429
"193",1.38386483849427
"194",1.37996199866476
"195",1.37328608843015
"196",1.36404252041288
"197",1.35243670723559
"198",1.33887947414373
"199",1.32398705900484
"200",1.30837569968663
"201",1.29204539618967
"202",1.27550968006988
"203",1.25876855132746
"204",1.24192471627382
"205",1.22508088122017
"206",1.20864787141161
"207",1.19303651209359
"208",1.17834950957733
"209",1.16448415755143
"210",1.15102963077079
"211",1.13788322292402
"212",1.12483952138865
"213",1.11189852616451
"214",1.09885482462896
"215",1.08570841678219
"216",1.07256200893542
"217",1.05931289477741
"218",1.04555024906274
"219",1.03117136548034
"220",1.01617624403022
"221",1.00087300364606
"222",0.985364350639263
"223",0.969958403943876
"224",0.954552457248489
"225",0.939351923175735
"226",0.924562214348069
"227",0.910183330765671
"228",0.896112566117133
"229",0.882452626713864
"230",0.868998099933229
"231",0.85533816052996
"232",0.841472808504057
"233",0.827504750166927
"234",0.813536691829798
"235",0.799671339803894
"236",0.786011400400625
"237",0.772556873619991
"238",0.759307759461808
"239",0.746366764237668
"240",0.733733887947388
"241",0.721203717968517
"242",0.708981666923506
"243",0.696656909567086
"244",0.68433215221085
"245",0.672110101165656
"246",0.659888050120645
"247",0.648076824320903
"248",0.636471011143612
"249",0.625378729522999
"250",0.614594566836246
"251",0.604015816771945
"252",0.593847891952913
"253",0.583988086067923
"254",0.57320392338117
"255",0.561187284958611
"256",0.548143583423245
"257",0.534483644019976
"258",0.520207466748804
"259",0.505623170543954
"260",0.491141580650148
"261",0.476659990756524
"262",0.462383813485352
"263",0.448107636214362
"264",0.433728752631964
"265",0.419657987983426
"266",0.405792635957523
"267",0.392440815488114
"268",0.379910645509243
"269",0.368202126020726
"270",0.357315257022565
"271",0.347250038514941
"272",0.338006470497672
"273",0.329379140348306
"274",0.321368048066661
"275",0.313973193652736
"276",0.307194577106897
"277",0.30092949211737
"278",0.295383351306972
"279",0.291069686232198
"280",0.288091203204456
"281",0.286345195912338
"282",0.285523545421983
"283",0.285112720176714
"284",0.28521542648794
"285",0.285523545421983
"286",0.285831664355843
"287",0.286447902223564
"288",0.287166846402693
"289",0.287783084270596
"290",0.286961433780241
"291",0.28357212550723
"292",0.277820572074198
"293",0.270220305037821
"294",0.261387562265821
"295",0.251938581625918
"296",0.242386894674789
"297",0.232937914034885
"298",0.223899758640251
"299",0.215272428490702
"300",0.20726133620924
"301",0.199661069172681
"302",0.195552816720723
"303",0.19493657885282
"304",0.197504236635476
"305",0.202639552200605
"306",0.209315462435218
"307",0.217121142094229
"308",0.225645765932369
"309",0.234375802393143
"310",0.243208545165144
"311",0.251938581625918
"312",0.260565911775284
"313",0.268782416679563
"314",0.276485390027348
"315",0.283674831818456
"316",0.290761567298338
"317",0.29784830277822
"318",0.304832331946876
"319",0.311919067426758
"320",0.319211215529274
"321",0.326400657320382
"322",0.333795511734306
"323",0.341087659836822
"324",0.348585220561791
"325",0.355980074975715
"326",0.363272223078231
"327",0.371077902737242
"328",0.379397113952748
"329",0.388332563035974
"330",0.397576131053243
"331",0.407127818004372
"332",0.416679504955684
"333",0.426128485595405
"334",0.435577466235308
"335",0.444923740563985
"336",0.454167308581072
"337",0.463308170287115
"338",0.472551738304384
"339",0.482103425255513
"340",0.491963231140503
"341",0.501720330714449
"342",0.511477430288212
"343",0.520926410927933
"344",0.530169978945202
"345",0.539002721717202
"346",0.547424639244116
"347",0.555641144148396
"348",0.563652236430041
"349",0.571457916089052
"350",0.579469008370515
"351",0.586966569095665
"352",0.594053304575547
"353",0.600523802187709
"354",0.606686180865827
"355",0.612643146921494
"356",0.618497406665752
"357",0.624146253787376
"358",0.630000513531634
"359",0.635649360653258
"360",0.641400914086107
"361",0.647152467519139
"362",0.653212139886032
"363",0.658860987007656
"364",0.664201715195419
"365",0.669439737071957
"366",0.674575052637086
"367",0.679915780824667
"368",0.685359215323839
"369",0.691213475068097
"370",0.69727314743499
"371",0.703538232424334
"372",0.710111436347721
