"","raw_value","scaled_value"
"1984_1",-0.144,0.15072463768116
"1984_2",-0.144,0.15072463768116
"1984_3",-0.145,0.144927536231884
"1984_4",-0.145,0.144927536231884
"1984_5",-0.144,0.15072463768116
"1984_6",-0.143,0.156521739130435
"1984_7",-0.141,0.168115942028986
"1984_8",-0.139,0.179710144927536
"1984_9",-0.139,0.179710144927536
"1984_10",-0.139,0.179710144927536
"1984_11",-0.14,0.173913043478261
"1984_12",-0.14,0.173913043478261
"1985_1",-0.142,0.16231884057971
"1985_2",-0.144,0.15072463768116
"1985_3",-0.144,0.15072463768116
"1985_4",-0.144,0.15072463768116
"1985_5",-0.145,0.144927536231884
"1985_6",-0.146,0.139130434782609
"1985_7",-0.147,0.133333333333333
"1985_8",-0.147,0.133333333333333
"1985_9",-0.146,0.139130434782609
"1985_10",-0.145,0.144927536231884
"1985_11",-0.145,0.144927536231884
"1985_12",-0.144,0.15072463768116
"1986_1",-0.143,0.156521739130435
"1986_2",-0.143,0.156521739130435
"1986_3",-0.142,0.16231884057971
"1986_4",-0.143,0.156521739130435
"1986_5",-0.144,0.15072463768116
"1986_6",-0.144,0.15072463768116
"1986_7",-0.145,0.144927536231884
"1986_8",-0.145,0.144927536231884
"1986_9",-0.144,0.15072463768116
"1986_10",-0.146,0.139130434782609
"1986_11",-0.147,0.133333333333333
"1986_12",-0.147,0.133333333333333
"1987_1",-0.149,0.121739130434783
"1987_2",-0.149,0.121739130434783
"1987_3",-0.149,0.121739130434783
"1987_4",-0.15,0.115942028985507
"1987_5",-0.151,0.110144927536232
"1987_6",-0.15,0.115942028985507
"1987_7",-0.151,0.110144927536232
"1987_8",-0.152,0.104347826086957
"1987_9",-0.153,0.0985507246376813
"1987_10",-0.153,0.0985507246376813
"1987_11",-0.152,0.104347826086957
"1987_12",-0.151,0.110144927536232
"1988_1",-0.15,0.115942028985507
"1988_2",-0.149,0.121739130434783
"1988_3",-0.151,0.110144927536232
"1988_4",-0.153,0.0985507246376813
"1988_5",-0.155,0.0869565217391305
"1988_6",-0.156,0.0811594202898551
"1988_7",-0.158,0.0695652173913044
"1988_8",-0.16,0.0579710144927537
"1988_9",-0.16,0.0579710144927537
"1988_10",-0.16,0.0579710144927537
"1988_11",-0.161,0.0521739130434783
"1988_12",-0.162,0.0463768115942029
"1989_1",-0.165,0.0289855072463768
"1989_2",-0.166,0.0231884057971015
"1989_3",-0.168,0.0115942028985507
"1989_4",-0.169,0.00579710144927537
"1989_5",-0.169,0.00579710144927537
"1989_6",-0.17,0
"1989_7",-0.169,0.00579710144927537
"1989_8",-0.169,0.00579710144927537
"1989_9",-0.168,0.0115942028985507
"1989_10",-0.167,0.0173913043478261
"1989_11",-0.165,0.0289855072463768
"1989_12",-0.162,0.0463768115942029
"1990_1",-0.16,0.0579710144927537
"1990_2",-0.157,0.0753623188405798
"1990_3",-0.155,0.0869565217391305
"1990_4",-0.151,0.110144927536232
"1990_5",-0.146,0.139130434782609
"1990_6",-0.14,0.173913043478261
"1990_7",-0.136,0.197101449275362
"1990_8",-0.134,0.208695652173913
"1990_9",-0.131,0.226086956521739
"1990_10",-0.128,0.243478260869565
"1990_11",-0.125,0.260869565217391
"1990_12",-0.122,0.278260869565218
"1991_1",-0.12,0.289855072463768
"1991_2",-0.117,0.307246376811594
"1991_3",-0.116,0.31304347826087
"1991_4",-0.113,0.330434782608696
"1991_5",-0.111,0.342028985507246
"1991_6",-0.11,0.347826086956522
"1991_7",-0.109,0.353623188405797
"1991_8",-0.107,0.365217391304348
"1991_9",-0.105,0.376811594202899
"1991_10",-0.104,0.382608695652174
"1991_11",-0.103,0.388405797101449
"1991_12",-0.101,0.4
"1992_1",-0.099,0.411594202898551
"1992_2",-0.097,0.423188405797102
"1992_3",-0.095,0.434782608695652
"1992_4",-0.095,0.434782608695652
"1992_5",-0.095,0.434782608695652
"1992_6",-0.096,0.428985507246377
"1992_7",-0.097,0.423188405797102
"1992_8",-0.099,0.411594202898551
"1992_9",-0.101,0.4
"1992_10",-0.101,0.4
"1992_11",-0.101,0.4
"1992_12",-0.1,0.405797101449275
"1993_1",-0.099,0.411594202898551
"1993_2",-0.096,0.428985507246377
"1993_3",-0.093,0.446376811594203
"1993_4",-0.09,0.463768115942029
"1993_5",-0.088,0.47536231884058
"1993_6",-0.085,0.492753623188406
"1993_7",-0.082,0.510144927536232
"1993_8",-0.079,0.527536231884058
"1993_9",-0.075,0.55072463768116
"1993_10",-0.071,0.573913043478261
"1993_11",-0.067,0.597101449275362
"1993_12",-0.064,0.614492753623189
"1994_1",-0.062,0.626086956521739
"1994_2",-0.06,0.63768115942029
"1994_3",-0.058,0.649275362318841
"1994_4",-0.056,0.660869565217391
"1994_5",-0.052,0.684057971014493
"1994_6",-0.049,0.701449275362319
"1994_7",-0.049,0.701449275362319
"1994_8",-0.047,0.71304347826087
"1994_9",-0.047,0.71304347826087
"1994_10",-0.046,0.718840579710145
"1994_11",-0.045,0.72463768115942
"1994_12",-0.044,0.730434782608696
"1995_1",-0.044,0.730434782608696
"1995_2",-0.042,0.742028985507246
"1995_3",-0.039,0.759420289855073
"1995_4",-0.038,0.765217391304348
"1995_5",-0.036,0.776811594202899
"1995_6",-0.035,0.782608695652174
"1995_7",-0.034,0.788405797101449
"1995_8",-0.033,0.794202898550725
"1995_9",-0.033,0.794202898550725
"1995_10",-0.035,0.782608695652174
"1995_11",-0.036,0.776811594202899
"1995_12",-0.037,0.771014492753623
"1996_1",-0.038,0.765217391304348
"1996_2",-0.036,0.776811594202899
"1996_3",-0.035,0.782608695652174
"1996_4",-0.035,0.782608695652174
"1996_5",-0.034,0.788405797101449
"1996_6",-0.031,0.805797101449276
"1996_7",-0.029,0.817391304347826
"1996_8",-0.026,0.834782608695652
"1996_9",-0.023,0.852173913043478
"1996_10",-0.021,0.863768115942029
"1996_11",-0.017,0.886956521739131
"1996_12",-0.014,0.904347826086957
"1997_1",-0.01,0.927536231884058
"1997_2",-0.007,0.944927536231884
"1997_3",-0.005,0.956521739130435
"1997_4",-0.004,0.96231884057971
"1997_5",-0.003,0.968115942028986
"1997_6",-0.003,0.968115942028986
"1997_7",-0.002,0.973913043478261
"1997_8",0.001,0.991304347826087
"1997_9",0.005,1.01449275362319
"1997_10",0.009,1.03768115942029
"1997_11",0.011,1.04927536231884
"1997_12",0.014,1.06666666666667
"1998_1",0.017,1.08405797101449
"1998_2",0.019,1.09565217391304
"1998_3",0.021,1.10724637681159
"1998_4",0.024,1.12463768115942
"1998_5",0.026,1.13623188405797
"1998_6",0.029,1.1536231884058
"1998_7",0.033,1.1768115942029
"1998_8",0.039,1.21159420289855
"1998_9",0.044,1.24057971014493
"1998_10",0.049,1.2695652173913
"1998_11",0.053,1.29275362318841
"1998_12",0.058,1.32173913043478
"1999_1",0.062,1.34492753623188
"1999_2",0.066,1.36811594202899
"1999_3",0.07,1.39130434782609
"1999_4",0.073,1.40869565217391
"1999_5",0.074,1.41449275362319
"1999_6",0.078,1.43768115942029
"1999_7",0.081,1.45507246376812
"1999_8",0.086,1.48405797101449
"1999_9",0.09,1.50724637681159
"1999_10",0.093,1.52463768115942
"1999_11",0.095,1.53623188405797
"1999_12",0.097,1.54782608695652
"2000_1",0.099,1.55942028985507
"2000_2",0.1,1.56521739130435
"2000_3",0.103,1.58260869565217
"2000_4",0.105,1.59420289855072
"2000_5",0.107,1.60579710144928
"2000_6",0.107,1.60579710144928
"2000_7",0.108,1.61159420289855
"2000_8",0.109,1.61739130434783
"2000_9",0.111,1.62898550724638
"2000_10",0.112,1.63478260869565
"2000_11",0.113,1.64057971014493
"2000_12",0.114,1.6463768115942
"2001_1",0.114,1.6463768115942
"2001_2",0.115,1.65217391304348
"2001_3",0.116,1.65797101449275
"2001_4",0.118,1.6695652173913
"2001_5",0.12,1.68115942028986
"2001_6",0.123,1.69855072463768
"2001_7",0.128,1.72753623188406
"2001_8",0.132,1.75072463768116
"2001_9",0.135,1.76811594202899
"2001_10",0.138,1.78550724637681
"2001_11",0.141,1.80289855072464
"2001_12",0.144,1.82028985507246
"2002_1",0.147,1.83768115942029
"2002_2",0.149,1.84927536231884
"2002_3",0.151,1.86086956521739
"2002_4",0.152,1.86666666666667
"2002_5",0.153,1.87246376811594
"2002_6",0.153,1.87246376811594
"2002_7",0.154,1.87826086956522
"2002_8",0.154,1.87826086956522
"2002_9",0.155,1.88405797101449
"2002_10",0.155,1.88405797101449
"2002_11",0.155,1.88405797101449
"2002_12",0.156,1.88985507246377
"2003_1",0.155,1.88405797101449
"2003_2",0.155,1.88405797101449
"2003_3",0.154,1.87826086956522
"2003_4",0.151,1.86086956521739
"2003_5",0.15,1.85507246376812
"2003_6",0.149,1.84927536231884
"2003_7",0.147,1.83768115942029
"2003_8",0.144,1.82028985507246
"2003_9",0.142,1.80869565217391
"2003_10",0.139,1.79130434782609
"2003_11",0.136,1.77391304347826
"2003_12",0.134,1.76231884057971
"2004_1",0.131,1.74492753623188
"2004_2",0.129,1.73333333333333
"2004_3",0.127,1.72173913043478
"2004_4",0.126,1.71594202898551
"2004_5",0.125,1.71014492753623
"2004_6",0.124,1.70434782608696
"2004_7",0.125,1.71014492753623
"2004_8",0.124,1.70434782608696
"2004_9",0.122,1.69275362318841
"2004_10",0.122,1.69275362318841
