"","raw_value","scaled_value"
"1985_1",18.917,0.43261231281198
"1985_2",18.498,0.0452948789055274
"1985_3",18.449,0
"1985_4",18.827,0.349417637271215
"1985_5",19.758,1.21002033647624
"1985_6",21.186,2.53004252172305
"1985_7",22.39,3.64300240340174
"1985_8",22.988,4.19578480310593
"1985_9",22.914,4.12738029210575
"1985_10",22.126,3.39896468848216
"1985_11",20.98,2.33961915326308
"1985_12",19.838,1.28397115917915
"1986_1",18.931,0.445553706784987
"1986_2",18.554,0.0970604547975567
"1986_3",18.515,0.0610094287298937
"1986_4",18.906,0.422444074690328
"1986_5",19.869,1.31262710297652
"1986_6",21.055,2.40894804954705
"1986_7",22.297,3.55703457200961
"1986_8",23,4.20687742651137
"1986_9",22.944,4.15511185061934
"1986_10",22.055,3.33333333333333
"1986_11",20.881,2.24810501016824
"1986_12",19.806,1.25439083009798
"1987_1",18.999,0.508411906082453
"1987_2",18.615,0.15344795710852
"1987_3",18.778,0.304122758365684
"1987_4",19.263,0.752449621002034
"1987_5",20.168,1.58901830282862
"1987_6",21.522,2.84063597707524
"1987_7",22.828,4.04788315770013
"1987_8",23.555,4.71991125901276
"1987_9",23.36,4.53965612867443
"1987_10",22.423,3.67350711776668
"1987_11",21.211,2.55315215381771
"1987_12",20.223,1.63985949343686
"1988_1",19.238,0.729339988907375
"1988_2",18.718,0.248659641338508
"1988_3",18.802,0.326308005176556
"1988_4",19.286,0.773710482529118
"1988_5",20.239,1.65464965797744
"1988_6",21.485,2.80643372157515
"1988_7",22.658,3.89073765945646
"1988_8",23.267,4.45368829728231
"1988_9",23.071,4.2725087816602
"1988_10",22.205,3.47199112590127
"1988_11",21.133,2.48105010168238
"1988_12",20.015,1.44758735440932
"1989_1",19.058,0.562950637825844
"1989_2",18.678,0.211684229987058
"1989_3",18.56,0.102606766500275
"1989_4",18.946,0.459419486041782
"1989_5",19.956,1.39304862266593
"1989_6",21.412,2.73895359585875
"1989_7",22.727,3.95452024403771
"1989_8",23.39,4.56738768718802
"1989_9",23.074,4.27528193751156
"1989_10",22.255,3.51821039009059
"1989_11",21.133,2.48105010168238
"1989_12",20.029,1.46052874838232
"1990_1",18.983,0.493621741541874
"1990_2",18.675,0.208911074135699
"1990_3",18.637,0.17378443335182
"1990_4",19.121,0.621186910704379
"1990_5",20.046,1.47624329820669
"1990_6",21.268,2.60584211499353
"1990_7",22.531,3.7733407284156
"1990_8",23.332,4.51377334072842
"1990_9",23.318,4.50083194675541
"1990_10",22.494,3.73913847291551
"1990_11",21.232,2.57256424477722
