"S/R plot"
"striped bass 0 (striped bass 6+)"
x,1,1.08288049697876,1.11055171489716,1.27576458454132,1.47760915756226,1.83883666992188,2.09216213226318,2.38186812400818,2.46753215789795,2.4004237651825,2.58888816833496,2.88018393516541,3.04379630088806,2.89980983734131,2.66424679756165,2.48393082618713,2.3998658657074,2.37764549255371,2.42152833938599,2.3053023815155,2.21489286422729,1.94732260704041,1.87992453575134,1.77448058128357,1.5375109910965,1.38400483131409,1.58148467540741,1.61678397655487,1.59582436084747,1.55461204051971,1.31928551197052,1.30032634735107
y,1.08654749393463,1.24627327919006,1.41508948802948,1.38856935501099,1.51751172542572,1.88369858264923,1.95152473449707,1.64168787002563,2.07918858528137,2.09937310218811,1.86290085315704,1.77968895435333,1.81205189228058,1.87101638317108,1.41947865486145,1.33606028556824,1.42282855510712,1.422478556633,1.58942854404449,1.54515409469604,1.57311189174652,1.75131785869598,1.21095871925354,1.40190958976746,1.41995668411255,1.10003507137299,1.09881806373596,1.47376239299774,1.12097156047821,1.43150758743286,1.2524151802063,0.985519051551819
"striped bass 2-5 (striped bass 6+)"
x,1,1.08288049697876,1.11055171489716,1.27576458454132,1.47760915756226,1.83883666992188,2.09216213226318,2.38186812400818,2.46753215789795,2.4004237651825,2.58888816833496,2.88018393516541,3.04379630088806,2.89980983734131,2.66424679756165,2.48393082618713,2.3998658657074,2.37764549255371,2.42152833938599,2.3053023815155,2.21489286422729,1.94732260704041,1.87992453575134,1.77448058128357,1.5375109910965,1.38400483131409,1.58148467540741,1.61678397655487
y,1.71724104881287,1.8341668844223,1.86093831062317,1.66006433963776,1.85618305206299,2.34111261367798,2.56780290603638,2.45475482940674,2.33260583877563,2.06170606613159,2.01647734642029,2.21038913726807,2.30353474617004,2.08291721343994,1.62374150753021,1.5173442363739,1.43011915683746,1.55999839305878,1.45782458782196,1.3636223077774,1.40795171260834,1.71413886547089,1.4263836145401,1.62755441665649,1.1689305305481,0.966533184051514,1.15670919418335,1.37249839305878
"menhaden 0 (menhaden 6+)"
x,1,0.93204128742218,0.840428829193115,1.06301879882813,1.09652364253998,0.989719033241272,0.903192818164825,0.951164126396179,0.603211462497711,1.04272568225861,1.39754402637482,1.44534206390381,1.38745868206024,1.35458993911743,1.27317583560944,1.51982927322388,1.60010826587677,1.59067261219025,1.5059620141983,1.33712434768677,1.80123829841614,1.19829106330872,1.90981018543243,1.29337465763092,1.25004756450653,1.2828164100647,1.84037435054779,0.899489343166351,1.76866388320923,1.02744352817535,1.14066696166992,1.5342344045639,1.4893102645874
y,0.985983312129974,0.738359808921814,0.751042783260345,1.32728397846222,1.20919370651245,1.03030276298523,1.16801154613495,0.911296546459198,0.638079166412354,1.41375470161438,1.47829151153564,1.20210075378418,0.981550514698029,0.927587926387787,1.26270699501038,1.09080731868744,1.24798727035522,1.25998866558075,1.13614821434021,1.24706101417542,0.827089309692383,0.637159109115601,0.906131386756897,0.535610020160675,0.814027726650238,1.01695907115936,0.854811668395996,0.639151453971863,0.803062319755554,0.440888673067093,0.893413603305817,0.956066191196442,0.498729795217514
"menhaden 1 (menhaden 6+)"
x,1,0.93204128742218,0.840428829193115,1.06301879882813,1.09652364253998,0.989719033241272,0.903192818164825,0.951164126396179,0.603211462497711,1.04272568225861,1.39754402637482,1.44534206390381,1.38745868206024,1.35458993911743,1.27317583560944,1.51982927322388,1.60010826587677,1.59067261219025,1.5059620141983,1.33712434768677,1.80123829841614,1.19829106330872,1.90981018543243,1.29337465763092,1.25004756450653,1.2828164100647,1.84037435054779,0.899489343166351,1.76866388320923,1.02744352817535,1.14066696166992,1.5342344045639
y,0.866120874881744,0.942181587219238,0.845827460289001,1.33420884609222,1.17218947410583,1.24177002906799,0.968296408653259,1.26496767997742,0.748297452926636,1.51553452014923,1.48045790195465,1.07732212543488,1.1688027381897,0.979715645313263,1.37860023975372,1.14942812919617,1.26562559604645,1.23905920982361,1.33205771446228,0.92967677116394,1.50709438323975,0.532942593097687,1.19726204872131,0.56049644947052,1.22950398921967,0.801532804965973,1.53997421264648,0.554726839065552,0.982789695262909,0.621351540088654,0.818308115005493,0.998395264148712
"menhaden 2 (menhaden 6+)"
x,1,0.93204128742218,0.840428829193115,1.06301879882813,1.09652364253998,0.989719033241272,0.903192818164825,0.951164126396179,0.603211462497711,1.04272568225861,1.39754402637482,1.44534206390381,1.38745868206024,1.35458993911743,1.27317583560944,1.51982927322388,1.60010826587677,1.59067261219025,1.5059620141983,1.33712434768677,1.80123829841614,1.19829106330872,1.90981018543243,1.29337465763092,1.25004756450653,1.2828164100647,1.84037435054779,0.899489343166351,1.76866388320923,1.02744352817535,1.14066696166992
