EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 12:36:04 PM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,CatchFleetGroup

year,fleet,group,value
1985,1,1,1.657397E-06
1985,3,11,0.005139058
1986,1,1,1.681887E-06
1986,3,11,0.003314893
1987,1,1,1.91966E-06
1987,3,11,0.003435958
1988,1,1,2.129972E-06
1988,3,11,0.004124632
1989,1,1,2.278919E-06
1989,3,11,0.005342091
1990,1,1,2.591903E-06
1990,3,11,0.01657058
1991,1,1,3.104473E-06
1991,3,11,0.01383271
1992,1,1,3.00599E-06
1992,3,11,0.01794626
1993,1,1,2.585987E-06
1993,3,11,0.02212975
1994,1,1,3.004233E-06
1994,3,11,0.02081685
1995,1,1,3.076399E-06
1995,3,11,0.02360385
1996,1,1,2.953427E-06
1996,3,11,0.0277182
1997,1,1,2.720718E-06
1997,3,11,0.01904689
1998,1,1,2.597109E-06
1998,3,11,0.02226814
1999,1,1,2.421282E-06
1999,3,11,0.01760493
2000,1,1,1.993303E-06
2000,3,11,0.01241048
2001,1,1,2.061227E-06
2001,3,11,0.006841552
2002,1,1,2.168234E-06
2002,3,11,0.006480105
2003,1,1,2.245185E-06
2003,3,11,0.003168473
2004,1,1,2.518384E-06
2004,3,11,0.003795808
2005,1,1,2.293542E-06
2005,3,11,0.003786616
2006,1,1,2.502301E-06
2006,3,11,0.004813748
2007,1,1,2.38993E-06
2007,3,11,0.005998807
2008,1,1,1.938574E-06
2008,3,11,0.006015969
2009,1,1,1.915335E-06
2009,3,11,0.005601611
2010,1,1,1.940454E-06
2010,3,11,0.005612554
2011,1,1,1.588463E-06
2011,3,11,0.009753997
2012,1,1,2.00645E-06
2012,3,11,0.010901
2013,1,1,2.042078E-06
2013,3,11,0.007398671
2014,1,1,1.763573E-06
2014,3,11,0.01076021
2015,1,1,2.030495E-06
2015,3,11,0.008749352
2016,1,1,1.738576E-06
2016,3,11,0.01217762
2017,1,1,1.605511E-06
2017,3,11,0.01104917
