EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 12:36:04 PM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,ConsumptionBiomass

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,7.022884,2.946793,1.749479,18.30712,8.981387,6.395853,5.465903,4.734962,4.21495,3.760232,1.795587,12.99894,3.200996,9.949724,3.741735,10.85281,3.546984,7.147439,12.23813,151.6013,0,0
1986,6.893797,2.722579,1.589291,19.11504,8.542308,5.716616,4.791486,4.224494,3.66034,3.276015,1.66523,12.41591,3.273873,10.03048,3.567566,10.8967,3.135893,6.138186,10.96332,135.2199,0,0
1987,7.514465,3.037745,1.721287,17.27724,10.5176,7.371728,6.224386,5.576626,5.006956,4.485072,1.903736,13.60112,3.739831,9.989947,4.128296,10.95375,3.845658,8.173702,14.11744,169.07,0,0
1988,6.959897,3.275147,1.999638,18.02578,9.184231,6.720047,5.464046,4.808584,4.285228,3.912427,2.026835,11.06756,4.129769,9.386094,4.380905,10.39488,3.395535,6.760916,13.28547,165.4115,0,0
1989,6.88942,2.978806,1.823069,19.03104,8.653876,6.062776,5.403692,4.524354,3.938465,3.527943,1.956427,11.53394,4.146746,9.688932,4.09375,11.13874,3.114568,5.913524,12.32828,155.9717,0,0
1990,7.020567,2.749052,1.567661,18.28963,9.158847,6.24835,5.388933,4.937879,4.209031,3.676653,1.908864,11.35359,4.009192,10.08166,3.738046,10.95711,3.112108,6.181076,12.44399,155.9827,0,0
1991,7.387654,2.981202,1.616689,17.18069,9.943178,7.12495,5.998133,5.411478,5.063679,4.397468,2.140356,11.88335,4.213084,9.933235,4.063892,10.61326,3.497183,7.501226,14.35205,176.3428,0,0
1992,6.422505,2.612239,1.459399,20.7219,7.687035,4.871939,3.933139,3.356717,2.961572,2.771431,1.83517,11.03458,3.81551,9.84796,3.472008,10.65297,2.440667,4.821566,10.19553,128.5228,0,0
1993,7.296234,2.616205,1.392963,17.6096,11.22389,6.961683,6.141121,5.338992,4.603716,4.319753,1.953091,12.05949,3.82553,10.65343,3.716543,11.60178,3.50149,7.663902,13.86571,168.3384,0,0
1994,7.580164,3.052044,1.659203,17.59855,9.527015,7.28643,5.133863,4.948956,4.367409,4.0377,2.192369,11.33267,4.20602,9.665657,3.906816,10.50675,3.35313,7.535994,14.00876,173.6179,0,0
1995,7.032457,3.017802,1.716092,19.29061,8.748952,6.076224,5.563559,4.093962,3.917508,3.529897,2.192291,11.09312,4.087312,9.843015,3.706841,11.17672,3.118133,6.755716,13.07623,166.8534,0,0
1996,6.880844,2.741439,1.517206,18.41562,8.930308,5.745501,4.850094,4.67106,3.405603,3.338801,2.075572,11.57783,3.826118,10.27026,3.510365,11.07875,3.028625,6.536535,12.42614,158.5059,0,0
1997,6.873478,2.556035,1.350259,18.94496,8.722896,5.986574,4.606698,4.103245,3.985321,3.064917,1.920518,11.77321,3.614157,10.36337,3.41445,11.2949,2.95577,6.399925,11.76094,148.2981,0,0
1998,7.550413,2.844121,1.445507,17.23304,10.26719,7.052858,6.030643,4.963771,4.501647,4.296368,2.109163,11.92455,3.760427,10.16151,3.924241,10.66626,3.559211,8.172227,14.07454,172.3644,0,0
1999,6.969427,2.985635,1.653843,18.8816,8.875319,6.176144,4.871129,4.3376,3.562658,3.491405,2.107129,11.31007,3.782827,9.742856,3.948678,11.16868,3.108266,6.895945,12.60683,159.5577,0,0
2000,6.971009,2.839195,1.622844,18.39666,9.104501,5.961199,5.168109,4.272979,3.821589,3.36192,2.032041,11.68594,3.637881,10.05049,3.95811,10.95683,3.127101,6.950052,12.57993,158.6377,0,0
