EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 12:36:04 PM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,MortFleetGroup

year,fleet,group,value
1985,1,1,0.0001882295
1985,3,11,0.01894537
1986,1,1,0.0001882295
1986,3,11,0.01233399
1987,1,1,0.0001882295
1987,3,11,0.01283465
1988,1,1,0.0001882295
1988,3,11,0.01485633
1989,1,1,0.0001882295
1989,3,11,0.018547
1990,1,1,0.0001882295
1990,3,11,0.05755755
1991,1,1,0.0001882295
1991,3,11,0.0479854
1992,1,1,0.0001882295
1992,3,11,0.06192604
1993,1,1,0.0001882295
1993,3,11,0.08022237
1994,1,1,0.0001882295
1994,3,11,0.07624187
1995,1,1,0.0001882295
1995,3,11,0.08564005
1996,1,1,0.0001882295
1996,3,11,0.1023503
1997,1,1,0.0001882295
1997,3,11,0.07274454
1998,1,1,0.0001882295
1998,3,11,0.08773223
1999,1,1,0.0001882295
1999,3,11,0.06938542
2000,1,1,0.0001882295
2000,3,11,0.04861638
2001,1,1,0.0001882295
2001,3,11,0.02617423
2002,1,1,0.0001882295
2002,3,11,0.02384562
2003,1,1,0.0001882295
2003,3,11,0.01125256
2004,1,1,0.0001882295
2004,3,11,0.01298176
2005,1,1,0.0001882295
2005,3,11,0.01259915
2006,1,1,0.0001882295
2006,3,11,0.01586164
2007,1,1,0.0001882295
2007,3,11,0.01887731
2008,1,1,0.0001882295
2008,3,11,0.01947828
2009,1,1,0.0001882295
2009,3,11,0.0185254
2010,1,1,0.0001882295
2010,3,11,0.01833995
2011,1,1,0.0001882295
2011,3,11,0.03119483
2012,1,1,0.0001882295
2012,3,11,0.03599162
2013,1,1,0.0001882295
2013,3,11,0.02432091
2014,1,1,0.0001882295
2014,3,11,0.03682251
2015,1,1,0.0001882295
2015,3,11,0.03025628
2016,1,1,0.0001882295
2016,3,11,0.04157228
2017,1,1,0.0001882295
2017,3,11,0.03949322
