EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 6:50:49 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,TLC

year,value
1985,2.963479
1986,3.145216
1987,2.999511
1988,3.024895
1989,2.983142
1990,2.998493
1991,3.043413
1992,3.254503
1993,3.211246
1994,3.253549
1995,3.236379
1996,3.245388
1997,3.218533
1998,3.181902
1999,3.323911
2000,3.380888
2001,3.295439
2002,3.268313
2003,3.295195
2004,3.257299
2005,3.323821
2006,3.220627
2007,3.406052
2008,3.328739
2009,3.270008
2010,3.178572
2011,3.331031
2012,3.186719
2013,3.300964
2014,3.181414
2015,3.138951
2016,3.288926
2017,3.27877
