EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"4/6/2022 12:49:56 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,precipitation_pp_amo_am
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,TLC

year,value
1985,2.943216
1986,3.229978
1987,3.365053
1988,3.465202
1989,3.333675
1990,3.464367
1991,3.514161
1992,3.483077
1993,3.511077
1994,3.536647
1995,3.491939
1996,3.476529
1997,3.554215
1998,3.551236
1999,3.588465
2000,3.623595
2001,3.651333
2002,3.595753
2003,3.562728
2004,3.570643
2005,3.535455
2006,3.539087
2007,3.590987
2008,3.551645
2009,3.532758
2010,3.602685
2011,3.557564
2012,3.61021
2013,3.61926
2014,3.606776
2015,3.646078
2016,3.652122
2017,3.647346
