EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"4/6/2022 12:49:56 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,precipitation_pp_amo_am
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,ConsumptionBiomass

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1,7.13791,2.948347,1.77914,16.40664,8.076624,5.644732,4.71578,4.04781,3.709931,3.360351,1.752243,12.9928,3.148468,9.779357,3.68666,10.35078,3.419424,6.459511,11.14283,135.7123,0,0
2,7.15461,2.893597,1.731391,16.7844,8.02422,5.595656,4.645644,3.963616,3.614709,3.250992,1.708686,12.96291,3.130256,9.678508,3.610003,10.10929,3.26248,6.183111,11.20601,141.46,0,0
3,7.053828,2.864929,1.702397,21.55579,8.001258,5.594399,4.646177,3.950624,3.582049,3.20186,1.683693,12.95637,3.122657,9.694405,3.559572,10.4756,3.204026,5.9847,11.17787,143.6618,0,0
4,7.085186,2.785225,1.670901,18.73507,6.862444,4.794815,4.037649,3.420672,3.078207,2.734107,1.613881,12.91624,3.104083,9.583356,3.449451,10.23618,2.938089,5.035561,9.84467,122.7383,0,0
5,6.845089,2.762722,1.626077,17.52349,9.733149,6.933991,5.584042,4.750687,4.253756,3.765643,1.673043,13.04071,3.108502,9.988249,3.504073,11.62544,3.311183,6.695557,13.60805,181.9361,0,0
6,6.505326,2.881106,1.653749,13.2064,11.70436,8.463525,7.066653,6.075434,5.427419,4.812377,1.866747,13.47639,3.167613,10.77671,3.757159,14.15522,4.21146,8.638933,15.37047,191.1219,0,0
7,6.778582,3.084023,1.710965,28.69208,12.60263,9.269097,7.956316,6.930436,6.185203,5.508143,2.04093,14.04771,3.250032,11.27104,4.017995,13.81036,4.788015,10.27111,16.44254,188.8958,0,0
8,7.351027,3.419822,1.951744,37.45962,14.62714,11.39054,9.96839,8.84405,7.913123,7.109584,2.399649,14.89762,3.486093,11.99344,4.596949,13.71987,5.792203,14.45279,20.36997,210.5181,0,0
9,7.888519,3.630691,2.316872,19.30241,12.96479,10.41413,9.490808,8.534366,7.636883,6.925109,2.59265,15.43233,3.736897,11.80748,4.994725,12.18164,5.913009,15.15167,18.31661,180.5677,0,0
10,8.130929,3.670167,2.430923,1.240776,11.13356,8.870298,8.259195,7.483754,6.672814,6.090034,2.56672,15.18004,3.813253,10.95333,5.0323,9.882585,5.37347,14.1747,15.979,158.5892,0,0
11,8.329713,4.203599,2.71806,30.7832,12.48693,9.898568,9.117695,8.335745,7.413279,6.806324,2.770421,14.97273,4.037083,10.8584,5.392114,9.741455,5.563087,17.29997,19.0332,189.1028,0,0
12,8.343853,4.252087,3.176894,26.50717,10.04318,7.913066,7.547919,6.925626,6.117522,5.655252,2.697252,14.39238,4.260595,10.24116,5.490461,9.187576,5.024059,14.86862,15.00136,149.8223,0,0
13,8.427627,4.255814,3.55391,8.958816,9.453883,7.176267,6.720127,6.182834,5.470561,5.127519,2.61254,13.77383,4.572298,9.756568,5.608927,8.393328,4.556973,14.28015,14.67747,154.0105,0,0
14,8.261161,4.279443,3.904275,4.750661,8.929431,6.500991,6.068905,5.571031,4.924775,4.629889,2.527907,13.08137,4.829189,9.388765,5.643576,8.554512,4.220328,13.27229,13.81386,150.3163,0,0
15,8.126782,4.358989,4.220693,22.20589,8.207622,5.713281,5.31618,4.858175,4.289018,4.035195,2.402411,12.41313,5.050978,9.039803,5.604234,8.658174,3.837719,11.75454,12.64497,142.0987,0,0
16,7.922426,4.226611,4.366574,9.710398,7.322715,4.812565,4.471378,4.059447,3.57645,3.360041,2.236644,11.75551,5.171414,8.625956,5.449862,8.5502,3.404387,9.830158,11.22277,129.6134,0,0
17,7.611127,4.086468,4.317897,15.31063,6.65228,4.094415,3.775002,3.399402,2.987522,2.795859,2.072874,11.17126,5.178489,8.212155,5.2137,8.4765,3.007813,8.141994,10.2186,122.5443,0,0
18,7.127987,3.99606,4.20714,27.0048,7.548347,4.469774,3.947387,3.529937,3.099345,2.880824,2.014283,10.77145,5.164682,7.983434,5.043104,9.22693,2.940582,8.21084,11.48554,150.8935,0,0
19,6.631012,4.019657,4.245691,22.12329,9.71242,5.845662,4.996683,4.455458,3.921915,3.627648,2.126083,10.6714,5.254059,8.110128,5.081712,11.12102,3.400743,10.14668,14.18643,185.5589,0,0
20,6.589355,4.135798,4.466734,18.68767,11.00677,6.910045,5.915239,5.279172,4.671148,4.311066,2.308139,10.87156,5.461442,8.524775,5.278225,12.37312,4.00209,12.12874,15.71504,190.9398,0,0
21,7.005956,4.133375,4.609612,13.09116,9.195643,5.839046,5.126905,4.572098,4.057676,3.73442,2.268744,11.08748,5.586718,8.671233,5.299548,11.0067,3.882442,10.49011,12.98102,150.054,0,0
22,7.446305,4.078059,4.605879,12.37063,8.462515,5.306546,4.632172,4.126077,3.669177,3.355527,2.184282,11.22679,5.638928,8.662551,5.247669,9.526776,3.663135,9.503338,12.19776,143.9394,0,0
23,7.46712,4.146056,4.671318,18.19692,9.973244,6.736635,5.593918,4.999962,4.46836,4.057704,2.281819,11.41897,5.751799,8.872502,5.328413,10.20437,4.039239,11.56561,15.33569,185.3583,0,0
24,7.60352,4.402116,5.054094,14.11364,11.78253,8.381272,6.909824,6.233243,5.6175,5.082002,2.569034,11.8852,6.078166,9.480324,5.67339,12.02548,4.908846,14.94246,18.0209,201.4068,0,0
25,8.389775,4.77,5.687108,4.636967,12.36161,9.014971,7.446864,6.765224,6.125457,5.541083,2.823079,13.31606,6.59073,10.15657,6.100322,12.63409,5.449999,16.98275,18.41011,191.9325,0,0
26,9.454068,5.178994,6.243269,37.42297,9.69356,7.331398,6.086931,5.551364,5.027657,4.549563,2.751453,13.67512,6.943358,10.27458,6.257494,10.63929,5.023852,14.12072,14.54932,150.4329,0,0
27,9.959375,5.239142,6.553131,25.30268,8.418628,6.86739,5.491579,5.01287,4.531829,4.097456,2.676219,13.65779,7.168358,10.18926,6.30974,9.359913,4.680317,13.04345,13.98017,151.9874,0,0
28,9.585331,5.372272,6.893369,10.66834,9.927551,8.673614,6.531461,5.995749,5.423048,4.910654,2.866148,13.6738,7.477052,10.30464,6.489802,10.30626,5.119186,16.12486,17.69865,193.599,0,0
29,9.541535,5.607455,7.228315,27.11352,8.413815,7.916921,5.880764,5.434359,4.909369,4.455716,2.913522,13.63591,7.712273,10.2494,6.572106,10.57455,5.068145,14.66573,15.22493,163.9531,0,0
30,9.610497,5.598889,7.247876,12.07554,7.212896,7.116683,5.167579,4.77751,4.304297,3.910112,2.84519,13.42668,7.783618,9.961232,6.509497,9.786916,4.738041,13.0029,13.82714,151.6046,0,0
31,9.188912,5.43879,6.93073,12.40936,6.088193,6.083176,4.440856,4.054457,3.63825,3.304277,2.719932,12.99824,7.602947,9.412497,6.233309,9.245722,4.321354,10.94035,12.33342,139.2448,0,0
32,8.56039,5.197873,6.443314,12.66652,5.582194,5.474038,4.036637,3.639575,3.252046,2.949886,2.611192,12.55893,7.30018,8.847793,5.885207,9.224648,4.008405,9.657888,11.91146,141.6524,0,0
33,7.911331,5.112896,6.12737,20.11283,7.243577,7.002481,5.049805,4.535652,4.049424,3.672143,2.704688,12.39202,7.149025,8.591067,5.72901,10.48926,4.30384,11.875,15.66504,192.7157,0,0
34,7.746358,5.073288,5.931897,15.18897,7.13585,6.864596,5.022635,4.517457,4.033618,3.666135,2.777809,12.39196,7.062022,8.451409,5.63954,11.20726,4.473155,11.64932,14.66905,173.1682,0,0
35,8.004028,5.003713,5.739632,1.447286,7.217526,6.324683,4.968489,4.375206,3.909951,3.558824,2.787793,12.42916,6.976639,8.322351,5.546757,10.69638,4.429444,11.24656,14.31006,166.779,0,0
36,8.177616,5.043795,5.454566,36.33562,6.682384,5.620942,4.57982,3.955193,3.538598,3.222959,2.750969,12.32445,6.792764,8.076874,5.371093,10.00286,4.203114,10.03062,13.28833,156.3261,0,0
37,8.16543,4.792305,5.124063,21.53768,6.20199,5.241505,4.353141,3.668526,3.271877,2.970001,2.687928,11.1188,6.541235,7.828239,5.262747,9.332113,4.00067,9.105719,12.76061,153.6239,0,0
38,8.010524,4.514373,4.778488,15.79497,6.226333,5.511603,4.577048,3.76066,3.351482,3.03152,2.655679,10.96422,6.298656,7.646345,5.112593,9.524173,3.955903,9.135716,13.46145,166.7734,0,0
39,7.879777,4.258923,4.448847,13.45615,5.933704,5.306835,4.635532,3.681151,3.27471,2.954135,2.617783,10.82792,6.053821,7.504138,4.933517,9.724485,3.906872,8.711761,13.11718,161.8202,0,0
40,7.808493,4.009197,4.123195,13.88082,5.548661,5.060368,4.625225,3.522687,3.133399,2.81704,2.560445,10.70133,5.803783,7.405373,4.7323,9.715902,3.801019,8.144222,12.70705,156.928,0,0
41,7.677197,3.816964,3.85788,17.15705,6.018961,5.639155,5.301768,3.871799,3.45732,3.095319,2.557702,10.63952,5.607211,7.446802,4.583358,10.09414,3.894019,8.798444,14.12684,176.9424,0,0
42,7.579924,3.588234,3.558059,16.03675,5.138623,4.862784,4.822181,3.416498,3.048908,2.726641,2.488789,10.53238,5.361171,7.45946,4.369852,9.949392,3.745697,7.555274,12.20131,147.3086,0,0
43,7.441949,3.482766,3.39491,21.67455,7.120636,6.791249,6.526647,4.680453,4.148595,3.69296,2.566654,10.58146,5.259502,7.79443,4.326064,10.68236,4.147284,10.22048,16.88186,205.4587,0,0
44,7.428904,3.435727,3.299784,21.09483,7.056943,6.716438,6.535527,4.851464,4.274614,3.822593,2.649059,10.67746,5.199622,8.235761,4.332705,11.2045,4.44692,10.4538,15.7401,181.3645,0,0
45,7.679225,3.337309,3.177241,16.49499,6.405061,6.100952,5.923878,4.455719,3.918682,3.512956,2.626778,10.74094,5.105719,8.663495,4.290992,10.32603,4.325687,9.584293,14.24205,161.0062,0,0
46,7.663165,3.197737,3.006984,14.78958,5.890073,5.622571,5.475224,4.048718,3.566607,3.200787,2.568338,10.73102,4.945453,9.080032,4.17951,9.591654,4.110099,8.69435,13.24716,152.0347,0,0
47,7.403551,3.163789,2.939446,20.43687,8.140426,7.86596,6.904305,5.50671,4.778466,4.289866,2.684304,10.91937,4.889554,10.0066,4.224905,10.568,4.591419,11.85184,18.20539,208.0759,0,0
48,7.328931,3.104253,2.857046,18.12671,6.898291,6.834665,6.001336,4.94532,4.226031,3.832912,2.703276,11.17629,4.787691,10.9849,4.216041,10.74504,4.570008,10.40637,14.73706,161.4268,0,0
49,7.392037,2.970333,2.697197,14.13978,5.846698,5.778246,5.064496,4.263803,3.57929,3.23807,2.619896,11.20249,4.554098,11.908,4.082002,9.566774,4.173055,8.797995,12.7951,141.252,0,0
50,7.068678,2.799733,2.500881,20.95227,5.587009,5.32148,4.776211,4.019786,3.304859,2.982148,2.540625,11.04323,4.295721,12.69662,3.894065,9.127458,3.890263,8.055147,12.51752,146.2831,0,0
51,6.607307,2.638008,2.316308,13.54734,6.368494,5.820518,5.149797,4.498005,3.599825,3.234206,2.518803,10.92586,4.073992,13.47159,3.741223,9.714088,3.916642,8.63781,13.94613,170.0616,0,0
52,6.270344,2.529721,2.184493,18.99607,7.453394,6.457286,5.81245,5.278887,4.094525,3.682736,2.556751,10.9156,3.91846,14.1894,3.664771,10.77488,4.176738,9.765905,15.36565,183.9925,0,0
53,6.199459,2.515643,2.172595,23.84944,10.18651,8.367929,7.77077,7.332748,5.530082,5.009453,2.749196,11.14472,3.89998,15.03253,3.797579,12.33406,4.989549,13.70392,19.84752,217.117,0,0
54,6.613876,2.589648,2.296618,22.68399,11.37977,9.062765,8.777564,8.549576,6.372856,5.834912,3.015239,11.58299,4.005384,15.46087,4.109484,12.86767,5.719841,16.6354,20.90886,208.9948,0,0
55,7.480151,2.700192,2.524714,19.00734,11.40543,8.964179,8.899255,8.725978,6.626614,6.069783,3.244136,12.13471,4.187592,15.15874,4.509091,11.90065,6.000293,18.1824,20.545,196.457,0,0
56,8.329074,2.806188,2.814431,16.40477,10.83503,8.542655,8.52209,8.239896,6.471908,5.924026,3.416948,12.61843,4.393971,14.15844,4.906745,10.73664,5.96712,18.60025,19.58661,185.8852,0,0
57,8.853733,2.873129,3.114093,14.88927,10.18728,7.97416,8.035995,7.658783,6.102187,5.60162,3.53829,12.89681,4.583389,12.77562,5.236698,9.855584,5.77897,18.31816,18.59119,178.7793,0,0
58,9.098615,2.9181,3.441262,22.10917,10.12108,7.94385,8.047432,7.663653,6.039171,5.575657,3.686051,13.02511,4.78585,11.47973,5.56269,9.596866,5.734456,19.08514,19.10463,186.1905,0,0
59,9.068926,2.894102,3.692971,11.34188,9.168703,7.204138,7.409468,6.653095,5.570087,5.076298,3.759402,12.92121,4.921495,10.21866,5.732072,9.391388,5.483058,17.70767,17.4543,172.7367,0,0
60,8.647507,2.748655,3.707612,11.13864,7.465137,5.636131,6.083422,5.264165,4.487386,4.043936,3.668854,12.45745,4.871887,8.905704,5.572257,8.72326,4.857447,14.10913,14.27501,144.6589,0,0
61,8.039552,2.566638,3.616354,14.5266,7.320657,5.302211,5.6876,4.864487,4.20774,3.719742,3.602602,11.87339,4.769152,7.957513,5.253843,8.60146,4.490087,13.2339,14.57778,158.6218,0,0
62,7.343115,2.360692,3.41126,10.58546,7.002398,4.891052,5.087104,4.507907,3.87783,3.366297,3.518604,11.43998,4.585169,7.174789,4.859331,8.819114,4.20751,11.89413,13.8333,155.5165,0,0
63,6.742454,2.154993,3.138231,17.75287,6.526392,4.432233,4.471821,3.964621,3.513351,2.970561,3.3995,11.03362,4.359058,6.574345,4.437819,8.868431,3.882464,10.38409,12.89722,148.8195,0,0
64,6.249661,1.976526,2.877442,15.75331,7.072654,4.779346,4.506908,4.047751,3.705108,3.024857,3.311839,10.71366,4.155119,6.212076,4.087406,9.224902,3.783429,10.51198,13.98647,168.4894,0,0
65,5.98884,1.870167,2.746282,21.76648,9.246362,6.490557,5.649652,5.232901,4.940421,3.897316,3.357568,10.60233,4.068139,6.241077,3.951648,10.5654,4.241099,13.65377,18.03224,209.7336,0,0
66,5.916326,1.783748,2.604918,16.28285,8.088676,5.94013,5.097374,4.781191,4.617164,3.5963,3.353265,10.50811,3.975495,6.304605,3.786624,10.66592,4.234528,12.25587,15.30939,169.9947,0,0
67,5.979183,1.711671,2.491203,16.05472,7.903089,6.061503,5.048425,4.748416,4.576812,3.588037,3.331687,10.4494,3.899731,6.506036,3.660524,10.13929,4.198986,12.30198,15.55694,173.9052,0,0
68,6.031726,1.671108,2.436476,19.58377,8.916717,7.171172,5.902833,5.514467,5.193069,4.189538,3.393822,10.48825,3.872531,6.930391,3.627802,10.5962,4.551531,14.55727,18.14836,199.0942,0,0
69,6.084453,1.63189,2.347027,17.09595,7.503973,6.28472,5.276949,4.95469,4.553893,3.761845,3.395562,10.46594,3.809298,7.310547,3.521182,10.23894,4.435237,12.77402,15.30999,164.1675,0,0
70,6.233091,1.612134,2.31932,21.24632,8.176991,7.240466,5.93386,5.637681,5.152729,4.20822,3.444904,10.5702,3.792064,8.110433,3.520185,10.32841,4.669809,14.77891,17.90574,193.2885,0,0
71,6.238742,1.5909,2.251601,19.99426,6.918078,6.378999,5.370504,5.159368,4.410673,3.833991,3.455319,10.60063,3.732968,9.023412,3.440015,10.12645,4.546343,13.12239,15.38902,164.2104,0,0
72,6.275185,1.57219,2.202202,17.18342,6.972887,6.65518,5.419192,5.420947,4.450603,3.935023,3.465088,10.69762,3.678174,10.60797,3.387624,9.99087,4.561324,13.6612,16.31218,177.627,0,0
73,6.174807,1.552218,2.137719,7.711257,6.583807,6.361902,5.085577,5.168418,4.177808,3.765953,3.467226,10.87732,3.605708,12.87544,3.310349,9.988523,4.47924,12.91902,15.30967,166.8684,0,0
74,5.99403,1.521662,2.035553,20.96606,5.566375,5.471952,4.332505,4.30229,3.599449,3.222811,3.404265,10.76683,3.496697,15.75534,3.157988,9.398873,4.085764,10.81584,13.19627,144.8768,0,0
75,5.771585,1.48742,1.94368,19.44267,6.26398,6.268424,4.754567,4.616084,3.866545,3.499128,3.365283,10.68865,3.404155,19.07766,3.047076,9.713287,4.115975,11.78624,15.26804,176.5666,0,0
76,5.545504,1.463398,1.866341,18.88069,6.145552,6.201362,4.753054,4.430394,3.761577,3.488217,3.346873,10.59906,3.323621,20.883,2.934777,10.25438,4.133475,11.35931,14.56178,166.8579,0,0
77,5.415706,1.440267,1.795245,14.84253,6.021389,5.999706,4.685976,4.141754,3.615507,3.397542,3.306674,10.53938,3.24569,20.24038,2.808592,10.23023,4.021411,10.81633,14.10946,162.0647,0,0
78,5.278169,1.414921,1.726328,15.0645,5.544777,5.304181,4.312188,3.645048,3.215815,3.075754,3.238751,10.43476,3.160587,17.42248,2.640925,9.876343,3.750866,9.481143,12.77974,147.2333,0,0
