EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"4/6/2022 12:51:11 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,precipitation_pp_amo_am
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Timestep,"catch (predicted)SDF landings","catch (observed) SDF landings","catch (predicted)SB 2-5 C","catch (observed) SB 2-5 C","catch (predicted)SB adult C","catch (observed) SB adult C","catch (predicted)AM adult C 1","catch (observed) AM adult C 1","catch (predicted)AM adult C 2","catch (observed) AM adult C 2","catch (predicted)AM adult C 3","catch (observed) AM adult C 3","catch (predicted)AM adult C 4","catch (observed) AM adult C 4","catch (predicted)AM adult C 5","catch (observed) AM adult C 5","catch (predicted)AM adult C 6","catch (observed) AM adult C 6","catch (predicted)BF adult C","catch (observed) BF adult C","catch (predicted)WF juv C","catch (observed) WF juv C","catch (predicted)WF adult C","catch (observed) WF adult C","catch (predicted)AH adult landings","catch (observed) AH adult landings","catch (predicted)AM juv C","catch (observed) AM juv C","catch (predicted)BF juv C","catch (observed) BF juv C","catch (predicted)AH juv landings","catch (observed) AH juv landings",
77,0.01412105,,0.02751791,,0.06480072,,0.1830397,,0.6015764,,0.3231969,,0.0732962,,0.01611535,,0.003554994,,1.32111,,0.0001994593,,0.0802415,,1.428569,,0.002830026,,0.1299816,,0.001889135,,
78,0.01411032,0.0138,0.02768735,0.00164,0.06438673,0.00502,0.1711377,0.06835943,0.5887423,0.1796649,0.3024921,0.1313839,0.07431228,0.0146213,0.01621515,0.004585242,0.003373939,0.002765114,1.294545,0.0404,0.000186342,6.67E-05,0.07397565,0.00286,1.435679,0.104,0.002520591,0.003779643,0.1189498,0.04490562,0.001856445,0.004686851,
79,0.0140931,,0.02774587,,0.06384341,,0.1582216,,0.5853779,,0.2847975,,0.07411381,,0.01623536,,0.003221492,,1.263494,,0.0001823743,,0.06771266,,1.432618,,0.002349961,,0.107945,,0.001821199,,
80,0.01408447,,0.0277264,,0.06323455,,0.1529402,,0.6107576,,0.2795447,,0.07453199,,0.01660018,,0.003182417,,1.230491,,0.0001852118,,0.06183249,,1.461069,,0.002561312,,0.09772465,,0.001914945,,
81,0.01410156,,0.02767847,,0.0626759,,0.1522342,,0.6538035,,0.2814346,,0.07625428,,0.01712036,,0.00323624,,1.198471,,0.0001929543,,0.05660119,,1.534692,,0.002855701,,0.08897618,,0.00215983,,
82,0.01412214,,0.02763859,,0.06222402,,0.1476267,,0.6883699,,0.2795547,,0.07720208,,0.01734271,,0.003285591,,1.167592,,0.0001998248,,0.0518522,,1.607501,,0.002715261,,0.08170858,,0.002300566,,
83,0.01412523,,0.02762596,,0.0618737,,0.1405963,,0.7120233,,0.2781541,,0.07723022,,0.0173139,,0.003395202,,1.137043,,0.0002033553,,0.04741277,,1.666823,,0.002436741,,0.07586491,,0.00230303,,
84,0.01412549,,0.02764769,,0.06162926,,0.1336102,,0.7244155,,0.2755109,,0.07838706,,0.01704074,,0.003530347,,1.10693,,0.0002009699,,0.04327286,,1.717331,,0.002175404,,0.07122934,,0.00225059,,
85,0.0184159,,0.02887758,,0.07895209,,0.07296226,,0.4664507,,0.2023491,,0.06369908,,0.01374567,,0.002844945,,1.037804,,9.766984E-05,,0.03724461,,1.795033,,0.001123095,,0.04967787,,0.0004743475,,
86,0.01840146,,0.02895687,,0.07880291,,0.06727289,,0.4528048,,0.1939005,,0.06243931,,0.01386114,,0.00285677,,1.011786,,8.5149E-05,,0.03388252,,1.792656,,0.001005174,,0.04760953,,0.0004430787,,
87,0.01837988,,0.02903583,,0.07869454,,0.06296329,,0.4379698,,0.1855291,,0.06092399,,0.01409844,,0.002866297,,0.9859185,,6.736846E-05,,0.03075974,,1.783157,,0.0008740107,,0.04546524,,0.000421242,,
88,0.01836675,,0.02910098,,0.07864141,,0.05907249,,0.4180153,,0.177239,,0.05855413,,0.01441202,,0.002850055,,0.9606997,,4.72494E-05,,0.02790765,,1.766975,,0.0008796377,,0.04321875,,0.0004096447,,
89,0.0183481,,0.02914196,,0.07861164,,0.05454327,,0.3952466,,0.1704964,,0.05549385,,0.01477727,,0.002798116,,0.9356784,,3.084749E-05,,0.02527982,,1.737139,,0.0007766709,,0.04096911,,0.000398189,,
90,0.01832893,0.018,0.02914871,0.00225,0.0785834,0.00757,0.05209352,0.05795778,0.3797886,0.1697517,0.1708887,0.06731799,0.05316817,0.03116549,0.01517378,0.003982298,0.002775092,0.001562154,0.9111577,0.0355,2.109942E-05,2.64E-05,0.02289028,0.00255,1.725003,0.125,0.000778064,0.0009683385,0.03882351,0.007027216,0.0004069658,0.0005707117,
91,0.01832843,,0.02912636,,0.07862733,,0.05132535,,0.3704924,,0.1776427,,0.05211649,,0.0155319,,0.002789777,,0.8883222,,1.543128E-05,,0.02080486,,1.747212,,0.0008452169,,0.03683706,,0.0004454291,,
92,0.01833904,,0.02908992,,0.07880486,,0.05299293,,0.3750086,,0.1917903,,0.05300328,,0.01594833,,0.002874209,,0.8679411,,1.277742E-05,,0.01903015,,1.82093,,0.0009488145,,0.03520039,,0.0005075872,,
93,0.0183653,,0.02906064,,0.07923122,,0.05482285,,0.3794745,,0.2078042,,0.05421652,,0.01639251,,0.002967698,,0.850419,,1.196184E-05,,0.01752945,,1.918792,,0.0009748292,,0.03387817,,0.0005579161,,
94,0.01837744,,0.02904581,,0.07990655,,0.05399621,,0.3727098,,0.2200287,,0.05426877,,0.01654618,,0.003003079,,0.834354,,1.180287E-05,,0.01617493,,1.982287,,0.0009125724,,0.03280002,,0.0005574982,,
95,0.01836861,,0.02903374,,0.08074701,,0.05353618,,0.3686485,,0.2324754,,0.05508484,,0.01667591,,0.003056571,,0.8189363,,1.236778E-05,,0.014903,,2.037729,,0.0007824393,,0.03181474,,0.0005415669,,
96,0.01837265,,0.029025,,0.08179389,,0.05496309,,0.3734872,,0.2466706,,0.05655024,,0.01732746,,0.003136182,,0.8052595,,1.387294E-05,,0.01379421,,2.118717,,0.0009174068,,0.03078259,,0.0005432004,,
97,0.02266788,,0.05658563,,0.1172612,,0.05914561,,0.3295052,,0.1803942,,0.03496678,,0.009558698,,0.001751653,,0.77259,,6.378452E-06,,0.00570568,,1.968883,,0.0009022789,,0.01892172,,0.001644386,,
98,0.02266018,,0.05650811,,0.1191942,,0.05735001,,0.3230527,,0.1830477,,0.03483395,,0.009634282,,0.001795242,,0.761935,,7.116822E-06,,0.005365278,,1.99781,,0.0008139686,,0.01879523,,0.001599443,,
99,0.0226501,,0.05639452,,0.1213174,,0.05870858,,0.3302382,,0.1889116,,0.0354046,,0.009846371,,0.001887899,,0.7521629,,8.138045E-06,,0.005060916,,2.05976,,0.0008485697,,0.01866582,,0.001655624,,
100,0.02267535,,0.05627476,,0.1238639,,0.06074401,,0.3402274,,0.1948881,,0.0363915,,0.01002072,,0.002005916,,0.7445289,,9.296746E-06,,0.004813138,,2.153651,,0.0009038612,,0.01852535,,0.001822611,,
101,0.02269008,,0.05614982,,0.1268201,,0.0600257,,0.335508,,0.1956896,,0.03696484,,0.009912144,,0.002091424,,0.7380588,,1.00243E-05,,0.004592846,,2.204427,,0.001021389,,0.01844495,,0.001915584,,
102,0.02267118,0.0222,0.055978,0.00207,0.1299553,0.00675,0.05780034,0.03622047,0.3195089,0.2096818,0.1908076,0.08228867,0.03751522,0.01370678,0.009592076,0.00550231,0.002129254,0.000828459,0.7312793,0.0325,1.020578E-05,1.12E-05,0.004379984,0.000874,2.199263,0.108,0.001053973,0.001530599,0.01843003,0.01988188,0.001914936,0.00162605,
103,0.02264005,,0.05571523,,0.1330748,,0.05508214,,0.2969864,,0.1815514,,0.0380871,,0.009224796,,0.002121556,,0.72351,,9.838685E-06,,0.004166764,,2.151256,,0.001026725,,0.01840386,,0.00187135,,
104,0.02260367,,0.05533101,,0.1360233,,0.05173022,,0.2724569,,0.1702731,,0.03842712,,0.008869325,,0.002069477,,0.7144482,,8.984765E-06,,0.003950069,,2.073184,,0.0008899247,,0.01834737,,0.001805429,,
105,0.02256696,,0.05481171,,0.1387178,,0.04980351,,0.2579135,,0.1608065,,0.03920039,,0.008612151,,0.002030676,,0.7044972,,7.969566E-06,,0.003738363,,2.008306,,0.0007517203,,0.01824614,,0.001807973,,
106,0.02255064,,0.05418663,,0.1412963,,0.04847273,,0.2473564,,0.1530221,,0.0402964,,0.008375188,,0.001991655,,0.6947885,,6.977027E-06,,0.003546155,,1.966538,,0.0007968227,,0.01808664,,0.001910768,,
107,0.0225379,,0.05347819,,0.1438029,,0.04732124,,0.2407209,,0.1468009,,0.04139436,,0.008272924,,0.001956056,,0.6851529,,6.139168E-06,,0.003360118,,1.945926,,0.0005794643,,0.01794609,,0.002047641,,
108,0.02253414,,0.0527479,,0.1464374,,0.05056591,,0.2408799,,0.1442719,,0.04274004,,0.008275304,,0.001964605,,0.6783518,,5.664356E-06,,0.003255497,,1.966174,,0.001661871,,0.01785335,,0.002236927,,
109,0.02112778,,0.06942965,,0.2089703,,0.05321428,,0.2270547,,0.1253655,,0.03639498,,0.005196956,,0.0007602136,,0.6706323,,8.927445E-06,,0.002726916,,1.851709,,0.001445062,,0.01867923,,0.002270217,,
110,0.02114375,,0.06850502,,0.2132751,,0.05533934,,0.2289936,,0.1250547,,0.03720887,,0.005168007,,0.0007652272,,0.6672397,,8.768677E-06,,0.002682853,,1.919437,,0.001385383,,0.0187499,,0.002374321,,
111,0.02115176,,0.06767127,,0.2180687,,0.05954291,,0.2394515,,0.1288635,,0.03860685,,0.00522639,,0.0007863718,,0.6643343,,9.142205E-06,,0.002623646,,2.037476,,0.001139593,,0.01891515,,0.002492784,,
112,0.0211838,,0.0669962,,0.2237107,,0.06137507,,0.2433451,,0.1301038,,0.03913683,,0.005214085,,0.000789037,,0.6629784,,9.535745E-06,,0.002557965,,2.146778,,0.001104971,,0.01909962,,0.002490768,,
113,0.02118541,,0.06644607,,0.2298484,,0.06163549,,0.2421717,,0.1282556,,0.03909975,,0.005199901,,0.0007777958,,0.6619596,,9.794587E-06,,0.002482024,,2.219304,,0.00103949,,0.01934355,,0.002336377,,
114,0.02117811,0.0208,0.06597903,0.00303,0.2361834,0.00989,0.05939368,0.0385211,0.2378089,0.133593,0.1230511,0.09540255,0.0381477,0.02242725,0.005207403,0.002571834,0.0007507721,0.000519013,0.6606365,0.0334,9.901789E-06,8.5E-06,0.002390368,0.00122,2.245923,0.0858,0.0008071293,0.000943349,0.01956053,0.01751662,0.002124848,0.00181735,
115,0.02116148,,0.06555302,,0.2424798,,0.05698252,,0.2370424,,0.1169057,,0.03676448,,0.005281483,,0.0007229865,,0.6591306,,1.007894E-05,,0.002300111,,2.251775,,0.001093753,,0.01975357,,0.001962901,,
116,0.02115265,,0.06516208,,0.2488137,,0.05541949,,0.2458987,,0.1132388,,0.03585284,,0.005462749,,0.0007072209,,0.6581116,,1.060891E-05,,0.002231735,,2.284511,,0.001321643,,0.01993509,,0.001962503,,
117,0.02115926,,0.06484611,,0.2553966,,0.05303293,,0.2561062,,0.1111503,,0.03479008,,0.00564116,,0.0006904268,,0.658071,,1.127005E-05,,0.0021807,,2.32723,,0.001546575,,0.02014411,,0.002061219,,
118,0.02115603,,0.06459238,,0.2619294,,0.04850005,,0.253902,,0.1068043,,0.03304766,,0.005699466,,0.0006569945,,0.657884,,1.14822E-05,,0.002122726,,2.316199,,0.001412717,,0.02044044,,0.002066455,,
119,0.02113193,,0.06434786,,0.2679859,,0.04467635,,0.2477095,,0.1027632,,0.03127255,,0.005687314,,0.0006257823,,0.656751,,1.144685E-05,,0.002055312,,2.280145,,0.001211882,,0.02082844,,0.00204478,,
120,0.02111501,,0.06411353,,0.273767,,0.0428443,,0.2382814,,0.09894282,,0.02968139,,0.005593223,,0.0005963003,,0.65584,,1.125586E-05,,0.002001467,,2.240917,,0.001534372,,0.02122861,,0.002068267,,
121,0.02393662,,0.07262639,,0.356457,,0.04982055,,0.29392,,0.1447432,,0.0483103,,0.01013881,,0.0006565138,,0.4978068,,9.75168E-06,,0.001767342,,3.465777,,0.001561576,,0.01257858,,0.01835034,,
122,0.02392193,,0.07229804,,0.3622367,,0.05106315,,0.2748564,,0.1376591,,0.04550999,,0.009661134,,0.0006168649,,0.5016763,,9.146498E-06,,0.001741069,,3.38259,,0.002143989,,0.01297667,,0.01866949,,
123,0.02389834,,0.07194346,,0.3673913,,0.05207892,,0.2544865,,0.1291488,,0.04262192,,0.009035389,,0.0005712419,,0.5049476,,8.294727E-06,,0.001726312,,3.268802,,0.002098748,,0.01339074,,0.01809914,,
124,0.02386901,,0.07153518,,0.3712825,,0.0518161,,0.2347616,,0.1200438,,0.03955318,,0.008312784,,0.0005236789,,0.5065131,,7.305054E-06,,0.001685647,,3.127538,,0.001706538,,0.0137266,,0.01689077,,
125,0.0238388,,0.07106338,,0.3739735,,0.05182644,,0.2212739,,0.112257,,0.03665452,,0.007706284,,0.0004848673,,0.5066843,,6.436211E-06,,0.001623935,,2.998864,,0.001529434,,0.01398498,,0.01594131,,
126,0.02382009,0.0236,0.07054128,0.00423,0.3758859,0.0187,0.05227434,0.05536883,0.2115021,0.1581742,0.1072506,0.1072056,0.03401367,0.0472564,0.00718178,0.01018794,0.000457203,0.000597515,0.5062089,0.0252,5.801395E-06,1.01E-05,0.001557593,0.00109,2.910887,0.121,0.001413235,0.0005997451,0.01418457,0.01381448,0.01577915,0.04957859,
127,0.02380868,,0.06998245,,0.3773212,,0.05301311,,0.2003814,,0.1045647,,0.03143628,,0.006681247,,0.0004363081,,0.5054613,,5.342919E-06,,0.00149295,,2.844754,,0.001453263,,0.01437184,,0.01573251,,
128,0.02379474,,0.06937287,,0.3781896,,0.05219838,,0.1836757,,0.1028778,,0.02888123,,0.006187685,,0.0004149578,,0.5040764,,4.90796E-06,,0.00142323,,2.761551,,0.0011592,,0.01455722,,0.01489699,,
129,0.02377259,,0.06868297,,0.3784121,,0.05120982,,0.1679019,,0.1025682,,0.02698385,,0.005732973,,0.0003963556,,0.5018591,,4.562642E-06,,0.001347895,,2.678656,,0.0009505541,,0.01471879,,0.01373962,,
130,0.02376095,,0.06792583,,0.378612,,0.05587586,,0.1705612,,0.1077969,,0.02686717,,0.005652771,,0.000402538,,0.4999798,,4.745325E-06,,0.001294258,,2.739028,,0.001146635,,0.01486227,,0.01451851,,
131,0.02379574,,0.06725572,,0.3802097,,0.06171826,,0.180814,,0.1147711,,0.02755066,,0.00572203,,0.0004200004,,0.5004339,,5.36368E-06,,0.001271374,,2.928799,,0.001326771,,0.01503002,,0.01645812,,
132,0.02382406,,0.06672219,,0.3829441,,0.06363584,,0.1907052,,0.1167315,,0.02771257,,0.005705145,,0.0004281072,,0.5022262,,5.82029E-06,,0.001251973,,3.080263,,0.001254273,,0.0152822,,0.01646472,,
133,0.02806539,,0.06556559,,0.2950484,,0.05672016,,0.1734896,,0.09063987,,0.0206661,,0.004096664,,0.0003780776,,0.5433571,,1.800705E-05,,0.002038172,,2.891358,,0.001044919,,0.02731465,,0.004659636,,
134,0.02809014,,0.06531965,,0.2990774,,0.05699883,,0.1890082,,0.0901624,,0.02083327,,0.00407494,,0.0003790409,,0.5456275,,1.922721E-05,,0.00200713,,3.013436,,0.0009632529,,0.02722802,,0.004426719,,
135,0.02809068,,0.06518592,,0.3033419,,0.05520391,,0.2021508,,0.08853967,,0.0206187,,0.003992144,,0.0003707721,,0.5479683,,1.98586E-05,,0.001965975,,3.068741,,0.0008687951,,0.02704688,,0.004105978,,
136,0.02808452,,0.06513395,,0.3076467,,0.05392624,,0.2181737,,0.08833794,,0.02055236,,0.003921506,,0.0003626952,,0.5502549,,2.065186E-05,,0.001930227,,3.117042,,0.0008583977,,0.02676399,,0.00395338,,
137,0.02809024,,0.06517713,,0.312136,,0.05292131,,0.2322204,,0.08930242,,0.02048505,,0.003827661,,0.0003559327,,0.5528557,,2.174571E-05,,0.00190432,,3.168485,,0.0009030084,,0.02639929,,0.004023321,,
138,0.02809298,0.0278,0.0653056,0.00597,0.3166812,0.0252,0.05164405,0.02333309,0.2396921,0.1976971,0.08940725,0.07009039,0.02043864,0.0267088,0.003672768,0.008186844,0.0003464225,0.00088803,0.5555723,0.0276,2.270831E-05,2.1E-05,0.001879564,0.00211,3.193406,0.133,0.0009443879,0.0003498513,0.02602581,0.01971048,0.004167964,0.006615792,
139,0.02809126,,0.06550662,,0.3212463,,0.05271807,,0.2526693,,0.09000265,,0.02111994,,0.003562012,,0.0003429959,,0.5585727,,2.426137E-05,,0.001874543,,3.25849,,0.001085178,,0.02570447,,0.004556182,,
140,0.02810832,,0.06581506,,0.3261364,,0.05254206,,0.2623298,,0.08794936,,0.02204151,,0.003445012,,0.0003380073,,0.5623021,,2.571603E-05,,0.001876679,,3.313849,,0.001213466,,0.02540355,,0.005061829,,
141,0.02811242,,0.06622603,,0.3311912,,0.05448199,,0.2774327,,0.08701074,,0.02362356,,0.003455427,,0.0003387298,,0.5666579,,2.769071E-05,,0.001899955,,3.411151,,0.001429623,,0.02525808,,0.005786262,,
142,0.02813974,,0.06680077,,0.336913,,0.05856642,,0.2907571,,0.08821439,,0.02517086,,0.003532413,,0.0003446984,,0.572553,,3.011156E-05,,0.001950325,,3.561549,,0.001673315,,0.02522499,,0.00674562,,
143,0.02816496,,0.06754898,,0.3431927,,0.06188513,,0.2922704,,0.08903126,,0.02599557,,0.003569491,,0.0003455586,,0.5795454,,3.138839E-05,,0.001999819,,3.676605,,0.001741502,,0.02525945,,0.007364753,,
144,0.02816968,,0.06843203,,0.3497324,,0.06671853,,0.2954477,,0.09383104,,0.02639473,,0.00362724,,0.0003481438,,0.5870868,,3.228205E-05,,0.002057055,,3.805788,,0.001829132,,0.02534572,,0.007838983,,
145,0.01937063,,0.09257308,,0.4690615,,0.09592294,,0.3681666,,0.1073319,,0.0242876,,0.003128193,,0.0004775158,,0.7122689,,6.957484E-05,,0.002866903,,4.015294,,0.002518116,,0.02498665,,0.02885682,,
146,0.01936473,,0.09388442,,0.4770184,,0.09591388,,0.3536027,,0.1113772,,0.02316241,,0.003042991,,0.0004609358,,0.7171639,,6.669096E-05,,0.002880984,,4.020205,,0.002358167,,0.02485823,,0.02807611,,
147,0.01934865,,0.09515835,,0.4843073,,0.09553256,,0.3374752,,0.1155158,,0.02210081,,0.002932681,,0.0004411742,,0.7209874,,6.335889E-05,,0.002872371,,3.987231,,0.002298353,,0.02463218,,0.02713846,,
148,0.01933762,,0.09634455,,0.4910756,,0.09548717,,0.3187951,,0.1192237,,0.02121888,,0.00281517,,0.0004199879,,0.7241383,,6.062864E-05,,0.00285578,,3.946259,,0.00234396,,0.0243269,,0.02685384,,
149,0.01932655,,0.09740665,,0.4971798,,0.09393866,,0.2967691,,0.1198173,,0.0204299,,0.002668818,,0.0003953996,,0.7264383,,5.784375E-05,,0.002825347,,3.875583,,0.002334469,,0.02399935,,0.02659169,,
150,0.01931003,0.0191,0.09828811,0.00871,0.5022088,0.0206,0.08990588,0.02530458,0.2731372,0.1240076,0.1163971,0.1177372,0.01943027,0.02157502,0.002522761,0.00598491,0.000366324,0.0015367,0.7272208,0.0337,5.454944E-05,2.46E-05,0.00277212,0.00357,3.757172,0.144,0.002150222,0.0007840418,0.02369,0.01429439,0.02583014,0.008640384,
151,0.01928964,,0.09894184,,0.5060044,,0.08595419,,0.2510878,,0.1117372,,0.01811958,,0.002416781,,0.0003362368,,0.7263501,,5.123423E-05,,0.002705745,,3.617608,,0.002124896,,0.02341997,,0.02493767,,
152,0.01927325,,0.09936693,,0.5088291,,0.08504098,,0.2338179,,0.1086899,,0.01672699,,0.002391782,,0.0003120774,,0.7245543,,4.888262E-05,,0.002649381,,3.516812,,0.002248944,,0.02319904,,0.02514742,,
153,0.01926648,,0.09960979,,0.5110192,,0.08292373,,0.2152726,,0.1044157,,0.01522268,,0.00238097,,0.0002909215,,0.7224233,,4.623637E-05,,0.002596797,,3.419046,,0.002139544,,0.02303567,,0.02524281,,
154,0.01925192,,0.09964843,,0.5120449,,0.07925612,,0.2008144,,0.09743277,,0.01392566,,0.002312368,,0.0002706496,,0.7188973,,4.254797E-05,,0.002529484,,3.296665,,0.001983868,,0.02295015,,0.02392209,,
155,0.01923644,,0.09949659,,0.5121795,,0.08039924,,0.203305,,0.09227921,,0.01329104,,0.002266617,,0.0002578355,,0.7145866,,3.989738E-05,,0.002473113,,3.253534,,0.002099123,,0.02292537,,0.0238561,,
156,0.01924239,,0.09932125,,0.5125857,,0.08128072,,0.2090931,,0.08778666,,0.0132188,,0.002178332,,0.0002482803,,0.7115192,,3.791888E-05,,0.002437613,,3.276332,,0.002008412,,0.02292627,,0.02452586,,
157,0.02246606,,0.09969074,,0.897006,,0.1083513,,0.2837157,,0.1034156,,0.0160628,,0.00235358,,0.0003141953,,0.6027308,,1.783582E-05,,0.003065038,,3.303508,,0.002383123,,0.01195162,,0.0007332621,,
158,0.02248743,,0.09976538,,0.8941541,,0.1145829,,0.3131583,,0.1042571,,0.01722832,,0.002304793,,0.0003162264,,0.6059308,,1.836825E-05,,0.003054941,,3.521253,,0.002319104,,0.01231931,,0.000764042,,
159,0.02251201,,0.1001461,,0.8942133,,0.1215597,,0.3484387,,0.1064663,,0.01881972,,0.002310352,,0.0003228163,,0.6110331,,1.940534E-05,,0.003073594,,3.805754,,0.002262493,,0.01276321,,0.0007752868,,
160,0.02253905,,0.1008811,,0.8975096,,0.1257578,,0.3819819,,0.1073124,,0.02045158,,0.002340281,,0.0003293209,,0.6180353,,2.038151E-05,,0.00309984,,4.087935,,0.002141925,,0.01323715,,0.0007536756,,
161,0.02255855,,0.1019388,,0.9035994,,0.1285985,,0.4164637,,0.107904,,0.0218938,,0.002407439,,0.0003353654,,0.6265562,,2.133639E-05,,0.003129632,,4.357238,,0.002053604,,0.01370374,,0.0007180629,,
162,0.0225807,0.0223,0.1033299,0.00792,0.9128323,0.0194,0.1346777,0.03391346,0.4618997,0.1238408,0.1111473,0.07054224,0.02338031,0.03659395,0.002516631,0.005661868,0.0003474964,0.002137576,0.6370524,0.0309,2.301999E-05,1.15E-05,0.003192894,0.0035,4.691409,0.129,0.002139488,0.003560987,0.01415049,0.01038657,0.0007093063,0.0003985417,
163,0.02261252,,0.1050696,,0.9253484,,0.1335293,,0.490935,,0.1116526,,0.02423651,,0.002533069,,0.0003560916,,0.6494666,,2.426421E-05,,0.003236249,,4.933081,,0.002126948,,0.01452425,,0.0006952527,,
164,0.0226164,,0.1069576,,0.9386921,,0.1271845,,0.5014555,,0.1083842,,0.02458634,,0.002446284,,0.0003606399,,0.6619469,,2.462212E-05,,0.003232224,,5.018322,,0.002024507,,0.01482082,,0.0006616442,,
165,0.02260371,,0.1087861,,0.9509954,,0.1167628,,0.4950203,,0.1024301,,0.02426456,,0.00229902,,0.0003601583,,0.6731548,,2.420722E-05,,0.003176891,,4.9472,,0.001898175,,0.01499532,,0.0006226075,,
166,0.02257817,,0.1103844,,0.9608555,,0.1057381,,0.4817045,,0.09841588,,0.02323152,,0.002170938,,0.00035366,,0.6822348,,2.358134E-05,,0.003090596,,4.785926,,0.001860401,,0.01506488,,0.0006013864,,
167,0.02255085,,0.1116678,,0.9676853,,0.09380079,,0.453863,,0.09630096,,0.02156684,,0.002052234,,0.0003405511,,0.688876,,2.268661E-05,,0.002977867,,4.544428,,0.001807202,,0.01504345,,0.0005936456,,
168,0.02251658,,0.1125536,,0.9706375,,0.08215731,,0.4167547,,0.09417349,,0.01974916,,0.001986272,,0.0003201119,,0.6926119,,2.142908E-05,,0.002844228,,4.243179,,0.001712445,,0.01495811,,0.0005872189,,
169,0.01774669,,0.1319814,,1.247156,,0.05196065,,0.2710075,,0.07073682,,0.01444353,,0.00158189,,0.0002129881,,0.5206371,,2.377405E-05,,0.003579904,,4.271658,,0.001309827,,0.02266402,,0.00146394,,
170,0.01774123,,0.1321021,,1.240218,,0.05221746,,0.2603728,,0.07367506,,0.01392553,,0.00162621,,0.000203918,,0.5255646,,2.368307E-05,,0.003477478,,4.146077,,0.001496487,,0.02235959,,0.001750081,,
171,0.0177391,,0.1320247,,1.232594,,0.05460808,,0.253864,,0.07730788,,0.01361141,,0.001702633,,0.0001988476,,0.5303315,,2.358649E-05,,0.003419019,,4.105202,,0.001559026,,0.02225103,,0.002028912,,
172,0.01774068,,0.1318423,,1.224715,,0.05502058,,0.242016,,0.07946657,,0.01305732,,0.001761231,,0.0001938755,,0.5348226,,2.251877E-05,,0.003356058,,4.053798,,0.001408776,,0.0222472,,0.002128435,,
173,0.01773037,,0.1315119,,1.215595,,0.0546899,,0.2287325,,0.08084513,,0.01244104,,0.001784403,,0.0001893422,,0.5382277,,2.079153E-05,,0.003270949,,3.98087,,0.001224223,,0.02230811,,0.002065905,,
174,0.01771881,0.0176,0.1309999,0.0059,1.205086,0.0197,0.0522448,0.05590659,0.2100202,0.08316008,0.07985038,0.04135975,0.01169616,0.01478165,0.00174004,0.006124056,0.000182202,0.001322541,0.5403779,0.0245,1.832158E-05,1.53E-05,0.003149158,0.00425,3.846857,0.129,0.0009801401,0.001124522,0.0223144,0.03091975,0.00185552,0.002056475,
175,0.01769972,,0.1302233,,1.192347,,0.04933231,,0.1913043,,0.07812642,,0.01094696,,0.001672821,,0.0001726294,,0.5408903,,1.573747E-05,,0.00299903,,3.677689,,0.0007838815,,0.02223781,,0.001592938,,
176,0.01768288,,0.1291625,,1.177713,,0.04670572,,0.1768417,,0.07634696,,0.01019257,,0.001613661,,0.0001622304,,0.5400677,,1.357957E-05,,0.002842789,,3.515901,,0.0006728969,,0.02205199,,0.001380718,,
177,0.01767351,,0.1279073,,1.163265,,0.05357828,,0.1898062,,0.08249133,,0.01031495,,0.001670038,,0.0001624762,,0.539306,,1.397437E-05,,0.002799166,,3.639317,,0.0009191564,,0.02193447,,0.001538164,,
178,0.01770822,,0.1269877,,1.15483,,0.0599508,,0.2048275,,0.09021538,,0.01089014,,0.001719237,,0.0001683038,,0.5416204,,1.578952E-05,,0.002848573,,3.953868,,0.001043247,,0.02199173,,0.00183698,,
179,0.01772818,,0.1264528,,1.150601,,0.06180096,,0.2134731,,0.09499171,,0.01167781,,0.001718854,,0.0001732336,,0.5453131,,1.68648E-05,,0.002885932,,4.203853,,0.0009780028,,0.02243059,,0.001837087,,
180,0.01773047,,0.1261797,,1.148524,,0.0597459,,0.2160315,,0.09634546,,0.01238916,,0.001689491,,0.0001767267,,0.5490251,,1.705698E-05,,0.002877148,,4.318398,,0.0008800747,,0.02297296,,0.001684579,,
181,0.0124893,,0.1672702,,0.967845,,0.03155661,,0.1433539,,0.08527758,,0.01440503,,0.002041199,,0.0001028933,,0.6593454,,2.107088E-06,,0.003399853,,3.757206,,0.0004426488,,0.01324758,,0.003905001,,
182,0.01248387,,0.1667361,,0.9690859,,0.02906793,,0.1421489,,0.08219684,,0.01499526,,0.001994127,,0.0001031484,,0.6596977,,2.052471E-06,,0.003289973,,3.703046,,0.0004063078,,0.01354205,,0.003468985,,
183,0.01247577,,0.1660996,,0.9691134,,0.02722854,,0.1429264,,0.07913665,,0.01553203,,0.001954039,,0.0001038304,,0.659294,,2.017875E-06,,0.003180442,,3.636993,,0.0004013867,,0.0137443,,0.003171218,,
184,0.01247182,,0.1654373,,0.9687081,,0.02659634,,0.147687,,0.07761157,,0.01629861,,0.001925427,,0.000106223,,0.6588305,,2.075813E-06,,0.003111378,,3.629614,,0.0004497087,,0.01387596,,0.003161392,,
185,0.01247333,,0.1648939,,0.9687532,,0.02598622,,0.152669,,0.07621554,,0.01707134,,0.001893905,,0.0001086494,,0.6588914,,2.18495E-06,,0.003067936,,3.647457,,0.0004983472,,0.01398259,,0.003314079,,
