EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"4/6/2022 12:49:56 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,precipitation_pp_amo_am
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,ShannonDiversity

year,value
1985,1.418519
1986,1.491483
1987,1.67499
1988,1.91917
1989,1.912651
1990,2.104986
1991,2.129248
1992,2.033801
1993,1.982778
1994,1.964389
1995,2.046438
1996,1.916169
1997,2.034394
1998,1.975235
1999,2.053952
2000,2.010276
2001,2.0556
2002,2.048108
2003,1.912502
2004,2.007717
2005,2.023685
2006,2.002302
2007,2.097426
2008,2.041113
2009,2.042065
2010,2.05898
2011,2.043216
2012,2.099306
2013,2.072993
2014,2.086252
2015,2.084233
2016,2.082894
2017,2.0251
