EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"4/6/2022 12:49:56 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,precipitation_pp_amo_am
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,TotalCatch

year,value
1985,0.860182
1986,0.7736093
1987,1.373198
1988,2.52706
1989,3.145945
1990,4.009609
1991,4.254887
1992,3.681458
1993,3.590834
1994,3.646248
1995,4.448271
1996,4.714963
1997,5.545256
1998,6.737659
1999,6.256954
2000,5.943968
2001,6.466514
2002,4.53474
2003,5.864506
2004,6.581062
2005,7.446271
2006,9.741796
2007,9.677981
2008,8.761561
2009,11.33519
2010,7.874329
2011,8.606765
2012,9.020095
2013,8.058979
2014,7.567307
2015,7.05455
2016,6.972073
2017,6.703054
