EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"4/6/2022 12:49:56 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,precipitation_pp_amo_am
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,MortFleetGroup

timestep,fleet,group,value
1,1,1,1.568579E-05
1,3,11,0.001577655
2,1,1,1.568579E-05
2,3,11,0.001578155
3,1,1,1.568579E-05
3,3,11,0.001580303
4,1,1,1.568579E-05
4,3,11,0.001583049
5,1,1,1.568579E-05
5,3,11,0.001586756
6,1,1,1.568579E-05
6,3,11,0.001591499
7,1,1,1.568579E-05
7,3,11,0.001591713
8,1,1,1.568579E-05
8,3,11,0.001587904
9,1,1,1.568579E-05
9,3,11,0.001578445
10,1,1,1.568579E-05
10,3,11,0.001560601
11,1,1,1.568579E-05
11,3,11,0.001542179
12,1,1,1.568579E-05
12,3,11,0.001523586
13,1,1,1.568579E-05
13,3,11,0.0009695587
14,1,1,1.568579E-05
14,3,11,0.0009572795
15,1,1,1.568579E-05
15,3,11,0.0009460393
16,1,1,1.568579E-05
16,3,11,0.0009364028
17,1,1,1.568579E-05
17,3,11,0.000928913
18,1,1,1.568579E-05
18,3,11,0.0009238456
19,1,1,1.568579E-05
19,3,11,0.0009204961
20,1,1,1.568579E-05
20,3,11,0.0009165211
21,1,1,1.568579E-05
21,3,11,0.0009101525
22,1,1,1.568579E-05
22,3,11,0.0009024981
23,1,1,1.568579E-05
23,3,11,0.0008964531
24,1,1,1.568579E-05
24,3,11,0.0008907414
25,1,1,1.568579E-05
25,3,11,0.0009110831
26,1,1,1.568579E-05
26,3,11,0.0008980685
27,1,1,1.568579E-05
27,3,11,0.0008838198
28,1,1,1.568579E-05
28,3,11,0.0008716738
29,1,1,1.568579E-05
29,3,11,0.0008593549
30,1,1,1.568579E-05
30,3,11,0.0008443333
31,1,1,1.568579E-05
31,3,11,0.0008303993
32,1,1,1.568579E-05
32,3,11,0.0008179396
33,1,1,1.568579E-05
33,3,11,0.0008072018
34,1,1,1.568579E-05
34,3,11,0.0007970069
35,1,1,1.568579E-05
35,3,11,0.000784991
36,1,1,1.568579E-05
36,3,11,0.0007730641
37,1,1,1.568579E-05
37,3,11,0.0009123406
38,1,1,1.568579E-05
38,3,11,0.000899506
39,1,1,1.568579E-05
39,3,11,0.0008876302
40,1,1,1.568579E-05
40,3,11,0.0008761499
41,1,1,1.568579E-05
41,3,11,0.00086546
42,1,1,1.568579E-05
42,3,11,0.0008554262
43,1,1,1.568579E-05
43,3,11,0.0008455569
44,1,1,1.568579E-05
44,3,11,0.0008364104
45,1,1,1.568579E-05
45,3,11,0.0008254436
46,1,1,1.568579E-05
46,3,11,0.0008145422
47,1,1,1.568579E-05
47,3,11,0.0008043901
48,1,1,1.568579E-05
48,3,11,0.0007944689
49,1,1,1.568579E-05
49,3,11,0.001015177
50,1,1,1.568579E-05
50,3,11,0.001001672
51,1,1,1.568579E-05
51,3,11,0.0009897564
52,1,1,1.568579E-05
52,3,11,0.0009787626
53,1,1,1.568579E-05
53,3,11,0.0009676039
54,1,1,1.568579E-05
54,3,11,0.0009551379
55,1,1,1.568579E-05
55,3,11,0.0009389779
56,1,1,1.568579E-05
56,3,11,0.0009196284
57,1,1,1.568579E-05
57,3,11,0.0008980012
58,1,1,1.568579E-05
58,3,11,0.0008750163
59,1,1,1.568579E-05
59,3,11,0.0008510922
60,1,1,1.568579E-05
60,3,11,0.0008261367
61,1,1,1.568579E-05
61,3,11,0.002497717
62,1,1,1.568579E-05
62,3,11,0.002432992
63,1,1,1.568579E-05
63,3,11,0.002372008
64,1,1,1.568579E-05
64,3,11,0.002316053
65,1,1,1.568579E-05
65,3,11,0.002265297
66,1,1,1.568579E-05
66,3,11,0.00221655
67,1,1,1.568579E-05
67,3,11,0.002166152
68,1,1,1.568579E-05
68,3,11,0.002118271
69,1,1,1.568579E-05
69,3,11,0.002070991
70,1,1,1.568579E-05
70,3,11,0.002022321
71,1,1,1.568579E-05
71,3,11,0.001975285
72,1,1,1.568579E-05
72,3,11,0.001927064
73,1,1,1.568579E-05
73,3,11,0.00156338
74,1,1,1.568579E-05
74,3,11,0.001524566
75,1,1,1.568579E-05
75,3,11,0.001487364
76,1,1,1.568579E-05
76,3,11,0.001452768
77,1,1,1.568579E-05
77,3,11,0.001418984
78,1,1,1.568579E-05
78,3,11,0.001386722
79,1,1,1.568579E-05
79,3,11,0.001356225
80,1,1,1.568579E-05
80,3,11,0.001328019
81,1,1,1.568579E-05
81,3,11,0.001301196
82,1,1,1.568579E-05
82,3,11,0.00127337
83,1,1,1.568579E-05
83,3,11,0.001244323
84,1,1,1.568579E-05
84,3,11,0.001215673
85,1,1,1.568579E-05
85,3,11,0.001549122
86,1,1,1.568579E-05
86,3,11,0.001514137
87,1,1,1.568579E-05
87,3,11,0.001481104
88,1,1,1.568579E-05
88,3,11,0.001450492
89,1,1,1.568579E-05
89,3,11,0.001421528
90,1,1,1.568579E-05
90,3,11,0.00139456
