EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"4/6/2022 12:51:11 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,precipitation_pp_amo_am
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Timestep,"biomass (predicted) SB juv comp YOY","biomass (observed) SB juv comp YOY","biomass (predicted) SB 2-5 MRIP CPUE","biomass (observed) SB 2-5 MRIP CPUE","biomass (predicted) SB 2-5 CT LISTS","biomass (observed) SB 2-5 CT LISTS","biomass (predicted) SB adult MRIP CPUE","biomass (observed) SB adult MRIP CPUE","biomass (predicted) SB adult CT LISTS","biomass (observed) SB adult CT LISTS","biomass (predicted) AM juv jai","biomass (observed) AM juv jai","biomass (predicted) AM adult nad 1","biomass (observed) AM adult nad 1","biomass (predicted) AM adult nad 2","biomass (observed) AM adult nad 2","biomass (predicted) AM adult nad 3","biomass (observed) AM adult nad 3","biomass (predicted) AM adult nad 4","biomass (observed) AM adult nad 4","biomass (predicted) AM adult nad 5","biomass (observed) AM adult nad 5","biomass (predicted) AM adult nad 6+","biomass (observed) AM adult nad 6+","biomass (predicted) AM adult mad 1","biomass (observed) AM adult mad 1","biomass (predicted) AM adult mad 2","biomass (observed) AM adult mad 2","biomass (predicted) AM adult mad 3","biomass (observed) AM adult mad 3","biomass (predicted) AM adult mad 4","biomass (observed) AM adult mad 4","biomass (predicted) AM adult mad 5","biomass (observed) AM adult mad 5","biomass (predicted) SDF biomass","biomass (observed) SDF biomass","biomass (predicted) BF juv comp YOY","biomass (observed) BF juv comp YOY","biomass (predicted) BF adult MRIP CPUE","biomass (observed) BF adult MRIP CPUE","biomass (predicted) BF adult NC PSIGNS","biomass (observed) BF adult NC PSIGNS","biomass (predicted) WF juv comp yoy","biomass (observed) WF juv comp yoy","biomass (predicted) WF adult MRIP","biomass (observed) WF adult MRIP","biomass (predicted) WF adult DE trawl","biomass (observed) WF adult DE trawl","biomass (predicted) AH adult NEFSC-A","biomass (observed) AH adult NEFSC-A","biomass (predicted) AH adult NEFSC-B","biomass (observed) AH adult NEFSC-B",
66,1.881699,0.700422,1.412669,0.4347941,1.412669,0.7347623,1.845233,1.018511,1.845233,1.354359,1.380206,0.7334922,3.042414,2.962939,2.275787,3.717725,0.8637489,0.3012474,0.2083215,,0.04136776,0.0530215,0.05615445,,3.042414,,2.275787,,0.8637489,,0.2083215,,0.04136776,,0.638613,4.114591,0.1671953,0.09386263,2.799471,1.774219,2.799471,,0.04648462,0.001003072,0.3393597,0.01565161,0.3393597,,4.893432,5.302785,4.893432,,
67,1.852379,,1.509476,,1.509476,,1.883708,,1.883708,,1.40167,,3.127575,,2.196774,,0.8761576,,0.2122498,,0.03924204,,0.05541786,,3.127575,,2.196774,,0.8761576,,0.2122498,,0.03924204,,0.6530483,,0.1716431,,2.830369,,2.830369,,0.04435197,,0.3407027,,0.3407027,,5.055754,,5.055754,,
68,1.823006,,1.601704,,1.601704,,1.91926,,1.91926,,1.522952,,3.365388,,2.2052,,0.8914158,,0.2201528,,0.03971839,,0.0553758,,3.365388,,2.2052,,0.8914158,,0.2201528,,0.03971839,,0.6679572,,0.1779733,,2.858233,,2.858233,,0.04168365,,0.3417129,,0.3417129,,5.318461,,5.318461,,
69,1.794606,,1.68835,,1.68835,,1.949368,,1.949368,,1.476845,,3.510727,,2.164135,,0.8883693,,0.2226401,,0.0409764,,0.05472453,,3.510727,,2.164135,,0.8883693,,0.2226401,,0.0409764,,0.6840324,,0.1851968,,2.879895,,2.879895,,0.03814094,,0.3408167,,0.3408167,,5.573289,,5.573289,,
70,1.774845,,1.769657,,1.769657,,1.977982,,1.977982,,1.5797,,3.806268,,2.177197,,0.8997105,,0.2268299,,0.04337526,,0.05486365,,3.806268,,2.177197,,0.8997105,,0.2268299,,0.04337526,,0.7003209,,0.1932449,,2.901782,,2.901782,,0.03408315,,0.339379,,0.339379,,5.911088,,5.911088,,
71,1.755167,,1.844911,,1.844911,,2.002266,,2.002266,,1.583916,,4.004358,,2.159866,,0.8919697,,0.2256245,,0.04837422,,0.05404144,,4.004358,,2.159866,,0.8919697,,0.2256245,,0.04837422,,0.7178451,,0.1998542,,2.920492,,2.920492,,0.02909847,,0.3357341,,0.3357341,,6.235442,,6.235442,,
72,1.738374,,1.913765,,1.913765,,2.023346,,2.023346,,1.482587,,4.173467,,2.148492,,0.9036757,,0.222605,,0.05488831,,0.05321549,,4.173467,,2.148492,,0.9036757,,0.222605,,0.05488831,,0.7355857,,0.2041297,,2.937251,,2.937251,,0.02362286,,0.3299051,,0.3299051,,6.575109,,6.575109,,
73,1.715021,,1.976002,,1.976002,,2.039176,,2.039176,,1.082027,,4.183578,,2.109952,,0.9120525,,0.2220047,,0.06170563,,0.05216189,,4.183578,,2.109952,,0.9120525,,0.2220047,,0.06170563,,0.7543131,,0.1979825,,2.937606,,2.937606,,0.01802743,,0.3175124,,0.3175124,,6.906366,,6.906366,,
74,1.681705,,2.029677,,2.029677,,2.047713,,2.047713,,1.05536,,4.077641,,2.009121,,0.8901756,,0.2239727,,0.06533004,,0.05030939,,4.077641,,2.009121,,0.8901756,,0.2239727,,0.06533004,,0.7731801,,0.1891088,,2.925001,,2.925001,,0.01295075,,0.3020304,,0.3020304,,7.106594,,7.106594,,
75,1.637312,,2.073187,,2.073187,,2.049814,,2.049814,,1.041382,,4.028297,,1.940461,,0.8702381,,0.2296408,,0.06928492,,0.04860821,,4.028297,,1.940461,,0.8702381,,0.2296408,,0.06928492,,0.7915922,,0.1784083,,2.900644,,2.900644,,0.009369737,,0.2847713,,0.2847713,,7.302309,,7.302309,,
76,1.583089,,2.106275,,2.106275,,2.046485,,2.046485,,1.038828,,3.940224,,1.875033,,0.8387865,,0.2370618,,0.07239554,,0.04670221,,3.940224,,1.875033,,0.8387865,,0.2370618,,0.07239554,,0.8104391,,0.1665657,,2.865368,,2.865368,,0.007290035,,0.2664868,,0.2664868,,7.490537,,7.490537,,
77,1.525204,,2.129088,,2.129088,,2.038198,,2.038198,,0.9278052,,3.796155,,1.827931,,0.7984161,,0.2457936,,0.0740521,,0.04463393,,3.796155,,1.827931,,0.7984161,,0.2457936,,0.0740521,,0.8292935,,0.1540215,,2.819677,,2.819677,,0.006291182,,0.2476629,,0.2476629,,7.63201,,7.63201,,
78,1.463004,0.4477093,2.142198,0.6466842,2.142198,0.5889863,2.025176,1.21707,2.025176,1.300226,0.826359,1.066898,3.549314,7.516407,1.788934,0.6350037,0.7472677,,0.2492009,,0.07451071,,0.04236073,,3.549314,,1.788934,,0.7472677,,0.2492009,,0.07451071,,0.8479418,2.397879,0.1409494,0.1006182,2.762979,1.708937,2.762979,,0.005877448,0.001200665,0.2283235,0.02013713,0.2283235,0.005698808,7.669993,7.868507,7.669993,,
79,1.398274,,2.146726,,2.146726,,2.008087,,2.008087,,0.7704191,,3.28144,,1.778711,,0.7035556,,0.2485353,,0.07460359,,0.04044672,,3.28144,,1.778711,,0.7035556,,0.2485353,,0.07460359,,0.8659517,,0.1279093,,2.696707,,2.696707,,0.005752302,,0.208993,,0.208993,,7.653644,,7.653644,,
80,1.334856,,2.145219,,2.145219,,1.988936,,1.988936,,0.8397093,,3.171906,,1.855829,,0.6905791,,0.2499377,,0.07627998,,0.03995613,,3.171906,,1.855829,,0.6905791,,0.2499377,,0.07627998,,0.8838024,,0.1157987,,2.626266,,2.626266,,0.005841801,,0.190844,,0.190844,,7.805639,,7.805639,,
81,1.28257,,2.14151,,2.14151,,1.971365,,1.971365,,0.9362227,,3.157264,,1.986627,,0.6952478,,0.2557133,,0.07867029,,0.04063188,,3.157264,,1.986627,,0.6952478,,0.2557133,,0.07867029,,0.9031153,,0.1054322,,2.557927,,2.557927,,0.006086007,,0.1746978,,0.1746978,,8.198963,,8.198963,,
82,1.251401,,2.138425,,2.138425,,1.957152,,1.957152,,0.8901805,,3.061707,,2.091659,,0.6906037,,0.2588916,,0.07969198,,0.04125151,,3.061707,,2.091659,,0.6906037,,0.2588916,,0.07969198,,0.9241973,,0.09682046,,2.49202,,2.49202,,0.006302712,,0.1600402,,0.1600402,,8.587942,,8.587942,,
83,1.240688,,2.137448,,2.137448,,1.946133,,1.946133,,0.7988694,,2.915901,,2.163532,,0.6871439,,0.258986,,0.07955964,,0.0426277,,2.915901,,2.163532,,0.6871439,,0.258986,,0.07955964,,0.9459779,,0.08989602,,2.426819,,2.426819,,0.006414066,,0.146338,,0.146338,,8.904863,,8.904863,,
84,1.241477,,2.139129,,2.139129,,1.938444,,1.938444,,0.7131919,,2.771012,,2.201186,,0.6806142,,0.2628654,,0.07830442,,0.04432449,,2.771012,,2.201186,,0.6806142,,0.2628654,,0.07830442,,0.9682902,,0.08440311,,2.362548,,2.362548,,0.006338829,,0.1335603,,0.1335603,,9.174696,,9.174696,,
85,1.248031,,2.143435,,2.143435,,1.932866,,1.932866,,0.6415321,,2.599038,,2.201379,,0.6670784,,0.2644129,,0.07736619,,0.045727,,2.599038,,2.201379,,0.6670784,,0.2644129,,0.07736619,,0.9906631,,0.08114947,,2.304228,,2.304228,,0.005968164,,0.1218416,,0.1218416,,9.327868,,9.327868,,
86,1.256715,,2.149321,,2.149321,,1.929214,,1.929214,,0.5741733,,2.396373,,2.136979,,0.6392263,,0.2591836,,0.07801607,,0.04591706,,2.396373,,2.136979,,0.6392263,,0.2591836,,0.07801607,,1.012758,,0.07777081,,2.24646,,2.24646,,0.005203072,,0.1108429,,0.1108429,,9.315517,,9.315517,,
87,1.257089,,2.155181,,2.155181,,1.926561,,1.926561,,0.4992507,,2.242857,,2.066966,,0.6116284,,0.2528936,,0.07935168,,0.04607019,,2.242857,,2.066966,,0.6116284,,0.2528936,,0.07935168,,1.034132,,0.07426809,,2.189026,,2.189026,,0.004116583,,0.1006271,,0.1006271,,9.266154,,9.266154,,
88,1.246807,,2.160017,,2.160017,,1.92526,,1.92526,,0.502465,,2.104261,,1.972792,,0.5842987,,0.2430564,,0.08111665,,0.04580914,,2.104261,,1.972792,,0.5842987,,0.2430564,,0.08111665,,1.055202,,0.07059842,,2.133033,,2.133033,,0.002887198,,0.09129675,,0.09129675,,9.182066,,9.182066,,
89,1.231629,,2.163059,,2.163059,,1.924531,,1.924531,,0.4436485,,1.942922,,1.865337,,0.5620707,,0.2303533,,0.08317241,,0.04497432,,1.942922,,1.865337,,0.5620707,,0.2303533,,0.08317241,,1.075608,,0.0669236,,2.077478,,2.077478,,0.001884951,,0.08270012,,0.08270012,,9.027026,,9.027026,,
90,1.204648,0.441521,2.16356,1.327053,2.16356,0.9598876,1.92384,3.004625,1.92384,1.889382,0.4444442,0.6934835,1.855658,8.464813,1.792384,3.498768,0.5633637,0.02712988,0.2206994,,0.08540416,0.0170537,0.04460425,,1.855658,,1.792384,,0.5633637,,0.2206994,,0.08540416,,1.095264,3.2236,0.06341873,0.04091807,2.023035,1.346259,2.023035,,0.00128929,0.001683952,0.074883,0.01326569,0.074883,0.006911142,8.963961,21.41317,8.963961,,
91,1.166023,,2.161901,,2.161901,,1.924916,,1.924916,,0.4828031,,1.828295,,1.748511,,0.5856294,,0.2163339,,0.08741976,,0.04484028,,1.828295,,1.748511,,0.5856294,,0.2163339,,0.08741976,,1.115248,,0.06017383,,1.972334,,1.972334,,0.0009429361,,0.06806077,,0.06806077,,9.07937,,9.07937,,
92,1.126404,,2.159196,,2.159196,,1.929262,,1.929262,,0.54198,,1.887697,,1.769825,,0.6322696,,0.220015,,0.08976363,,0.04619736,,1.887697,,1.769825,,0.6322696,,0.220015,,0.08976363,,1.136255,,0.05750031,,1.927082,,1.927082,,0.0007807706,,0.06225502,,0.06225502,,9.462443,,9.462443,,
93,1.094159,,2.157022,,2.157022,,1.9397,,1.9397,,0.55684,,1.952881,,1.790902,,0.6850621,,0.2250511,,0.09226365,,0.04770002,,1.952881,,1.790902,,0.6850621,,0.2250511,,0.09226365,,1.159314,,0.05534044,,1.888178,,1.888178,,0.0007309344,,0.05734564,,0.05734564,,9.970985,,9.970985,,
94,1.076992,,2.155922,,2.155922,,1.956233,,1.956233,,0.5212778,,1.923435,,1.758976,,0.7253624,,0.225268,,0.09312855,,0.04826871,,1.923435,,1.758976,,0.7253624,,0.225268,,0.09312855,,1.183624,,0.05357927,,1.852509,,1.852509,,0.0007212203,,0.05291447,,0.05291447,,10.30093,,10.30093,,
95,1.063804,,2.155026,,2.155026,,1.976808,,1.976808,,0.4469434,,1.907048,,1.739809,,0.7663951,,0.2286555,,0.09385876,,0.04912848,,1.907048,,1.739809,,0.7663951,,0.2286555,,0.09385876,,1.207863,,0.0519698,,1.818277,,1.818277,,0.0007557392,,0.0487535,,0.0487535,,10.58904,,10.58904,,
96,1.043293,,2.154377,,2.154377,,2.002438,,2.002438,,0.5240393,,1.957877,,1.762645,,0.8131918,,0.2347383,,0.09752593,,0.05040808,,1.957877,,1.762645,,0.8131918,,0.2347383,,0.09752593,,1.232869,,0.05028377,,1.78791,,1.78791,,0.0008477131,,0.04512622,,0.04512622,,11.00989,,11.00989,,
97,1.02436,,2.151885,,2.151885,,2.032168,,2.032168,,0.4650301,,1.944179,,1.755557,,0.8487016,,0.2383224,,0.1006496,,0.05156471,,1.944179,,1.755557,,0.8487016,,0.2383224,,0.1006496,,1.258853,,0.04990722,,1.762888,,1.762888,,0.0009593298,,0.04253419,,0.04253419,,11.35884,,11.35884,,
98,1.012343,,2.148937,,2.148937,,2.065669,,2.065669,,0.4195154,,1.885155,,1.721179,,0.861186,,0.237417,,0.1014455,,0.05284789,,1.885155,,1.721179,,0.861186,,0.237417,,0.1014455,,1.284947,,0.04957359,,1.738575,,1.738575,,0.001070382,,0.03999658,,0.03999658,,11.52572,,11.52572,,
99,0.9943041,,2.144618,,2.144618,,2.102463,,2.102463,,0.4373487,,1.929813,,1.759462,,0.8887735,,0.2413064,,0.1036787,,0.05557549,,1.929813,,1.759462,,0.8887735,,0.2413064,,0.1036787,,1.310999,,0.04923226,,1.716277,,1.716277,,0.001223975,,0.03772765,,0.03772765,,11.88312,,11.88312,,
100,0.9715713,,2.140063,,2.140063,,2.146595,,2.146595,,0.4658457,,1.99672,,1.812683,,0.9168913,,0.2480329,,0.1055146,,0.05904965,,1.99672,,1.812683,,0.9168913,,0.2480329,,0.1055146,,1.33907,,0.04886179,,1.698858,,1.698858,,0.001398246,,0.03588054,,0.03588054,,12.4248,,12.4248,,
101,0.9628122,,2.135312,,2.135312,,2.197827,,2.197827,,0.5264188,,1.973108,,1.787539,,0.920662,,0.2519405,,0.1043713,,0.0615668,,1.973108,,1.787539,,0.920662,,0.2519405,,0.1043713,,1.368631,,0.04864972,,1.684095,,1.684095,,0.001507671,,0.03423833,,0.03423833,,12.71774,,12.71774,,
102,0.9660157,0.5280949,2.128778,1.184348,2.128778,0.9153314,2.252161,2.861266,2.252161,2.517221,0.5432125,0.360078,1.899958,0.5045253,1.702298,3.514388,0.8976939,0.24734,0.2556917,,0.1010011,,0.06268045,,1.899958,,1.702298,,0.8976939,,0.2556917,,0.1010011,,1.397679,2.48067,0.04861035,0.02001909,1.668625,1.073526,1.668625,,0.001534966,0.00113522,0.03265151,0.02023257,0.03265151,0.01402199,12.68794,6.372989,12.68794,,
103,0.9693049,,2.118785,,2.118785,,2.306223,,2.306223,,0.5291692,,1.810608,,1.582301,,0.8541461,,0.2595895,,0.09713377,,0.06245382,,1.810608,,1.582301,,0.8541461,,0.2595895,,0.09713377,,1.425384,,0.04854134,,1.650898,,1.650898,,0.001479755,,0.03106201,,0.03106201,,12.41098,,12.41098,,
104,0.9686527,,2.104173,,2.104173,,2.357321,,2.357321,,0.4586628,,1.700427,,1.451611,,0.8010849,,0.261907,,0.09339079,,0.06092074,,1.700427,,1.451611,,0.8010849,,0.261907,,0.09339079,,1.451302,,0.04839235,,1.63022,,1.63022,,0.001351324,,0.02944661,,0.02944661,,11.96057,,11.96057,,
105,0.9576925,,2.084425,,2.084425,,2.404017,,2.404017,,0.387433,,1.637094,,1.374126,,0.7565476,,0.2671773,,0.09068284,,0.05977852,,1.637094,,1.374126,,0.7565476,,0.2671773,,0.09068284,,1.475292,,0.04812535,,1.607514,,1.607514,,0.001198636,,0.02786841,,0.02786841,,11.58628,,11.58628,,
106,0.9378341,,2.060654,,2.060654,,2.448704,,2.448704,,0.4106785,,1.59335,,1.31788,,0.7199243,,0.2746474,,0.08818771,,0.05862984,,1.59335,,1.31788,,0.7199243,,0.2746474,,0.08818771,,1.498593,,0.04770465,,1.585361,,1.585361,,0.001049356,,0.02643555,,0.02643555,,11.34531,,11.34531,,
107,0.9188308,,2.033713,,2.033713,,2.492143,,2.492143,,0.2986531,,1.555499,,1.282527,,0.6906551,,0.2821307,,0.08711091,,0.05758189,,1.555499,,1.282527,,0.6906551,,0.2821307,,0.08711091,,1.521403,,0.04733393,,1.563375,,1.563375,,0.000923341,,0.0250487,,0.0250487,,11.2264,,11.2264,,
108,0.9086303,,2.005941,,2.005941,,2.5378,,2.5378,,0.8565203,,1.662155,,1.283374,,0.6787572,,0.2913024,,0.08713596,,0.05783355,,1.662155,,1.283374,,0.6787572,,0.2913024,,0.08713596,,1.544302,,0.04708934,,1.547856,,1.547856,,0.0008519285,,0.02426879,,0.02426879,,11.34321,,11.34321,,
109,0.9066156,,1.977661,,1.977661,,2.58584,,2.58584,,0.7624037,,1.782362,,1.311253,,0.6808232,,0.303227,,0.0878472,,0.05885551,,1.782362,,1.311253,,0.6808232,,0.303227,,0.0878472,,1.568638,,0.0472475,,1.539902,,1.539902,,0.0008229547,,0.02419049,,0.02419049,,11.7467,,11.7467,,
110,0.9055125,,1.951324,,1.951324,,2.639108,,2.639108,,0.7309173,,1.853539,,1.322451,,0.6791356,,0.310008,,0.08735786,,0.05924366,,1.853539,,1.322451,,0.6791356,,0.310008,,0.08735786,,1.594562,,0.04742626,,1.532112,,1.532112,,0.000808319,,0.02379961,,0.02379961,,12.17635,,12.17635,,
111,0.9075493,,1.927575,,1.927575,,2.698426,,2.698426,,0.6012403,,1.994334,,1.382846,,0.69982,,0.3216554,,0.08834475,,0.06088066,,1.994334,,1.382846,,0.69982,,0.3216554,,0.08834475,,1.621529,,0.04784424,,1.52544,,1.52544,,0.0008427518,,0.02327438,,0.02327438,,12.92516,,12.92516,,
112,0.915378,,1.908346,,1.908346,,2.76824,,2.76824,,0.5829741,,2.0557,,1.405331,,0.7065555,,0.326071,,0.08813674,,0.06108701,,2.0557,,1.405331,,0.7065555,,0.326071,,0.08813674,,1.651449,,0.04831083,,1.522327,,1.522327,,0.0008790294,,0.02269172,,0.02269172,,13.61853,,13.61853,,
113,0.9382164,,1.892676,,1.892676,,2.844189,,2.844189,,0.5484269,,2.064423,,1.398555,,0.6965185,,0.325762,,0.08789698,,0.06021671,,2.064423,,1.398555,,0.6965185,,0.325762,,0.08789698,,1.68205,,0.04892784,,1.519988,,1.519988,,0.00090289,,0.02201805,,0.02201805,,14.07862,,14.07862,,
114,0.9638157,1.47542,1.879372,1.48504,1.879372,1.203219,2.922581,4.109879,2.922581,2.715333,0.4258352,0.4000866,1.989335,10.02171,1.37336,0.9765028,0.6682543,0.1385738,0.31783,,0.08802378,,0.05812455,,1.989335,,1.37336,,0.6682543,,0.31783,,0.08802378,,1.712626,2.255075,0.04947667,0.04077746,1.51695,1.288231,1.51695,,0.0009127721,0.001509012,0.02120497,0.03225758,0.02120497,0.01689382,14.24748,5.177315,14.24748,,
115,0.9871203,,1.867238,,1.867238,,3.000494,,3.000494,,0.5770554,,1.908576,,1.368933,,0.6348804,,0.3063056,,0.08927602,,0.0559734,,1.908576,,1.368933,,0.6348804,,0.3063056,,0.08927602,,1.74239,,0.04996496,,1.513492,,1.513492,,0.0009291028,,0.0204043,,0.0204043,,14.2846,,14.2846,,
116,0.9990948,,1.856102,,1.856102,,3.07887,,3.07887,,0.6972887,,1.856224,,1.420079,,0.6149666,,0.2987102,,0.09234005,,0.05475283,,1.856224,,1.420079,,0.6149666,,0.2987102,,0.09234005,,1.771931,,0.05042409,,1.511152,,1.511152,,0.0009779567,,0.01979773,,0.01979773,,14.49227,,14.49227,,
117,1.006754,,1.847102,,1.847102,,3.160328,,3.160328,,0.8159612,,1.776288,,1.479028,,0.6036248,,0.2898557,,0.09535583,,0.05345263,,1.776288,,1.479028,,0.6036248,,0.2898557,,0.09535583,,1.802536,,0.0509528,,1.511059,,1.511059,,0.001038902,,0.019345,,0.019345,,14.76327,,14.76327,,
118,1.023416,,1.839875,,1.839875,,3.241166,,3.241166,,0.7453387,,1.624464,,1.466298,,0.5800226,,0.2753386,,0.09634142,,0.05086431,,1.624464,,1.466298,,0.5800226,,0.2753386,,0.09634142,,1.83339,,0.05170232,,1.510629,,1.510629,,0.001058459,,0.01883071,,0.01883071,,14.69329,,14.69329,,
119,1.043106,,1.832909,,1.832909,,3.316111,,3.316111,,0.6393793,,1.496392,,1.430536,,0.5580767,,0.2605492,,0.096136,,0.04844787,,1.496392,,1.430536,,0.5580767,,0.2605492,,0.096136,,1.862647,,0.05268375,,1.508028,,1.508028,,0.0010552,,0.01823268,,0.01823268,,14.46458,,14.46458,,
120,1.057755,,1.826235,,1.826235,,3.387647,,3.387647,,0.809523,,1.43503,,1.376088,,0.5373294,,0.2472924,,0.09454554,,0.04616539,,1.43503,,1.376088,,0.5373294,,0.2472924,,0.09454554,,1.890857,,0.05369594,,1.505936,,1.505936,,0.001037594,,0.01775503,,0.01775503,,14.21572,,14.21572,,
121,1.064155,,1.817995,,1.817995,,3.447276,,3.447276,,0.7185566,,1.435364,,1.30917,,0.5164527,,0.234284,,0.09206765,,0.04397538,,1.435364,,1.30917,,0.5164527,,0.234284,,0.09206765,,1.917827,,0.05556395,,1.517662,,1.517662,,0.0009984366,,0.01738509,,0.01738509,,13.93636,,13.93636,,
122,1.072203,,1.809776,,1.809776,,3.503172,,3.503172,,0.9865531,,1.471164,,1.224258,,0.491176,,0.2207037,,0.08773,,0.04131957,,1.471164,,1.224258,,0.491176,,0.2207037,,0.08773,,1.943988,,0.05732244,,1.529459,,1.529459,,0.0009364744,,0.01712665,,0.01712665,,13.60185,,13.60185,,
123,1.083778,,1.8009,,1.8009,,3.553022,,3.553022,,0.9657356,,1.500429,,1.133527,,0.4608111,,0.2066978,,0.08204778,,0.0382636,,1.500429,,1.133527,,0.4608111,,0.2066978,,0.08204778,,1.968563,,0.05915152,,1.539432,,1.539432,,0.0008492648,,0.01698148,,0.01698148,,13.14429,,13.14429,,
124,1.088616,,1.79068,,1.79068,,3.590653,,3.590653,,0.7852608,,1.492857,,1.045669,,0.4283236,,0.1918158,,0.07548601,,0.03507768,,1.492857,,1.045669,,0.4283236,,0.1918158,,0.07548601,,1.991002,,0.06063514,,1.544205,,1.544205,,0.000747936,,0.01658147,,0.01658147,,12.57625,,12.57625,,
125,1.08347,,1.77887,,1.77887,,3.616678,,3.616678,,0.7037664,,1.493155,,0.9855921,,0.4005399,,0.1777585,,0.06997856,,0.03247796,,1.493155,,0.9855921,,0.4005399,,0.1777585,,0.06997856,,2.011148,,0.0617765,,1.544727,,1.544727,,0.0006589785,,0.01597442,,0.01597442,,12.05884,,12.05884,,
126,1.066524,0.8147173,1.765801,3.229443,1.765801,2.798452,3.635172,5.526134,3.635172,4.947796,0.6502978,0.3867504,1.50606,0.05962572,0.9420668,2.143137,0.3826767,0.4823129,0.1649516,1.297839,0.06521569,,0.03062491,,1.50606,,0.9420668,,0.3826767,,0.1649516,,0.06521569,,2.029904,2.018966,0.06265815,0.03125451,1.543277,1.24616,1.543277,,0.0005939822,0.00131016,0.01532182,0.048959,0.01532182,0.02113139,11.70507,26.45557,11.70507,,
127,1.048358,,1.751812,,1.751812,,3.649052,,3.649052,,0.6687165,,1.527344,,0.8925335,,0.3730934,,0.1524523,,0.06067049,,0.0292253,,1.527344,,0.8925335,,0.3730934,,0.1524523,,0.06067049,,2.047853,,0.0634854,,1.540998,,1.540998,,0.0005470407,,0.01468593,,0.01468593,,11.43914,,11.43914,,
128,1.035295,,1.736553,,1.736553,,3.657451,,3.657451,,0.5334039,,1.503871,,0.8181231,,0.3670745,,0.1400614,,0.0561886,,0.0277952,,1.503871,,0.8181231,,0.3670745,,0.1400614,,0.0561886,,2.06475,,0.06430425,,1.536776,,1.536776,,0.0005025069,,0.01400011,,0.01400011,,11.10457,,11.10457,,
129,1.024487,,1.719283,,1.719283,,3.659603,,3.659603,,0.437396,,1.47539,,0.7478639,,0.3659695,,0.13086,,0.05205948,,0.02654916,,1.47539,,0.7478639,,0.3659695,,0.13086,,0.05205948,,2.07985,,0.06501797,,1.530016,,1.530016,,0.0004671511,,0.01325904,,0.01325904,,10.77124,,10.77124,,
130,0.9994187,,1.70033,,1.70033,,3.661536,,3.661536,,0.5276221,,1.609822,,0.7597091,,0.384626,,0.1302941,,0.0513312,,0.02696328,,1.609822,,0.7597091,,0.384626,,0.1302941,,0.0513312,,2.094035,,0.06565178,,1.524287,,1.524287,,0.0004858553,,0.01273143,,0.01273143,,11.014,,11.014,,
131,0.9743726,,1.683556,,1.683556,,3.676987,,3.676987,,0.6105114,,1.778145,,0.8053766,,0.4095104,,0.1336088,,0.05196011,,0.02813296,,1.778145,,0.8053766,,0.4095104,,0.1336088,,0.05196011,,2.111403,,0.06639279,,1.525671,,1.525671,,0.0005491663,,0.01250632,,0.01250632,,11.7771,,11.7771,,
132,0.9741293,,1.670201,,1.670201,,3.703432,,3.703432,,0.5771516,,1.833392,,0.849434,,0.4165054,,0.134394,,0.05180679,,0.02867598,,1.833392,,0.849434,,0.4165054,,0.134394,,0.05180679,,2.131448,,0.06750675,,1.531135,,1.531135,,0.0005959168,,0.01231548,,0.01231548,,12.38615,,12.38615,,
133,0.9878464,,1.660015,,1.660015,,3.74463,,3.74463,,0.5605483,,1.914452,,0.949704,,0.426108,,0.13817,,0.05258656,,0.02953129,,1.914452,,0.949704,,0.426108,,0.13817,,0.05258656,,2.151796,,0.06756421,,1.534787,,1.534787,,0.0006518906,,0.01212617,,0.01212617,,13.11219,,13.11219,,
134,1.003091,,1.653788,,1.653788,,3.795763,,3.795763,,0.5167385,,1.923858,,1.034655,,0.4238634,,0.1392877,,0.05230771,,0.02960653,,1.923858,,1.034655,,0.4238634,,0.1392877,,0.05230771,,2.174253,,0.06734992,,1.5412,,1.5412,,0.0006960626,,0.01194149,,0.01194149,,13.66581,,13.66581,,
135,1.025626,,1.650403,,1.650403,,3.849887,,3.849887,,0.4660666,,1.863275,,1.106599,,0.4162348,,0.1378531,,0.0512449,,0.02896066,,1.863275,,1.106599,,0.4162348,,0.1378531,,0.0512449,,2.196988,,0.06690187,,1.547812,,1.547812,,0.0007189203,,0.01169663,,0.01169663,,13.91662,,13.91662,,
136,1.042106,,1.649087,,1.649087,,3.904521,,3.904521,,0.4604889,,1.82015,,1.194311,,0.4152864,,0.1374096,,0.05033816,,0.02832978,,1.82015,,1.194311,,0.4152864,,0.1374096,,0.05033816,,2.219473,,0.06620213,,1.554271,,1.554271,,0.0007476379,,0.01148395,,0.01148395,,14.13566,,14.13566,,
137,1.049614,,1.65018,,1.65018,,3.961498,,3.961498,,0.4844203,,1.786231,,1.271204,,0.4198205,,0.1369595,,0.04913353,,0.02780158,,1.786231,,1.271204,,0.4198205,,0.1369595,,0.04913353,,2.242645,,0.06530003,,1.561617,,1.561617,,0.0007872373,,0.01132982,,0.01132982,,14.36895,,14.36895,,
