"S/R plot"
"striped bass 0 (striped bass 6+)"
x,1,1.05706632137299,1.09199941158295,1.2722829580307,1.49399423599243,2.16121912002563,3.02585768699646,3.84587812423706,4.55856466293335,5.32236385345459,6.34280920028687,7.43430519104004,8.72084808349609,9.49055194854736,9.18745803833008,8.55422782897949,8.76801109313965,9.22157955169678,9.84074115753174,9.88011360168457,9.52823162078857,8.66979789733887,7.612548828125,6.6165828704834,6.04030799865723,5.46397495269775,5.4884991645813,5.50758600234985,5.47118902206421,5.12763357162476,4.73223972320557,4.36652231216431
y,1.1477587223053,1.2514226436615,1.26712870597839,1.38196325302124,1.66448140144348,2.34826588630676,3.39333558082581,4.37483692169189,5.20658493041992,6.0399694442749,6.96696519851685,7.85781621932983,8.43439292907715,8.6992769241333,8.30576705932617,7.44014310836792,6.88155317306519,6.72855663299561,6.66562080383301,6.45808792114258,5.93640947341919,5.21661138534546,4.44909381866455,3.7318742275238,3.24593710899353,2.94826698303223,2.84911847114563,3.04547524452209,3.29985475540161,3.46247744560242,3.53360819816589,3.57280111312866
"striped bass 2-5 (striped bass 6+)"
x,1,1.05706632137299,1.09199941158295,1.2722829580307,1.49399423599243,2.16121912002563,3.02585768699646,3.84587812423706,4.55856466293335,5.32236385345459,6.34280920028687,7.43430519104004,8.72084808349609,9.49055194854736,9.18745803833008,8.55422782897949,8.76801109313965,9.22157955169678,9.84074115753174,9.88011360168457,9.52823162078857,8.66979789733887,7.612548828125,6.6165828704834,6.04030799865723,5.46397495269775,5.4884991645813,5.50758600234985
y,1.56383681297302,1.75118565559387,1.62839937210083,1.53010964393616,1.60619032382965,2.01906871795654,2.55158615112305,2.78063273429871,2.73236680030823,2.64458751678467,2.65258359909058,2.78319954872131,2.94691300392151,3.0309464931488,2.82425093650818,2.43023061752319,2.12122058868408,1.97361409664154,1.94074249267578,1.92880344390869,1.88830471038818,1.85009336471558,1.76913607120514,1.63481211662292,1.50128161907196,1.39797747135162,1.36741292476654,1.4715667963028
"menhaden 0 (menhaden 6+)"
x,1,0.891752898693085,0.96321028470993,1.01693916320801,1.03364825248718,0.996403872966766,0.898260772228241,0.747423529624939,0.74528169631958,0.922537624835968,1.18812119960785,1.27920114994049,1.18694078922272,1.02936363220215,0.9692063331604,1.04419982433319,1.11839723587036,1.08119821548462,0.984971463680267,0.874015927314758,0.800493359565735,0.80689537525177,0.844531893730164,0.870324790477753,0.875330746173859,0.871779143810272,0.865675449371338,0.875830829143524,0.895521581172943,0.944872498512268,1.03191018104553,1.1400408744812,1.22218525409698
y,0.940442860126495,0.742197573184967,0.851081788539886,1.17769181728363,1.4472895860672,1.23589158058167,0.931455135345459,0.758501946926117,0.841860473155975,1.17953622341156,1.40785396099091,1.25680184364319,0.97318160533905,0.747035384178162,0.719238877296448,0.944632589817047,1.16107547283173,1.17010116577148,1.0197890996933,0.844252467155457,0.727289915084839,0.730363547801971,0.803180575370789,0.892450273036957,0.962820172309875,1.00660049915314,1.00045299530029,0.952667772769928,0.890371918678284,0.862803995609283,0.907748639583588,1.02534711360931,1.10975825786591
"menhaden 1 (menhaden 6+)"
x,1,0.891752898693085,0.96321028470993,1.01693916320801,1.03364825248718,0.996403872966766,0.898260772228241,0.747423529624939,0.74528169631958,0.922537624835968,1.18812119960785,1.27920114994049,1.18694078922272,1.02936363220215,0.9692063331604,1.04419982433319,1.11839723587036,1.08119821548462,0.984971463680267,0.874015927314758,0.800493359565735,0.80689537525177,0.844531893730164,0.870324790477753,0.875330746173859,0.871779143810272,0.865675449371338,0.875830829143524,0.895521581172943,0.944872498512268,1.03191018104553,1.1400408744812
y,0.962154388427734,0.866943776607513,0.971606552600861,1.15837490558624,1.29578495025635,1.16635143756866,1.0050390958786,0.907517850399017,0.969474136829376,1.16823792457581,1.26331734657288,1.15287292003632,0.984400391578674,0.853704035282135,0.850849509239197,1.01299381256104,1.13140118122101,1.11564862728119,1.01005625724792,0.893486082553864,0.813419282436371,0.822474837303162,0.886624276638031,0.958381772041321,1.00726532936096,1.03397071361542,1.0256599187851,0.992815613746643,0.956769168376923,0.949325799942017,0.992129743099213,1.05879855155945
"menhaden 2 (menhaden 6+)"
x,1,0.891752898693085,0.96321028470993,1.01693916320801,1.03364825248718,0.996403872966766,0.898260772228241,0.747423529624939,0.74528169631958,0.922537624835968,1.18812119960785,1.27920114994049,1.18694078922272,1.02936363220215,0.9692063331604,1.04419982433319,1.11839723587036,1.08119821548462,0.984971463680267,0.874015927314758,0.800493359565735,0.80689537525177,0.844531893730164,0.870324790477753,0.875330746173859,0.871779143810272,0.865675449371338,0.875830829143524,0.895521581172943,0.944872498512268,1.03191018104553
y,0.98866331577301,0.815996110439301,0.823846757411957,0.971554219722748,1.1258327960968,1.12322819232941,1.05945765972137,0.97332102060318,0.980098783969879,1.12965035438538,1.19221234321594,1.07173717021942,0.978763461112976,0.921925485134125,0.901024401187897,1.02320349216461,1.11779427528381,1.09205830097198,0.99107551574707,0.899670898914337,0.847712337970734,0.885250687599182,0.950407087802887,0.995296537876129,1.03952527046204,1.08765733242035,1.09967684745789,1.06682062149048,1.02097404003143,1.02133142948151,1.06985437870026
"menhaden 3 (menhaden 6+)"
x,1,0.891752898693085,0.96321028470993,1.01693916320801,1.03364825248718,0.996403872966766,0.898260772228241,0.747423529624939,0.74528169631958,0.922537624835968,1.18812119960785,1.27920114994049,1.18694078922272,1.02936363220215,0.9692063331604,1.04419982433319,1.11839723587036,1.08119821548462,0.984971463680267,0.874015927314758,0.800493359565735,0.80689537525177,0.844531893730164,0.870324790477753,0.875330746173859,0.871779143810272,0.865675449371338,0.875830829143524,0.895521581172943,0.944872498512268
y,0.861081659793854,0.629637598991394,0.60180389881134,0.747693240642548,0.966359674930573,1.05838739871979,1.03946018218994,0.892306745052338,0.865967690944672,0.997023463249207,1.05510056018829,1.01389586925507,0.962695181369781,0.883213400840759,0.843056917190552,0.948086678981781,1.01548182964325,0.995428442955017,0.903624415397644,0.828128814697266,0.808784306049347,0.855232536792755,0.895302772521973,0.917576909065247,0.966362595558167,1.02979362010956,1.03742635250092,0.990600764751434,0.947742342948914,0.952635228633881
"menhaden 4 (menhaden 6+)"
x,1,0.891752898693085,0.96321028470993,1.01693916320801,1.03364825248718,0.996403872966766,0.898260772228241,0.747423529624939,0.74528169631958,0.922537624835968,1.18812119960785,1.27920114994049,1.18694078922272,1.02936363220215,0.9692063331604,1.04419982433319,1.11839723587036,1.08119821548462,0.984971463680267,0.874015927314758,0.800493359565735,0.80689537525177,0.844531893730164,0.870324790477753,0.875330746173859,0.871779143810272,0.865675449371338,0.875830829143524,0.895521581172943
y,0.909237682819366,0.616298615932465,0.618166327476501,0.839697062969208,1.16797411441803,1.30194461345673,1.19189643859863,0.99258428812027,0.967827618122101,1.11414158344269,1.23362874984741,1.19952416419983,1.11242413520813,1.00042951107025,0.94500607252121,1.02745389938354,1.09015226364136,1.05533611774445,0.980681240558624,0.935251712799072,0.93035900592804,0.962608098983765,0.988849282264709,1.02239394187927,1.10528492927551,1.18873119354248,1.20515048503876,1.1742250919342,1.13015997409821
"menhaden 5 (menhaden 6+)"
x,1,0.891752898693085,0.96321028470993,1.01693916320801,1.03364825248718,0.996403872966766,0.898260772228241,0.747423529624939,0.74528169631958,0.922537624835968,1.18812119960785,1.27920114994049,1.18694078922272,1.02936363220215,0.9692063331604,1.04419982433319,1.11839723587036,1.08119821548462,0.984971463680267,0.874015927314758,0.800493359565735,0.80689537525177,0.844531893730164,0.870324790477753,0.875330746173859,0.871779143810272,0.865675449371338,0.875830829143524
y,0.834518790245056,0.581977128982544,0.628574252128601,0.907142698764801,1.26845729351044,1.32808792591095,1.17869651317596,0.97697126865387,0.939916014671326,1.08843982219696,1.19626951217651,1.14143526554108,1.0330798625946,0.913539826869965,0.837631642818451,0.886441588401794,0.931520223617554,0.938553750514984,0.915867805480957,0.894992291927338,0.886192679405212,0.907528936862946,0.939058423042297,0.992937028408051,1.08691585063934,1.19136917591095,1.24668657779694,1.22561609745026
"bluefish juv (bluefish adult)"
x,1,0.796643137931824,0.44371622800827,0.313835889101028,0.3131203353405,0.476989775896072,0.574507415294647,0.585737824440002,0.56526255607605,0.556762635707855,0.571623086929321,0.637832164764404,0.640984714031219,0.570761442184448,0.536243915557861,0.54697972536087,0.541359484195709,0.5236536860466,0.569132328033447,0.555771887302399,0.50818133354187,0.474360674619675,0.43334111571312,0.395205080509186,0.374543100595474,0.364377677440643,0.341881453990936,0.34297838807106,0.351047933101654,0.366812616586685,0.38850936293602,0.386625856161118,0.42440927028656
y,0.587436437606812,0.296553552150726,0.170149564743042,0.409940212965012,0.734744489192963,0.8910271525383,0.787812829017639,0.551877379417419,0.514465630054474,0.499935775995255,0.543245732784271,0.503471255302429,0.434119075536728,0.461260378360748,0.460975170135498,0.459608107805252,0.419816821813583,0.403292685747147,0.406159162521362,0.366545498371124,0.318535834550858,0.283041566610336,0.264094978570938,0.250847786664963,0.244064316153526,0.228016003966331,0.217087239027023,0.203718438744545,0.205814033746719,0.203937202692032,0.235237941145897,0.232103332877159,0.221381634473801
"weakfish juv (weakfish adult)"
x,1,0.927010953426361,0.804769098758698,0.863002419471741,0.89372044801712,1.0835953950882,1.24953472614288,1.04368805885315,0.852248191833496,0.813997268676758,0.79524564743042,0.762383282184601,0.646653950214386,0.51283210515976,0.414166301488876,0.353227823972702,0.325020641088486,0.355629771947861,0.352790087461472,0.368722707033157,0.392038524150848,0.38614210486412,0.372587263584137,0.363149732351303,0.397149860858917,0.426496803760529,0.488048195838928,0.537440955638886,0.534856677055359,0.53355348110199,0.547918200492859,0.555960357189178,0.58386218547821
y,0.957948684692383,0.859225451946259,0.889686107635498,1.08308565616608,1.23955845832825,1.22954380512238,1.04799318313599,0.803579986095428,0.665680050849915,0.613422214984894,0.575056254863739,0.500637114048004,0.408835411071777,0.350490599870682,0.326889395713806,0.333659261465073,0.345279842615128,0.359604686498642,0.349189847707748,0.335838377475739,0.332625538110733,0.335774183273315,0.347754180431366,0.366319954395294,0.400432527065277,0.433486700057983,0.468153089284897,0.487274646759033,0.482329577207565,0.474136829376221,0.478969603776932,0.494165241718292,0.506558358669281
"Atlantic herring 0-1 (Atlantic herring 2+)"
x,1,1.02570056915283,1.21986544132233,1.62354981899261,2.06958842277527,2.8346152305603,3.70545840263367,4.43136024475098,5.04207372665405,5.76283264160156,6.54745197296143,6.55410623550415,6.40949106216431,5.87700271606445,5.38942289352417,5.0354642868042,4.98775768280029,4.76176786422729,4.58016443252563,4.13831377029419,3.67974877357483,3.29695439338684,2.89030575752258,2.61245012283325,2.52600193023682,2.26445722579956,2.54474115371704,2.67115139961243,2.74629235267639,2.85949945449829,2.98626279830933,3.2288830280304,3.47097706794739
y,0.918671011924744,1.09843051433563,1.24065577983856,1.88718676567078,2.90209698677063,3.3541853427887,3.8953697681427,4.45821142196655,5.18295049667358,6.08063411712646,6.78157901763916,6.69665145874023,6.01909494400024,5.48010635375977,5.27254676818848,5.27842473983765,5.3769645690918,5.14602661132813,4.73341131210327,4.2571702003479,3.74334907531738,3.19067430496216,2.97758316993713,2.92196798324585,2.86689949035645,2.76071691513062,2.76511073112488,2.95325565338135,2.8746063709259,2.91503667831421,3.21945071220398,3.50983166694641,3.68473124504089
