EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 11:14:32 AM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,ConsumptionBiomass

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,7.023699,2.867876,1.690785,18.49104,8.808213,6.239037,5.298227,4.577411,4.064754,3.618374,1.746286,13.24906,3.17239,9.995067,3.640719,10.94079,3.487831,6.681807,12.00905,151.3314,0,0
1986,7.077245,2.772211,1.604136,18.41959,9.479276,6.400349,5.465668,4.87671,4.255271,3.839079,1.778929,13.42796,3.486729,10.1325,3.721093,10.62041,3.620953,6.986021,12.48527,154.7534,0,0
1987,7.093507,2.862913,1.762675,17.99619,9.654786,6.654284,5.457788,4.886297,4.374098,3.920261,1.874599,13.85045,4.115829,9.873229,3.900964,10.88565,3.710506,7.681385,12.8047,156.2425,0,0
1988,7.136757,2.970771,2.102516,17.90044,9.126582,6.624229,5.605285,4.793819,4.270857,3.884328,1.945735,11.78876,4.683332,9.757132,4.25878,10.36653,3.673073,8.069525,12.82592,156.4653,0,0
1989,7.132256,3.000146,2.329782,18.10793,8.583771,6.389565,5.539135,4.850833,4.157456,3.755928,1.971037,11.85364,4.610819,9.706338,4.273038,10.51721,3.706344,7.900802,12.63649,155.7498,0,0
1990,7.190725,2.906787,2.273279,18.29245,8.694583,6.124276,5.398438,4.76663,4.235025,3.678352,1.99509,11.66755,4.298753,9.907186,3.887723,10.61856,3.655645,7.479398,12.45781,154.8169,0,0
1991,7.188537,2.782495,2.126969,18.36053,9.188569,6.206629,5.25666,4.722718,4.171377,3.778633,2.031679,12.33582,4.058228,10.21983,3.679675,10.73777,3.603626,7.204981,12.4426,154.5523,0,0
1992,7.197814,2.646486,2.072436,18.23134,9.58243,6.353603,5.252968,4.678627,4.203568,3.917323,2.089855,12.50249,3.954523,10.28185,3.644559,10.78276,3.643369,7.329794,12.6337,155.3401,0,0
1993,7.213448,2.547153,2.138152,18.03843,9.580075,6.467669,5.243765,4.59786,4.094263,3.903105,2.176878,12.54448,3.978835,10.22481,3.603077,10.75248,3.693868,7.68704,12.83471,156.2375,0,0
1994,7.230178,2.495428,2.275332,18.04612,9.070381,6.403309,5.236389,4.503496,3.966619,3.776389,2.253765,12.60296,4.066411,10.19012,3.618611,10.72328,3.708266,7.935831,12.89021,156.5977,0,0
1995,7.216204,2.38479,2.283568,18.22183,8.615355,6.222395,5.215182,4.527869,3.927561,3.645759,2.255584,12.47548,3.976353,10.22596,3.578741,10.76796,3.707161,7.817583,12.75504,155.9975,0,0
1996,7.199007,2.245476,2.205481,18.40469,8.663169,6.02586,5.04541,4.45487,3.928304,3.569486,2.208035,12.83703,3.827213,10.35106,3.513117,10.8529,3.66768,7.440898,12.5694,154.9335,0,0
1997,7.206764,2.09551,2.093388,18.49359,9.067962,6.1284,4.997668,4.390673,3.932323,3.616267,2.131976,12.93414,3.754554,10.40822,3.51894,10.93946,3.644965,7.108187,12.48405,154.1991,0,0
1998,7.207091,1.965598,2.017776,18.42595,9.525403,6.395429,5.218976,4.481516,4.001676,3.76911,2.072143,12.67475,3.692596,10.32055,3.645958,10.93114,3.670176,7.085203,12.58136,154.4509,0,0
1999,7.199934,1.89597,2.054896,18.23159,9.680388,6.478253,5.298667,4.592762,4.066588,3.908922,2.052465,12.70166,3.640011,10.17644,3.878203,10.86623,3.734145,7.352802,12.74881,155.1771,0,0
2000,7.184741,1.918081,2.186464,18.2013,9.346858,6.439526,5.249632,4.608272,4.132992,3.972874,2.046768,12.59516,3.708587,10.00509,4.099209,10.79862,3.770855,7.660128,12.83635,155.7887,0,0
2001,7.204388,1.972509,2.283094,18.28719,8.98908,6.317853,5.217462,4.542774,4.106436,3.949605,2.015542,12.80164,3.808964,9.92693,4.08544,10.75923,3.788628,7.762596,12.77723,155.7381,0,0
2002,7.188832,2.011552,2.278867,18.39964,8.888503,6.164657,5.095421,4.475126,4.02532,3.882601,1.95786,12.71612,3.729184,9.967059,4.047451,10.81849,3.762882,7.598737,12.62888,155.1044,0,0
2003,7.18655,1.995751,2.182293,18.47496,9.040627,6.131202,4.989092,4.376321,3.985859,3.845124,1.884386,12.83741,3.610199,10.01526,3.916507,10.82603,3.72986,7.315094,12.48967,154.2748,0,0
2004,7.174122,1.947997,2.05582,18.50237,9.263836,6.209306,5.026225,4.380754,3.996124,3.874662,1.813716,12.98157,3.545904,10.06934,3.742588,10.87704,3.716138,7.078643,12.41701,153.6627,0,0
2005,7.163582,1.895503,1.968269,18.4512,9.45458,6.316788,5.11377,4.450643,4.057305,3.950921,1.766541,13.0138,3.504688,10.0999,3.697766,10.86517,3.716818,6.98885,12.42091,153.4586,0,0
2006,7.146332,1.869489,1.931831,18.40378,9.44867,6.362757,5.204649,4.574023,4.1621,4.019179,1.737814,13.03613,3.507243,10.07238,3.758631,10.94996,3.7314,7.023495,12.45876,153.5855,0,0
