EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 7:29:38 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,Catch

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,1.682555E-06,0.003314423,0.003390592,0.001063183,0.05764441,0.3327519,0.1690124,0.04715951,0.01467814,0.004454025,0.005140344,0.002995868,0.05586127,1.337431E-05,0.002829726,0.003692176,0.06312875,0,0,0,0,0
1986,1.856729E-06,0.003793414,0.003068771,0.0004449824,0.02892298,0.185626,0.07302888,0.01590467,0.004582549,0.001411601,0.003322667,0.002293705,0.09663516,2.10177E-05,0.004023239,0.0005418994,0.06174499,0,0,0,0,0
1987,2.028224E-06,0.002666261,0.001586559,0.0007110722,0.0297864,0.1821172,0.1050973,0.02184018,0.005958797,0.002068596,0.003433663,0.002688215,0.06681936,2.666035E-05,0.003258632,0.005299329,0.06088977,0,0,0,0,0
1988,2.240096E-06,0.001498369,0.004637048,0.001250844,0.05121661,0.1987408,0.09191182,0.02830636,0.006963002,0.002249619,0.004114948,0.001321355,0.05327132,3.246286E-05,0.006288495,0.0008737059,0.08727037,0,0,0,0,0
1989,2.574662E-06,0.0008990905,0.001421515,0.001340387,0.06580504,0.2518571,0.08760768,0.02454991,0.01029109,0.003159464,0.005336935,0.001856444,0.03233888,3.637425E-05,0.00474504,0.0004307409,0.09458729,0,0,0,0,0
1990,3.010087E-06,0.0004952908,0.001086514,0.0008896822,0.05071739,0.2779406,0.09930017,0.01809236,0.006767854,0.003123536,0.01658078,0.001141239,0.04462988,9.634632E-05,0.002374487,0.000218783,0.09317466,0,0,0,0,0
1991,3.853866E-06,0.0007576143,0.001725016,0.0007609855,0.0485367,0.2710858,0.117367,0.01816054,0.003791941,0.001863474,0.01380929,0.001854565,0.05016963,3.4778E-05,0.003808441,0.0001151326,0.1053382,0,0,0,0,0
1992,4.966243E-06,0.0008980876,0.002779478,0.0004254371,0.02459995,0.1658144,0.09744465,0.02274497,0.004293364,0.001240616,0.01800558,0.001266124,0.04835747,1.553271E-05,0.003162462,3.001441E-05,0.1267034,0,0,0,0,0
1993,6.213808E-06,0.002030264,0.004813693,0.0005135716,0.02758766,0.1338545,0.06831252,0.01631611,0.003688672,0.0007176883,0.02219754,0.0008168257,0.04708176,5.509342E-06,0.001301385,0.0001019653,0.128568,0,0,0,0,0
1994,7.583827E-06,0.003141173,0.008071464,0.0005344366,0.02632554,0.1283657,0.05497907,0.01376078,0.002729397,0.0003592081,0.02082003,0.000778707,0.04681414,8.101784E-06,0.001034644,0.0001021511,0.1282473,0,0,0,0,0
1995,9.059831E-06,0.004046318,0.01179358,0.0007170562,0.03109861,0.1546193,0.08449072,0.021081,0.005027071,0.0004968434,0.02360734,0.0004474026,0.036669,6.564922E-06,0.0008650238,0.0009246916,0.2061685,0,0,0,0,0
1996,1.035776E-05,0.004373834,0.009974803,0.0005868549,0.03088681,0.1252789,0.05955479,0.01546349,0.00317968,0.0004495444,0.02777339,0.0007595518,0.04046418,1.682308E-05,0.001283438,0.0002664647,0.1802657,0,0,0,0,0
1997,1.123832E-05,0.006233587,0.0144293,0.000800337,0.04102628,0.187491,0.0633987,0.01372918,0.002815959,0.0005961972,0.01912623,0.0007500695,0.04654695,3.282256E-05,0.001538979,0.0009322875,0.1820359,0,0,0,0,0
1998,1.183653E-05,0.006496316,0.02625538,0.0009331373,0.05177099,0.2222806,0.08726607,0.01530196,0.002942071,0.0007460338,0.02230289,0.0004132732,0.03812054,1.444986E-05,0.00171586,2.642475E-05,0.1709646,0,0,0,0,0
1999,1.186221E-05,0.007706468,0.03317297,0.0005616297,0.03200989,0.1543012,0.06158572,0.01386597,0.002238039,0.0005000824,0.01761942,0.0006039932,0.02940885,1.514388E-05,0.001963468,5.897334E-05,0.1745577,0,0,0,0,0
2000,1.116083E-05,0.01010691,0.02802685,0.0003193147,0.01765474,0.09894148,0.05854309,0.01491506,0.003178562,0.0002742576,0.01242604,0.000342594,0.0358046,1.768256E-06,0.002077049,0.0001464426,0.1462858,0,0,0,0,0
2001,1.031137E-05,0.009101457,0.0308791,0.000521758,0.0277626,0.1334302,0.06157161,0.01487642,0.00281931,0.0004119065,0.006840083,0.0005340304,0.04038945,2.512545E-06,0.001386929,0.0001079574,0.1685176,0,0,0,0,0
2002,9.959056E-06,0.007076698,0.02958938,0.0004833101,0.02572419,0.1205365,0.05385811,0.01284495,0.002560897,0.0003789453,0.006474974,0.0002751139,0.02602616,9.290704E-07,0.001671854,0.001235853,0.1438974,0,0,0,0,0
