EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 7:29:38 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,FIB

year,value
1985,0.02704729
1986,0.001018766
1987,0.002223524
1988,0.004415249
1989,0.01122006
1990,0.01444874
1991,0.01455938
1992,0.001154744
1993,-0.002878708
1994,-0.00382344
1995,0.003129303
1996,-0.001724105
1997,0.00451916
1998,0.00918267
1999,0.0005549524
2000,-0.005436535
2001,-0.001629349
2002,-0.003961314
2003,-0.003231926
2004,-0.002220057
2005,-0.001299049
2006,-0.002431337
2007,-0.004285595
2008,-0.00690017
2009,-0.00359808
2010,-0.00423509
2011,-0.005824516
2012,-0.00781087
2013,-0.00857656
2014,-0.006234718
2015,-0.00397013
2016,-0.00506943
2017,-0.006990443
