EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 7:29:38 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,ShannonDiversity

year,value
1985,1.455963
1986,1.431074
1987,1.418522
1988,1.429946
1989,1.459606
1990,1.483089
1991,1.490954
1992,1.494991
1993,1.505033
1994,1.513512
1995,1.517845
1996,1.523137
1997,1.527163
1998,1.52261
1999,1.516291
2000,1.514452
2001,1.510944
2002,1.51113
2003,1.509351
2004,1.50352
2005,1.495847
2006,1.488532
2007,1.482678
2008,1.481134
2009,1.47815
2010,1.479418
2011,1.479586
2012,1.482199
2013,1.485851
2014,1.488582
2015,1.489824
2016,1.490898
2017,1.493274
