EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 7:29:38 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,TLC

year,value
1985,2.959207
1986,3.143455
1987,3.082784
1988,3.055811
1989,2.980933
1990,3.005343
1991,3.027029
1992,3.12135
1993,3.171962
1994,3.196462
1995,3.167668
1996,3.207169
1997,3.157814
1998,3.123447
1999,3.191447
2000,3.250292
2001,3.210132
2002,3.185871
2003,3.200972
2004,3.17961
2005,3.156769
2006,3.17879
2007,3.200407
2008,3.22981
2009,3.206926
2010,3.116956
2011,3.156548
2012,3.203254
2013,3.227545
2014,3.17006
2015,3.149728
2016,3.19062
2017,3.277706
