EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 7:29:38 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,CatchFleetGroup

year,fleet,group,value
1985,1,1,1.682556E-06
1985,3,11,0.005140343
1986,1,1,1.856729E-06
1986,3,11,0.003322667
1987,1,1,2.028224E-06
1987,3,11,0.003433663
1988,1,1,2.240096E-06
1988,3,11,0.004114948
1989,1,1,2.574662E-06
1989,3,11,0.005336935
1990,1,1,3.010087E-06
1990,3,11,0.01658078
1991,1,1,3.853866E-06
1991,3,11,0.01380929
1992,1,1,4.966244E-06
1992,3,11,0.01800558
1993,1,1,6.213808E-06
1993,3,11,0.02219754
1994,1,1,7.583827E-06
1994,3,11,0.02082003
1995,1,1,9.059831E-06
1995,3,11,0.02360734
1996,1,1,1.035776E-05
1996,3,11,0.02777339
1997,1,1,1.123832E-05
1997,3,11,0.01912623
1998,1,1,1.183653E-05
1998,3,11,0.02230289
1999,1,1,1.186221E-05
1999,3,11,0.01761942
2000,1,1,1.116083E-05
2000,3,11,0.01242604
2001,1,1,1.031137E-05
2001,3,11,0.006840083
2002,1,1,9.959055E-06
2002,3,11,0.006474974
2003,1,1,9.605065E-06
2003,3,11,0.00316785
2004,1,1,9.353103E-06
2004,3,11,0.003786358
2005,1,1,9.018308E-06
2005,3,11,0.003794539
2006,1,1,8.593224E-06
2006,3,11,0.004792522
2007,1,1,8.034192E-06
2007,3,11,0.00599934
2008,1,1,7.347369E-06
2008,3,11,0.006028309
2009,1,1,6.622796E-06
2009,3,11,0.005607736
2010,1,1,6.040958E-06
2010,3,11,0.005587841
2011,1,1,5.54621E-06
2011,3,11,0.009768886
2012,1,1,5.518007E-06
2012,3,11,0.0108873
2013,1,1,5.677732E-06
2013,3,11,0.007409323
2014,1,1,5.894187E-06
2014,3,11,0.01079204
2015,1,1,6.067126E-06
2015,3,11,0.008730191
2016,1,1,6.184721E-06
2016,3,11,0.01219223
2017,1,1,6.144231E-06
2017,3,11,0.01109771
