EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 7:29:38 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,Value

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1,1.599006E-06,0,0,0,0,0,0,0,0,0,0.005140005,0,0,0,0,0,0,0,0,0,0,0
2,1.613609E-06,0,0,0,0,0,0,0,0,0,0.005140063,0,0,0,0,0,0,0,0,0,0,0
3,1.628798E-06,0,0,0,0,0,0,0,0,0,0.005140108,0,0,0,0,0,0,0,0,0,0,0
4,1.645306E-06,0,0,0,0,0,0,0,0,0,0.005140156,0,0,0,0,0,0,0,0,0,0,0
5,1.661356E-06,0,0,0,0,0,0,0,0,0,0.005140234,0,0,0,0,0,0,0,0,0,0,0
6,1.675054E-06,0,0,0,0,0,0,0,0,0,0.005140341,0,0,0,0,0,0,0,0,0,0,0
7,1.688335E-06,0,0,0,0,0,0,0,0,0,0.005140445,0,0,0,0,0,0,0,0,0,0,0
8,1.704489E-06,0,0,0,0,0,0,0,0,0,0.00514042,0,0,0,0,0,0,0,0,0,0,0
9,1.723479E-06,0,0,0,0,0,0,0,0,0,0.005140525,0,0,0,0,0,0,0,0,0,0,0
10,1.737708E-06,0,0,0,0,0,0,0,0,0,0.005140587,0,0,0,0,0,0,0,0,0,0,0
11,1.749527E-06,0,0,0,0,0,0,0,0,0,0.005140624,0,0,0,0,0,0,0,0,0,0,0
12,1.763998E-06,0,0,0,0,0,0,0,0,0,0.005140613,0,0,0,0,0,0,0,0,0,0,0
13,1.779405E-06,0,0,0,0,0,0,0,0,0,0.003322327,0,0,0,0,0,0,0,0,0,0,0
14,1.791975E-06,0,0,0,0,0,0,0,0,0,0.00332238,0,0,0,0,0,0,0,0,0,0,0
15,1.804565E-06,0,0,0,0,0,0,0,0,0,0.003322405,0,0,0,0,0,0,0,0,0,0,0
16,1.818169E-06,0,0,0,0,0,0,0,0,0,0.003322478,0,0,0,0,0,0,0,0,0,0,0
17,1.832003E-06,0,0,0,0,0,0,0,0,0,0.003322528,0,0,0,0,0,0,0,0,0,0,0
18,1.847232E-06,0,0,0,0,0,0,0,0,0,0.003322577,0,0,0,0,0,0,0,0,0,0,0
19,1.863724E-06,0,0,0,0,0,0,0,0,0,0.003322675,0,0,0,0,0,0,0,0,0,0,0
20,1.879494E-06,0,0,0,0,0,0,0,0,0,0.003322756,0,0,0,0,0,0,0,0,0,0,0
21,1.894374E-06,0,0,0,0,0,0,0,0,0,0.003322838,0,0,0,0,0,0,0,0,0,0,0
22,1.90887E-06,0,0,0,0,0,0,0,0,0,0.003322922,0,0,0,0,0,0,0,0,0,0,0
23,1.923443E-06,0,0,0,0,0,0,0,0,0,0.003323007,0,0,0,0,0,0,0,0,0,0,0
24,1.937496E-06,0,0,0,0,0,0,0,0,0,0.003323104,0,0,0,0,0,0,0,0,0,0,0
25,1.95062E-06,0,0,0,0,0,0,0,0,0,0.003433203,0,0,0,0,0,0,0,0,0,0,0
26,1.963846E-06,0,0,0,0,0,0,0,0,0,0.003433242,0,0,0,0,0,0,0,0,0,0,0
27,1.97972E-06,0,0,0,0,0,0,0,0,0,0.003433343,0,0,0,0,0,0,0,0,0,0,0
28,1.994883E-06,0,0,0,0,0,0,0,0,0,0.003433472,0,0,0,0,0,0,0,0,0,0,0
29,2.009314E-06,0,0,0,0,0,0,0,0,0,0.003433528,0,0,0,0,0,0,0,0,0,0,0
