EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 6:49:07 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,Catch

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1,1.59952E-06,0.003241678,0.003240492,0.001029813,0.05649398,0.3453766,0.1922461,0.05337463,0.01566587,0.004529015,0.005139716,0.004279956,0.06105933,1.326682E-05,0.002817862,0.003718869,0.05968606,0,0,0,0,0
2,1.615272E-06,0.003250633,0.003266438,0.001013266,0.05597417,0.337854,0.1847984,0.05204287,0.01535448,0.004500713,0.005138493,0.003903314,0.05996463,1.321237E-05,0.002812249,0.003655156,0.06004672,0,0,0,0,0
3,1.630279E-06,0.003257478,0.003289989,0.0009968992,0.05529219,0.3306195,0.1778964,0.05056418,0.0150335,0.004461472,0.00513717,0.003569524,0.05887454,1.312097E-05,0.002802592,0.003584177,0.06023617,0,0,0,0,0
4,1.643758E-06,0.003262242,0.00331102,0.0009834372,0.05455402,0.3239006,0.1715546,0.04900251,0.0147133,0.004414879,0.005135985,0.003273307,0.05778916,1.300429E-05,0.002789091,0.003520155,0.06029911,0,0,0,0,0
5,1.655414E-06,0.003265049,0.003329525,0.0009727358,0.05384165,0.3178934,0.1657931,0.04741151,0.01440336,0.004364249,0.005135041,0.003011625,0.05671031,1.28743E-05,0.002772294,0.003470592,0.06028639,0,0,0,0,0
6,1.665381E-06,0.003266063,0.003345566,0.0009631233,0.05320749,0.3127328,0.1606169,0.04583133,0.01411111,0.004312295,0.005134363,0.002782821,0.05564045,1.274004E-05,0.002752885,0.003437179,0.06024374,0,0,0,0,0
7,1.674067E-06,0.003265459,0.003359234,0.0009524404,0.05267691,0.3084908,0.1560102,0.04428896,0.01384158,0.004261041,0.005133933,0.002585895,0.05458198,1.260672E-05,0.002731553,0.003418062,0.06020682,0,0,0,0,0
8,1.681988E-06,0.003263402,0.003370622,0.0009387276,0.05225438,0.3051869,0.1519397,0.04280021,0.01359772,0.004211885,0.005133716,0.002419961,0.05353691,1.247601E-05,0.002708912,0.003409946,0.0602001,0,0,0,0,0
9,1.689644E-06,0.003260052,0.003379816,0.000920584,0.05193044,0.3028028,0.1483601,0.04137234,0.01338076,0.004165701,0.005133672,0.002283905,0.05250677,1.234709E-05,0.002685473,0.003409595,0.06023791,0,0,0,0,0
10,1.697441E-06,0.003255565,0.003386896,0.000897265,0.05168796,0.3012958,0.1452197,0.04000659,0.01319074,0.004122972,0.00513376,0.002176196,0.05149265,1.221781E-05,0.002661645,0.003414668,0.06032655,0,0,0,0,0
11,1.705655E-06,0.0032501,0.003391946,0.0008686185,0.051507,0.3006103,0.1424652,0.0387003,0.01302685,0.004083898,0.00513395,0.002094829,0.05049539,1.208582E-05,0.002637751,0.003424022,0.06046646,0,0,0,0,0
12,1.714427E-06,0.003243822,0.003395064,0.0008349462,0.05136813,0.3006851,0.1400455,0.03744856,0.01288785,0.004048499,0.005134215,0.002037385,0.04951574,1.194931E-05,0.00261405,0.003437661,0.06065435,0,0,0,0,0
13,1.723871E-06,0.003576153,0.002826985,0.000543622,0.03337934,0.1582449,0.06154601,0.01431199,0.004175086,0.001278614,0.003318356,0.001974242,0.118592,1.85206E-05,0.003789134,0.0003908758,0.05208784,0,0,0,0,0
14,1.734001E-06,0.003566178,0.002834994,0.0005260719,0.03319545,0.160944,0.06252813,0.01431011,0.004211321,0.001281786,0.003318621,0.001924293,0.1120908,1.831403E-05,0.003726333,0.0004036459,0.05263452,0,0,0,0,0
15,1.744666E-06,0.003556686,0.002842416,0.0005116494,0.03294001,0.1634783,0.06356139,0.0143423,0.004240846,0.001286345,0.003318912,0.001878282,0.1061108,1.812959E-05,0.003668373,0.0004168043,0.05324034,0,0,0,0,0
